Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Каменская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	137	9	15	5	5	10	2	7	1	0	1	5	2	1	4	3	1	4	6	2	2	14	0	6	2	8	5	0	0	3	3	1	10	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	202	0	5	5	20	4	17	13	7	5	10	13	3	3	6	2	3	9	11	3	6	9	3	3	2	5	7	1	5	5	7	4	5	1									
14	Число погашенных неиспользованных открепительных удостоверений	513	21	25	5	35	0	8	23	9	10	9	25	8	9	16	7	9	26	34	18	18	26	10	24	8	32	15	10	20	17	17	9	0	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	111	9	8	1	7	1	3	8	4	1	3	4	0	1	8	0	3	5	9	2	0	7	1	5	1	6	2	2	0	1	3	1	1	4									
		1.15%	1.76%	0.90%	0.36%	0.97%	0.61%	1.49%	1.86%	4.88%	1.08%	2.50%	0.92%	0.00%	0.70%	2.55%	0.00%	4.23%	1.14%	1.30%	2.00%	0.00%	0.99%	1.47%	0.93%	0.95%	0.89%	0.58%	1.43%	0.00%	0.38%	1.11%	0.68%	0.69%	3.60%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	316	19	17	5	28	5	5	24	1	2	7	19	1	4	12	1	0	10	22	5	3	14	5	32	1	31	9	0	3	14	12	2	2	1									
		3.27%	3.73%	1.92%	1.82%	3.86%	3.05%	2.49%	5.57%	1.22%	2.15%	5.83%	4.35%	1.39%	2.80%	3.82%	1.82%	0.00%	2.28%	3.17%	5.00%	1.66%	1.99%	7.35%	5.95%	0.95%	4.61%	2.59%	0.00%	1.86%	5.26%	4.43%	1.37%	1.38%	0.90%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	265	17	29	9	21	7	5	14	1	4	1	12	2	5	7	1	4	8	14	3	8	12	0	16	1	16	11	5	3	4	11	4	8	2									
		2.74%	3.33%	3.27%	3.27%	2.90%	4.27%	2.49%	3.25%	1.22%	4.30%	0.83%	2.75%	2.78%	3.50%	2.23%	1.82%	5.63%	1.82%	2.02%	3.00%	4.42%	1.71%	0.00%	2.97%	0.95%	2.38%	3.17%	3.57%	1.86%	1.50%	4.06%	2.74%	5.52%	1.80%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4706	218	368	128	339	70	92	192	34	58	68	216	34	83	168	42	35	219	316	51	105	404	31	240	66	315	194	82	88	118	125	68	73	66									
		48.69%	42.75%	41.49%	46.55%	46.76%	42.68%	45.77%	44.55%	41.46%	62.37%	56.67%	49.43%	47.22%	58.04%	53.50%	76.36%	49.30%	49.89%	45.60%	51.00%	58.01%	57.47%	45.59%	44.61%	62.86%	46.88%	55.91%	58.57%	54.66%	44.36%	46.13%	46.58%	50.34%	59.46%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	67	4	5	3	8	1	3	1	0	3	0	2	1	0	1	0	2	4	5	1	3	3	0	5	0	3	0	0	1	4	1	3	0	0									
		0.69%	0.78%	0.56%	1.09%	1.10%	0.61%	1.49%	0.23%	0.00%	3.23%	0.00%	0.46%	1.39%	0.00%	0.32%	0.00%	2.82%	0.91%	0.72%	1.00%	1.66%	0.43%	0.00%	0.93%	0.00%	0.45%	0.00%	0.00%	0.62%	1.50%	0.37%	2.05%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	37	0	4	1	3	0	0	0	0	0	2	1	0	0	0	0	3	1	3	0	2	2	0	3	0	1	3	1	1	3	1	1	1	0									
		0.38%	0.00%	0.45%	0.36%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	1.67%	0.23%	0.00%	0.00%	0.00%	0.00%	4.23%	0.23%	0.43%	0.00%	1.10%	0.28%	0.00%	0.56%	0.00%	0.15%	0.86%	0.71%	0.62%	1.13%	0.37%	0.68%	0.69%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1767	113	166	61	130	42	38	79	20	9	11	77	12	27	47	5	9	81	143	16	30	149	11	89	18	117	44	22	30	44	42	40	25	20									
		18.28%	22.16%	18.71%	22.18%	17.93%	25.61%	18.91%	18.33%	24.39%	9.68%	9.17%	17.62%	16.67%	18.88%	14.97%	9.09%	12.68%	18.45%	20.63%	16.00%	16.57%	21.19%	16.18%	16.54%	17.14%	17.41%	12.68%	15.71%	18.63%	16.54%	15.50%	27.40%	17.24%	18.02%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	38	5	3	3	0	2	0	1	0	0	0	1	0	0	1	1	0	3	4	2	1	6	1	0	0	2	1	0	0	0	1	0	0	0									
		0.39%	0.98%	0.34%	1.09%	0.00%	1.22%	0.00%	0.23%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.32%	1.82%	0.00%	0.68%	0.58%	2.00%	0.55%	0.85%	1.47%	0.00%	0.00%	0.30%	0.29%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	101	6	7	4	10	2	2	4	1	0	1	2	3	0	6	0	0	8	8	0	1	1	2	6	2	7	2	4	3	4	3	0	2	0									
		1.04%	1.18%	0.79%	1.45%	1.38%	1.22%	0.99%	0.93%	1.22%	0.00%	0.83%	0.46%	4.17%	0.00%	1.91%	0.00%	0.00%	1.82%	1.15%	0.00%	0.55%	0.14%	2.94%	1.12%	1.90%	1.04%	0.58%	2.86%	1.86%	1.50%	1.11%	0.00%	1.38%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	2	1	0	1	0	0	0	1	1	0	0	0	3	0	1	0									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.29%	1.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.15%	0.29%	0.00%	0.00%	0.00%	1.11%	0.00%	0.69%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	98	6	15	2	5	0	7	1	0	3	1	7	1	0	1	0	0	2	7	0	0	8	0	3	0	13	4	1	3	1	2	0	2	3									
		1.01%	1.18%	1.69%	0.73%	0.69%	0.00%	3.48%	0.23%	0.00%	3.23%	0.83%	1.60%	1.39%	0.00%	0.32%	0.00%	0.00%	0.46%	1.01%	0.00%	0.00%	1.14%	0.00%	0.56%	0.00%	1.93%	1.15%	0.71%	1.86%	0.38%	0.74%	0.00%	1.38%	2.70%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1093	61	114	28	76	19	30	57	12	4	12	54	6	11	38	1	7	53	86	10	12	48	9	80	8	77	37	12	16	35	40	14	19	7									
		11.31%	11.96%	12.85%	10.18%	10.48%	11.59%	14.93%	13.23%	14.63%	4.30%	10.00%	12.36%	8.33%	7.69%	12.10%	1.82%	9.86%	12.07%	12.41%	10.00%	6.63%	6.83%	13.24%	14.87%	7.62%	11.46%	10.66%	8.57%	9.94%	13.16%	14.76%	9.59%	13.10%	6.31%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	3	5	1	2	0	0	2	0	0	1	2	0	1	1	0	1	1	3	0	1	2	0	1	0	5	3	3	1	0	3	1	1	0									
		0.46%	0.59%	0.56%	0.36%	0.28%	0.00%	0.00%	0.46%	0.00%	0.00%	0.83%	0.46%	0.00%	0.70%	0.32%	0.00%	1.41%	0.23%	0.43%	0.00%	0.55%	0.28%	0.00%	0.19%	0.00%	0.74%	0.86%	2.14%	0.62%	0.00%	1.11%	0.68%	0.69%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	582	34	111	19	51	11	6	16	6	3	6	20	9	2	9	0	1	31	43	7	4	22	5	36	3	52	14	8	4	23	12	6	7	1									
		6.02%	6.67%	12.51%	6.91%	7.03%	6.71%	2.99%	3.71%	7.32%	3.23%	5.00%	4.58%	12.50%	1.40%	2.87%	0.00%	1.41%	7.06%	6.20%	7.00%	2.21%	3.13%	7.35%	6.69%	2.86%	7.74%	4.03%	5.71%	2.48%	8.65%	4.43%	4.11%	4.83%	0.90%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
