Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Козельская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2611	103	4	21	6	76	13	5	20	13	9	7	14	24	31	11	53	12	34	16	17	67	65	89	95	187	65	256	232	164	95	132	116	196	172	99	92					
		12.72%	11.72%	2.56%	7.55%	9.52%	12.75%	10.48%	9.80%	6.71%	4.51%	4.39%	3.40%	13.59%	8.89%	9.81%	5.50%	8.69%	5.19%	8.65%	11.76%	8.95%	12.01%	15.48%	17.02%	18.59%	15.17%	14.94%	27.23%	16.45%	7.05%	10.93%	13.08%	14.01%	15.25%	15.03%	14.24%	12.20%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	62	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	2	2	0	0	0	3	4	8	1	4	4	7	14	4	4					
		0.30%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.18%	0.48%	0.38%	0.00%	0.00%	0.00%	0.32%	0.28%	0.34%	0.12%	0.40%	0.48%	0.54%	1.22%	0.58%	0.53%					
23	6.Политическая партия «Партия социальной справедливости»	53	1	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	2	2	0	1	2	0	3	10	2	2	2	4	8	3	5	0					
		0.26%	0.11%	0.64%	0.36%	0.00%	0.17%	0.00%	0.00%	0.00%	0.35%	0.49%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.48%	0.00%	0.20%	0.16%	0.00%	0.32%	0.71%	0.09%	0.23%	0.20%	0.48%	0.62%	0.26%	0.72%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2115	105	14	10	4	49	14	4	24	13	14	16	2	28	19	17	50	17	32	5	7	59	34	46	58	122	32	72	159	329	114	124	99	163	111	61	88					
		10.30%	11.95%	8.97%	3.60%	6.35%	8.22%	11.29%	7.84%	8.05%	4.51%	6.83%	7.77%	1.94%	10.37%	6.01%	8.50%	8.20%	7.36%	8.14%	3.68%	3.68%	10.57%	8.10%	8.80%	11.35%	9.89%	7.36%	7.66%	11.28%	14.14%	13.12%	12.29%	11.96%	12.68%	9.70%	8.78%	11.67%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1253	55	4	8	2	22	1	0	20	6	6	3	0	14	14	8	23	13	15	1	4	42	21	29	43	80	17	70	121	100	68	88	55	105	79	45	71					
		6.10%	6.26%	2.56%	2.88%	3.17%	3.69%	0.81%	0.00%	6.71%	2.08%	2.93%	1.46%	0.00%	5.19%	4.43%	4.00%	3.77%	5.63%	3.82%	0.74%	2.11%	7.53%	5.00%	5.54%	8.41%	6.49%	3.91%	7.45%	8.58%	4.30%	7.83%	8.72%	6.64%	8.17%	6.91%	6.47%	9.42%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	238	15	0	1	1	5	0	0	4	8	1	1	2	2	4	1	1	1	2	1	2	5	7	4	5	11	5	7	16	17	10	13	20	19	10	16	21					
		1.16%	1.71%	0.00%	0.36%	1.59%	0.84%	0.00%	0.00%	1.34%	2.78%	0.49%	0.49%	1.94%	0.74%	1.27%	0.50%	0.16%	0.43%	0.51%	0.74%	1.05%	0.90%	1.67%	0.76%	0.98%	0.89%	1.15%	0.74%	1.13%	0.73%	1.15%	1.29%	2.42%	1.48%	0.87%	2.30%	2.79%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13132	573	127	215	48	419	95	42	212	241	163	175	83	187	228	148	439	177	284	107	150	356	266	324	290	772	292	473	804	1616	531	586	465	689	702	416	437					
		63.96%	65.19%	81.41%	77.34%	76.19%	70.30%	76.61%	82.35%	71.14%	83.68%	79.51%	84.95%	80.58%	69.26%	72.15%	74.00%	71.97%	76.62%	72.26%	78.68%	78.95%	63.80%	63.33%	61.95%	56.75%	62.61%	67.13%	50.32%	57.02%	69.48%	61.10%	58.08%	56.16%	53.62%	61.36%	59.86%	57.96%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	150	4	1	1	0	2	0	0	1	2	1	1	0	0	1	0	3	1	2	0	0	2	3	6	4	5	4	15	7	12	4	9	19	16	6	15	3					
		0.73%	0.46%	0.64%	0.36%	0.00%	0.34%	0.00%	0.00%	0.34%	0.69%	0.49%	0.49%	0.00%	0.00%	0.32%	0.00%	0.49%	0.43%	0.51%	0.00%	0.00%	0.36%	0.71%	1.15%	0.78%	0.41%	0.92%	1.60%	0.50%	0.52%	0.46%	0.89%	2.29%	1.25%	0.52%	2.16%	0.40%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
