Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Калачевская																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900					
		2.48%	3.79%	2.85%	6.38%	3.57%	1.89%	2.08%	1.47%	3.03%	2.43%	2.04%	0.0%	1.68%	3.36%	1.57%	1.27%	1.66%	3.17%	4.09%	2.43%	0.38%	1.72%	1.42%	0.0%	1.03%	3.92%	1.80%	6.03%	1.62%	1.51%	0.0%	1.85%	2.96%	2.72%	2.05%	1.55%	2.06%	2.72%	2.50%	0.66%	1.26%	2.72%	2.10%	2.44%	1.40%	3.13%	3.04%	2.05%	2.13%	4.46%	1.69%	5.08%	2.59%	2.40%	2.08%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	531	1	0	5	1	15	4	1	7	28	11	0	10	12	32	27	2	11	1	1	9	3	0	0	2	2	4	13	5	13	1	2	0	2	3	2	0	17	9	8	5	3	29	27	25	31	18	18	13	21	11	27	21	17	1					
		2.14%	0.29%	0.0%	3.54%	0.89%	2.83%	1.66%	1.47%	1.11%	2.61%	2.80%	0.0%	1.68%	1.92%	2.80%	2.64%	1.11%	2.05%	0.81%	0.60%	3.42%	1.03%	0.0%	0.0%	1.03%	1.30%	3.60%	2.80%	1.62%	1.79%	0.86%	3.70%	0.0%	1.81%	1.23%	1.55%	0.0%	1.92%	1.41%	1.78%	2.10%	1.16%	2.17%	3.89%	2.92%	3.47%	1.66%	2.17%	1.63%	2.46%	2.32%	2.45%	2.72%	2.55%	1.04%					
22	"5. ""За Русь Святую"""	109	0	0	0	1	2	1	2	2	10	1	0	2	1	2	3	0	2	4	0	1	1	1	0	0	2	2	1	4	2	2	0	2	0	0	1	0	0	4	2	1	0	7	2	5	2	0	3	2	2	4	6	6	9	2					
		0.44%	0.0%	0.0%	0.0%	0.89%	0.37%	0.41%	2.94%	0.31%	0.93%	0.25%	0.0%	0.33%	0.16%	0.17%	0.29%	0.0%	0.37%	3.27%	0.0%	0.38%	0.34%	0.71%	0.0%	0.0%	1.30%	1.80%	0.21%	1.29%	0.27%	1.72%	0.0%	1.48%	0.0%	0.0%	0.77%	0.0%	0.0%	0.62%	0.44%	0.42%	0.0%	0.52%	0.28%	0.58%	0.22%	0.0%	0.36%	0.25%	0.23%	0.84%	0.54%	0.77%	1.35%	2.08%					
23	"6. ""Объединенная Российская партия ""Русь"""	56	0	0	0	0	0	0	0	2	1	3	0	3	2	2	2	1	0	1	0	1	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	1	1	0	0	0	3	3	5	4	3	2	5	1	0	1	3	1	0					
		0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.09%	0.76%	0.0%	0.50%	0.32%	0.17%	0.19%	0.55%	0.0%	0.81%	0.0%	0.38%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.27%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.11%	0.15%	0.0%	0.0%	0.0%	0.22%	0.43%	0.58%	0.44%	0.27%	0.24%	0.62%	0.11%	0.0%	0.09%	0.38%	0.15%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	123	1	0	0	0	2	0	0	5	13	2	0	2	1	10	6	0	1	0	0	2	3	0	0	1	0	0	2	0	2	0	0	0	1	2	0	1	1	0	1	0	2	4	7	21	3	6	2	6	3	0	5	0	5	0					
		0.49%	0.29%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.79%	1.21%	0.51%	0.0%	0.33%	0.16%	0.87%	0.58%	0.0%	0.18%	0.0%	0.0%	0.76%	1.03%	0.0%	0.0%	0.51%	0.0%	0.0%	0.43%	0.0%	0.27%	0.0%	0.0%	0.0%	0.90%	0.82%	0.0%	0.41%	0.11%	0.0%	0.22%	0.0%	0.77%	0.30%	1.00%	2.45%	0.33%	0.55%	0.24%	0.75%	0.35%	0.0%	0.45%	0.0%	0.75%	0.0%					
25	"8. ""Народно-республиканская партия России"""	17	2	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	1	0	0	0	1	1	0					
		0.06%	0.58%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.26%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.23%	0.11%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.12%	0.15%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	54	0	0	0	0	1	0	0	1	0	0	0	1	0	7	7	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	4	0	9	2	0	5	1	2	2	2	0	1	0					
		0.21%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.16%	0.0%	0.61%	0.68%	0.0%	0.18%	0.0%	0.0%	0.38%	0.0%	0.0%	0.95%	0.0%	0.0%	0.90%	0.21%	0.32%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.22%	0.0%	0.0%	0.30%	0.0%	1.05%	0.22%	0.0%	0.60%	0.12%	0.23%	0.42%	0.18%	0.0%	0.15%	0.0%					
27	"10. ""Аграрная партия России"""	803	34	7	3	0	21	13	7	29	36	11	0	7	11	13	12	6	28	9	16	26	7	8	2	17	11	13	32	12	17	3	2	9	12	11	7	17	49	26	25	1	20	33	14	7	15	14	22	14	25	11	22	22	12	2					
		3.24%	9.91%	9.99%	2.12%	0.0%	3.96%	5.41%	10.29%	4.63%	3.36%	2.80%	0.0%	1.18%	1.76%	1.14%	1.17%	3.33%	5.22%	7.37%	9.75%	9.88%	2.41%	5.71%	1.90%	8.80%	7.18%	11.71%	6.89%	3.89%	2.34%	2.58%	3.70%	6.66%	10.90%	4.52%	5.42%	7.02%	5.55%	4.07%	5.58%	0.42%	7.78%	2.47%	2.01%	0.81%	1.68%	1.29%	2.66%	1.75%	2.93%	2.32%	1.99%	2.85%	1.80%	2.08%					
28	"11. ""Истинные патриоты России"""	17	0	0	0	0	0	0	0	0	0	4	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.02%	0.0%	0.0%	0.0%	0.17%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	216	1	0	1	3	5	0	2	3	11	5	1	3	5	11	14	3	3	1	1	2	7	0	1	2	3	5	4	1	1	1	0	2	2	0	0	1	5	8	1	3	2	16	5	4	5	7	4	12	12	0	8	5	13	1					
		0.87%	0.29%	0.0%	0.70%	2.67%	0.94%	0.0%	2.94%	0.47%	1.02%	1.27%	0.93%	0.50%	0.80%	0.96%	1.36%	1.66%	0.55%	0.81%	0.60%	0.76%	2.41%	0.0%	0.95%	1.03%	1.96%	4.50%	0.86%	0.32%	0.13%	0.86%	0.0%	1.48%	1.81%	0.0%	0.0%	0.41%	0.56%	1.25%	0.22%	1.26%	0.77%	1.20%	0.72%	0.46%	0.56%	0.64%	0.48%	1.50%	1.40%	0.0%	0.72%	0.64%	1.95%	1.04%					
30	"13. ""Демократическая партия России"""	43	1	0	0	0	2	0	0	0	3	3	0	1	0	2	0	0	2	0	0	0	2	0	1	0	0	0	3	0	2	0	0	0	0	0	1	0	1	1	0	0	1	3	1	1	1	2	0	1	3	0	1	0	0	4					
		0.17%	0.29%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.28%	0.76%	0.0%	0.16%	0.0%	0.17%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.68%	0.0%	0.95%	0.0%	0.0%	0.0%	0.64%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.77%	0.0%	0.11%	0.15%	0.0%	0.0%	0.38%	0.22%	0.14%	0.11%	0.11%	0.18%	0.0%	0.12%	0.35%	0.0%	0.09%	0.0%	0.0%	4.16%					
31	"14. ""Великая Россия - Евразийский Союз"""	39	0	3	0	0	1	0	0	1	1	1	0	1	1	2	0	0	0	0	0	0	0	0	1	1	0	0	4	0	2	0	0	0	0	0	1	0	1	5	0	0	0	1	1	1	2	1	2	1	1	1	1	0	1	0					
		0.15%	0.0%	4.28%	0.0%	0.0%	0.18%	0.0%	0.0%	0.15%	0.09%	0.25%	0.0%	0.16%	0.16%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.95%	0.51%	0.0%	0.0%	0.86%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.77%	0.0%	0.11%	0.78%	0.0%	0.0%	0.0%	0.07%	0.14%	0.11%	0.22%	0.09%	0.24%	0.12%	0.11%	0.21%	0.09%	0.0%	0.15%	0.0%					
32	"15. ""Партия СЛОН"""	22	0	0	0	1	0	0	0	0	0	0	0	2	0	2	3	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	2	0	0	0	1	1	2	0	0	0	0					
		0.08%	0.0%	0.0%	0.0%	0.89%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.17%	0.29%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	0.21%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.15%	0.0%	0.0%	0.0%	0.15%	0.0%	0.23%	0.0%	0.0%	0.0%	0.12%	0.11%	0.42%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2273	20	3	9	6	24	18	1	71	115	18	6	38	74	94	92	1	39	3	18	11	19	8	4	1	5	4	33	9	32	7	0	5	6	24	5	8	55	43	50	15	4	146	89	29	142	184	126	83	108	64	124	80	96	4					
		9.17%	5.83%	4.28%	6.38%	5.35%	4.53%	7.5%	1.47%	11.34%	10.75%	4.59%	5.60%	6.40%	11.85%	8.24%	9.00%	0.55%	7.27%	2.45%	10.97%	4.18%	6.55%	5.71%	3.80%	0.51%	3.26%	3.60%	7.11%	2.92%	4.40%	6.03%	0.0%	3.70%	5.45%	9.87%	3.87%	3.30%	6.23%	6.73%	11.16%	6.32%	1.55%	10.95%	12.82%	3.38%	15.91%	16.97%	15.25%	10.42%	12.67%	13.53%	11.26%	10.37%	14.41%	4.16%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	49	0	1	0	1	0	0	0	0	2	1	0	0	0	6	1	0	1	2	0	0	0	3	1	1	1	0	0	1	3	0	1	0	0	0	2	0	1	1	0	0	0	2	0	6	0	1	0	1	2	1	1	2	2	1					
		0.19%	0.0%	1.42%	0.0%	0.89%	0.0%	0.0%	0.0%	0.0%	0.18%	0.25%	0.0%	0.0%	0.0%	0.52%	0.09%	0.0%	0.18%	1.63%	0.0%	0.0%	0.0%	2.14%	0.95%	0.51%	0.65%	0.0%	0.0%	0.32%	0.41%	0.0%	1.85%	0.0%	0.0%	0.0%	1.55%	0.0%	0.11%	0.15%	0.0%	0.0%	0.0%	0.15%	0.0%	0.70%	0.0%	0.09%	0.0%	0.12%	0.23%	0.21%	0.09%	0.25%	0.30%	1.04%					
35	"18. ""ЛДПР"""	3984	47	15	33	25	78	39	4	83	149	49	31	103	86	299	188	25	96	24	30	34	43	36	24	38	26	20	61	41	95	13	3	37	11	57	22	46	132	98	57	23	26	206	94	246	110	143	107	125	148	52	159	130	103	14					
		16.08%	13.70%	21.42%	23.40%	22.32%	14.74%	16.25%	5.88%	13.25%	13.93%	12.5%	28.97%	17.36%	13.78%	26.22%	18.39%	13.88%	17.91%	19.67%	18.29%	12.92%	14.82%	25.71%	22.85%	19.68%	16.99%	18.01%	13.14%	13.31%	13.08%	11.20%	5.55%	27.40%	10.0%	23.45%	17.05%	19.00%	14.96%	15.36%	12.72%	9.70%	10.11%	15.45%	13.54%	28.73%	12.33%	13.19%	12.95%	15.70%	17.37%	10.99%	14.44%	16.86%	15.46%	14.58%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	328	5	1	2	1	7	0	1	9	12	3	2	0	4	13	5	0	10	0	0	1	6	0	0	1	5	3	6	3	12	1	0	2	2	4	0	7	10	12	3	3	5	24	21	2	17	17	11	12	15	5	16	14	13	0					
		1.32%	1.45%	1.42%	1.41%	0.89%	1.32%	0.0%	1.47%	1.43%	1.12%	0.76%	1.86%	0.0%	0.64%	1.14%	0.48%	0.0%	1.86%	0.0%	0.0%	0.38%	2.06%	0.0%	0.0%	0.51%	3.26%	2.70%	1.29%	0.97%	1.65%	0.86%	0.0%	1.48%	1.81%	1.64%	0.0%	2.89%	1.13%	1.88%	0.66%	1.26%	1.94%	1.80%	3.02%	0.23%	1.90%	1.56%	1.33%	1.50%	1.76%	1.05%	1.45%	1.81%	1.95%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	8054	97	7	59	39	205	71	25	197	362	125	32	276	201	390	382	70	103	30	39	84	111	45	27	55	58	29	146	138	360	40	30	38	38	74	45	105	296	220	125	80	80	386	204	250	265	359	254	248	237	148	346	218	164	41					
		32.52%	28.27%	9.99%	41.84%	34.82%	38.75%	29.58%	36.76%	31.46%	33.86%	31.88%	29.90%	46.54%	32.21%	34.21%	37.37%	38.88%	19.21%	24.59%	23.78%	31.93%	38.27%	32.14%	25.71%	28.49%	37.90%	26.12%	31.46%	44.80%	49.58%	34.48%	55.55%	28.14%	34.54%	30.45%	34.88%	43.38%	33.56%	34.48%	27.90%	33.75%	31.12%	28.95%	29.39%	29.20%	29.70%	33.11%	30.75%	31.15%	27.81%	31.28%	31.42%	28.27%	24.62%	42.70%					
38	"21. ""Российская Конституционно-демократическая партия"""	31	2	0	1	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	3	1	1	0	1	0	0	0	0	1	1	0	1	2	0	3	3	1	1	0	1	0	0	0	0	0					
		0.12%	0.58%	0.0%	0.70%	0.0%	0.0%	0.41%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.16%	0.08%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.34%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.41%	0.86%	1.85%	0.0%	0.90%	0.0%	0.0%	0.0%	0.0%	0.15%	0.22%	0.0%	0.38%	0.15%	0.0%	0.35%	0.33%	0.09%	0.12%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	88	0	0	1	3	0	0	0	0	4	1	0	2	1	2	3	0	3	1	0	0	0	29	0	1	0	0	3	0	1	1	0	0	0	0	1	0	2	0	0	0	0	4	0	2	0	2	6	4	2	1	2	2	4	0					
		0.35%	0.0%	0.0%	0.70%	2.67%	0.0%	0.0%	0.0%	0.0%	0.37%	0.25%	0.0%	0.33%	0.16%	0.17%	0.29%	0.0%	0.55%	0.81%	0.0%	0.0%	0.0%	20.71%	0.0%	0.51%	0.0%	0.0%	0.64%	0.0%	0.13%	0.86%	0.0%	0.0%	0.0%	0.0%	0.77%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.23%	0.0%	0.18%	0.72%	0.50%	0.23%	0.21%	0.18%	0.25%	0.60%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5096	93	28	9	23	123	72	11	136	180	118	32	62	162	63	124	57	171	32	41	74	41	2	25	50	12	18	101	58	133	31	14	20	25	43	24	33	213	152	125	81	90	329	137	58	174	212	193	195	163	124	270	170	151	18					
		20.57%	27.11%	39.99%	6.38%	20.53%	23.25%	30.0%	16.17%	21.72%	16.83%	30.10%	29.90%	10.45%	25.96%	5.52%	12.13%	31.66%	31.90%	26.22%	24.99%	28.13%	14.13%	1.42%	23.80%	25.90%	7.84%	16.21%	21.76%	18.83%	18.31%	26.72%	25.92%	14.81%	22.72%	17.69%	18.60%	13.63%	24.14%	23.82%	27.90%	34.17%	35.01%	24.68%	19.74%	6.77%	19.50%	19.55%	23.36%	24.49%	19.13%	26.21%	24.52%	22.04%	22.67%	18.75%					
																																																													
41	Против всех	974	10	0	4	3	11	10	5	33	51	9	3	40	30	93	74	3	18	2	2	5	11	0	3	8	5	6	18	9	25	0	0	4	2	4	5	8	48	17	15	4	3	34	41	87	32	29	31	20	21	15	27	10	22	4					
		3.93%	2.91%	0.0%	2.83%	2.67%	2.07%	4.16%	7.35%	5.27%	4.77%	2.29%	2.80%	6.74%	4.80%	8.15%	7.24%	1.66%	3.35%	1.63%	1.21%	1.90%	3.79%	0.0%	2.85%	4.14%	3.26%	5.40%	3.87%	2.92%	3.44%	0.0%	0.0%	2.96%	1.81%	1.64%	3.87%	3.30%	5.44%	2.66%	3.34%	1.68%	1.16%	2.55%	5.90%	10.16%	3.58%	2.67%	3.75%	2.51%	2.46%	3.17%	2.45%	1.29%	3.30%	4.16%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
