Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Далматовская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	446	6	10	10	15	22	24	18	10	15	18	5	10	5	5	0	5	8	5	8	5	5	20	5	5	7	16	2	5	5	5	5	12	5	5	7	5	7	5	5	5	5	5	5	25	10	7	5	7	20	7	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	304	4	9	7	10	22	20	18	9	10	14	0	6	1	0	0	1	4	5	6	0	2	20	5	5	6	13	1	3	2	2	5	8	4	2	5	4	4	0	1	5	3	2	2	16	1	5	4	2	9	7	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	153	2	6	4	2	13	9	12	6	6	2	0	2	3	2	3	1	1	1	2	0	0	3	0	3	2	1	2	4	1	1	1	6	3	3	3	2	6	2	3	2	1	1	1	2	3	3	3	7	4	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	142	2	1	3	5	0	4	0	1	5	4	5	4	4	5	0	4	4	0	2	5	3	0	0	0	1	3	1	2	3	3	0	4	1	3	2	1	3	5	4	0	2	3	3	9	9	2	1	5	11	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	876	10	26	14	31	45	30	50	19	19	25	3	23	2	0	5	0	9	7	11	15	8	40	5	16	22	13	1	2	24	7	14	36	10	12	18	12	38	10	9	8	7	4	12	33	25	9	14	40	39	13	31					
		5.32%	2.65%	5.75%	3.26%	6.39%	4.80%	4.17%	4.82%	4.22%	2.91%	4.75%	0.71%	4.93%	2.22%	0.00%	7.58%	0.00%	6.08%	6.14%	8.53%	11.36%	7.84%	7.59%	6.25%	6.93%	10.84%	4.64%	1.85%	1.61%	9.41%	11.29%	12.17%	10.17%	6.71%	5.48%	4.97%	4.27%	9.38%	6.80%	3.03%	3.86%	2.95%	6.15%	8.45%	3.50%	5.15%	4.07%	8.33%	10.99%	4.86%	4.78%	5.67%					
19	2.Всероссийская политическая партия «Гражданская Сила»	55	1	3	1	2	8	1	4	0	2	3	0	1	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	2	0	0	1	1	1	2	1	1	1	0	0	2	0	1	2	1	1	0	2	1	0	4					
		0.33%	0.27%	0.66%	0.23%	0.41%	0.85%	0.14%	0.39%	0.00%	0.31%	0.57%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%	2.50%	0.00%	0.49%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.28%	0.67%	0.46%	0.55%	0.36%	0.25%	0.68%	0.00%	0.00%	0.84%	0.00%	0.70%	0.21%	0.21%	0.45%	0.00%	0.55%	0.12%	0.00%	0.73%					
20	3.Политическая партия «Демократическая партия России»	24	0	2	0	0	4	0	0	1	2	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	1	2	0	0	0	0	0	1					
		0.15%	0.00%	0.44%	0.00%	0.00%	0.43%	0.00%	0.00%	0.22%	0.31%	0.00%	0.24%	0.00%	1.11%	0.00%	1.52%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	1.25%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.71%	0.25%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1613	29	26	51	65	119	96	135	77	58	51	28	49	6	8	12	1	6	15	4	13	2	52	38	13	22	25	0	3	35	1	15	45	13	18	32	11	33	4	25	5	56	18	8	92	43	11	16	20	73	21	14					
		9.80%	7.69%	5.75%	11.89%	13.40%	12.70%	13.33%	13.02%	17.11%	8.87%	9.70%	6.59%	10.49%	6.67%	8.25%	18.18%	3.33%	4.05%	13.16%	3.10%	9.85%	1.96%	9.87%	47.50%	5.63%	10.84%	8.93%	0.00%	2.42%	13.73%	1.61%	13.04%	12.71%	8.72%	8.22%	8.84%	3.91%	8.15%	2.72%	8.42%	2.42%	23.63%	27.69%	5.63%	9.75%	8.87%	4.98%	9.52%	5.49%	9.10%	7.72%	2.56%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	96	8	4	3	3	5	11	15	6	6	4	3	8	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	2	0	0	0	1	0	0	1	1	0	0	3	0	1	0	1	1	2	1					
		0.58%	2.12%	0.88%	0.70%	0.62%	0.53%	1.53%	1.45%	1.33%	0.92%	0.76%	0.71%	1.71%	0.00%	0.00%	0.00%	3.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.56%	1.34%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.48%	0.42%	0.00%	0.00%	0.32%	0.00%	0.45%	0.00%	0.27%	0.12%	0.74%	0.18%					
23	6.Политическая партия «Партия социальной справедливости»	37	1	1	0	0	1	1	4	2	4	2	3	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	2	0	1	0	1	4	0					
		0.22%	0.27%	0.22%	0.00%	0.00%	0.11%	0.14%	0.39%	0.44%	0.61%	0.38%	0.71%	0.64%	0.00%	0.00%	1.52%	3.33%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.70%	0.11%	0.41%	0.00%	0.60%	0.00%	0.12%	1.47%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1487	31	32	33	32	88	64	113	40	92	49	31	59	9	6	5	5	7	9	14	17	15	52	4	13	11	23	6	9	18	8	12	34	7	22	47	14	25	4	25	21	16	3	13	67	36	13	10	28	86	24	85					
		9.03%	8.22%	7.08%	7.69%	6.60%	9.39%	8.89%	10.90%	8.89%	14.07%	9.32%	7.29%	12.63%	10.00%	6.19%	7.58%	16.67%	4.73%	7.89%	10.85%	12.88%	14.71%	9.87%	5.00%	5.63%	5.42%	8.21%	11.11%	7.26%	7.06%	12.90%	10.43%	9.60%	4.70%	10.05%	12.98%	4.98%	6.17%	2.72%	8.42%	10.14%	6.75%	4.62%	9.15%	7.10%	7.42%	5.88%	5.95%	7.69%	10.72%	8.82%	15.54%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	918	26	30	37	48	75	56	100	30	35	41	12	40	10	2	7	2	3	2	5	3	5	23	1	7	4	8	2	8	14	4	5	8	3	8	15	6	8	1	8	12	5	0	7	30	31	14	5	16	57	0	39					
		5.58%	6.90%	6.64%	8.62%	9.90%	8.00%	7.78%	9.64%	6.67%	5.35%	7.79%	2.82%	8.57%	11.11%	2.06%	10.61%	6.67%	2.03%	1.75%	3.88%	2.27%	4.90%	4.36%	1.25%	3.03%	1.97%	2.86%	3.70%	6.45%	5.49%	6.45%	4.35%	2.26%	2.01%	3.65%	4.14%	2.14%	1.98%	0.68%	2.69%	5.80%	2.11%	0.00%	4.93%	3.18%	6.39%	6.33%	2.98%	4.40%	7.11%	0.00%	7.13%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	128	0	5	7	11	11	10	9	4	4	5	2	5	1	0	1	0	1	0	0	0	0	2	0	2	1	2	0	2	0	0	1	3	1	1	1	1	2	4	3	0	0	1	1	7	5	2	1	1	5	2	1					
		0.78%	0.00%	1.11%	1.63%	2.27%	1.17%	1.39%	0.87%	0.89%	0.61%	0.95%	0.47%	1.07%	1.11%	0.00%	1.52%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.87%	0.49%	0.71%	0.00%	1.61%	0.00%	0.00%	0.87%	0.85%	0.67%	0.46%	0.28%	0.36%	0.49%	2.72%	1.01%	0.00%	0.00%	1.54%	0.70%	0.74%	1.03%	0.90%	0.60%	0.27%	0.62%	0.74%	0.18%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10976	265	320	274	286	570	443	585	257	421	333	337	278	60	80	33	20	99	73	95	83	72	350	29	177	139	203	45	99	156	41	68	221	109	155	241	228	286	118	226	157	146	39	94	698	333	167	120	255	522	205	365					
		66.66%	70.29%	70.80%	63.87%	58.97%	60.83%	61.53%	56.41%	57.11%	64.37%	63.31%	79.29%	59.53%	66.67%	82.47%	50.00%	66.67%	66.89%	64.04%	73.64%	62.88%	70.59%	66.41%	36.25%	76.62%	68.47%	72.50%	83.33%	79.84%	61.18%	66.13%	59.13%	62.43%	73.15%	70.78%	66.57%	81.14%	70.62%	80.27%	76.09%	75.85%	61.60%	60.00%	66.20%	73.94%	68.66%	75.57%	71.43%	70.05%	65.09%	75.37%	66.73%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	102	2	3	6	5	10	5	12	6	2	9	3	1	0	1	0	0	1	0	0	1	0	1	0	0	2	1	0	0	2	0	0	2	2	0	3	0	2	2	0	2	1	0	0	1	1	2	0	0	6	0	5					
		0.62%	0.53%	0.66%	1.40%	1.03%	1.07%	0.69%	1.16%	1.33%	0.31%	1.71%	0.71%	0.21%	0.00%	1.03%	0.00%	0.00%	0.68%	0.00%	0.00%	0.76%	0.00%	0.19%	0.00%	0.00%	0.99%	0.36%	0.00%	0.00%	0.78%	0.00%	0.00%	0.56%	1.34%	0.00%	0.83%	0.00%	0.49%	1.36%	0.00%	0.97%	0.42%	0.00%	0.00%	0.11%	0.21%	0.90%	0.00%	0.00%	0.75%	0.00%	0.91%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
