Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
Наименование Избирательной комиссии:    Завьяловская																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756					
		2.69%	2.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.81%	2.54%	3.90%	2.63%	2.10%	1.32%	5.57%	4.03%	1.55%	3.87%	3.95%	3.09%	1.47%	4.23%	2.71%	0.61%	2.18%	2.54%	3.33%	1.63%	0.74%	2.39%	1.14%	0.82%	3.90%	2.81%	1.67%	4.52%	2.46%	0.94%	1.10%	2.06%	0.0%	3.17%	2.30%	1.53%	4.54%	2.16%	1.02%	0.68%	1.32%	2.12%	1.85%	0.47%	5.52%	1.83%	2.38%	0.0%	1.80%	2.46%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	459	10	4	2	1	1	0	2	31	4	8	2	6	12	19	10	11	7	11	5	7	10	2	4	7	2	12	3	14	3	0	31	27	4	31	7	21	4	1	2	4	1	10	14	8	11	9	9	8	2	8	5	7	11	3	9	2					
		1.82%	1.45%	2.72%	2.85%	1.47%	1.63%	0.0%	0.81%	2.02%	1.56%	1.40%	2.10%	1.98%	1.63%	1.47%	1.41%	1.57%	1.72%	0.91%	2.45%	1.02%	1.51%	1.23%	2.91%	5.93%	1.66%	2.45%	2.22%	3.34%	0.68%	0.0%	2.05%	2.45%	1.34%	2.33%	1.72%	2.82%	2.20%	1.03%	1.86%	0.90%	0.46%	1.91%	1.35%	1.92%	2.82%	2.05%	1.70%	2.42%	1.23%	1.90%	2.76%	3.21%	5.23%	3.48%	1.24%	2.46%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	298	12	1	0	1	1	1	3	19	6	5	1	2	5	21	8	7	3	17	1	5	7	2	3	0	0	5	4	4	3	5	29	12	4	25	6	2	0	2	0	4	2	3	14	5	9	5	0	0	4	5	1	1	5	0	7	1					
		1.18%	1.74%	0.68%	0.0%	1.47%	1.63%	0.59%	1.22%	1.24%	2.34%	0.87%	1.05%	0.66%	0.67%	1.62%	1.13%	1.00%	0.74%	1.42%	0.49%	0.72%	1.05%	1.23%	2.18%	0.0%	0.0%	1.02%	2.96%	0.95%	0.68%	4.13%	1.92%	1.09%	1.34%	1.88%	1.47%	0.26%	0.0%	2.06%	0.0%	0.90%	0.92%	0.57%	1.35%	1.20%	2.31%	1.14%	0.0%	0.0%	2.46%	1.18%	0.55%	0.45%	2.38%	0.0%	0.96%	1.23%					
22	"5. ""За Русь Святую"""	130	4	1	0	0	0	1	0	8	0	3	1	0	7	4	3	8	1	6	4	4	5	0	0	0	1	1	0	5	1	1	3	5	1	8	1	5	1	0	0	1	1	2	1	1	4	2	2	7	5	1	1	0	2	0	7	0					
		0.51%	0.58%	0.68%	0.0%	0.0%	0.0%	0.59%	0.0%	0.52%	0.0%	0.52%	1.05%	0.0%	0.95%	0.31%	0.42%	1.14%	0.24%	0.50%	1.96%	0.58%	0.75%	0.0%	0.0%	0.0%	0.83%	0.20%	0.0%	1.19%	0.22%	0.82%	0.19%	0.45%	0.33%	0.60%	0.24%	0.67%	0.55%	0.0%	0.0%	0.22%	0.46%	0.38%	0.09%	0.24%	1.02%	0.45%	0.37%	2.12%	3.08%	0.23%	0.55%	0.0%	0.95%	0.0%	0.96%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	76	2	0	0	0	0	0	0	8	1	2	1	1	1	6	3	2	2	0	1	5	1	3	0	1	2	3	1	2	1	0	4	4	0	0	0	1	0	0	0	0	0	3	4	0	1	1	0	1	1	2	0	0	3	0	2	0					
		0.30%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.39%	0.35%	1.05%	0.33%	0.13%	0.46%	0.42%	0.28%	0.49%	0.0%	0.49%	0.72%	0.15%	1.85%	0.0%	0.84%	1.66%	0.61%	0.74%	0.47%	0.22%	0.0%	0.26%	0.36%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.38%	0.0%	0.25%	0.22%	0.0%	0.30%	0.61%	0.47%	0.0%	0.0%	1.42%	0.0%	0.27%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	121	4	0	0	1	0	0	0	11	2	0	0	0	5	4	2	2	1	7	0	1	2	1	3	0	0	1	0	3	7	0	13	3	2	9	2	4	1	0	0	3	0	2	11	0	1	0	4	2	0	0	2	1	0	0	4	0					
		0.48%	0.58%	0.0%	0.0%	1.47%	0.0%	0.0%	0.0%	0.71%	0.78%	0.0%	0.0%	0.0%	0.67%	0.31%	0.28%	0.28%	0.24%	0.58%	0.0%	0.14%	0.30%	0.61%	2.18%	0.0%	0.0%	0.20%	0.0%	0.71%	1.60%	0.0%	0.86%	0.27%	0.67%	0.67%	0.49%	0.53%	0.55%	0.0%	0.0%	0.68%	0.0%	0.38%	1.06%	0.0%	0.25%	0.0%	0.75%	0.60%	0.0%	0.0%	1.10%	0.45%	0.0%	0.0%	0.55%	0.0%					
25	"8. ""Народно-республиканская партия России"""	42	2	0	0	0	0	0	0	4	2	1	0	2	2	3	1	0	2	0	0	1	0	0	1	0	0	1	2	0	0	1	4	1	0	2	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1					
		0.16%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.78%	0.17%	0.0%	0.66%	0.27%	0.23%	0.14%	0.0%	0.49%	0.0%	0.0%	0.14%	0.0%	0.0%	0.72%	0.0%	0.0%	0.20%	1.48%	0.0%	0.0%	0.82%	0.26%	0.09%	0.0%	0.15%	0.24%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.19%	0.09%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.23%	0.0%	0.45%	0.0%	1.16%	0.13%	1.23%					
26	"9. ""Российская экологическая партия ""Зеленые"""	70	0	0	0	0	0	0	0	4	1	1	0	0	4	2	2	2	2	3	0	1	2	0	0	0	0	4	0	1	2	2	4	4	0	8	0	1	0	1	1	2	0	1	7	1	1	1	1	0	0	2	0	0	0	0	2	0					
		0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.39%	0.17%	0.0%	0.0%	0.54%	0.15%	0.28%	0.28%	0.49%	0.25%	0.0%	0.14%	0.30%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.23%	0.45%	1.65%	0.26%	0.36%	0.0%	0.60%	0.0%	0.13%	0.0%	1.03%	0.93%	0.45%	0.0%	0.19%	0.67%	0.24%	0.25%	0.22%	0.18%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%					
27	"10. ""Аграрная партия России"""	1352	83	27	10	2	5	6	10	28	17	23	3	9	33	51	52	23	15	104	15	33	39	3	8	3	4	30	13	7	12	3	58	98	4	47	18	80	13	0	3	49	28	13	43	12	8	22	26	14	10	37	3	21	6	1	67	0					
		5.39%	12.06%	18.36%	14.28%	2.94%	8.19%	3.55%	4.08%	1.82%	6.64%	4.04%	3.15%	2.97%	4.48%	3.95%	7.35%	3.29%	3.70%	8.69%	7.35%	4.81%	5.89%	1.85%	5.83%	2.54%	3.33%	6.13%	9.62%	1.67%	2.75%	2.47%	3.84%	8.90%	1.34%	3.54%	4.43%	10.76%	7.18%	0.0%	2.80%	11.11%	12.90%	2.49%	4.15%	2.88%	2.05%	5.02%	4.93%	4.24%	6.17%	8.78%	1.65%	9.63%	2.85%	1.16%	9.27%	0.0%					
28	"11. ""Истинные патриоты России"""	30	2	0	0	0	0	1	1	5	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	4	0	0	0	0	1	0					
		0.11%	0.29%	0.0%	0.0%	0.0%	0.0%	0.59%	0.40%	0.32%	0.0%	0.17%	0.0%	0.66%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.84%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.06%	0.09%	0.33%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.24%	0.25%	0.22%	0.0%	0.30%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	242	3	2	1	1	1	0	3	9	7	2	2	2	6	9	5	6	3	17	4	8	7	1	1	0	3	7	3	5	8	2	10	13	2	19	3	3	0	0	1	1	1	4	13	5	5	3	3	2	2	3	1	1	3	1	12	3					
		0.96%	0.43%	1.36%	1.42%	1.47%	1.63%	0.0%	1.22%	0.58%	2.73%	0.35%	2.10%	0.66%	0.81%	0.69%	0.70%	0.86%	0.74%	1.42%	1.96%	1.16%	1.05%	0.61%	0.72%	0.0%	2.5%	1.43%	2.22%	1.19%	1.83%	1.65%	0.66%	1.18%	0.67%	1.43%	0.73%	0.40%	0.0%	0.0%	0.93%	0.22%	0.46%	0.76%	1.25%	1.20%	1.28%	0.68%	0.56%	0.60%	1.23%	0.71%	0.55%	0.45%	1.42%	1.16%	1.66%	3.70%					
30	"13. ""Демократическая партия России"""	77	0	0	0	0	0	0	0	6	0	1	1	0	4	3	3	4	2	4	0	1	1	0	0	2	2	2	0	4	2	0	4	0	4	5	1	2	1	0	0	0	0	2	3	0	1	1	2	0	1	0	0	2	2	0	4	0					
		0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.17%	1.05%	0.0%	0.54%	0.23%	0.42%	0.57%	0.49%	0.33%	0.0%	0.14%	0.15%	0.0%	0.0%	1.69%	1.66%	0.40%	0.0%	0.95%	0.45%	0.0%	0.26%	0.0%	1.34%	0.37%	0.24%	0.26%	0.55%	0.0%	0.0%	0.0%	0.0%	0.38%	0.28%	0.0%	0.25%	0.22%	0.37%	0.0%	0.61%	0.0%	0.0%	0.91%	0.95%	0.0%	0.55%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	46	2	0	0	0	0	0	0	1	0	0	1	0	2	1	0	3	2	2	0	2	1	0	0	0	1	1	0	0	0	0	8	1	2	1	1	0	0	0	0	0	0	1	1	2	1	0	3	0	1	1	0	1	0	0	3	0					
		0.18%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	1.05%	0.0%	0.27%	0.07%	0.0%	0.43%	0.49%	0.16%	0.0%	0.29%	0.15%	0.0%	0.0%	0.0%	0.83%	0.20%	0.0%	0.0%	0.0%	0.0%	0.52%	0.09%	0.67%	0.07%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.09%	0.48%	0.25%	0.0%	0.56%	0.0%	0.61%	0.23%	0.0%	0.45%	0.0%	0.0%	0.41%	0.0%					
32	"15. ""Партия СЛОН"""	26	2	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	2	1	1	1	0	0	0	0	1	0	0	1	3	0	1	0	0	1	0	0	0	0	0	1	0	3	0	0	1	0	1	1	0	0	0	0	0					
		0.10%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.66%	0.13%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.29%	0.15%	0.61%	0.72%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.06%	0.27%	0.0%	0.07%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.77%	0.0%	0.0%	0.30%	0.0%	0.23%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1082	20	4	2	0	0	5	6	52	14	6	6	11	54	99	39	57	11	62	3	20	20	3	3	1	4	11	1	9	11	1	114	66	11	77	13	12	2	3	5	11	3	25	66	2	19	7	17	11	4	14	14	8	6	4	31	2					
		4.31%	2.90%	2.72%	2.85%	0.0%	0.0%	2.95%	2.44%	3.39%	5.46%	1.05%	6.31%	3.63%	7.33%	7.68%	5.51%	8.17%	2.71%	5.18%	1.47%	2.91%	3.02%	1.85%	2.18%	0.84%	3.33%	2.24%	0.74%	2.15%	2.52%	0.82%	7.54%	6.0%	3.69%	5.80%	3.20%	1.61%	1.10%	3.09%	4.67%	2.49%	1.38%	4.79%	6.37%	0.48%	4.88%	1.59%	3.22%	3.33%	2.46%	3.32%	7.73%	3.66%	2.85%	4.65%	4.29%	2.46%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	135	7	2	0	1	3	2	0	1	4	1	0	2	6	3	3	5	2	4	3	2	3	1	1	1	3	1	4	7	5	0	8	4	1	8	0	1	0	1	1	2	0	5	1	3	3	3	5	1	2	3	0	0	0	3	1	2					
		0.53%	1.01%	1.36%	0.0%	1.47%	4.91%	1.18%	0.0%	0.06%	1.56%	0.17%	0.0%	0.66%	0.81%	0.23%	0.42%	0.71%	0.49%	0.33%	1.47%	0.29%	0.45%	0.61%	0.72%	0.84%	2.5%	0.20%	2.96%	1.67%	1.14%	0.0%	0.52%	0.36%	0.33%	0.60%	0.0%	0.13%	0.0%	1.03%	0.93%	0.45%	0.0%	0.95%	0.09%	0.72%	0.77%	0.68%	0.94%	0.30%	1.23%	0.71%	0.0%	0.0%	0.0%	3.48%	0.13%	2.46%					
35	"18. ""ЛДПР"""	3057	73	10	16	0	3	17	22	189	29	61	10	28	113	187	83	110	80	158	41	36	57	6	13	9	7	62	12	44	67	18	223	150	47	220	52	58	16	4	5	36	10	43	170	35	61	26	40	34	14	72	36	27	26	22	66	3					
		12.18%	10.61%	6.80%	22.85%	0.0%	4.91%	10.05%	8.97%	12.33%	11.32%	10.72%	10.52%	9.24%	15.35%	14.50%	11.73%	15.78%	19.75%	13.21%	20.09%	5.25%	8.61%	3.70%	9.48%	7.62%	5.83%	12.67%	8.88%	10.52%	15.36%	14.87%	14.76%	13.63%	15.77%	16.59%	12.80%	7.80%	8.83%	4.12%	4.67%	8.16%	4.60%	8.25%	16.42%	8.41%	15.68%	5.93%	7.59%	10.30%	8.64%	17.10%	19.88%	12.38%	12.38%	25.58%	9.14%	3.70%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	418	6	0	0	1	3	0	0	37	6	5	1	1	11	22	8	16	7	13	1	13	5	5	3	1	0	12	0	3	12	1	24	24	6	33	7	20	1	2	2	5	1	9	18	15	6	2	13	2	4	10	5	6	0	3	6	1					
		1.66%	0.87%	0.0%	0.0%	1.47%	4.91%	0.0%	0.0%	2.41%	2.34%	0.87%	1.05%	0.33%	1.49%	1.70%	1.13%	2.29%	1.72%	1.08%	0.49%	1.89%	0.75%	3.08%	2.18%	0.84%	0.0%	2.45%	0.0%	0.71%	2.75%	0.82%	1.58%	2.18%	2.01%	2.48%	1.72%	2.69%	0.55%	2.06%	1.86%	1.13%	0.46%	1.72%	1.73%	3.60%	1.54%	0.45%	2.46%	0.60%	2.46%	2.37%	2.76%	2.75%	0.0%	3.48%	0.83%	1.23%					
37	"20. ""Политическая партия ""Единая Россия"""	12196	260	75	30	49	37	111	135	787	111	340	43	184	292	548	333	282	153	599	94	403	371	103	74	77	71	253	75	189	203	57	629	433	158	510	164	437	119	54	78	213	128	330	459	235	198	297	283	190	70	175	71	108	88	25	359	46					
		48.62%	37.79%	51.02%	42.85%	72.05%	60.65%	65.68%	55.10%	51.37%	43.35%	59.75%	45.26%	60.72%	39.67%	42.51%	47.10%	40.45%	37.77%	50.08%	46.07%	58.83%	56.04%	63.58%	54.01%	65.25%	59.16%	51.73%	55.55%	45.21%	46.55%	47.10%	41.65%	39.36%	53.02%	38.46%	40.39%	58.81%	65.74%	55.67%	72.89%	48.29%	58.98%	63.33%	44.34%	56.49%	50.89%	67.80%	53.70%	57.57%	43.20%	41.56%	39.22%	49.54%	41.90%	29.06%	49.72%	56.79%					
38	"21. ""Российская Конституционно-демократическая партия"""	65	1	0	0	0	0	0	0	6	0	0	0	3	0	2	2	2	2	4	2	3	0	1	0	0	0	1	1	1	3	0	1	0	1	3	2	2	0	3	0	1	3	0	3	2	0	3	0	0	2	3	1	1	0	0	0	0					
		0.25%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.99%	0.0%	0.15%	0.28%	0.28%	0.49%	0.33%	0.98%	0.43%	0.0%	0.61%	0.0%	0.0%	0.0%	0.20%	0.74%	0.23%	0.68%	0.0%	0.06%	0.0%	0.33%	0.22%	0.49%	0.26%	0.0%	3.09%	0.0%	0.22%	1.38%	0.0%	0.28%	0.48%	0.0%	0.68%	0.0%	0.0%	1.23%	0.71%	0.55%	0.45%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	51	0	0	1	0	0	0	0	0	0	0	2	0	2	4	1	2	1	2	0	0	1	1	0	0	0	1	0	5	0	0	3	1	2	1	1	1	0	1	1	0	1	2	7	0	1	1	0	0	0	1	2	0	1	0	0	1					
		0.20%	0.0%	0.0%	1.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.10%	0.0%	0.27%	0.31%	0.14%	0.28%	0.24%	0.16%	0.0%	0.0%	0.15%	0.61%	0.0%	0.0%	0.0%	0.20%	0.0%	1.19%	0.0%	0.0%	0.19%	0.09%	0.67%	0.07%	0.24%	0.13%	0.0%	1.03%	0.93%	0.0%	0.46%	0.38%	0.67%	0.0%	0.25%	0.22%	0.0%	0.0%	0.0%	0.23%	1.10%	0.0%	0.47%	0.0%	0.0%	1.23%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2106	121	8	2	2	4	9	36	105	9	66	8	21	61	154	52	72	46	54	14	38	47	15	7	3	7	36	3	32	37	13	153	109	21	118	85	41	7	13	3	44	17	16	55	24	20	31	63	26	15	31	6	7	22	18	71	8					
		8.39%	17.58%	5.44%	2.85%	2.94%	6.55%	5.32%	14.69%	6.85%	3.51%	11.59%	8.42%	6.93%	8.28%	11.94%	7.35%	10.32%	11.35%	4.51%	6.86%	5.54%	7.09%	9.25%	5.10%	2.54%	5.83%	7.36%	2.22%	7.65%	8.48%	10.74%	10.13%	9.90%	7.04%	8.89%	20.93%	5.51%	3.86%	13.40%	2.80%	9.97%	7.83%	3.07%	5.31%	5.76%	5.14%	7.07%	11.95%	7.87%	9.25%	7.36%	3.31%	3.21%	10.47%	20.93%	9.83%	9.87%					
																																																															
41	Против всех	1202	20	5	3	4	2	5	12	113	11	7	2	7	49	62	38	41	25	43	7	22	31	4	3	5	4	18	1	14	28	13	89	65	11	86	23	20	10	2	3	22	5	21	65	20	19	4	22	18	10	28	13	9	14	2	21	1					
		4.79%	2.90%	3.40%	4.28%	5.88%	3.27%	2.95%	4.89%	7.37%	4.29%	1.23%	2.10%	2.31%	6.65%	4.80%	5.37%	5.88%	6.17%	3.59%	3.43%	3.21%	4.68%	2.46%	2.18%	4.23%	3.33%	3.68%	0.74%	3.34%	6.42%	10.74%	5.89%	5.90%	3.69%	6.48%	5.66%	2.69%	5.52%	2.06%	2.80%	4.98%	2.30%	4.03%	6.28%	4.80%	4.88%	0.91%	4.17%	5.45%	6.17%	6.65%	7.18%	4.12%	6.66%	2.32%	2.90%	1.23%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
