14	Число неиспользованных открепительных удостоверений	1322	7	27	23	24	7	13	11	25	2	29	7	34	3	16	18	39	33	11	10	15	20	18	21	14	15	8	13	15	8	20	32	19	16	24	26	21	31	23	21	11	8	19	12	13	1	13	14	26	13	9	3	20	17	5	17	2	6	5	14	4	16	4	7	38	7	11	26	2	9	11	5	14	10	14	17	15	10	12	17	7	8	14	5	4	9	3	6	1	11	29	5	16	3	3	2					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	296	4	3	9	7	1	5	3	7	0	4	6	6	1	3	6	6	1	0	1	4	5	1	0	2	6	2	6	1	1	4	8	4	1	3	8	0	1	4	2	3	2	9	6	6	4	8	4	4	2	2	7	1	6	2	1	2	7	4	6	7	2	1	1	3	3	5	1	2	1	4	2	1	3	8	2	2	1	1	2	2	2	0	1	0	0	2	1	3	4	2	1	1	3	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																						
18	Богданов Андрей Владимирович	3222	34	50	31	43	46	61	38	34	29	42	21	23	35	9	44	25	40	43	21	41	43	41	31	29	43	27	33	42	42	36	42	41	45	33	22	42	34	36	41	16	26	33	32	32	56	46	35	42	43	26	34	38	27	21	43	39	47	37	44	43	51	38	51	31	32	27	26	28	30	37	37	29	30	54	41	30	45	24	26	31	32	11	10	16	22	13	9	32	51	33	35	41	13	12	21					
		2.01%	1.61%	2.63%	1.65%	2.20%	2.22%	2.96%	2.17%	1.83%	2.09%	2.32%	1.66%	1.63%	1.88%	1.15%	2.63%	1.39%	2.11%	2.98%	2.19%	2.26%	2.19%	2.23%	1.90%	2.12%	2.25%	1.87%	1.82%	2.34%	2.21%	2.23%	2.38%	2.93%	2.80%	2.14%	1.15%	2.01%	1.86%	1.90%	2.12%	1.66%	1.78%	1.86%	1.64%	1.71%	2.73%	2.30%	1.90%	2.27%	2.45%	1.63%	1.68%	2.16%	1.70%	1.37%	2.16%	2.10%	2.57%	2.02%	1.81%	1.84%	2.45%	1.88%	2.87%	1.83%	1.64%	1.69%	1.52%	1.84%	1.96%	2.09%	2.11%	1.49%	1.62%	2.85%	2.11%	1.64%	2.17%	1.79%	1.46%	1.61%	1.77%	1.41%	1.48%	2.34%	2.14%	1.82%	1.16%	1.70%	2.01%	1.75%	1.83%	2.12%	1.91%	1.12%	3.16%					
19	Жириновский Владимир Вольфович	30610	398	348	322	370	382	371	320	340	288	303	268	294	308	117	301	343	311	204	167	315	372	350	325	233	343	267	313	322	342	268	362	266	275	282	327	432	368	377	376	157	308	310	354	365	386	388	338	375	287	303	397	331	249	275	351	291	331	342	451	404	370	358	343	337	369	318	293	297	320	376	393	389	389	373	426	372	404	235	363	382	475	210	182	156	230	172	206	391	467	388	396	443	160	243	121					
		19.10%	18.87%	18.28%	17.10%	18.93%	18.45%	17.99%	18.31%	18.30%	20.72%	16.76%	21.15%	20.84%	16.54%	14.96%	17.99%	19.12%	16.39%	14.16%	17.40%	17.35%	18.94%	19.07%	19.88%	17.04%	17.95%	18.50%	17.23%	17.94%	18.02%	16.60%	20.51%	19.00%	17.11%	18.28%	17.05%	20.67%	20.13%	19.89%	19.42%	16.29%	21.04%	17.45%	18.15%	19.48%	18.80%	19.41%	18.39%	20.24%	16.38%	18.98%	19.60%	18.80%	15.65%	17.97%	17.61%	15.64%	18.12%	18.64%	18.53%	17.32%	17.78%	17.71%	19.31%	19.87%	18.87%	19.86%	17.13%	19.48%	20.94%	21.28%	22.43%	20.05%	20.95%	19.71%	21.91%	20.37%	19.44%	17.51%	20.42%	19.82%	26.26%	26.92%	27.00%	22.81%	22.35%	24.06%	26.48%	20.81%	18.36%	20.61%	20.75%	22.91%	23.56%	22.58%	18.20%					
20	Зюганов Геннадий Андреевич	24283	410	334	321	284	331	321	271	297	198	296	200	199	268	130	283	307	338	203	147	292	286	308	229	188	335	196	273	287	267	237	251	246	256	240	299	261	274	302	287	104	206	257	323	275	238	271	249	293	276	247	277	272	223	226	283	256	317	274	336	357	334	367	264	251	307	230	239	218	209	244	253	253	271	289	300	295	259	197	256	294	233	134	91	106	166	139	122	267	410	300	242	297	115	204	115					
		15.15%	19.44%	17.54%	17.05%	14.53%	15.98%	15.57%	15.50%	15.98%	14.24%	16.37%	15.79%	14.10%	14.39%	16.62%	16.92%	17.11%	17.81%	14.09%	15.31%	16.08%	14.56%	16.78%	14.01%	13.75%	17.53%	13.58%	15.02%	15.99%	14.07%	14.68%	14.22%	17.57%	15.93%	15.55%	15.59%	12.49%	14.99%	15.94%	14.82%	10.79%	14.07%	14.46%	16.56%	14.67%	11.59%	13.56%	13.55%	15.81%	15.75%	15.48%	13.67%	15.45%	14.02%	14.77%	14.20%	13.76%	17.35%	14.93%	13.80%	15.31%	16.05%	18.16%	14.86%	14.80%	15.70%	14.37%	13.98%	14.30%	13.68%	13.81%	14.44%	13.04%	14.59%	15.27%	15.43%	16.16%	12.46%	14.68%	14.40%	15.26%	12.88%	17.18%	13.50%	15.50%	16.13%	19.44%	15.68%	14.21%	16.12%	15.93%	12.68%	15.36%	16.94%	18.96%	17.29%					
21	Медведев Дмитрий Анатольевич	99967	1247	1138	1190	1229	1281	1293	1091	1151	853	1138	766	877	1226	514	1022	1095	1192	970	613	1137	1234	1114	1036	891	1161	933	1175	1123	1219	1050	1083	837	1003	972	1248	1338	1124	1147	1210	673	898	1149	1201	1177	1352	1266	1192	1122	1111	1002	1276	1095	1070	992	1278	1252	1101	1165	1576	1497	1301	1228	1087	1051	1221	1006	1136	956	945	1086	1037	1240	1144	1144	1157	1107	1330	860	1103	1196	1047	419	387	401	598	385	425	1169	1581	1143	1196	1129	387	600	399					
		62.36%	59.13%	59.77%	63.20%	62.86%	61.85%	62.71%	62.41%	61.95%	61.37%	62.94%	60.46%	62.15%	65.84%	65.73%	61.09%	61.04%	62.80%	67.31%	63.85%	62.61%	62.83%	60.71%	63.36%	65.18%	60.75%	64.66%	64.67%	62.56%	64.23%	65.06%	61.36%	59.79%	62.41%	62.99%	65.07%	64.02%	61.49%	60.53%	62.50%	69.81%	61.34%	64.66%	61.59%	62.81%	65.85%	63.33%	64.85%	60.55%	63.41%	62.78%	62.98%	62.18%	67.25%	64.84%	64.12%	67.28%	60.26%	63.49%	64.75%	64.19%	62.52%	60.76%	61.20%	61.97%	62.42%	62.84%	66.43%	62.69%	61.85%	61.46%	59.19%	63.92%	61.60%	60.47%	59.52%	60.62%	64.00%	64.08%	62.04%	62.07%	57.88%	53.72%	57.42%	58.63%	58.11%	53.85%	54.63%	62.21%	62.17%	60.70%	62.68%	58.38%	56.99%	55.76%	60.00%					
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
																																																																																																						
