10	Число действительных избирательных бюллетеней	138626	1577	1611	1688	1683	1622	1529	1427	1609	1107	1508	1171	1172	1426	602	1247	1416	1595	1320	1216	1565	1478	1472	1281	1065	1435	1191	1495	1443	1490	1541	1411	1133	1335	1260	1568	1777	1453	1508	1231	1384	1251	1460	1565	1105	1303	1399	1320	1212	1223	1695	1195	874	1158	1337	1422	1340	1641	1441	1323	1248	1552	1425	1536	1518	1505	1931	1728	1635	1642	1337	1528	1280	1446	1144	1369	1245	1364	864	1131	1211	1481	1529	1219	1524	1241	1162	1032	1314	1343	735	810	412	641	632	800	625	585	1554	1164	1441	1225	1427	1552	541	697	684	311									
11	Число полученных открепительных  удостоверений	4893	50	50	60	70	50	46	50	94	40	60	50	70	45	40	60	80	40	50	40	51	40	40	70	40	45	60	50	40	41	40	40	40	40	55	52	40	41	45	40	55	40	70	50	40	50	50	50	50	43	70	40	40	45	55	40	40	60	45	41	45	45	60	40	55	50	50	41	41	50	40	70	53	50	45	50	40	40	40	40	40	40	40	55	50	51	40	60	55	40	20	35	20	20	25	22	40	25	45	40	40	40	41	50	20	40	25	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	4665	49	50	50	68	50	40	49	92	35	57	50	70	45	32	60	78	38	49	40	48	40	39	70	32	44	60	50	40	38	38	40	40	39	55	51	40	41	42	40	54	39	68	50	37	47	49	47	47	42	69	37	34	43	55	36	40	58	43	40	44	45	58	38	48	48	48	39	40	48	38	70	52	48	42	50	33	38	37	38	38	40	39	52	49	50	38	57	54	38	19	35	5	20	25	19	40	25	43	33	39	38	41	46	13	20	23	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	3383	173	19	78	38	20	32	24	31	42	34	17	21	13	6	14	18	11	18	8	24	30	13	15	12	19	20	23	7	20	29	13	20	17	22	89	38	25	23	37	20	23	11	48	26	301	42	26	14	26	25	22	157	21	29	19	20	20	25	12	21	21	21	16	23	12	29	18	19	13	15	23	9	17	19	31	24	16	14	18	21	15	10	14	20	22	21	16	17	12	28	31	6	107	67	12	17	55	28	21	29	16	23	9	22	20	30	315									
14	Число неиспользованных открепительных удостоверений	228	1	0	10	2	0	6	1	2	5	3	0	0	0	8	0	2	2	1	0	3	0	1	0	8	1	0	0	0	3	2	0	0	1	0	1	0	0	3	0	1	1	2	0	3	3	1	3	3	1	1	3	6	2	0	4	0	2	2	1	1	0	2	2	7	2	2	2	1	2	2	0	1	2	3	0	7	2	3	2	2	0	1	3	1	1	2	3	1	2	1	0	15	0	0	3	0	0	2	7	1	2	0	4	7	20	2	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	413	5	7	6	4	3	1	3	10	4	3	2	4	4	0	7	10	5	2	5	5	5	2	0	2	3	2	2	2	11	10	6	4	4	3	2	5	3	4	3	3	3	5	2	2	2	5	2	4	7	6	3	6	2	8	4	2	3	5	3	2	6	6	7	1	6	10	9	3	1	3	4	1	10	4	3	4	6	6	3	2	6	4	6	3	10	4	2	3	3	3	0	3	2	0	1	0	4	1	5	4	4	5	0	1	1	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																																						
19	Жириновский Владимир Вольфович	11996	115	125	134	121	137	130	135	146	107	112	104	133	105	43	102	144	119	103	85	131	106	129	127	99	113	94	109	128	121	105	100	97	101	106	138	172	147	159	126	121	98	157	138	106	137	119	125	109	79	124	87	80	90	108	100	117	121	127	97	116	112	104	141	147	132	131	135	117	128	116	121	108	108	113	99	97	156	80	124	128	155	150	125	115	99	109	78	105	113	83	104	49	78	58	84	64	59	150	138	128	112	136	138	53	63	69	20									
		8.56%	7.21%	7.66%	7.87%	7.12%	8.37%	8.38%	9.32%	8.97%	9.51%	7.35%	8.79%	11.26%	7.26%	7.07%	8.10%	10.03%	7.41%	7.72%	6.93%	8.32%	7.06%	8.62%	9.86%	9.18%	7.82%	7.84%	7.22%	8.76%	8.03%	6.71%	7.04%	8.50%	7.51%	8.33%	8.72%	9.61%	10.06%	10.45%	10.14%	8.61%	7.75%	10.62%	8.73%	9.48%	10.42%	8.40%	9.41%	8.93%	6.39%	7.24%	7.21%	9.08%	7.70%	7.96%	6.94%	8.60%	7.31%	8.72%	7.26%	9.19%	7.14%	7.21%	9.08%	9.56%	8.66%	6.70%	7.74%	7.09%	7.73%	8.57%	7.85%	8.37%	7.39%	9.58%	7.12%	7.70%	11.32%	9.15%	10.89%	10.47%	10.40%	9.70%	10.10%	7.42%	7.89%	9.27%	7.41%	7.88%	8.32%	11.19%	12.64%	11.86%	11.98%	9.09%	10.34%	10.13%	9.67%	9.60%	11.78%	8.80%	9.06%	9.42%	8.81%	9.74%	8.96%	9.94%	6.35%									
20	Зюганов Геннадий Андреевич	19207	244	210	264	240	218	200	178	214	137	185	192	177	228	100	181	229	218	180	172	238	202	241	184	144	223	142	189	207	225	232	192	155	167	189	223	239	201	238	179	197	162	183	227	133	142	189	143	162	146	196	196	114	132	168	172	190	249	200	170	172	203	175	243	214	190	252	239	236	209	175	222	152	200	150	149	162	191	109	183	160	245	228	184	209	165	157	165	182	178	103	108	63	112	105	110	102	85	210	172	209	175	169	206	58	115	109	49									
		13.70%	15.31%	12.87%	15.50%	14.12%	13.32%	12.89%	12.29%	13.14%	12.18%	12.14%	16.23%	14.99%	15.76%	16.45%	14.38%	15.95%	13.57%	13.48%	14.02%	15.11%	13.45%	16.10%	14.29%	13.36%	15.43%	11.84%	12.52%	14.16%	14.94%	14.82%	13.52%	13.58%	12.42%	14.85%	14.10%	13.36%	13.76%	15.65%	14.40%	14.02%	12.81%	12.37%	14.36%	11.90%	10.80%	13.35%	10.77%	13.27%	11.81%	11.45%	16.25%	12.94%	11.29%	12.38%	11.94%	13.97%	15.05%	13.74%	12.72%	13.63%	12.95%	12.14%	15.65%	13.92%	12.46%	12.90%	13.70%	14.30%	12.63%	12.92%	14.40%	11.78%	13.68%	12.72%	10.72%	12.87%	13.86%	12.47%	16.07%	13.08%	16.43%	14.75%	14.86%	13.49%	13.16%	13.35%	15.67%	13.66%	13.11%	13.88%	13.12%	15.25%	17.20%	16.46%	13.55%	16.14%	13.93%	13.44%	14.69%	14.36%	14.16%	11.70%	13.15%	10.66%	16.36%	15.71%	15.56%									
21	Миронов Сергей Михайлович	5042	66	51	52	64	68	67	55	65	33	61	34	35	46	18	45	48	65	51	59	58	54	57	46	42	54	51	53	50	54	84	56	41	45	35	56	81	47	47	39	40	36	54	48	45	33	48	48	42	49	56	52	29	33	46	38	44	52	45	40	48	71	45	47	56	68	86	52	70	63	45	67	41	51	43	55	53	45	41	32	45	60	55	57	59	51	52	35	55	53	20	23	12	23	13	30	23	25	47	43	54	56	38	67	15	12	16	13									
		3.60%	4.14%	3.13%	3.05%	3.76%	4.15%	4.32%	3.80%	3.99%	2.93%	4.00%	2.87%	2.96%	3.18%	2.96%	3.57%	3.34%	4.05%	3.82%	4.81%	3.68%	3.60%	3.81%	3.57%	3.90%	3.74%	4.25%	3.51%	3.42%	3.59%	5.37%	3.94%	3.59%	3.35%	2.75%	3.54%	4.53%	3.22%	3.09%	3.14%	2.85%	2.85%	3.65%	3.04%	4.03%	2.51%	3.39%	3.61%	3.44%	3.96%	3.27%	4.31%	3.29%	2.82%	3.39%	2.64%	3.24%	3.14%	3.09%	2.99%	3.80%	4.53%	3.12%	3.03%	3.64%	4.46%	4.40%	2.98%	4.24%	3.81%	3.32%	4.35%	3.18%	3.49%	3.65%	3.96%	4.21%	3.27%	4.69%	2.81%	3.68%	4.02%	3.56%	4.60%	3.81%	4.07%	4.42%	3.32%	4.13%	3.90%	2.70%	2.79%	2.91%	3.53%	2.04%	3.69%	3.64%	4.10%	3.01%	3.67%	3.71%	4.53%	2.63%	4.28%	2.76%	1.71%	2.31%	4.13%									
22	Прохоров Михаил Дмитриевич	13679	174	155	151	167	161	162	132	163	101	123	110	88	153	60	144	116	182	115	138	172	154	151	111	93	153	120	168	118	163	170	168	128	129	120	135	152	111	102	94	183	113	136	158	117	106	132	148	126	163	223	130	88	154	190	154	142	158	153	156	133	201	195	144	149	147	215	188	161	219	125	145	114	154	108	178	143	126	80	98	100	141	151	104	159	162	92	116	141	100	40	50	27	40	35	60	45	47	113	88	127	106	133	132	23	31	44	12									
		9.76%	10.92%	9.50%	8.87%	9.82%	9.84%	10.44%	9.12%	10.01%	8.98%	8.07%	9.30%	7.45%	10.57%	9.87%	11.44%	8.08%	11.33%	8.61%	11.25%	10.92%	10.25%	10.09%	8.62%	8.63%	10.59%	10.01%	11.13%	8.07%	10.82%	10.86%	11.83%	11.22%	9.59%	9.43%	8.53%	8.50%	7.60%	6.71%	7.56%	13.02%	8.93%	9.20%	9.99%	10.47%	8.06%	9.32%	11.14%	10.32%	13.19%	13.03%	10.78%	9.99%	13.17%	14.00%	10.69%	10.44%	9.55%	10.51%	11.67%	10.54%	12.82%	13.52%	9.27%	9.69%	9.64%	11.00%	10.78%	9.76%	13.23%	9.23%	9.40%	8.84%	10.53%	9.16%	12.81%	11.36%	9.14%	9.15%	8.60%	8.18%	9.46%	9.77%	8.40%	10.26%	12.92%	7.82%	11.02%	10.59%	7.36%	5.39%	6.08%	6.54%	6.14%	5.49%	7.39%	7.12%	7.70%	7.23%	7.51%	8.73%	8.58%	9.21%	8.42%	4.23%	4.41%	6.34%	3.81%									
23	Путин Владимир Владимирович	88702	978	1070	1087	1091	1038	970	927	1021	729	1027	731	739	894	381	775	879	1011	871	762	966	962	894	813	687	892	784	976	940	927	950	895	712	893	810	1016	1133	947	962	793	843	842	930	994	704	885	911	856	773	786	1096	730	563	749	825	958	847	1061	916	860	779	965	906	961	952	968	1247	1114	1051	1023	876	973	865	933	730	888	790	846	554	694	778	880	945	749	982	764	752	638	831	899	489	525	261	388	421	516	391	369	1034	723	923	776	951	1009	392	476	446	217									
		63.29%	61.36%	65.56%	63.83%	64.18%	63.41%	62.50%	64.02%	62.71%	64.80%	67.39%	61.79%	62.57%	61.78%	62.66%	61.56%	61.21%	62.95%	65.24%	62.10%	61.33%	64.05%	59.72%	63.12%	63.73%	61.73%	65.39%	64.64%	64.30%	61.55%	60.70%	63.03%	62.40%	66.39%	63.63%	64.22%	63.33%	64.82%	63.25%	63.80%	60.00%	66.56%	62.88%	62.87%	62.97%	67.30%	64.34%	64.46%	63.31%	63.59%	64.02%	60.53%	63.90%	64.07%	60.80%	66.48%	62.28%	64.11%	62.91%	64.32%	61.73%	61.54%	62.83%	61.88%	61.94%	63.48%	63.82%	63.88%	63.70%	61.81%	64.70%	63.10%	67.05%	63.82%	61.92%	63.88%	62.75%	61.39%	63.39%	60.93%	63.61%	59.02%	61.13%	60.50%	63.40%	60.93%	63.95%	60.59%	62.39%	66.20%	65.90%	63.79%	63.20%	59.60%	65.99%	63.55%	61.87%	60.49%	66.15%	61.74%	63.44%	62.78%	65.86%	64.39%	72.06%	67.71%	64.27%	68.89%									
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
																																																																																																																						
