Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
"Наименование Избирательной комиссии:    Тамбов, Советская"																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	210	15	3	4	9	8	3	4	11	10	9	21	5	4	2	2	2	1	5	11	2	11	2	7	6	4	4	3	6	4	2	7	2	6	2	12	1									
		0.71%	1.48%	0.29%	0.47%	0.82%	0.87%	0.59%	0.50%	1.58%	1.17%	1.04%	1.97%	0.56%	0.50%	0.24%	0.45%	0.44%	0.25%	1.10%	1.10%	0.23%	0.91%	0.17%	1.32%	1.08%	0.75%	0.48%	0.30%	1.07%	0.57%	0.15%	0.48%	0.33%	0.67%	0.19%	0.98%	0.35%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	1	1	0	1	1	0	0	3	0	1	2	0	1	1	0	0	0	0	1	1	2	0	1	0	0	1	1	0	1	0	1	0	0	1	0	0									
		0.07%	0.10%	0.10%	0.00%	0.09%	0.11%	0.00%	0.00%	0.43%	0.00%	0.12%	0.19%	0.00%	0.13%	0.12%	0.00%	0.00%	0.00%	0.00%	0.10%	0.12%	0.17%	0.00%	0.19%	0.00%	0.00%	0.12%	0.10%	0.00%	0.14%	0.00%	0.07%	0.00%	0.00%	0.10%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	528	23	21	13	22	16	11	7	20	28	26	29	16	9	9	9	5	3	7	20	31	17	16	8	17	6	19	15	6	11	2	28	11	10	16	18	3									
		1.78%	2.27%	2.06%	1.52%	2.01%	1.75%	2.18%	0.88%	2.87%	3.29%	3.01%	2.72%	1.79%	1.13%	1.08%	2.05%	1.10%	0.74%	1.54%	2.01%	3.60%	1.41%	1.39%	1.50%	3.06%	1.13%	2.26%	1.50%	1.07%	1.57%	0.15%	1.92%	1.79%	1.12%	1.55%	1.47%	1.05%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4045	148	163	47	168	122	59	100	116	114	167	182	131	134	106	66	64	57	74	169	131	200	160	93	89	79	115	146	97	126	56	101	67	126	141	92	39									
		13.61%	14.62%	16.01%	5.51%	15.34%	13.32%	11.68%	12.59%	16.62%	13.38%	19.35%	17.04%	14.65%	16.81%	12.77%	15.00%	14.07%	14.07%	16.23%	16.97%	15.20%	16.57%	13.89%	17.48%	16.01%	14.91%	13.69%	14.59%	17.35%	17.97%	4.17%	6.93%	10.91%	14.16%	13.69%	7.53%	13.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	75	2	2	1	6	1	5	3	2	0	4	1	1	1	2	1	0	0	0	4	1	3	3	2	3	1	3	2	2	3	2	6	0	4	3	0	1									
		0.25%	0.20%	0.20%	0.12%	0.55%	0.11%	0.99%	0.38%	0.29%	0.00%	0.46%	0.09%	0.11%	0.13%	0.24%	0.23%	0.00%	0.00%	0.00%	0.40%	0.12%	0.25%	0.26%	0.38%	0.54%	0.19%	0.36%	0.20%	0.36%	0.43%	0.15%	0.41%	0.00%	0.45%	0.29%	0.00%	0.35%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1631	79	106	34	96	103	29	32	26	34	45	57	49	32	40	23	17	18	13	45	55	120	75	25	24	19	57	61	29	42	22	59	21	42	52	36	14									
		5.49%	7.81%	10.41%	3.99%	8.77%	11.24%	5.74%	4.03%	3.72%	3.99%	5.21%	5.34%	5.48%	4.02%	4.82%	5.23%	3.74%	4.44%	2.85%	4.52%	6.38%	9.94%	6.51%	4.70%	4.32%	3.58%	6.79%	6.09%	5.19%	5.99%	1.64%	4.05%	3.42%	4.72%	5.05%	2.95%	4.90%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
