Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
"Наименование Избирательной комиссии:    Брянск, Советская"																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	449	11	10	11	9	7	7	15	17	9	10	18	12	12	9	21	14	6	8	10	17	8	15	26	22	11	1	4	5	8	5	10	13	5	4	7	12	3	10	10	9	3	6	2	5	7	3	2	0					
		0.85%	0.64%	1.12%	0.88%	0.66%	0.97%	0.49%	1.18%	1.28%	2.37%	0.91%	1.94%	1.06%	1.09%	0.87%	2.91%	1.38%	0.93%	0.83%	0.74%	1.28%	0.68%	1.31%	1.60%	1.32%	0.89%	0.11%	0.44%	0.53%	0.72%	0.42%	1.00%	1.07%	0.36%	0.32%	0.55%	1.10%	0.36%	0.81%	0.70%	0.68%	0.25%	0.49%	0.29%	0.39%	0.58%	0.50%	0.20%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	176	7	7	2	1	4	4	2	0	4	3	2	8	7	3	4	3	0	5	2	7	1	6	7	6	4	1	6	5	4	2	0	4	7	4	2	5	3	3	1	10	2	4	2	6	3	1	1	1					
		0.33%	0.41%	0.78%	0.16%	0.07%	0.55%	0.28%	0.16%	0.00%	1.05%	0.27%	0.22%	0.71%	0.63%	0.29%	0.55%	0.29%	0.00%	0.52%	0.15%	0.53%	0.09%	0.52%	0.43%	0.36%	0.32%	0.11%	0.66%	0.53%	0.36%	0.17%	0.00%	0.33%	0.51%	0.32%	0.16%	0.46%	0.36%	0.24%	0.07%	0.76%	0.17%	0.33%	0.29%	0.47%	0.25%	0.17%	0.10%	0.56%					
24	7.Политическая партия «Либерально-демократическая партия России»	4099	152	54	95	139	63	102	109	88	32	84	67	84	86	76	38	70	44	87	137	88	98	89	106	126	108	70	107	71	80	90	74	92	82	90	87	78	56	100	108	92	85	91	53	104	98	79	58	32					
		7.74%	8.87%	6.05%	7.62%	10.24%	8.73%	7.21%	8.56%	6.63%	8.42%	7.62%	7.22%	7.45%	7.79%	7.34%	5.27%	6.88%	6.84%	9.02%	10.19%	6.62%	8.35%	7.77%	6.52%	7.56%	8.72%	7.84%	11.73%	7.48%	7.17%	7.54%	7.42%	7.55%	5.92%	7.10%	6.83%	7.18%	6.79%	8.06%	7.55%	6.95%	7.10%	7.48%	7.75%	8.20%	8.15%	13.17%	5.86%	18.08%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	6127	143	98	138	141	82	159	157	145	45	122	112	112	138	140	79	130	88	115	194	142	121	129	182	162	155	100	89	103	147	169	124	171	137	173	155	140	118	149	209	147	138	139	64	146	172	16	86	6					
		11.57%	8.35%	10.99%	11.08%	10.39%	11.36%	11.24%	12.32%	10.92%	11.84%	11.07%	12.07%	9.94%	12.50%	13.51%	10.96%	12.78%	13.69%	11.93%	14.42%	10.68%	10.31%	11.26%	11.20%	9.72%	12.51%	11.20%	9.76%	10.85%	13.17%	14.15%	12.44%	14.03%	9.89%	13.65%	12.17%	12.89%	14.30%	12.01%	14.61%	11.10%	11.52%	11.43%	9.36%	11.51%	14.30%	2.67%	8.69%	3.39%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	704	15	12	17	14	7	19	21	21	5	14	9	16	15	19	10	13	9	10	20	22	23	24	32	27	16	12	3	10	17	12	6	11	22	18	17	10	5	30	25	29	13	9	8	10	15	3	6	3					
		1.33%	0.88%	1.35%	1.36%	1.03%	0.97%	1.34%	1.65%	1.58%	1.32%	1.27%	0.97%	1.42%	1.36%	1.83%	1.39%	1.28%	1.40%	1.04%	1.49%	1.66%	1.96%	2.09%	1.97%	1.62%	1.29%	1.34%	0.33%	1.05%	1.52%	1.01%	0.60%	0.90%	1.59%	1.42%	1.33%	0.92%	0.61%	2.42%	1.75%	2.19%	1.09%	0.74%	1.17%	0.79%	1.25%	0.50%	0.61%	1.69%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	26503	1048	476	649	694	398	724	602	623	182	574	472	549	513	462	327	471	324	478	640	594	555	486	737	840	573	453	484	434	496	539	483	608	701	587	660	556	421	605	675	702	662	659	354	685	592	476	568	112					
		50.06%	61.18%	53.36%	52.09%	51.14%	55.12%	51.17%	47.25%	46.91%	47.89%	52.09%	50.86%	48.71%	46.47%	44.59%	45.35%	46.31%	50.39%	49.59%	47.58%	44.70%	47.27%	42.41%	45.35%	50.39%	46.25%	50.73%	53.07%	45.73%	44.44%	45.14%	48.45%	49.88%	50.61%	46.33%	51.81%	51.20%	51.03%	48.75%	47.17%	53.02%	55.26%	54.19%	51.75%	53.98%	49.21%	79.33%	57.37%	63.28%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	975	19	15	30	22	12	29	18	31	8	20	25	24	27	35	27	23	22	13	17	39	16	30	25	32	19	14	12	12	27	20	21	12	19	19	10	15	16	43	30	25	24	18	10	18	18	8	6	0					
		1.84%	1.11%	1.68%	2.41%	1.62%	1.66%	2.05%	1.41%	2.33%	2.11%	1.81%	2.69%	2.13%	2.45%	3.38%	3.74%	2.26%	3.42%	1.35%	1.26%	2.93%	1.36%	2.62%	1.54%	1.92%	1.53%	1.57%	1.32%	1.26%	2.42%	1.68%	2.11%	0.98%	1.37%	1.50%	0.78%	1.38%	1.94%	3.46%	2.10%	1.89%	2.00%	1.48%	1.46%	1.42%	1.50%	1.33%	0.61%	0.00%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
