Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
"Наименование Избирательной комиссии:    Брянск, Советская"																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8082	273	175	189	178	145	247	182	230	50	165	134	125	168	154	98	200	105	131	142	193	182	210	261	260	182	127	208	144	129	172	132	195	205	174	164	190	133	208	250	202	118	175	182	90	166	198	21	107	13					
		13.13%	13.47%	14.40%	14.24%	13.61%	14.62%	15.34%	13.06%	16.99%	11.11%	14.26%	15.31%	10.90%	11.80%	14.38%	11.98%	15.46%	17.68%	10.71%	8.13%	16.23%	14.04%	15.81%	14.39%	18.37%	16.15%	15.86%	12.21%	12.36%	7.66%	13.82%	10.44%	9.56%	10.14%	10.69%	13.27%	12.98%	15.25%	16.19%	18.17%	16.20%	14.84%	13.29%	10.26%	11.52%	12.84%	15.24%	3.78%	7.71%	12.26%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7236	406	148	169	165	118	208	120	163	50	156	84	117	142	121	78	152	85	149	115	149	132	151	174	161	143	106	305	128	112	143	124	174	137	176	165	187	105	180	178	168	106	161	204	125	177	181	93	129	16					
		11.76%	20.03%	12.18%	12.74%	12.61%	11.90%	12.92%	8.61%	12.05%	11.11%	13.48%	9.60%	10.20%	9.97%	11.30%	9.54%	11.75%	14.31%	12.18%	6.59%	12.53%	10.19%	11.37%	9.59%	11.38%	12.69%	13.23%	17.90%	10.99%	6.65%	11.49%	9.81%	8.53%	6.78%	10.82%	13.35%	12.77%	12.04%	14.01%	12.94%	13.47%	13.33%	12.22%	11.50%	16.01%	13.69%	13.93%	16.76%	9.30%	15.09%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	687	29	8	23	19	11	18	21	15	4	22	9	18	20	12	10	21	6	12	23	8	8	24	18	32	15	8	16	12	12	15	8	21	14	11	16	10	11	15	15	16	15	16	15	5	12	4	5	8	1					
		1.12%	1.43%	0.66%	1.73%	1.45%	1.11%	1.12%	1.51%	1.11%	0.89%	1.90%	1.03%	1.57%	1.40%	1.12%	1.22%	1.62%	1.01%	0.98%	1.32%	0.67%	0.62%	1.81%	0.99%	2.26%	1.33%	0.99%	0.94%	1.03%	0.71%	1.20%	0.63%	1.03%	0.69%	0.68%	1.29%	0.68%	1.26%	1.17%	1.09%	1.28%	1.89%	1.21%	0.85%	0.64%	0.93%	0.31%	0.90%	0.58%	0.94%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	18259	459	355	409	450	306	467	416	478	102	425	369	400	332	347	260	434	204	330	419	449	403	488	550	535	431	274	443	320	383	416	333	459	438	432	421	389	266	495	467	381	260	470	441	233	454	358	38	250	20					
		29.67%	22.64%	29.22%	30.82%	34.40%	30.85%	29.01%	29.84%	35.33%	22.67%	36.73%	42.17%	34.87%	23.31%	32.40%	31.78%	33.54%	34.34%	26.98%	23.99%	37.76%	31.10%	36.75%	30.32%	37.81%	38.24%	34.21%	25.99%	27.47%	22.73%	33.41%	26.34%	22.50%	21.66%	26.55%	34.06%	26.57%	30.50%	38.52%	33.94%	30.55%	32.70%	35.69%	24.86%	29.83%	35.11%	27.56%	6.85%	18.02%	18.87%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2484	46	63	91	53	34	72	56	72	26	62	51	59	59	67	70	67	39	47	42	67	68	62	68	83	56	40	49	35	44	45	51	45	60	33	55	66	37	76	71	62	48	51	56	15	28	8	4	25	0					
		4.04%	2.27%	5.19%	6.86%	4.05%	3.43%	4.47%	4.02%	5.32%	5.78%	5.36%	5.83%	5.14%	4.14%	6.26%	8.56%	5.18%	6.57%	3.84%	2.41%	5.63%	5.25%	4.67%	3.75%	5.87%	4.97%	4.99%	2.88%	3.00%	2.61%	3.61%	4.03%	2.21%	2.97%	2.03%	4.45%	4.51%	4.24%	5.91%	5.16%	4.97%	6.04%	3.87%	3.16%	1.92%	2.17%	0.62%	0.72%	1.80%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	23697	768	441	431	428	362	577	567	371	207	300	209	404	672	354	264	382	139	537	970	300	488	365	720	320	284	236	653	500	988	423	604	1121	1135	773	387	602	310	289	361	403	227	415	843	305	429	550	390	837	56					
		38.51%	37.89%	36.30%	32.48%	32.72%	36.49%	35.84%	40.67%	27.42%	46.00%	25.93%	23.89%	35.22%	47.19%	33.05%	32.27%	29.52%	23.40%	43.91%	55.56%	25.23%	37.65%	27.48%	39.69%	22.61%	25.20%	29.46%	38.32%	42.92%	58.64%	33.98%	47.78%	54.95%	56.13%	47.51%	31.31%	41.12%	35.55%	22.49%	26.24%	32.32%	28.55%	31.51%	47.52%	39.05%	33.18%	42.34%	70.27%	60.35%	52.83%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	372	24	9	5	8	4	16	13	8	2	8	11	11	8	4	9	7	6	7	10	4	5	7	16	10	9	7	8	11	4	4	3	5	8	9	11	9	4	9	7	5	10	11	10	3	5	0	1	7	0					
		0.60%	1.18%	0.74%	0.38%	0.61%	0.40%	0.99%	0.93%	0.59%	0.44%	0.69%	1.26%	0.96%	0.56%	0.37%	1.10%	0.54%	1.01%	0.57%	0.57%	0.34%	0.39%	0.53%	0.88%	0.71%	0.80%	0.87%	0.47%	0.94%	0.24%	0.32%	0.24%	0.25%	0.40%	0.55%	0.89%	0.61%	0.46%	0.70%	0.51%	0.40%	1.26%	0.84%	0.56%	0.38%	0.39%	0.00%	0.18%	0.50%	0.00%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
