Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Здвинская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243									
		0.38%	0.56%	0.43%	0.00%	0.00%	0.25%	0.00%	0.51%	0.92%	0.48%	0.00%	0.56%	0.00%	0.00%	0.00%	0.74%	0.00%	1.02%	0.68%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	123	17	43	5	0	4	0	10	3	6	1	1	0	7	1	2	0	3	2	0	0	1	2	9	0	4	0	0	2	0									
		1.78%	1.92%	3.73%	2.79%	0.00%	0.99%	0.00%	2.53%	0.92%	1.45%	1.32%	0.56%	0.00%	1.90%	0.73%	0.74%	0.00%	1.52%	1.37%	0.00%	0.00%	0.74%	3.03%	2.85%	0.00%	1.30%	0.00%	0.00%	0.49%	0.00%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
