Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Каменская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	128	4	3	4	7	2	4	6	3	4	0	3	6	3	4	3	2	0	6	10	18	14	13	9									
		1.47%	1.86%	1.36%	1.23%	2.33%	0.77%	0.97%	2.06%	0.97%	0.78%	0.00%	0.85%	5.83%	0.73%	1.64%	1.90%	0.75%	0.00%	1.93%	1.39%	2.20%	2.11%	1.69%	1.09%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	388	10	8	12	17	13	27	17	19	20	11	9	8	7	11	5	8	1	15	30	38	32	39	31									
		4.44%	4.65%	3.62%	3.69%	5.67%	5.00%	6.52%	5.84%	6.13%	3.92%	5.56%	2.56%	7.77%	1.70%	4.51%	3.16%	3.02%	1.85%	4.82%	4.18%	4.65%	4.83%	5.08%	3.75%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	140	4	1	2	5	10	7	9	0	6	2	6	1	6	7	8	2	1	5	14	8	12	8	16									
		1.60%	1.86%	0.45%	0.62%	1.67%	3.85%	1.69%	3.09%	0.00%	1.18%	1.01%	1.70%	0.97%	1.46%	2.87%	5.06%	0.75%	1.85%	1.61%	1.95%	0.98%	1.81%	1.04%	1.94%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4158	134	139	167	134	165	172	152	157	260	115	167	51	271	112	83	176	29	138	306	325	275	298	332									
		47.61%	62.33%	62.90%	51.38%	44.67%	63.46%	41.55%	52.23%	50.65%	50.98%	58.08%	47.44%	49.51%	65.78%	45.90%	52.53%	66.42%	53.70%	44.37%	42.62%	39.73%	41.54%	38.85%	40.19%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	43	2	0	1	1	1	3	4	2	3	1	3	0	4	1	1	1	0	2	4	3	1	2	3									
		0.49%	0.93%	0.00%	0.31%	0.33%	0.38%	0.72%	1.37%	0.65%	0.59%	0.51%	0.85%	0.00%	0.97%	0.41%	0.63%	0.38%	0.00%	0.64%	0.56%	0.37%	0.15%	0.26%	0.36%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	1	0	1	0	0	1	2	0	1	0	2	0	0	1	1	0	0	2	1	0	2	0	1									
		0.18%	0.47%	0.00%	0.31%	0.00%	0.00%	0.24%	0.69%	0.00%	0.20%	0.00%	0.57%	0.00%	0.00%	0.41%	0.63%	0.00%	0.00%	0.64%	0.14%	0.00%	0.30%	0.00%	0.12%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1429	23	36	29	71	19	60	42	50	83	22	68	17	45	50	18	38	9	55	136	136	127	153	142									
		16.36%	10.70%	16.29%	8.92%	23.67%	7.31%	14.49%	14.43%	16.13%	16.27%	11.11%	19.32%	16.50%	10.92%	20.49%	11.39%	14.34%	16.67%	17.68%	18.94%	16.63%	19.18%	19.95%	17.19%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	38	0	0	3	1	0	2	3	0	0	0	1	0	1	2	0	1	0	0	3	2	7	7	5									
		0.44%	0.00%	0.00%	0.92%	0.33%	0.00%	0.48%	1.03%	0.00%	0.00%	0.00%	0.28%	0.00%	0.24%	0.82%	0.00%	0.38%	0.00%	0.00%	0.42%	0.24%	1.06%	0.91%	0.61%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	59	1	1	2	2	0	1	2	1	3	1	3	0	2	3	1	0	1	4	10	9	2	7	3									
		0.68%	0.47%	0.45%	0.62%	0.67%	0.00%	0.24%	0.69%	0.32%	0.59%	0.51%	0.85%	0.00%	0.49%	1.23%	0.63%	0.00%	1.85%	1.29%	1.39%	1.10%	0.30%	0.91%	0.36%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	0	1	0	0	0	1	0	1	1	1	0	2	0	0	0	0	3	0	1	2	3	1									
		0.19%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.34%	0.00%	0.20%	0.51%	0.28%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.12%	0.30%	0.39%	0.12%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	2	2	0	1	1	3	1	1	1	1	0	0	1	0	0	0	0	1	6	4	6	5	5									
		0.47%	0.93%	0.90%	0.00%	0.33%	0.38%	0.72%	0.34%	0.32%	0.20%	0.51%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.32%	0.84%	0.49%	0.91%	0.65%	0.61%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1720	23	17	82	39	30	107	39	74	100	37	75	16	48	37	28	24	7	67	131	207	134	182	216									
		19.69%	10.70%	7.69%	25.23%	13.00%	11.54%	25.85%	13.40%	23.87%	19.61%	18.69%	21.31%	15.53%	11.65%	15.16%	17.72%	9.06%	12.96%	21.54%	18.25%	25.31%	20.24%	23.73%	26.15%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	102	2	1	5	0	3	7	3	1	7	0	3	0	6	4	1	0	1	1	18	12	9	7	11									
		1.17%	0.93%	0.45%	1.54%	0.00%	1.15%	1.69%	1.03%	0.32%	1.37%	0.00%	0.85%	0.00%	1.46%	1.64%	0.63%	0.00%	1.85%	0.32%	2.51%	1.47%	1.36%	0.91%	1.33%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	279	5	11	12	10	5	10	3	2	7	1	6	3	4	8	7	11	3	7	28	40	23	34	39									
		3.19%	2.33%	4.98%	3.69%	3.33%	1.92%	2.42%	1.03%	0.65%	1.37%	0.51%	1.70%	2.91%	0.97%	3.28%	4.43%	4.15%	5.56%	2.25%	3.90%	4.89%	3.47%	4.43%	4.72%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
