Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Нефтеюганская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191									
		0.34%	0.36%	0.31%	0.38%	0.71%	0.18%	0.28%	0.00%	0.20%	0.07%	0.00%	0.00%	1.07%	0.00%	0.00%	0.00%	0.44%	0.00%	0.90%	0.34%	1.19%	0.20%	0.29%	0.57%	0.00%	0.37%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	169	1	10	11	9	8	29	2	3	5	5	3	4	0	3	25	8	1	28	1	6	4	0	1	1	1									
		0.57%	0.36%	1.55%	0.83%	0.64%	0.48%	1.03%	0.19%	0.20%	0.18%	0.46%	0.57%	0.39%	0.00%	1.26%	3.05%	0.39%	1.41%	1.40%	0.06%	0.65%	0.27%	0.00%	0.57%	0.15%	0.18%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	140	1	8	3	7	13	21	5	9	7	4	5	6	0	0	2	4	0	13	4	12	3	6	3	0	4									
		0.47%	0.36%	1.24%	0.23%	0.49%	0.78%	0.75%	0.48%	0.59%	0.25%	0.37%	0.95%	0.58%	0.00%	0.00%	0.24%	0.19%	0.00%	0.65%	0.23%	1.29%	0.20%	0.22%	1.70%	0.00%	0.74%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	27234	239	595	1214	1304	1524	2592	959	1389	2558	997	484	945	216	223	747	1956	68	1744	1609	854	1363	2456	129	584	485									
		91.19%	85.97%	91.96%	92.11%	92.03%	91.97%	92.01%	91.95%	91.26%	92.01%	91.97%	92.02%	91.66%	95.15%	93.31%	91.10%	95.14%	95.77%	87.07%	91.16%	92.03%	90.99%	88.60%	73.30%	90.40%	89.32%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	71	1	1	1	4	6	5	1	9	1	4	1	2	0	0	1	5	0	4	4	7	3	8	2	0	1									
		0.24%	0.36%	0.15%	0.08%	0.28%	0.36%	0.18%	0.10%	0.59%	0.04%	0.37%	0.19%	0.19%	0.00%	0.00%	0.12%	0.24%	0.00%	0.20%	0.23%	0.75%	0.20%	0.29%	1.14%	0.00%	0.18%									
24	"6. Политическая партия ""Гражданская Платформа"""	49	0	4	2	0	7	2	1	3	0	2	0	2	0	0	0	1	0	13	3	0	1	7	0	0	1									
		0.16%	0.00%	0.62%	0.15%	0.00%	0.42%	0.07%	0.10%	0.20%	0.00%	0.18%	0.00%	0.19%	0.00%	0.00%	0.00%	0.05%	0.00%	0.65%	0.17%	0.00%	0.07%	0.25%	0.00%	0.00%	0.18%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	890	14	12	22	14	32	64	26	32	97	22	21	16	4	10	38	43	1	48	70	16	95	118	18	36	21									
		2.98%	5.04%	1.85%	1.67%	0.99%	1.93%	2.27%	2.49%	2.10%	3.49%	2.03%	3.99%	1.55%	1.76%	4.18%	4.63%	2.09%	1.41%	2.40%	3.97%	1.72%	6.34%	4.26%	10.23%	5.57%	3.87%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	61	1	2	4	7	5	2	4	5	3	3	2	1	0	0	0	6	0	9	0	0	1	6	0	0	0									
		0.20%	0.36%	0.31%	0.30%	0.49%	0.30%	0.07%	0.38%	0.33%	0.11%	0.28%	0.38%	0.10%	0.00%	0.00%	0.00%	0.29%	0.00%	0.45%	0.00%	0.00%	0.07%	0.22%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	90	1	3	0	4	12	3	2	7	3	4	0	1	0	2	6	4	0	15	7	0	2	9	2	1	2									
		0.30%	0.36%	0.46%	0.00%	0.28%	0.72%	0.11%	0.19%	0.46%	0.11%	0.37%	0.00%	0.10%	0.00%	0.84%	0.73%	0.19%	0.00%	0.75%	0.40%	0.00%	0.13%	0.32%	1.14%	0.15%	0.37%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	53	0	1	1	3	5	4	0	7	1	6	0	1	0	0	0	0	0	15	4	0	2	3	0	0	0									
		0.18%	0.00%	0.15%	0.08%	0.21%	0.30%	0.14%	0.00%	0.46%	0.04%	0.55%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.23%	0.00%	0.13%	0.11%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	116	1	2	1	7	7	15	3	8	2	2	0	3	0	0	0	1	0	27	15	0	1	17	3	1	0									
		0.39%	0.36%	0.31%	0.08%	0.49%	0.42%	0.53%	0.29%	0.53%	0.07%	0.18%	0.00%	0.29%	0.00%	0.00%	0.00%	0.05%	0.00%	1.35%	0.85%	0.00%	0.07%	0.61%	1.70%	0.15%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	326	7	1	29	23	7	36	11	28	35	13	0	16	3	0	1	13	1	12	17	10	7	20	9	12	15									
		1.09%	2.52%	0.15%	2.20%	1.62%	0.42%	1.28%	1.05%	1.84%	1.26%	1.20%	0.00%	1.55%	1.32%	0.00%	0.12%	0.63%	1.41%	0.60%	0.96%	1.08%	0.47%	0.72%	5.11%	1.86%	2.76%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	107	1	1	3	10	4	9	4	5	5	5	0	7	0	0	0	5	0	14	6	2	4	18	3	1	0									
		0.36%	0.36%	0.15%	0.23%	0.71%	0.24%	0.32%	0.38%	0.33%	0.18%	0.46%	0.00%	0.68%	0.00%	0.00%	0.00%	0.24%	0.00%	0.70%	0.34%	0.22%	0.27%	0.65%	1.70%	0.15%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	235	4	1	8	12	8	27	14	2	39	7	8	8	2	1	0	0	0	29	17	10	5	25	4	3	1									
		0.79%	1.44%	0.15%	0.61%	0.85%	0.48%	0.96%	1.34%	0.13%	1.40%	0.65%	1.52%	0.78%	0.88%	0.42%	0.00%	0.00%	0.00%	1.45%	0.96%	1.08%	0.33%	0.90%	2.27%	0.46%	0.18%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
