Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    Добринская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361					
14	Число погашенных неиспользованных открепительных удостоверений	140	9	10	11	6	5	1	4	2	2	2	5	5	3	4	4	5	4	2	1	1	2	2	3	4	5	4	1	1	1	4	2	4	0	5	0	3	0	2	1	1	3	1	3	1	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	1.Политическая партия «Аграрная партия России»	317	16	15	3	4	2	3	8	7	1	12	4	6	13	1	9	6	8	7	20	0	5	16	12	3	5	7	1	3	6	6	12	1	5	2	1	9	14	4	2	4	21	2	13	14	4					
		1.31%	0.82%	1.14%	0.21%	0.80%	1.06%	0.68%	1.27%	0.87%	0.53%	2.56%	1.17%	1.83%	2.15%	0.53%	0.59%	1.04%	1.74%	1.73%	2.19%	0.00%	2.26%	5.13%	2.93%	1.23%	1.59%	2.86%	0.58%	0.84%	3.24%	1.12%	1.85%	0.47%	0.65%	0.85%	0.42%	0.68%	1.03%	1.16%	2.70%	2.92%	4.31%	0.66%	1.46%	2.66%	2.74%					
19	2.Всероссийская политическая партия «Гражданская Сила»	61	5	7	3	1	0	0	0	0	1	3	0	0	0	0	3	3	0	0	0	0	0	0	1	3	0	0	0	2	0	3	3	0	3	0	0	2	7	0	1	1	2	0	6	1	0					
		0.25%	0.26%	0.53%	0.21%	0.20%	0.00%	0.00%	0.00%	0.00%	0.53%	0.64%	0.00%	0.00%	0.00%	0.00%	0.20%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	1.23%	0.00%	0.00%	0.00%	0.56%	0.00%	0.56%	0.46%	0.00%	0.39%	0.00%	0.00%	0.15%	0.51%	0.00%	1.35%	0.73%	0.41%	0.00%	0.67%	0.19%	0.00%					
20	3.Политическая партия «Демократическая партия России»	12	0	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0					
		0.05%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.19%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2576	511	171	195	79	4	17	14	35	30	34	33	17	100	27	104	35	31	31	93	9	22	16	48	29	41	20	13	43	12	28	36	11	105	33	20	100	111	13	1	7	56	47	97	90	7					
		10.68%	26.18%	12.98%	13.72%	15.80%	2.13%	3.85%	2.22%	4.34%	15.79%	7.26%	9.62%	5.20%	16.56%	14.29%	6.86%	6.08%	6.74%	7.65%	10.16%	5.33%	9.95%	5.13%	11.71%	11.89%	13.02%	8.16%	7.60%	12.08%	6.49%	5.22%	5.55%	5.19%	13.67%	13.98%	8.44%	7.52%	8.14%	3.77%	1.35%	5.11%	11.50%	15.41%	10.89%	17.11%	4.79%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	19	2	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	2	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	2	0	0	0	0					
		0.08%	0.10%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.53%	0.00%	0.00%	0.22%	0.00%	0.22%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.29%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	24	3	2	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	2	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	5	0	0	1	0	0	0	0	0					
		0.10%	0.15%	0.15%	0.07%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.29%	0.00%	0.17%	0.00%	0.00%	0.00%	0.22%	0.49%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.37%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2256	193	153	232	79	28	33	41	33	12	66	20	27	50	17	89	45	35	48	116	19	48	48	63	20	27	20	9	11	12	54	73	14	51	28	20	70	85	29	3	11	47	34	81	46	16					
		9.35%	9.89%	11.62%	16.33%	15.80%	14.89%	7.47%	6.49%	4.09%	6.32%	14.10%	5.83%	8.26%	8.28%	8.99%	5.87%	7.81%	7.61%	11.85%	12.68%	11.24%	21.72%	15.38%	15.37%	8.20%	8.57%	8.16%	5.26%	3.09%	6.49%	10.07%	11.25%	6.60%	6.64%	11.86%	8.44%	5.27%	6.23%	8.41%	4.05%	8.03%	9.65%	11.15%	9.09%	8.75%	10.96%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1207	128	112	81	37	10	11	24	13	6	23	14	19	35	10	67	23	16	18	73	17	21	37	21	18	14	11	3	12	7	29	26	3	47	11	7	35	59	13	2	3	18	5	44	20	4					
		5.00%	6.56%	8.50%	5.70%	7.40%	5.32%	2.49%	3.80%	1.61%	3.16%	4.91%	4.08%	5.81%	5.79%	5.29%	4.42%	3.99%	3.48%	4.44%	7.98%	10.06%	9.50%	11.86%	5.12%	7.38%	4.44%	4.49%	1.75%	3.37%	3.78%	5.41%	4.01%	1.42%	6.12%	4.66%	2.95%	2.63%	4.33%	3.77%	2.70%	2.19%	3.70%	1.64%	4.94%	3.80%	2.74%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	121	11	5	3	1	0	2	0	3	2	2	1	0	8	3	1	4	4	5	9	2	0	3	1	2	0	1	0	0	1	1	2	3	9	2	1	4	7	1	0	0	1	4	4	7	1					
		0.50%	0.56%	0.38%	0.21%	0.20%	0.00%	0.45%	0.00%	0.37%	1.05%	0.43%	0.29%	0.00%	1.32%	1.59%	0.07%	0.69%	0.87%	1.23%	0.98%	1.18%	0.00%	0.96%	0.24%	0.82%	0.00%	0.41%	0.00%	0.00%	0.54%	0.19%	0.31%	1.42%	1.17%	0.85%	0.42%	0.30%	0.51%	0.29%	0.00%	0.00%	0.21%	1.31%	0.45%	1.33%	0.68%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17291	1076	839	890	294	142	358	541	688	135	328	270	252	382	127	1237	458	361	292	596	121	122	189	260	167	222	184	145	283	146	411	479	177	535	158	187	1100	1061	284	65	110	326	200	637	343	113					
		71.68%	55.12%	63.71%	62.63%	58.80%	75.53%	80.99%	85.60%	85.36%	71.05%	70.09%	78.72%	77.06%	63.25%	67.20%	81.54%	79.51%	78.48%	72.10%	65.14%	71.60%	55.20%	60.58%	63.41%	68.44%	70.48%	75.10%	84.80%	79.49%	78.92%	76.68%	73.81%	83.49%	69.66%	66.95%	78.90%	82.77%	77.79%	82.32%	87.84%	80.29%	66.94%	65.57%	71.49%	65.21%	77.40%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	72	4	5	1	0	0	4	0	3	0	0	0	0	3	1	3	0	0	0	1	1	0	0	0	1	2	1	0	0	0	0	3	2	5	2	0	5	6	0	0	0	6	3	9	1	0					
		0.30%	0.20%	0.38%	0.07%	0.00%	0.00%	0.90%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.50%	0.53%	0.20%	0.00%	0.00%	0.00%	0.11%	0.59%	0.00%	0.00%	0.00%	0.41%	0.63%	0.41%	0.00%	0.00%	0.00%	0.00%	0.46%	0.94%	0.65%	0.85%	0.00%	0.38%	0.44%	0.00%	0.00%	0.00%	1.23%	0.98%	1.01%	0.19%	0.00%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
