16	Путин Владимир Владимирович	63708	943	515	798	824	754	880	807	941	776	769	797	768	669	1084	723	355	457	836	659	933	884	855	989	881	554	697	931	945	705	279	407	592	392	590	953	687	1212	695	1010	842	1017	287	1341	1013	345	1033	1066	825	997	780	901	972	484	767	445	338	698	1330	751	928	204	158	327	1044	885	550	421	594	816	297	251	196	673	683	866	370	292	423	662	945	245	298	782	688	987	526	672	581	522	361	208	475									
		73.30%	69.80%	70.36%	74.51%	69.36%	69.62%	70.74%	74.31%	74.92%	72.32%	73.10%	70.78%	77.42%	68.83%	73.44%	71.23%	75.69%	72.54%	72.32%	67.11%	74.76%	72.05%	72.52%	70.34%	71.16%	73.28%	71.78%	73.71%	72.64%	77.56%	75.00%	71.53%	72.64%	72.46%	73.66%	74.34%	72.70%	74.91%	70.92%	71.78%	62.00%	71.52%	77.78%	78.06%	75.99%	80.23%	71.69%	74.70%	76.25%	78.75%	69.52%	73.85%	74.77%	76.70%	71.68%	75.42%	75.28%	75.38%	76.26%	77.74%	77.79%	68.46%	71.17%	73.98%	74.47%	72.66%	72.94%	70.76%	71.91%	76.76%	74.44%	79.43%	71.27%	70.62%	72.89%	72.05%	73.41%	67.75%	76.35%	76.44%	74.94%	78.27%	79.68%	72.81%	77.04%	70.05%	71.76%	73.20%	73.27%	78.03%	75.68%	68.42%	78.77%									
17	Собчак Ксения Анатольевна	2168	40	9	31	37	25	36	21	26	26	31	42	24	28	48	14	16	20	33	47	35	28	41	47	36	24	25	28	49	16	6	18	21	13	16	35	24	31	28	46	35	41	8	27	37	2	41	34	21	18	34	17	22	7	24	9	10	14	33	12	21	10	10	5	36	28	15	22	31	22	6	3	4	17	32	33	16	18	19	10	19	0	6	35	8	56	28	21	20	11	7	19	13									
		2.49%	2.96%	1.23%	2.89%	3.11%	2.31%	2.89%	1.93%	2.07%	2.42%	2.95%	3.73%	2.42%	2.88%	3.25%	1.38%	3.41%	3.17%	2.85%	4.79%	2.80%	2.28%	3.48%	3.34%	2.91%	3.17%	2.57%	2.22%	3.77%	1.76%	1.61%	3.16%	2.58%	2.40%	1.99%	2.73%	2.54%	1.92%	2.86%	3.27%	2.58%	2.88%	2.17%	1.57%	2.78%	0.47%	2.85%	2.38%	1.94%	1.42%	3.03%	1.39%	1.69%	1.11%	2.24%	1.53%	2.23%	1.51%	1.89%	1.24%	1.76%	3.36%	4.50%	1.13%	2.57%	2.30%	1.99%	3.70%	3.75%	2.07%	1.50%	0.95%	1.45%	1.78%	3.42%	2.75%	3.17%	4.18%	3.43%	1.15%	1.51%	0.00%	1.60%	3.26%	0.90%	3.97%	3.82%	2.29%	2.52%	1.64%	1.47%	6.25%	2.16%									
18	Сурайкин Максим Александрович	624	12	2	5	5	8	15	9	7	21	10	10	10	10	6	9	2	1	12	10	9	13	10	16	17	6	4	7	10	2	2	6	12	3	3	12	13	7	8	11	14	20	2	10	4	4	6	6	4	4	13	10	4	3	1	7	2	5	7	12	6	1	5	0	10	8	6	5	3	5	3	2	2	10	7	5	4	5	1	1	5	4	2	4	4	13	3	11	5	3	2	2	4									
		0.72%	0.89%	0.27%	0.47%	0.42%	0.74%	1.21%	0.83%	0.56%	1.96%	0.95%	0.89%	1.01%	1.03%	0.41%	0.89%	0.43%	0.16%	1.04%	1.02%	0.72%	1.06%	0.85%	1.14%	1.37%	0.79%	0.41%	0.55%	0.77%	0.22%	0.54%	1.05%	1.47%	0.55%	0.37%	0.94%	1.38%	0.43%	0.82%	0.78%	1.03%	1.41%	0.54%	0.58%	0.30%	0.93%	0.42%	0.42%	0.37%	0.32%	1.16%	0.82%	0.31%	0.48%	0.09%	1.19%	0.45%	0.54%	0.40%	1.24%	0.50%	0.34%	2.25%	0.00%	0.71%	0.66%	0.80%	0.84%	0.36%	0.47%	0.75%	0.63%	0.73%	1.05%	0.75%	0.42%	0.79%	1.16%	0.18%	0.12%	0.40%	1.28%	0.53%	0.37%	0.45%	0.92%	0.41%	1.20%	0.63%	0.45%	0.42%	0.66%	0.66%									
19	Титов Борис Юрьевич	1006	18	5	10	9	20	17	9	13	19	13	11	11	13	13	18	3	6	15	6	17	11	17	18	25	12	14	17	20	11	1	16	4	3	12	13	10	28	13	16	22	23	3	10	17	1	20	8	10	15	12	13	20	14	12	6	9	10	8	5	10	5	1	5	17	7	6	6	12	13	7	2	0	8	12	16	10	3	5	1	14	1	5	11	16	11	12	10	10	6	7	5	7									
		1.16%	1.33%	0.68%	0.93%	0.76%	1.85%	1.37%	0.83%	1.04%	1.77%	1.24%	0.98%	1.11%	1.34%	0.88%	1.77%	0.64%	0.95%	1.30%	0.61%	1.36%	0.90%	1.44%	1.28%	2.02%	1.59%	1.44%	1.35%	1.54%	1.21%	0.27%	2.81%	0.49%	0.55%	1.50%	1.01%	1.06%	1.73%	1.33%	1.14%	1.62%	1.62%	0.81%	0.58%	1.28%	0.23%	1.39%	0.56%	0.92%	1.18%	1.07%	1.07%	1.54%	2.22%	1.12%	1.02%	2.00%	1.08%	0.46%	0.52%	0.84%	1.68%	0.45%	1.13%	1.21%	0.57%	0.80%	1.01%	1.45%	1.22%	1.75%	0.63%	0.00%	0.84%	1.28%	1.33%	1.98%	0.70%	0.90%	0.12%	1.11%	0.32%	1.34%	1.02%	1.79%	0.78%	1.64%	1.09%	1.26%	0.90%	1.47%	1.64%	1.16%									
20	Явлинский Григорий Алексеевич	1460	40	10	12	21	37	13	21	24	14	22	23	23	21	27	16	9	16	18	22	21	38	35	39	31	10	16	20	16	8	9	17	18	9	12	25	23	33	20	23	20	39	2	12	18	5	29	16	10	20	34	12	10	5	23	13	3	8	21	6	11	5	0	4	12	19	10	9	21	6	1	6	3	14	13	26	5	7	5	9	5	0	4	21	24	27	11	28	12	8	6	6	4									
		1.68%	2.96%	1.37%	1.12%	1.77%	3.42%	1.05%	1.93%	1.91%	1.30%	2.09%	2.04%	2.32%	2.16%	1.83%	1.58%	1.92%	2.54%	1.56%	2.24%	1.68%	3.10%	2.97%	2.77%	2.50%	1.32%	1.65%	1.58%	1.23%	0.88%	2.42%	2.99%	2.21%	1.66%	1.50%	1.95%	2.43%	2.04%	2.04%	1.63%	1.47%	2.74%	0.54%	0.70%	1.35%	1.16%	2.01%	1.12%	0.92%	1.58%	3.03%	0.98%	0.77%	0.79%	2.15%	2.20%	0.67%	0.86%	1.20%	0.62%	0.92%	1.68%	0.00%	0.90%	0.86%	1.56%	1.33%	1.51%	2.54%	0.56%	0.25%	1.90%	1.09%	1.47%	1.39%	2.16%	0.99%	1.62%	0.90%	1.04%	0.40%	0.00%	1.07%	1.96%	2.69%	1.92%	1.50%	3.05%	1.51%	1.20%	1.26%	1.97%	0.66%									
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
																																																																																																							
