12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1952	36	38	35	15	10	23	32	26	26	31	25	26	28	31	29	32	45	25	39	29	30	20	27	24	21	30	31	25	25	10	10	42	35	10	28	34	18	18	10	23	11	40	10	10	15	29	29	30	30	30	23	40	10	22	27	20	15	15	8	5	10	50	30	25	12	126	16	10	7	4	15	27	25	25	44	25	15	5	10									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2887	31	34	27	44	194	34	29	125	34	32	12	30	44	19	18	33	20	13	13	17	31	15	19	9	12	44	10	16	48	17	38	48	20	30	35	15	33	26	38	54	15	139	79	18	113	32	24	30	11	84	18	29	11	23	13	25	18	16	10	3	12	13	46	6	42	122	38	53	17	2	49	78	67	94	100	25	19	12	20									
14	Число неиспользованных открепительных удостоверений	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	86	3	2	2	0	2	2	3	4	1	1	0	1	0	4	2	3	1	0	0	0	1	3	0	0	2	1	4	3	2	0	1	0	6	1	2	15	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0	1	0	2	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																										
19	Жириновский Владимир Вольфович	5673	77	89	123	34	104	76	99	88	79	92	58	78	83	76	76	95	114	76	112	80	86	48	57	74	68	119	99	91	60	31	48	153	83	28	54	93	32	23	28	38	14	115	267	15	50	118	107	83	55	85	51	123	31	39	56	87	70	74	16	13	31	125	151	84	37	75	75	36	16	8	21	28	44	103	129	96	89	15	19									
		6.91%	5.23%	6.20%	7.92%	4.76%	8.94%	5.17%	6.27%	6.15%	6.10%	6.38%	5.84%	6.47%	6.56%	5.17%	5.56%	5.44%	8.38%	7.06%	6.90%	6.99%	6.02%	5.31%	4.89%	6.17%	7.05%	8.04%	7.15%	6.50%	4.84%	9.45%	8.68%	8.04%	6.96%	7.20%	5.23%	7.94%	3.38%	6.13%	6.25%	6.22%	4.78%	7.72%	16.03%	4.57%	4.96%	8.05%	8.22%	5.40%	4.72%	6.25%	4.86%	7.55%	7.14%	5.97%	5.50%	8.46%	8.85%	9.87%	4.97%	6.05%	7.52%	7.13%	9.03%	7.28%	6.20%	6.56%	7.99%	9.70%	8.60%	6.35%	5.85%	5.50%	7.80%	8.46%	7.40%	7.09%	8.71%	5.23%	6.07%									
20	Зюганов Геннадий Андреевич	15561	282	326	333	119	193	334	342	297	277	260	209	248	268	319	297	401	251	203	255	242	239	193	193	198	163	306	283	339	272	65	86	308	271	78	210	192	137	77	69	141	65	208	154	66	181	330	261	284	260	283	283	329	83	136	109	156	162	121	41	35	67	288	329	205	91	159	151	68	46	18	63	75	123	241	332	244	116	75	47									
		18.94%	19.16%	22.70%	21.43%	16.67%	16.60%	22.74%	21.65%	20.75%	21.39%	18.04%	21.03%	20.56%	21.17%	21.70%	21.74%	22.98%	18.44%	18.87%	15.71%	21.17%	16.74%	21.35%	16.57%	16.51%	16.91%	20.68%	20.43%	24.23%	21.95%	19.82%	15.55%	16.19%	22.72%	20.05%	20.35%	16.40%	14.48%	20.53%	15.40%	23.08%	22.18%	13.96%	9.24%	20.12%	17.94%	22.53%	20.06%	18.49%	22.30%	20.81%	26.95%	20.20%	19.12%	20.83%	10.70%	15.18%	20.48%	16.13%	12.73%	16.28%	16.26%	16.42%	19.67%	17.76%	15.24%	13.91%	16.10%	18.33%	24.73%	14.29%	17.55%	14.73%	21.81%	19.79%	19.04%	18.02%	11.35%	26.13%	15.02%									
21	Миронов Сергей Михайлович	3663	83	87	89	30	51	68	79	62	41	67	50	60	63	76	83	85	60	56	66	41	51	29	48	60	21	72	84	71	67	24	20	84	50	15	55	53	22	15	29	33	13	64	57	13	54	87	55	60	67	60	52	80	17	29	45	30	25	31	10	13	20	56	56	31	35	42	32	31	4	3	7	23	21	55	82	60	24	7	12									
		4.46%	5.64%	6.06%	5.73%	4.20%	4.39%	4.63%	5.00%	4.33%	3.17%	4.65%	5.03%	4.98%	4.98%	5.17%	6.08%	4.87%	4.41%	5.20%	4.07%	3.59%	3.57%	3.21%	4.12%	5.00%	2.18%	4.86%	6.06%	5.08%	5.41%	7.32%	3.62%	4.42%	4.19%	3.86%	5.33%	4.53%	2.33%	4.00%	6.47%	5.40%	4.44%	4.30%	3.42%	3.96%	5.35%	5.94%	4.23%	3.91%	5.75%	4.41%	4.95%	4.91%	3.92%	4.44%	4.42%	2.92%	3.16%	4.13%	3.11%	6.05%	4.85%	3.19%	3.35%	2.69%	5.86%	3.67%	3.41%	8.36%	2.15%	2.38%	1.95%	4.52%	3.72%	4.52%	4.70%	4.43%	2.35%	2.44%	3.83%									
22	Прохоров Михаил Дмитриевич	10693	230	168	237	125	140	207	299	230	91	191	113	174	185	239	277	273	193	150	155	227	161	116	134	175	118	247	225	179	209	44	72	171	148	41	179	163	108	49	51	84	12	186	150	28	150	207	159	149	163	171	159	180	48	59	78	134	70	97	30	29	43	174	189	125	91	236	76	49	19	11	63	91	85	175	171	119	90	16	33									
		13.02%	15.63%	11.70%	15.25%	17.51%	12.04%	14.09%	18.92%	16.07%	7.03%	13.25%	11.37%	14.43%	14.61%	16.26%	20.28%	15.64%	14.18%	13.94%	9.55%	19.86%	11.27%	12.83%	11.50%	14.60%	12.24%	16.69%	16.25%	12.79%	16.87%	13.41%	13.02%	8.99%	12.41%	10.54%	17.34%	13.92%	11.42%	13.07%	11.38%	13.75%	4.10%	12.48%	9.00%	8.54%	14.87%	14.13%	12.22%	9.70%	13.98%	12.57%	15.14%	11.05%	11.06%	9.04%	7.65%	13.04%	8.85%	12.93%	9.32%	13.49%	10.44%	9.92%	11.30%	10.83%	15.24%	20.65%	8.10%	13.21%	10.22%	8.73%	17.55%	17.88%	15.07%	14.37%	9.81%	8.79%	8.81%	5.57%	10.54%									
23	Путин Владимир Владимирович	45110	771	740	747	391	650	758	735	735	783	801	549	634	657	734	610	864	727	564	1009	538	866	516	708	671	573	704	657	692	601	162	319	1174	626	221	517	636	629	203	263	304	183	883	1005	186	561	694	687	925	602	739	490	895	244	373	717	611	447	416	222	121	244	1077	910	686	334	612	558	184	99	83	202	286	282	620	1012	822	690	170	199									
		54.92%	52.38%	51.53%	48.07%	54.76%	55.89%	51.60%	46.52%	51.36%	60.46%	55.59%	55.23%	52.57%	51.90%	49.93%	44.66%	49.51%	53.42%	52.42%	62.17%	47.07%	60.64%	57.08%	60.77%	55.96%	59.44%	47.57%	47.44%	49.46%	48.51%	49.39%	57.69%	61.72%	52.47%	56.81%	50.10%	54.31%	66.49%	54.13%	58.71%	49.75%	62.46%	59.26%	60.32%	56.71%	55.60%	47.37%	52.81%	60.22%	51.63%	54.34%	46.67%	54.94%	56.22%	57.12%	70.36%	59.44%	56.51%	55.47%	68.94%	56.28%	59.22%	61.40%	54.39%	59.45%	55.95%	53.54%	59.49%	49.60%	53.23%	65.87%	56.27%	56.19%	50.00%	50.90%	58.03%	60.71%	67.51%	59.23%	63.58%									
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
																																																																																										
