Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    район Северное Бутово																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341									
		0.75%	0.78%	0.76%	0.42%	0.88%	0.96%	0.60%	0.40%	0.25%	1.18%	0.86%	0.55%	1.50%	0.52%	0.27%	0.31%	0.89%	0.60%	1.23%	0.91%	1.02%	0.77%	0.71%	1.17%	1.13%	0.60%	0.27%	0.65%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1249	58	64	67	49	69	39	65	42	52	38	42	59	46	45	39	39	32	27	15	43	53	32	30	39	59	68	38									
		6.41%	7.51%	8.06%	9.32%	7.21%	8.28%	5.83%	8.66%	5.29%	6.16%	5.44%	5.79%	6.82%	5.97%	6.16%	6.11%	5.79%	6.39%	3.69%	6.82%	6.26%	6.77%	4.56%	3.90%	4.92%	7.13%	9.08%	4.94%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
