Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Неманская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427									
		9.09%	15.06%	14.01%	8.26%	14.76%	18.26%	12.84%	12.11%	7.13%	7.48%	2.56%	2.28%	6.40%	5.45%	5.74%	5.21%	7.89%	0.00%	12.01%	5.72%	5.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	118	13	7	9	9	14	2	8	6	5	1	1	14	3	3	6	2	1	6	6	2									
		1.47%	2.72%	1.92%	1.24%	2.14%	2.90%	0.49%	1.40%	1.34%	0.81%	0.32%	0.38%	4.27%	0.82%	1.44%	1.20%	0.75%	0.36%	1.31%	1.81%	0.88%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	326	16	21	31	30	32	31	38	36	16	5	2	9	6	4	2	3	2	29	9	4									
		4.05%	3.35%	5.77%	4.27%	7.14%	6.64%	7.65%	6.67%	8.02%	2.60%	1.60%	0.76%	2.74%	1.63%	1.91%	0.40%	1.13%	0.71%	6.33%	2.71%	1.76%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
