Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Эртильская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №3901	УИК №3902	УИК №3903	УИК №3904	УИК №3905	УИК №3906	УИК №3907	УИК №3908	УИК №3909	УИК №3910	УИК №3911	УИК №3912	УИК №3913	УИК №3914	УИК №3915	УИК №3916	УИК №3917	УИК №3918	УИК №3919	УИК №3920	УИК №3921	УИК №3922	УИК №3923	УИК №3924	УИК №3925	УИК №3926	УИК №3927	УИК №3928	УИК №3929	УИК №3930	УИК №3931	УИК №3932	УИК №3933	УИК №3934	УИК №3935	УИК №3936	УИК №3937	УИК №3938	УИК №3939	УИК №3940	УИК №3941	УИК №3942									
		0.23%	0.43%	0.30%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.56%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.61%	0.00%	1.15%	0.00%	0.00%	0.28%	0.81%	0.00%	0.00%	0.88%	0.00%	0.17%	1.05%	0.00%	0.38%	0.00%	0.00%	0.00%	0.22%	0.00%	0.45%	0.35%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1890	18	49	90	47	29	21	17	14	52	15	26	11	6	51	63	99	6	24	32	29	18	65	17	28	29	29	43	89	56	47	99	72	64	123	77	47	40	34	61	74	35	44									
		11.92%	7.66%	14.94%	10.47%	12.77%	8.15%	9.91%	15.18%	7.14%	13.27%	10.42%	9.74%	17.19%	5.31%	10.83%	15.25%	17.93%	8.45%	10.34%	9.79%	21.97%	20.69%	12.50%	14.91%	7.87%	11.79%	7.82%	7.34%	13.03%	9.41%	7.87%	14.80%	11.03%	12.12%	14.44%	15.43%	17.54%	8.73%	13.49%	13.86%	12.87%	8.58%	16.92%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	47	1	1	3	0	1	0	1	1	0	0	0	0	0	4	0	1	0	0	0	1	0	2	0	0	0	0	1	5	0	3	3	3	2	4	4	0	3	0	2	1	0	0									
		0.30%	0.43%	0.30%	0.35%	0.00%	0.28%	0.00%	0.89%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.18%	0.00%	0.00%	0.00%	0.76%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.17%	0.73%	0.00%	0.50%	0.45%	0.46%	0.38%	0.47%	0.80%	0.00%	0.66%	0.00%	0.45%	0.17%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	70	0	3	1	1	2	0	0	1	1	0	0	0	0	0	0	2	0	2	0	0	1	2	2	0	0	1	4	10	2	2	4	5	5	5	5	0	2	0	0	5	1	1									
		0.44%	0.00%	0.91%	0.12%	0.27%	0.56%	0.00%	0.00%	0.51%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.86%	0.00%	0.00%	1.15%	0.38%	1.75%	0.00%	0.00%	0.27%	0.68%	1.46%	0.34%	0.34%	0.60%	0.77%	0.95%	0.59%	1.00%	0.00%	0.44%	0.00%	0.00%	0.87%	0.25%	0.38%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5	0	1	2	2	3	1	2	1	1	0	0	1	0	2									
		0.18%	0.00%	0.00%	0.12%	0.27%	0.00%	0.00%	1.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.17%	0.73%	0.00%	0.17%	0.30%	0.31%	0.57%	0.12%	0.40%	0.37%	0.22%	0.00%	0.00%	0.17%	0.00%	0.77%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	68	2	3	2	0	3	1	0	0	2	0	0	0	0	0	0	5	1	1	1	0	0	1	1	0	1	1	1	18	2	1	0	5	2	5	6	0	0	0	1	2	0	0									
		0.43%	0.85%	0.91%	0.23%	0.00%	0.84%	0.47%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	1.41%	0.43%	0.31%	0.00%	0.00%	0.19%	0.88%	0.00%	0.41%	0.27%	0.17%	2.64%	0.34%	0.17%	0.00%	0.77%	0.38%	0.59%	1.20%	0.00%	0.00%	0.00%	0.23%	0.35%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2272	10	43	115	58	43	19	7	4	86	5	35	2	7	45	60	106	6	22	45	21	8	47	0	21	21	22	148	97	60	67	166	101	143	131	90	23	93	38	86	87	35	49									
		14.32%	4.26%	13.11%	13.37%	15.76%	12.08%	8.96%	6.25%	2.04%	21.94%	3.47%	13.11%	3.13%	6.19%	9.55%	14.53%	19.20%	8.45%	9.48%	13.76%	15.91%	9.20%	9.04%	0.00%	5.90%	8.54%	5.93%	25.26%	14.20%	10.08%	11.22%	24.81%	15.47%	27.08%	15.38%	18.04%	8.58%	20.31%	15.08%	19.55%	15.13%	8.58%	18.85%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	66	1	2	1	2	2	0	0	1	1	0	0	0	0	1	2	5	0	0	1	0	0	0	4	1	0	1	0	14	4	1	1	3	6	1	1	5	0	2	0	3	0	0									
		0.42%	0.43%	0.61%	0.12%	0.54%	0.56%	0.00%	0.00%	0.51%	0.26%	0.00%	0.00%	0.00%	0.00%	0.21%	0.48%	0.91%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	3.51%	0.28%	0.00%	0.27%	0.00%	2.05%	0.67%	0.17%	0.15%	0.46%	1.14%	0.12%	0.20%	1.87%	0.00%	0.79%	0.00%	0.52%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	376	4	8	11	18	17	0	0	3	7	3	9	1	2	14	9	18	1	4	5	1	2	5	1	5	9	4	16	49	16	11	20	7	20	25	10	2	6	1	13	6	10	3									
		2.37%	1.70%	2.44%	1.28%	4.89%	4.78%	0.00%	0.00%	1.53%	1.79%	2.08%	3.37%	1.56%	1.77%	2.97%	2.18%	3.26%	1.41%	1.72%	1.53%	0.76%	2.30%	0.96%	0.88%	1.40%	3.66%	1.08%	2.73%	7.17%	2.69%	1.84%	2.99%	1.07%	3.79%	2.93%	2.00%	0.75%	1.31%	0.40%	2.95%	1.04%	2.45%	1.15%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
