Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Третьяковская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655									
		38.64%	34.65%	43.12%	30.80%	32.86%	31.07%	35.92%	40.44%	30.04%	60.56%	28.97%	51.78%	42.68%	24.59%	50.00%	50.00%	67.19%	53.67%	64.29%	40.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	15	5	0	2	1	1	0	1	1	0	0	0	2	0	1	0	0	1	0	0									
		0.31%	0.66%	0.00%	0.36%	0.47%	0.32%	0.00%	0.22%	0.20%	0.00%	0.00%	0.00%	0.81%	0.00%	0.47%	0.00%	0.00%	0.56%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	3	0	3	0	1	0	0	1	0	2	0	0	0	1	0	1	0	0	1									
		0.27%	0.39%	0.00%	0.54%	0.00%	0.32%	0.00%	0.00%	0.20%	0.00%	0.69%	0.00%	0.00%	0.00%	0.47%	0.00%	1.56%	0.00%	0.00%	0.47%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	929	129	18	117	44	66	29	87	107	24	82	33	37	12	33	25	5	32	15	34									
		19.12%	16.93%	16.51%	21.20%	20.66%	21.36%	28.16%	19.33%	21.57%	16.90%	28.28%	16.75%	15.04%	19.67%	15.42%	13.30%	7.81%	18.08%	21.43%	15.81%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	3	0	4	0	1	1	1	2	0	1	2	0	0	0	0	2	0	0	0									
		0.35%	0.39%	0.00%	0.72%	0.00%	0.32%	0.97%	0.22%	0.40%	0.00%	0.34%	1.02%	0.00%	0.00%	0.00%	0.00%	3.13%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	21	5	0	6	0	0	0	0	1	2	3	2	0	0	0	0	0	0	0	2									
		0.43%	0.66%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.20%	1.41%	1.03%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	3	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	1									
		0.21%	0.39%	0.00%	0.18%	0.00%	0.00%	0.00%	0.22%	0.20%	0.00%	0.34%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.47%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	98	27	3	19	5	4	1	7	9	1	5	2	6	3	2	1	1	0	0	2									
		2.02%	3.54%	2.75%	3.44%	2.35%	1.29%	0.97%	1.56%	1.81%	0.70%	1.72%	1.02%	2.44%	4.92%	0.93%	0.53%	1.56%	0.00%	0.00%	0.93%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	846	140	16	137	51	57	21	66	79	10	54	24	34	15	24	34	9	18	2	55									
		17.41%	18.37%	14.68%	24.82%	23.94%	18.45%	20.39%	14.67%	15.93%	7.04%	18.62%	12.18%	13.82%	24.59%	11.21%	18.09%	14.06%	10.17%	2.86%	25.58%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	8	0	0	1	0	0	0	1	3	0	0	2	0	0	0	1	0	0	0	0									
		0.16%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.22%	0.60%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	562	113	9	59	31	41	2	69	93	1	27	18	36	5	18	8	1	19	1	11									
		11.57%	14.83%	8.26%	10.69%	14.55%	13.27%	1.94%	15.33%	18.75%	0.70%	9.31%	9.14%	14.63%	8.20%	8.41%	4.26%	1.56%	10.73%	1.43%	5.12%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
