Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Отрадная городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	668	24	36	30	22	28	34	30	122	25	27	33	21	27	27	16	41	29	38	25	33									
		3.20%	3.12%	3.43%	2.49%	2.58%	2.30%	3.38%	3.47%	12.42%	2.17%	3.10%	2.48%	2.64%	3.20%	2.06%	2.04%	4.10%	2.99%	2.99%	2.21%	2.30%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	348	16	18	14	15	21	29	13	13	14	15	19	12	20	23	15	25	22	15	14	15									
		1.67%	2.08%	1.71%	1.16%	1.76%	1.72%	2.89%	1.50%	1.32%	1.21%	1.72%	1.43%	1.51%	2.37%	1.75%	1.91%	2.50%	2.27%	1.18%	1.24%	1.04%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9744	346	565	591	379	630	410	374	405	410	368	631	354	370	744	335	415	395	614	505	903									
		46.75%	44.99%	53.81%	49.09%	44.43%	51.64%	40.80%	43.29%	41.24%	35.53%	42.25%	47.41%	44.47%	43.89%	56.71%	42.73%	41.54%	40.68%	48.46%	44.57%	62.84%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	111	9	5	4	6	6	4	2	6	5	4	8	4	4	5	1	7	4	10	12	5									
		0.53%	1.17%	0.48%	0.33%	0.70%	0.49%	0.40%	0.23%	0.61%	0.43%	0.46%	0.60%	0.50%	0.47%	0.38%	0.13%	0.70%	0.41%	0.79%	1.06%	0.35%									
24	"6. Политическая партия ""Гражданская Платформа"""	231	4	7	11	6	16	8	13	7	8	3	14	10	10	11	11	20	15	15	32	10									
		1.11%	0.52%	0.67%	0.91%	0.70%	1.31%	0.80%	1.50%	0.71%	0.69%	0.34%	1.05%	1.26%	1.19%	0.84%	1.40%	2.00%	1.54%	1.18%	2.82%	0.70%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3570	152	147	157	160	202	202	154	154	237	154	199	136	163	169	147	189	199	226	231	192									
		17.13%	19.77%	14.00%	13.04%	18.76%	16.56%	20.10%	17.82%	15.68%	20.54%	17.68%	14.95%	17.09%	19.34%	12.88%	18.75%	18.92%	20.49%	17.84%	20.39%	13.36%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	154	5	6	1	8	2	6	12	9	12	3	9	15	2	11	3	6	13	10	15	6									
		0.74%	0.65%	0.57%	0.08%	0.94%	0.16%	0.60%	1.39%	0.92%	1.04%	0.34%	0.68%	1.88%	0.24%	0.84%	0.38%	0.60%	1.34%	0.79%	1.32%	0.42%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	170	4	4	9	12	9	9	11	7	6	9	14	9	7	0	4	6	12	14	17	7									
		0.82%	0.52%	0.38%	0.75%	1.41%	0.74%	0.90%	1.27%	0.71%	0.52%	1.03%	1.05%	1.13%	0.83%	0.00%	0.51%	0.60%	1.24%	1.10%	1.50%	0.49%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	40	2	2	2	1	1	8	1	0	2	1	4	0	4	0	1	1	2	2	4	2									
		0.19%	0.26%	0.19%	0.17%	0.12%	0.08%	0.80%	0.12%	0.00%	0.17%	0.11%	0.30%	0.00%	0.47%	0.00%	0.13%	0.10%	0.21%	0.16%	0.35%	0.14%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	207	8	4	4	11	10	15	7	11	6	9	8	9	10	10	13	4	17	11	30	10									
		0.99%	1.04%	0.38%	0.33%	1.29%	0.82%	1.49%	0.81%	1.12%	0.52%	1.03%	0.60%	1.13%	1.19%	0.76%	1.66%	0.40%	1.75%	0.87%	2.65%	0.70%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3429	103	140	201	136	188	181	141	147	281	188	257	133	134	233	142	174	167	151	160	172									
		16.45%	13.39%	13.33%	16.69%	15.94%	15.41%	18.01%	16.32%	14.97%	24.35%	21.58%	19.31%	16.71%	15.90%	17.76%	18.11%	17.42%	17.20%	11.92%	14.12%	11.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	65	0	5	0	5	1	6	5	3	3	3	5	4	4	0	4	2	1	6	6	2									
		0.31%	0.00%	0.48%	0.00%	0.59%	0.08%	0.60%	0.58%	0.31%	0.26%	0.34%	0.38%	0.50%	0.47%	0.00%	0.51%	0.20%	0.10%	0.47%	0.53%	0.14%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1291	61	74	154	44	72	59	63	67	109	68	61	56	51	53	49	65	51	58	40	36									
		6.19%	7.93%	7.05%	12.79%	5.16%	5.90%	5.87%	7.29%	6.82%	9.45%	7.81%	4.58%	7.04%	6.05%	4.04%	6.25%	6.51%	5.25%	4.58%	3.53%	2.51%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
