Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Лысковская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	458	20	12	20	2	18	34	15	15	9	25	20	21	20	15	14	10	6	11	4	15	1	4	11	11	11	11	0	5	7	19	3	2	12	1	16	6	5	7	1	18	1									
		3.29%	3.89%	3.75%	3.81%	0.27%	3.86%	3.98%	3.94%	2.78%	2.27%	4.65%	5.12%	4.01%	3.87%	3.70%	3.57%	4.48%	2.34%	2.44%	3.28%	5.36%	0.41%	3.51%	2.60%	2.93%	6.04%	3.85%	0.00%	3.68%	3.26%	5.29%	1.75%	1.42%	4.78%	1.32%	2.91%	1.90%	6.17%	2.14%	1.43%	2.96%	1.85%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	346	9	8	16	4	14	31	8	22	15	19	12	19	10	11	3	2	0	14	2	3	4	2	6	11	3	6	1	9	5	11	1	3	8	0	17	3	1	11	3	17	2									
		2.49%	1.75%	2.50%	3.05%	0.53%	3.00%	3.63%	2.10%	4.07%	3.79%	3.53%	3.07%	3.63%	1.93%	2.72%	0.77%	0.90%	0.00%	3.11%	1.64%	1.07%	1.64%	1.75%	1.42%	2.93%	1.65%	2.10%	1.30%	6.62%	2.33%	3.06%	0.58%	2.13%	3.19%	0.00%	3.09%	0.95%	1.23%	3.36%	4.29%	2.79%	3.70%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8312	255	163	250	681	283	402	221	284	211	292	198	274	278	191	256	114	196	258	77	198	197	73	324	234	117	211	51	83	155	203	118	95	114	55	304	234	49	188	49	336	40									
		59.78%	49.61%	50.94%	47.62%	90.44%	60.73%	47.02%	58.01%	52.59%	53.28%	54.28%	50.64%	52.29%	53.77%	47.16%	65.31%	51.12%	76.56%	57.33%	63.11%	70.71%	80.74%	64.04%	76.60%	62.40%	64.29%	73.78%	66.23%	61.03%	72.09%	56.55%	69.01%	67.38%	45.42%	72.37%	55.27%	74.29%	60.49%	57.49%	70.00%	55.17%	74.07%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	54	3	1	3	0	2	5	2	0	3	4	3	4	0	6	0	1	0	2	0	0	0	0	2	0	0	0	1	0	1	2	0	0	0	0	3	2	0	2	1	1	0									
		0.39%	0.58%	0.31%	0.57%	0.00%	0.43%	0.58%	0.52%	0.00%	0.76%	0.74%	0.77%	0.76%	0.00%	1.48%	0.00%	0.45%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	1.30%	0.00%	0.47%	0.56%	0.00%	0.00%	0.00%	0.00%	0.55%	0.63%	0.00%	0.61%	1.43%	0.16%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	1	0	0	0	0	3	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.06%	0.19%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.25%	0.00%	0.00%	0.19%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1620	61	54	68	16	57	126	48	69	47	67	54	76	87	65	62	37	25	59	6	14	13	10	22	34	16	15	8	8	18	41	18	19	41	8	82	15	7	49	3	94	1									
		11.65%	11.87%	16.88%	12.95%	2.12%	12.23%	14.74%	12.60%	12.78%	11.87%	12.45%	13.81%	14.50%	16.83%	16.05%	15.82%	16.59%	9.77%	13.11%	4.92%	5.00%	5.33%	8.77%	5.20%	9.07%	8.79%	5.24%	10.39%	5.88%	8.37%	11.42%	10.53%	13.48%	16.33%	10.53%	14.91%	4.76%	8.64%	14.98%	4.29%	15.44%	1.85%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	30	3	1	1	0	1	3	1	3	0	0	1	1	1	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	1	1	0	4	0	1	1	0	0	0	0	0									
		0.22%	0.58%	0.31%	0.19%	0.00%	0.21%	0.35%	0.26%	0.56%	0.00%	0.00%	0.26%	0.19%	0.19%	0.25%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.47%	0.28%	0.58%	0.00%	1.59%	0.00%	0.18%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	84	6	0	1	1	0	10	1	0	2	8	4	5	8	1	2	2	1	0	0	0	1	1	2	1	2	0	0	0	1	3	0	0	2	1	3	1	1	4	5	4	0									
		0.60%	1.17%	0.00%	0.19%	0.13%	0.00%	1.17%	0.26%	0.00%	0.51%	1.49%	1.02%	0.95%	1.55%	0.25%	0.51%	0.90%	0.39%	0.00%	0.00%	0.00%	0.41%	0.88%	0.47%	0.27%	1.10%	0.00%	0.00%	0.00%	0.47%	0.84%	0.00%	0.00%	0.80%	1.32%	0.55%	0.32%	1.23%	1.22%	7.14%	0.66%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.19%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.27%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.16%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	88	3	0	11	0	1	9	3	3	3	3	3	0	4	5	1	0	2	3	6	0	2	1	1	4	1	1	0	1	1	3	0	0	1	0	6	0	1	1	2	2	0									
		0.63%	0.58%	0.00%	2.10%	0.00%	0.21%	1.05%	0.79%	0.56%	0.76%	0.56%	0.77%	0.00%	0.77%	1.23%	0.26%	0.00%	0.78%	0.67%	4.92%	0.00%	0.82%	0.88%	0.24%	1.07%	0.55%	0.35%	0.00%	0.74%	0.47%	0.84%	0.00%	0.00%	0.40%	0.00%	1.09%	0.00%	1.23%	0.31%	2.86%	0.33%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1877	109	54	102	34	56	166	52	92	58	79	65	75	66	72	37	34	18	67	17	25	17	13	39	53	25	31	11	24	17	52	21	13	42	4	80	35	5	37	2	69	9									
		13.50%	21.21%	16.88%	19.43%	4.52%	12.02%	19.42%	13.65%	17.04%	14.65%	14.68%	16.62%	14.31%	12.77%	17.78%	9.44%	15.25%	7.03%	14.89%	13.93%	8.93%	6.97%	11.40%	9.22%	14.13%	13.74%	10.84%	14.29%	17.65%	7.91%	14.48%	12.28%	9.22%	16.73%	5.26%	14.55%	11.11%	6.17%	11.31%	2.86%	11.33%	16.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	3	0	1	0	1	2	1	2	1	3	0	1	1	2	0	2	0	2	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0	1	0	0	0									
		0.20%	0.58%	0.00%	0.19%	0.00%	0.21%	0.23%	0.26%	0.37%	0.25%	0.56%	0.00%	0.19%	0.19%	0.49%	0.00%	0.90%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.47%	0.28%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	497	18	11	23	10	20	34	9	27	31	19	20	24	18	13	12	8	2	19	1	6	3	3	12	13	1	8	1	2	4	7	3	2	19	2	22	6	6	14	3	41	0									
		3.57%	3.50%	3.44%	4.38%	1.33%	4.29%	3.98%	2.36%	5.00%	7.83%	3.53%	5.12%	4.58%	3.48%	3.21%	3.06%	3.59%	0.78%	4.22%	0.82%	2.14%	1.23%	2.63%	2.84%	3.47%	0.55%	2.80%	1.30%	1.47%	1.86%	1.95%	1.75%	1.42%	7.57%	2.63%	4.00%	1.90%	7.41%	4.28%	4.29%	6.73%	0.00%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
