Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Карпинская городская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951					
		1.82%	1.12%	1.54%	0.50%	1.37%	0.18%	16.00%	2.40%	1.37%	3.12%	2.43%	1.54%	2.25%	2.26%	1.03%	1.74%	0.00%	1.02%	1.23%	1.26%					
23	6.Политическая партия «Партия социальной справедливости»	37	2	6	0	1	0	0	5	6	4	1	2	4	4	1	0	0	0	1	0					
		0.23%	0.15%	0.44%	0.00%	0.08%	0.00%	0.00%	0.30%	0.48%	0.28%	0.11%	0.26%	0.26%	0.31%	0.13%	0.00%	0.00%	0.00%	0.18%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2029	188	200	26	167	44	6	249	125	164	111	105	168	172	98	39	10	9	97	51					
		12.77%	14.08%	14.66%	13.00%	13.47%	7.84%	12.00%	14.95%	10.08%	11.36%	12.24%	13.44%	11.13%	13.43%	12.68%	11.34%	7.58%	9.18%	16.99%	12.88%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1007	75	106	3	84	17	1	102	84	134	58	38	123	75	55	15	7	1	16	13					
		6.34%	5.62%	7.77%	1.50%	6.77%	3.03%	2.00%	6.12%	6.77%	9.28%	6.39%	4.87%	8.15%	5.85%	7.12%	4.36%	5.30%	1.02%	2.80%	3.28%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	88	8	10	4	6	2	0	9	7	7	8	5	8	4	3	2	1	0	3	1					
		0.55%	0.60%	0.73%	2.00%	0.48%	0.36%	0.00%	0.54%	0.56%	0.48%	0.88%	0.64%	0.53%	0.31%	0.39%	0.58%	0.76%	0.00%	0.53%	0.25%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10272	906	846	145	788	443	30	1005	796	830	542	516	969	819	529	238	103	83	404	280					
		64.63%	67.87%	62.02%	72.50%	63.55%	78.97%	60.00%	60.32%	64.19%	57.48%	59.76%	66.07%	64.17%	63.93%	68.43%	69.19%	78.03%	84.69%	70.75%	70.71%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	162	12	15	3	14	1	0	29	9	23	15	8	5	10	8	2	1	0	3	4					
		1.02%	0.90%	1.10%	1.50%	1.13%	0.18%	0.00%	1.74%	0.73%	1.59%	1.65%	1.02%	0.33%	0.78%	1.03%	0.58%	0.76%	0.00%	0.53%	1.01%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
