Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																					
Дата голосования: 02.12.2007																																																																					
																																																																					
Наименование Избирательной комиссии:    Иркутская городская № 1																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	3815	70	70	70	40	60	70	50	60	85	50	50	55	55	55	50	45	80	70	35	90	55	20	70	100	60	55	85	70	35	55	80	90	75	45	70	70	55	60	50	85	65	95	95	70	65	85	60	55	65	75	70	80	10	80	40	55	55	45	60	40	40	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2333	33	41	30	15	36	30	30	34	43	31	28	32	19	42	24	20	51	48	34	66	23	10	36	50	34	36	56	50	20	39	57	68	55	38	48	54	44	40	25	57	40	56	64	42	31	73	27	37	36	43	69	58	6	35	25	21	28	25	25	22	32	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1541	34	16	23	15	24	19	30	29	27	12	24	6	13	28	57	14	20	26	14	27	16	33	17	50	48	18	29	85	19	25	35	53	20	10	12	38	19	19	40	15	9	29	33	19	36	29	17	42	20	42	17	20	28	25	12	15	16	19	15	13	17	9					
14	Число погашенных неиспользованных открепительных удостоверений	1482	37	29	40	25	24	40	20	26	42	19	22	23	36	13	26	25	29	22	1	24	32	10	34	50	26	19	29	20	15	16	23	22	20	7	22	16	11	20	25	28	25	39	31	28	34	12	33	18	29	32	1	22	4	45	15	34	27	20	35	18	8	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	0	0	0	1	0	0	1	0	0	0	1	2	1	1	1	0	2	0	3	2	1	0	0	1	0	0	1	1	0	0	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
18	1.Политическая партия «Аграрная партия России»	2160	29	37	49	16	43	46	33	35	42	31	35	38	38	34	30	42	63	43	31	53	23	6	34	71	41	42	57	43	15	25	36	48	32	32	18	46	30	38	35	52	39	49	58	38	46	51	30	35	40	39	28	54	6	29	14	22	30	8	15	17	9	11					
		3.77%	2.52%	3.42%	3.95%	2.45%	3.97%	3.84%	3.57%	3.01%	2.81%	3.35%	3.99%	3.91%	3.78%	3.57%	3.22%	5.21%	4.50%	3.20%	5.17%	4.20%	2.84%	1.97%	4.55%	5.09%	3.74%	5.30%	4.12%	3.58%	3.18%	3.74%	3.63%	4.29%	3.09%	5.23%	2.44%	4.33%	3.75%	4.43%	4.76%	4.55%	4.40%	3.96%	4.52%	4.11%	4.70%	4.38%	3.34%	3.68%	4.67%	3.69%	2.83%	4.65%	2.90%	2.45%	2.19%	2.99%	3.96%	1.35%	2.45%	3.28%	2.31%	4.53%					
19	2.Всероссийская политическая партия «Гражданская Сила»	576	12	14	11	5	14	6	6	18	11	4	5	15	17	3	6	9	10	21	8	20	8	6	7	20	15	5	14	15	3	8	16	9	11	4	8	9	8	19	6	12	7	14	15	13	15	10	10	4	12	15	5	8	1	3	8	3	4	4	2	4	0	1					
		1.01%	1.04%	1.29%	0.89%	0.76%	1.29%	0.50%	0.65%	1.55%	0.74%	0.43%	0.57%	1.54%	1.69%	0.32%	0.64%	1.12%	0.71%	1.56%	1.33%	1.58%	0.99%	1.97%	0.94%	1.43%	1.37%	0.63%	1.01%	1.25%	0.64%	1.20%	1.61%	0.81%	1.06%	0.65%	1.08%	0.85%	1.00%	2.22%	0.82%	1.05%	0.79%	1.13%	1.17%	1.41%	1.53%	0.86%	1.11%	0.42%	1.40%	1.42%	0.51%	0.69%	0.48%	0.25%	1.25%	0.41%	0.53%	0.67%	0.33%	0.77%	0.00%	0.41%					
20	3.Политическая партия «Демократическая партия России»	90	5	1	1	0	0	1	0	5	3	0	1	2	1	0	1	1	5	3	3	2	1	1	2	3	0	0	1	3	2	0	2	1	1	1	0	2	3	3	1	3	2	0	2	0	1	1	1	2	0	2	1	1	1	3	2	2	3	0	0	1	0	0					
		0.16%	0.43%	0.09%	0.08%	0.00%	0.00%	0.08%	0.00%	0.43%	0.20%	0.00%	0.11%	0.21%	0.10%	0.00%	0.11%	0.12%	0.36%	0.22%	0.50%	0.16%	0.12%	0.33%	0.27%	0.22%	0.00%	0.00%	0.07%	0.25%	0.42%	0.00%	0.20%	0.09%	0.10%	0.16%	0.00%	0.19%	0.38%	0.35%	0.14%	0.26%	0.23%	0.00%	0.16%	0.00%	0.10%	0.09%	0.11%	0.21%	0.00%	0.19%	0.10%	0.09%	0.48%	0.25%	0.31%	0.27%	0.40%	0.00%	0.00%	0.19%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7751	158	168	168	99	154	154	167	176	221	131	146	158	155	118	124	102	218	235	95	156	90	52	85	181	116	106	208	158	43	89	117	141	178	57	84	102	81	135	126	177	128	222	237	110	157	138	118	149	123	170	140	159	12	97	42	61	64	45	60	42	31	17					
		13.53%	13.72%	15.51%	13.56%	15.14%	14.22%	12.84%	18.05%	15.12%	14.78%	14.15%	16.65%	16.24%	15.44%	12.39%	13.29%	12.66%	15.58%	17.51%	15.83%	12.36%	11.11%	17.11%	11.36%	12.98%	10.57%	13.38%	15.04%	13.16%	9.11%	13.32%	11.78%	12.61%	17.20%	9.31%	11.38%	9.60%	10.14%	15.75%	17.14%	15.47%	14.43%	17.96%	18.46%	11.90%	16.04%	11.86%	13.15%	15.68%	14.37%	16.10%	14.16%	13.70%	5.80%	8.19%	6.57%	8.31%	8.44%	7.59%	9.79%	8.09%	7.97%	6.99%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1139	22	13	28	16	27	25	16	34	27	12	21	33	24	18	26	18	22	36	19	31	16	3	28	35	44	13	36	17	7	11	9	16	22	17	16	10	13	22	18	18	22	30	13	21	22	20	14	18	13	16	26	21	1	24	8	9	5	3	4	1	4	5					
		1.99%	1.91%	1.20%	2.26%	2.45%	2.49%	2.09%	1.73%	2.92%	1.81%	1.30%	2.39%	3.39%	2.39%	1.89%	2.79%	2.23%	1.57%	2.68%	3.17%	2.46%	1.98%	0.99%	3.74%	2.51%	4.01%	1.64%	2.60%	1.42%	1.48%	1.65%	0.91%	1.43%	2.13%	2.78%	2.17%	0.94%	1.63%	2.57%	2.45%	1.57%	2.48%	2.43%	1.01%	2.27%	2.25%	1.72%	1.56%	1.89%	1.52%	1.52%	2.63%	1.81%	0.48%	2.03%	1.25%	1.23%	0.66%	0.51%	0.65%	0.19%	1.03%	2.06%					
23	6.Политическая партия «Партия социальной справедливости»	167	5	6	1	5	5	1	1	4	5	5	0	1	1	0	3	1	5	4	4	7	2	0	0	5	5	5	4	2	2	2	3	4	3	2	1	3	2	1	0	4	1	3	3	2	2	4	6	6	5	2	5	4	0	1	2	1	5	0	0	1	0	0					
		0.29%	0.43%	0.55%	0.08%	0.76%	0.46%	0.08%	0.11%	0.34%	0.33%	0.54%	0.00%	0.10%	0.10%	0.00%	0.32%	0.12%	0.36%	0.30%	0.67%	0.55%	0.25%	0.00%	0.00%	0.36%	0.46%	0.63%	0.29%	0.17%	0.42%	0.30%	0.30%	0.36%	0.29%	0.33%	0.14%	0.28%	0.25%	0.12%	0.00%	0.35%	0.11%	0.24%	0.23%	0.22%	0.20%	0.34%	0.67%	0.63%	0.58%	0.19%	0.51%	0.34%	0.00%	0.08%	0.31%	0.14%	0.66%	0.00%	0.00%	0.19%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	7242	180	134	144	70	146	150	99	138	188	118	85	123	134	121	129	107	173	152	69	148	119	53	100	205	136	103	173	182	84	91	142	150	121	63	91	177	130	104	76	134	104	127	141	103	106	145	103	108	109	115	114	141	44	140	110	75	91	79	73	87	60	25					
		12.64%	15.63%	12.37%	11.62%	10.70%	13.48%	12.51%	10.70%	11.86%	12.58%	12.74%	9.69%	12.64%	13.35%	12.71%	13.83%	13.28%	12.37%	11.33%	11.50%	11.73%	14.69%	17.43%	13.37%	14.71%	12.40%	13.01%	12.51%	15.15%	17.80%	13.62%	14.30%	13.42%	11.69%	10.29%	12.33%	16.67%	16.27%	12.14%	10.34%	11.71%	11.72%	10.28%	10.98%	11.15%	10.83%	12.46%	11.48%	11.37%	12.73%	10.89%	11.53%	12.14%	21.26%	11.82%	17.21%	10.22%	12.01%	13.32%	11.91%	16.76%	15.42%	10.29%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5752	100	95	162	66	120	134	112	134	176	77	102	106	119	113	99	83	167	130	56	128	76	26	87	142	87	86	152	99	45	57	93	128	106	83	76	107	68	81	76	132	81	125	117	107	86	109	73	83	60	105	101	105	17	103	41	75	70	63	44	38	38	25					
		10.04%	8.68%	8.77%	13.08%	10.09%	11.08%	11.18%	12.11%	11.51%	11.77%	8.32%	11.63%	10.89%	11.85%	11.87%	10.61%	10.30%	11.94%	9.69%	9.33%	10.14%	9.38%	8.55%	11.63%	10.19%	7.93%	10.86%	10.99%	8.24%	9.53%	8.53%	9.37%	11.45%	10.24%	13.56%	10.30%	10.08%	8.51%	9.45%	10.34%	11.54%	9.13%	10.11%	9.11%	11.58%	8.78%	9.36%	8.14%	8.74%	7.01%	9.94%	10.21%	9.04%	8.21%	8.70%	6.42%	10.22%	9.23%	10.62%	7.18%	7.32%	9.77%	10.29%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	510	9	10	16	9	10	12	12	8	9	17	6	11	4	7	13	13	11	12	5	10	10	2	2	5	12	8	19	12	0	4	9	10	11	5	5	8	8	5	5	7	8	11	14	4	6	13	12	8	6	6	9	13	3	14	4	4	4	3	8	3	2	4					
		0.89%	0.78%	0.92%	1.29%	1.38%	0.92%	1.00%	1.30%	0.69%	0.60%	1.84%	0.68%	1.13%	0.40%	0.74%	1.39%	1.61%	0.79%	0.89%	0.83%	0.79%	1.23%	0.66%	0.27%	0.36%	1.09%	1.01%	1.37%	0.99%	0.00%	0.60%	0.91%	0.89%	1.06%	0.82%	0.68%	0.75%	1.00%	0.58%	0.68%	0.61%	0.90%	0.89%	1.09%	0.43%	0.61%	1.12%	1.34%	0.84%	0.70%	0.57%	0.91%	1.12%	1.45%	1.18%	0.63%	0.54%	0.53%	0.51%	1.31%	0.58%	0.51%	1.65%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	30186	599	564	617	349	525	643	434	568	756	495	447	443	472	509	473	401	690	642	289	683	444	144	390	682	608	405	663	620	256	361	536	572	525	328	418	570	434	430	371	574	473	628	644	503	501	642	497	517	465	552	532	615	118	744	396	464	473	383	398	318	241	152					
		52.69%	51.99%	52.08%	49.80%	53.36%	48.48%	53.63%	46.92%	48.80%	50.57%	53.46%	50.97%	45.53%	47.01%	53.47%	50.70%	49.75%	49.32%	47.84%	48.17%	54.12%	54.81%	47.37%	52.14%	48.92%	55.42%	51.14%	47.94%	51.62%	54.24%	54.04%	53.98%	51.16%	50.72%	53.59%	56.64%	53.67%	54.32%	50.18%	50.48%	50.17%	53.33%	50.81%	50.16%	54.44%	51.17%	55.15%	55.41%	54.42%	54.32%	52.27%	53.79%	52.97%	57.00%	62.84%	61.97%	63.22%	62.40%	64.59%	64.93%	61.27%	61.95%	62.55%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1077	21	25	31	13	24	14	28	30	24	20	23	30	27	18	18	14	16	46	11	19	14	5	8	30	17	12	45	22	9	12	19	27	17	13	18	16	12	8	13	16	12	21	24	17	23	24	22	12	10	23	21	31	1	13	7	13	1	4	4	3	4	2					
		1.88%	1.82%	2.31%	2.50%	1.99%	2.22%	1.17%	3.03%	2.58%	1.61%	2.16%	2.62%	3.08%	2.69%	1.89%	1.93%	1.74%	1.14%	3.43%	1.83%	1.51%	1.73%	1.64%	1.07%	2.15%	1.55%	1.52%	3.25%	1.83%	1.91%	1.80%	1.91%	2.42%	1.64%	2.12%	2.44%	1.51%	1.50%	0.93%	1.77%	1.40%	1.35%	1.70%	1.87%	1.84%	2.35%	2.06%	2.45%	1.26%	1.17%	2.18%	2.12%	2.67%	0.48%	1.10%	1.10%	1.77%	0.13%	0.67%	0.65%	0.58%	1.03%	0.82%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
