Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
"Наименование Избирательной комиссии:    Волгоград, Тракторозаводская"																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553					
		4.63%	4.43%	3.39%	3.56%	3.78%	4.41%	4.05%	4.30%	5.21%	4.47%	4.45%	4.70%	6.05%	5.65%	4.58%	6.11%	5.17%	4.08%	3.19%	6.01%	7.09%	4.50%	5.11%	4.10%	3.17%	3.85%	4.14%	6.02%	4.13%	4.09%	4.20%	3.43%	4.52%	3.42%	4.10%	4.18%	5.58%	5.67%	6.65%	4.18%	5.92%	3.85%	6.16%	5.28%	3.81%	5.80%	5.91%	4.15%	5.90%	3.50%	1.75%	2.72%	4.41%					
22	"5. ""За Русь Святую"""	218	3	0	5	3	3	1	4	7	3	8	7	2	5	3	9	4	4	4	1	9	11	6	0	4	5	3	3	3	2	6	7	5	7	0	8	2	4	3	5	9	2	7	4	4	3	4	3	2	6	2	3	0					
		0.40%	0.29%	0.0%	0.42%	0.21%	0.22%	0.06%	0.44%	0.73%	0.29%	0.56%	0.55%	0.15%	0.41%	0.21%	0.65%	0.30%	0.32%	0.38%	0.06%	0.70%	0.71%	0.43%	0.0%	0.84%	0.56%	0.27%	0.31%	0.22%	0.23%	0.68%	0.51%	0.48%	0.55%	0.0%	0.72%	0.24%	0.78%	0.33%	0.49%	1.08%	0.21%	1.00%	0.64%	0.54%	0.37%	0.40%	0.29%	0.25%	0.77%	0.58%	0.37%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	113	3	3	2	2	2	2	0	1	1	3	2	4	2	4	0	0	3	4	1	7	4	2	2	0	1	4	4	6	2	2	2	3	2	2	2	2	1	1	1	1	3	2	1	0	1	2	2	1	4	2	2	3					
		0.20%	0.29%	0.22%	0.16%	0.14%	0.14%	0.12%	0.0%	0.10%	0.09%	0.21%	0.15%	0.30%	0.16%	0.28%	0.0%	0.0%	0.24%	0.38%	0.06%	0.55%	0.26%	0.14%	0.41%	0.0%	0.11%	0.36%	0.42%	0.45%	0.23%	0.22%	0.14%	0.28%	0.15%	0.16%	0.18%	0.24%	0.19%	0.11%	0.09%	0.12%	0.32%	0.28%	0.16%	0.0%	0.12%	0.20%	0.19%	0.12%	0.51%	0.58%	0.24%	0.44%					
24	"7. ""Новый курс - Автомобильная Россия"""	330	5	17	8	4	6	16	1	5	4	8	10	18	6	11	9	9	11	9	9	7	5	13	4	1	5	5	3	9	6	4	6	2	7	3	4	3	2	9	8	4	8	3	5	3	8	3	2	2	4	0	8	8					
		0.61%	0.49%	1.25%	0.67%	0.28%	0.44%	1.02%	0.11%	0.52%	0.38%	0.56%	0.79%	1.36%	0.49%	0.78%	0.65%	0.69%	0.89%	0.87%	0.62%	0.55%	0.32%	0.93%	0.82%	0.21%	0.56%	0.45%	0.31%	0.68%	0.70%	0.45%	0.43%	0.19%	0.55%	0.24%	0.36%	0.37%	0.39%	1.01%	0.79%	0.48%	0.85%	0.42%	0.80%	0.40%	0.98%	0.30%	0.19%	0.25%	0.51%	0.0%	0.99%	1.17%					
25	"8. ""Народно-республиканская партия России"""	47	1	0	0	0	3	0	4	0	0	1	0	2	2	0	0	0	1	2	0	0	0	0	2	0	1	2	2	1	0	1	0	0	3	4	2	1	0	1	1	0	2	0	0	0	1	0	0	1	0	0	4	2					
		0.08%	0.09%	0.0%	0.0%	0.0%	0.22%	0.0%	0.44%	0.0%	0.0%	0.07%	0.0%	0.15%	0.16%	0.0%	0.0%	0.0%	0.08%	0.19%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.11%	0.18%	0.21%	0.07%	0.0%	0.11%	0.0%	0.0%	0.23%	0.32%	0.18%	0.12%	0.0%	0.11%	0.09%	0.0%	0.21%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.12%	0.0%	0.0%	0.49%	0.29%					
26	"9. ""Российская экологическая партия ""Зеленые"""	230	8	8	2	8	5	6	3	3	4	6	6	4	4	3	40	8	2	1	3	2	2	8	4	1	3	2	2	4	6	6	9	3	1	3	2	2	3	4	5	3	3	7	2	1	2	4	4	4	1	2	0	1					
		0.42%	0.78%	0.58%	0.16%	0.56%	0.36%	0.38%	0.33%	0.31%	0.38%	0.42%	0.47%	0.30%	0.33%	0.21%	2.91%	0.61%	0.16%	0.09%	0.20%	0.15%	0.13%	0.57%	0.82%	0.21%	0.33%	0.18%	0.21%	0.30%	0.70%	0.68%	0.65%	0.28%	0.07%	0.24%	0.18%	0.24%	0.58%	0.45%	0.49%	0.36%	0.32%	1.00%	0.32%	0.13%	0.24%	0.40%	0.38%	0.51%	0.12%	0.58%	0.0%	0.14%					
27	"10. ""Аграрная партия России"""	810	5	8	14	13	29	24	14	19	29	20	21	15	13	18	13	23	14	17	23	19	15	27	14	5	19	29	12	27	6	13	19	23	19	18	22	18	3	3	18	13	10	13	11	8	10	13	8	19	17	5	12	10					
		1.49%	0.49%	0.58%	1.18%	0.91%	2.13%	1.54%	1.54%	1.98%	2.82%	1.41%	1.67%	1.13%	1.08%	1.28%	0.94%	1.77%	1.14%	1.64%	1.60%	1.49%	0.98%	1.94%	2.87%	1.05%	2.15%	2.61%	1.26%	2.06%	0.70%	1.47%	1.38%	2.21%	1.51%	1.44%	2.00%	2.23%	0.58%	0.33%	1.79%	1.57%	1.07%	1.86%	1.76%	1.08%	1.23%	1.32%	0.77%	2.43%	2.20%	1.46%	1.48%	1.47%					
28	"11. ""Истинные патриоты России"""	36	0	2	2	1	0	1	1	1	0	0	2	0	1	0	0	1	2	1	3	0	2	0	0	1	1	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	2	2	0					
		0.06%	0.0%	0.14%	0.16%	0.07%	0.0%	0.06%	0.11%	0.10%	0.0%	0.0%	0.15%	0.0%	0.08%	0.0%	0.0%	0.07%	0.16%	0.09%	0.20%	0.0%	0.13%	0.0%	0.0%	0.21%	0.11%	0.0%	0.0%	0.15%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.12%	0.58%	0.24%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	418	15	10	9	7	12	19	12	13	10	10	11	17	9	10	11	8	7	8	11	5	9	15	3	2	4	12	8	10	7	7	5	4	8	5	11	11	4	1	1	11	5	1	3	9	3	13	12	8	1	0	8	3					
		0.77%	1.47%	0.73%	0.76%	0.49%	0.88%	1.22%	1.32%	1.35%	0.97%	0.70%	0.87%	1.28%	0.74%	0.71%	0.80%	0.61%	0.57%	0.77%	0.76%	0.39%	0.58%	1.08%	0.61%	0.42%	0.45%	1.08%	0.84%	0.76%	0.81%	0.79%	0.36%	0.38%	0.63%	0.40%	1.00%	1.36%	0.78%	0.11%	0.09%	1.33%	0.53%	0.14%	0.48%	1.22%	0.37%	1.32%	1.16%	1.02%	0.12%	0.0%	0.99%	0.44%					
30	"13. ""Демократическая партия России"""	71	2	2	1	2	5	0	2	0	0	4	3	1	5	0	1	0	0	2	3	2	3	1	1	1	1	2	0	1	1	1	3	3	2	0	0	0	0	5	0	0	1	1	0	1	0	4	0	0	2	0	0	2					
		0.13%	0.19%	0.14%	0.08%	0.14%	0.36%	0.0%	0.22%	0.0%	0.0%	0.28%	0.23%	0.07%	0.41%	0.0%	0.07%	0.0%	0.0%	0.19%	0.20%	0.15%	0.19%	0.07%	0.20%	0.21%	0.11%	0.18%	0.0%	0.07%	0.11%	0.11%	0.21%	0.28%	0.15%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.10%	0.14%	0.0%	0.13%	0.0%	0.40%	0.0%	0.0%	0.25%	0.0%	0.0%	0.29%					
31	"14. ""Великая Россия - Евразийский Союз"""	79	0	0	1	1	0	1	1	2	0	0	6	1	4	3	5	2	0	0	1	0	2	1	2	2	1	2	3	4	0	2	0	1	1	6	1	1	0	1	1	1	2	0	0	0	4	2	4	1	4	0	0	2					
		0.14%	0.0%	0.0%	0.08%	0.07%	0.0%	0.06%	0.11%	0.20%	0.0%	0.0%	0.47%	0.07%	0.33%	0.21%	0.36%	0.15%	0.0%	0.0%	0.06%	0.0%	0.13%	0.07%	0.41%	0.42%	0.11%	0.18%	0.31%	0.30%	0.0%	0.22%	0.0%	0.09%	0.07%	0.48%	0.09%	0.12%	0.0%	0.11%	0.09%	0.12%	0.21%	0.0%	0.0%	0.0%	0.49%	0.20%	0.38%	0.12%	0.51%	0.0%	0.0%	0.29%					
32	"15. ""Партия СЛОН"""	75	0	5	0	2	4	1	1	0	1	5	2	0	2	1	1	1	4	3	0	1	3	1	3	1	0	1	2	0	3	1	1	4	3	1	3	2	1	1	1	0	1	1	0	1	3	1	0	0	2	0	0	0					
		0.13%	0.0%	0.36%	0.0%	0.14%	0.29%	0.06%	0.11%	0.0%	0.09%	0.35%	0.15%	0.0%	0.16%	0.07%	0.07%	0.07%	0.32%	0.29%	0.0%	0.07%	0.19%	0.07%	0.61%	0.21%	0.0%	0.09%	0.21%	0.0%	0.35%	0.11%	0.07%	0.38%	0.23%	0.08%	0.27%	0.24%	0.19%	0.11%	0.09%	0.0%	0.10%	0.14%	0.0%	0.13%	0.37%	0.10%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	6853	109	106	135	219	233	246	114	105	154	214	214	199	172	220	200	188	148	109	244	193	249	216	42	24	105	92	105	202	72	99	154	125	172	160	148	116	78	87	101	70	98	72	79	80	58	124	84	59	79	35	73	73					
		12.67%	10.73%	7.81%	11.46%	15.35%	17.14%	15.81%	12.59%	10.96%	14.98%	15.12%	17.05%	15.05%	14.30%	15.75%	14.56%	14.51%	12.08%	10.56%	17.06%	15.22%	16.27%	15.57%	8.62%	5.07%	11.89%	8.29%	11.09%	15.45%	8.42%	11.24%	11.26%	12.03%	13.71%	12.88%	13.46%	14.39%	15.26%	9.81%	10.06%	8.46%	10.50%	10.31%	12.66%	10.89%	7.16%	12.65%	8.12%	7.57%	10.25%	10.26%	9.03%	10.75%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	99	3	6	2	2	2	2	6	0	0	3	4	1	2	1	1	3	3	1	1	2	6	1	1	1	0	5	1	1	1	4	1	1	1	3	1	1	2	0	1	5	2	0	4	0	1	2	5	1	0	0	2	0					
		0.18%	0.29%	0.44%	0.16%	0.14%	0.14%	0.12%	0.66%	0.0%	0.0%	0.21%	0.31%	0.07%	0.16%	0.07%	0.07%	0.23%	0.24%	0.09%	0.06%	0.15%	0.39%	0.07%	0.20%	0.21%	0.0%	0.45%	0.10%	0.07%	0.11%	0.45%	0.07%	0.09%	0.07%	0.24%	0.09%	0.12%	0.39%	0.0%	0.09%	0.60%	0.21%	0.0%	0.64%	0.0%	0.12%	0.20%	0.48%	0.12%	0.0%	0.0%	0.24%	0.0%					
35	"18. ""ЛДПР"""	8071	159	220	205	187	205	205	112	142	159	196	171	174	190	219	206	208	188	143	202	202	207	188	74	65	135	134	106	178	96	134	221	155	186	172	155	95	91	130	160	117	153	97	99	147	147	146	168	120	124	58	165	155					
		14.92%	15.66%	16.22%	17.41%	13.11%	15.08%	13.18%	12.37%	14.82%	15.46%	13.85%	13.62%	13.16%	15.80%	15.68%	15.00%	16.06%	15.34%	13.85%	14.12%	15.93%	13.52%	13.55%	15.19%	13.74%	15.28%	12.08%	11.20%	13.61%	11.22%	15.22%	16.16%	14.91%	14.83%	13.84%	14.10%	11.78%	17.80%	14.67%	15.95%	14.14%	16.39%	13.89%	15.86%	20.02%	18.17%	14.89%	16.24%	15.40%	16.10%	17.00%	20.42%	22.82%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	691	13	16	15	17	12	18	9	12	15	11	9	11	20	17	19	16	20	16	26	16	19	14	2	7	10	19	21	18	12	14	11	14	13	11	13	9	8	19	10	17	12	11	19	5	13	13	11	3	10	4	12	9					
		1.27%	1.28%	1.17%	1.27%	1.19%	0.88%	1.15%	0.99%	1.25%	1.45%	0.77%	0.71%	0.83%	1.66%	1.21%	1.38%	1.23%	1.63%	1.55%	1.81%	1.26%	1.24%	1.00%	0.41%	1.47%	1.13%	1.71%	2.21%	1.37%	1.40%	1.59%	0.80%	1.34%	1.03%	0.88%	1.18%	1.11%	1.56%	2.14%	0.99%	2.05%	1.28%	1.57%	3.04%	0.68%	1.60%	1.32%	1.06%	0.38%	1.29%	1.17%	1.48%	1.32%					
37	"20. ""Политическая партия ""Единая Россия"""	16119	309	539	359	434	369	465	277	247	268	368	359	418	364	429	373	399	370	351	426	346	416	377	121	140	294	385	308	377	281	282	386	299	413	394	336	219	156	313	332	264	302	228	147	218	240	288	313	184	162	105	216	153					
		29.81%	30.44%	39.74%	30.50%	30.43%	27.15%	29.90%	30.60%	25.78%	26.07%	26.00%	28.60%	31.61%	30.28%	30.73%	27.16%	30.81%	30.20%	34.01%	29.79%	27.28%	27.18%	27.18%	24.84%	29.59%	33.29%	34.71%	32.55%	28.84%	32.86%	32.04%	28.23%	28.77%	32.93%	31.72%	30.57%	27.17%	30.52%	35.32%	33.10%	31.92%	32.36%	32.66%	23.55%	29.70%	29.66%	29.38%	30.27%	23.62%	21.03%	30.79%	26.73%	22.53%					
38	"21. ""Российская Конституционно-демократическая партия"""	94	1	1	2	5	3	2	0	1	1	2	2	2	1	1	1	1	3	2	7	4	1	0	0	1	3	4	1	5	3	4	1	1	2	2	2	1	1	2	0	1	1	1	0	1	1	3	2	2	0	1	1	4					
		0.17%	0.09%	0.07%	0.16%	0.35%	0.22%	0.12%	0.0%	0.10%	0.09%	0.14%	0.15%	0.15%	0.08%	0.07%	0.07%	0.07%	0.24%	0.19%	0.48%	0.31%	0.06%	0.0%	0.0%	0.21%	0.33%	0.36%	0.10%	0.38%	0.35%	0.45%	0.07%	0.09%	0.15%	0.16%	0.18%	0.12%	0.19%	0.22%	0.0%	0.12%	0.10%	0.14%	0.0%	0.13%	0.12%	0.30%	0.19%	0.25%	0.0%	0.29%	0.12%	0.58%					
39	"22. ""Развитие предпринимательства"""	127	1	2	7	2	0	5	0	1	2	6	6	3	8	2	4	1	4	4	3	7	8	3	1	1	0	1	4	1	2	3	1	0	0	2	4	2	0	1	3	1	2	2	2	3	0	2	3	1	1	1	2	2					
		0.23%	0.09%	0.14%	0.59%	0.14%	0.0%	0.32%	0.0%	0.10%	0.19%	0.42%	0.47%	0.22%	0.66%	0.14%	0.29%	0.07%	0.32%	0.38%	0.20%	0.55%	0.52%	0.21%	0.20%	0.21%	0.0%	0.09%	0.42%	0.07%	0.23%	0.34%	0.07%	0.0%	0.0%	0.16%	0.36%	0.24%	0.0%	0.11%	0.29%	0.12%	0.21%	0.28%	0.32%	0.40%	0.0%	0.20%	0.29%	0.12%	0.12%	0.29%	0.24%	0.29%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	7689	164	98	141	217	168	242	138	147	152	242	160	133	131	188	133	132	206	163	176	162	242	221	79	68	89	190	148	188	122	99	228	161	183	224	179	136	59	120	149	116	133	95	98	77	140	141	138	174	160	47	108	84					
		14.21%	16.15%	7.22%	11.97%	15.21%	12.36%	15.56%	15.24%	15.34%	14.78%	17.10%	12.74%	10.06%	10.89%	13.46%	9.68%	10.19%	16.81%	15.79%	12.30%	12.77%	15.81%	15.93%	16.22%	14.37%	10.07%	17.13%	15.64%	14.38%	14.26%	11.24%	16.67%	15.49%	14.59%	18.03%	16.28%	16.87%	11.54%	13.54%	14.85%	14.02%	14.25%	13.61%	15.70%	10.49%	17.30%	14.38%	13.34%	22.33%	20.77%	13.78%	13.36%	12.37%					
																																																											
41	Против всех	2475	32	78	93	56	58	67	38	41	44	49	67	69	52	49	92	64	50	51	66	47	69	78	27	34	42	53	47	42	52	46	61	51	44	47	49	24	11	39	47	36	48	30	24	34	24	29	55	30	32	15	42	50					
		4.57%	3.15%	5.75%	7.90%	3.92%	4.26%	4.30%	4.19%	4.27%	4.28%	3.46%	5.33%	5.21%	4.32%	3.51%	6.70%	4.94%	4.08%	4.94%	4.61%	3.70%	4.50%	5.62%	5.54%	7.18%	4.75%	4.77%	4.96%	3.21%	6.08%	5.22%	4.46%	4.90%	3.50%	3.78%	4.45%	2.97%	2.15%	4.40%	4.68%	4.35%	5.14%	4.29%	3.84%	4.63%	2.96%	2.95%	5.31%	3.85%	4.15%	4.39%	5.19%	7.36%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
