Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																		
Дата голосования: 07.12.2003 0:00:00																		
																		
Наименование Избирательной комиссии:    Улаганская																		
																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																		
																		
		Сумма	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127					
24	"7. ""Новый курс - Автомобильная Россия"""	17	0	1	0	0	0	0	2	11	0	1	2					
		0.43%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	2.5%	0.82%	0.0%	0.14%	0.95%					
25	"8. ""Народно-республиканская партия России"""	25	1	5	0	3	1	0	0	6	1	3	5					
		0.64%	0.73%	1.55%	0.0%	0.81%	0.63%	0.0%	0.0%	0.45%	0.44%	0.43%	2.38%					
26	"9. ""Российская экологическая партия ""Зеленые"""	12	2	0	0	1	3	0	0	6	0	0	0					
		0.30%	1.47%	0.0%	0.0%	0.27%	1.89%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1427	57	184	81	238	104	121	40	195	82	247	78					
		36.81%	41.91%	57.14%	69.82%	64.49%	65.82%	50.62%	50.0%	14.63%	36.77%	35.74%	37.14%					
28	"11. ""Истинные патриоты России"""	33	0	0	0	1	0	0	0	32	0	0	0					
		0.85%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	2.40%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	237	12	42	5	18	11	8	4	36	1	69	31					
		6.11%	8.82%	13.04%	4.31%	4.87%	6.96%	3.34%	5.0%	2.70%	0.44%	9.98%	14.76%					
30	"13. ""Демократическая партия России"""	3	0	0	0	0	0	0	0	2	0	1	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.14%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	4	0	0	0	0	0	0	0	2	0	1	1					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.14%	0.47%					
32	"15. ""Партия СЛОН"""	5	0	0	0	0	0	0	1	1	1	1	1					
		0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.25%	0.07%	0.44%	0.14%	0.47%					
33	"16. ""Родина"" (народно-патриотический союз)"""	99	1	0	0	3	2	1	2	70	4	13	3					
		2.55%	0.73%	0.0%	0.0%	0.81%	1.26%	0.41%	2.5%	5.25%	1.79%	1.88%	1.42%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	14	0	1	1	2	0	3	0	1	1	5	0					
		0.36%	0.0%	0.31%	0.86%	0.54%	0.0%	1.25%	0.0%	0.07%	0.44%	0.72%	0.0%					
35	"18. ""ЛДПР"""	201	3	0	0	4	3	11	1	166	6	6	1					
		5.18%	2.20%	0.0%	0.0%	1.08%	1.89%	4.60%	1.25%	12.46%	2.69%	0.86%	0.47%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	68	4	3	0	6	11	3	0	10	4	20	7					
		1.75%	2.94%	0.93%	0.0%	1.62%	6.96%	1.25%	0.0%	0.75%	1.79%	2.89%	3.33%					
37	"20. ""Политическая партия ""Единая Россия"""	837	18	37	9	34	6	55	14	403	71	170	20					
		21.59%	13.23%	11.49%	7.75%	9.21%	3.79%	23.01%	17.5%	30.25%	31.83%	24.60%	9.52%					
38	"21. ""Российская Конституционно-демократическая партия"""	9	0	0	0	1	0	1	1	3	0	2	1					
		0.23%	0.0%	0.0%	0.0%	0.27%	0.0%	0.41%	1.25%	0.22%	0.0%	0.28%	0.47%					
39	"22. ""Развитие предпринимательства"""	9	0	0	0	0	0	1	0	2	0	5	1					
		0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.15%	0.0%	0.72%	0.47%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	384	20	24	12	19	3	16	3	167	31	73	16					
		9.90%	14.70%	7.45%	10.34%	5.14%	1.89%	6.69%	3.75%	12.53%	13.90%	10.56%	7.61%					
																		
41	Против всех	134	8	10	4	5	1	2	1	77	3	19	4					
		3.45%	5.88%	3.10%	3.44%	1.35%	0.63%	0.83%	1.25%	5.78%	1.34%	2.74%	1.90%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
