Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Арзамасская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №81	УИК №82	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	692	17	5	7	3	17	9	2	42	54	12	5	8	7	5	39	10	28	14	45	29	10	8	8	12	1	3	9	8	10	3	3	67	12	6	2	7	2	3	1	13	5	0	10	9	2	12	6	6	5	55	9	2	20	5					
14	Число погашенных неиспользованных открепительных удостоверений	184	9	2	2	1	2	8	2	0	0	4	3	1	15	0	7	2	4	0	0	0	2	2	4	11	0	2	2	3	3	1	3	1	0	0	15	4	9	5	0	0	5	4	1	3	1	3	2	11	2	8	0	4	4	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1553	65	2	5	19	24	40	5	127	88	13	41	35	57	6	21	0	20	63	59	41	60	17	18	20	8	5	86	44	51	14	4	46	33	3	29	31	20	13	4	7	11	15	22	13	6	31	4	30	48	34	26	19	47	3					
		6.80%	8.81%	2.47%	5.26%	8.09%	6.05%	7.74%	3.82%	9.46%	5.93%	5.80%	5.93%	11.99%	8.19%	3.59%	6.34%	0.00%	4.54%	6.94%	6.30%	7.03%	8.55%	5.01%	6.55%	6.06%	8.89%	4.95%	7.14%	9.71%	6.62%	8.33%	1.90%	6.50%	8.31%	5.00%	7.57%	7.87%	4.94%	5.96%	1.70%	3.89%	5.26%	7.25%	7.01%	7.22%	6.74%	11.52%	4.88%	7.25%	8.59%	7.26%	5.03%	6.81%	4.69%	1.32%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2144	91	9	2	22	44	91	8	152	90	12	75	35	65	7	32	8	49	69	90	50	62	17	24	27	5	6	136	46	70	18	23	41	40	3	41	28	22	16	16	21	18	23	41	13	8	35	9	53	61	41	47	20	99	13					
		9.38%	12.33%	11.11%	2.11%	9.36%	11.08%	17.60%	6.11%	11.32%	6.06%	5.36%	10.85%	11.99%	9.34%	4.19%	9.67%	6.84%	11.11%	7.60%	9.62%	8.58%	8.83%	5.01%	8.73%	8.18%	5.56%	5.94%	11.30%	10.15%	9.09%	10.71%	10.90%	5.79%	10.08%	5.00%	10.70%	7.11%	5.43%	7.34%	6.81%	11.67%	8.61%	11.11%	13.06%	7.22%	8.99%	13.01%	10.98%	12.80%	10.91%	8.76%	9.09%	7.17%	9.88%	5.73%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	176	4	1	0	4	4	0	0	13	15	2	2	2	6	1	5	0	5	10	5	2	7	0	2	3	1	1	12	1	8	3	1	8	0	0	3	0	1	0	2	2	1	2	3	2	0	0	1	5	7	4	4	2	6	3					
		0.77%	0.54%	1.23%	0.00%	1.70%	1.01%	0.00%	0.00%	0.97%	1.01%	0.89%	0.29%	0.68%	0.86%	0.60%	1.51%	0.00%	1.13%	1.10%	0.53%	0.34%	0.99%	0.00%	0.73%	0.91%	1.11%	0.99%	0.99%	0.22%	1.04%	1.79%	0.47%	1.13%	0.00%	0.00%	0.78%	0.00%	0.25%	0.00%	0.85%	1.11%	0.48%	0.97%	0.96%	1.11%	0.00%	0.00%	1.22%	1.21%	1.25%	0.85%	0.77%	0.72%	0.60%	1.32%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7388	223	15	30	82	89	146	20	380	600	66	125	81	288	26	97	22	145	367	395	218	239	80	61	57	30	30	452	132	288	50	40	256	144	14	126	106	88	108	50	51	75	47	113	65	40	81	25	144	204	198	182	86	291	20					
		32.34%	30.22%	18.52%	31.58%	34.89%	22.42%	28.24%	15.27%	28.29%	40.40%	29.46%	18.09%	27.74%	41.38%	15.57%	29.31%	18.80%	32.88%	40.42%	42.20%	37.39%	34.05%	23.60%	22.18%	17.27%	33.33%	29.70%	37.54%	29.14%	37.40%	29.76%	18.96%	36.16%	36.27%	23.33%	32.90%	26.90%	21.73%	49.54%	21.28%	28.33%	35.89%	22.71%	35.99%	36.11%	44.94%	30.11%	30.49%	34.78%	36.49%	42.31%	35.20%	30.82%	29.04%	8.81%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	188	3	0	1	2	5	3	1	7	22	1	9	3	4	2	4	0	2	10	9	9	3	2	0	4	0	2	11	4	8	2	1	4	10	0	1	1	3	1	0	1	0	7	0	1	2	2	1	6	1	4	3	2	3	1					
		0.82%	0.41%	0.00%	1.05%	0.85%	1.26%	0.58%	0.76%	0.52%	1.48%	0.45%	1.30%	1.03%	0.57%	1.20%	1.21%	0.00%	0.45%	1.10%	0.96%	1.54%	0.43%	0.59%	0.00%	1.21%	0.00%	1.98%	0.91%	0.88%	1.04%	1.19%	0.47%	0.56%	2.52%	0.00%	0.26%	0.25%	0.74%	0.46%	0.00%	0.56%	0.00%	3.38%	0.00%	0.56%	2.25%	0.74%	1.22%	1.45%	0.18%	0.85%	0.58%	0.72%	0.30%	0.44%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10742	334	51	56	102	224	231	96	495	648	120	426	129	269	120	141	82	212	374	347	249	277	218	164	206	45	56	474	217	332	79	135	343	160	40	179	219	263	74	162	95	103	109	131	85	33	118	40	168	233	177	249	147	522	183					
		47.02%	45.26%	62.96%	58.95%	43.40%	56.42%	44.68%	73.28%	36.86%	43.64%	53.57%	61.65%	44.18%	38.65%	71.86%	42.60%	70.09%	48.07%	41.19%	37.07%	42.71%	39.46%	64.31%	59.64%	62.42%	50.00%	55.45%	39.37%	47.90%	43.12%	47.02%	63.98%	48.45%	40.30%	66.67%	46.74%	55.58%	64.94%	33.94%	68.94%	52.78%	49.28%	52.66%	41.72%	47.22%	37.08%	43.87%	48.78%	40.58%	41.68%	37.82%	48.16%	52.69%	52.10%	80.62%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	73	4	0	0	3	1	0	0	4	7	0	5	1	2	0	0	1	1	1	4	3	1	0	1	1	0	1	3	1	3	1	5	2	1	0	0	1	0	2	0	0	0	1	0	0	0	0	2	3	2	2	0	0	2	1					
		0.32%	0.54%	0.00%	0.00%	1.28%	0.25%	0.00%	0.00%	0.30%	0.47%	0.00%	0.72%	0.34%	0.29%	0.00%	0.00%	0.85%	0.23%	0.11%	0.43%	0.51%	0.14%	0.00%	0.36%	0.30%	0.00%	0.99%	0.25%	0.22%	0.39%	0.60%	2.37%	0.28%	0.25%	0.00%	0.00%	0.25%	0.00%	0.92%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	2.44%	0.72%	0.36%	0.43%	0.00%	0.00%	0.20%	0.44%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
