Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Арзамасская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №57	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100					
		0.10%	0.21%	1.92%	0.00%	0.00%	0.23%	0.16%	0.00%	0.00%	0.00%	0.00%	0.41%	0.21%	0.00%	0.00%	0.48%	0.00%	0.10%	0.23%	0.07%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.12%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.26%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2938	103	8	18	27	24	60	10	28	132	179	23	75	40	134	16	20	116	178	192	82	30	17	42	2	9	23	146	30	120	15	21	121	64	5	46	30	15	8	33	29	12	37	22	26	33	26	7	40	9	39	106	73	83	47	101	3	3					
		10.74%	10.82%	7.69%	18.37%	8.79%	5.56%	9.84%	13.89%	15.82%	8.46%	13.25%	9.47%	7.99%	9.03%	15.71%	7.66%	11.11%	11.63%	13.86%	12.86%	9.74%	9.20%	4.87%	11.41%	2.82%	9.18%	16.91%	9.80%	5.47%	14.10%	5.95%	8.08%	15.11%	9.73%	6.10%	9.89%	7.59%	2.81%	8.89%	13.15%	12.45%	14.46%	14.18%	7.53%	8.15%	15.14%	19.70%	7.69%	11.70%	9.57%	6.85%	13.93%	15.90%	13.01%	11.58%	9.01%	3.80%	3.37%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	41	1	1	0	0	0	0	0	0	3	0	0	1	1	0	0	0	4	4	3	1	0	0	0	0	1	0	2	0	2	0	0	2	2	0	0	2	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	1	0	5	0	0					
		0.15%	0.11%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.11%	0.23%	0.00%	0.00%	0.00%	0.40%	0.31%	0.20%	0.12%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.13%	0.00%	0.24%	0.00%	0.00%	0.25%	0.30%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.43%	0.00%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.16%	0.00%	0.45%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	39	2	0	0	1	1	5	0	0	2	0	0	1	0	1	0	0	4	3	3	1	0	0	0	1	0	0	0	2	1	0	1	3	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0					
		0.14%	0.21%	0.00%	0.00%	0.33%	0.23%	0.82%	0.00%	0.00%	0.13%	0.00%	0.00%	0.11%	0.00%	0.12%	0.00%	0.00%	0.40%	0.23%	0.20%	0.12%	0.00%	0.00%	0.00%	1.41%	0.00%	0.00%	0.00%	0.36%	0.12%	0.00%	0.38%	0.37%	0.00%	0.00%	0.22%	0.00%	0.00%	1.11%	0.40%	0.00%	1.20%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.09%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2403	82	5	3	11	34	78	4	9	177	165	17	66	21	75	9	9	152	131	156	90	10	18	11	4	10	9	162	34	74	19	16	81	47	1	36	25	8	0	21	23	1	15	22	33	15	14	8	29	7	53	80	45	63	24	85	2	4					
		8.78%	8.61%	4.81%	3.06%	3.58%	7.87%	12.79%	5.56%	5.08%	11.34%	12.21%	6.99%	7.04%	4.74%	8.79%	4.31%	5.00%	15.25%	10.20%	10.45%	10.69%	3.07%	5.16%	2.99%	5.63%	10.20%	6.62%	10.87%	6.20%	8.70%	7.54%	6.15%	10.11%	7.14%	1.22%	7.74%	6.33%	1.50%	0.00%	8.37%	9.87%	1.20%	5.75%	7.53%	10.34%	6.88%	10.61%	8.79%	8.48%	7.45%	9.31%	10.51%	9.80%	9.87%	5.91%	7.58%	2.53%	4.49%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1972	55	4	7	12	20	27	4	7	115	120	12	62	10	46	8	15	92	108	144	118	21	13	23	3	14	5	127	47	70	9	22	56	45	6	40	18	5	6	15	7	5	18	31	24	14	6	5	12	4	24	66	65	67	26	65	1	1					
		7.21%	5.78%	3.85%	7.14%	3.91%	4.63%	4.43%	5.56%	3.95%	7.37%	8.88%	4.94%	6.61%	2.26%	5.39%	3.83%	8.33%	9.23%	8.41%	9.65%	14.01%	6.44%	3.72%	6.25%	4.23%	14.29%	3.68%	8.52%	8.58%	8.23%	3.57%	8.46%	6.99%	6.84%	7.32%	8.60%	4.56%	0.94%	6.67%	5.98%	3.00%	6.02%	6.90%	10.62%	7.52%	6.42%	4.55%	5.49%	3.51%	4.26%	4.22%	8.67%	14.16%	10.50%	6.40%	5.80%	1.27%	1.12%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	153	7	1	1	2	1	2	0	2	11	7	3	4	3	3	2	1	8	8	10	3	1	0	1	0	1	0	16	3	7	1	1	8	0	1	4	1	3	0	4	0	1	1	1	4	3	1	0	0	1	1	4	0	0	2	2	1	0					
		0.56%	0.74%	0.96%	1.02%	0.65%	0.23%	0.33%	0.00%	1.13%	0.70%	0.52%	1.23%	0.43%	0.68%	0.35%	0.96%	0.56%	0.80%	0.62%	0.67%	0.36%	0.31%	0.00%	0.27%	0.00%	1.02%	0.00%	1.07%	0.55%	0.82%	0.40%	0.38%	0.99%	0.00%	1.22%	0.86%	0.25%	0.56%	0.00%	1.59%	0.00%	1.20%	0.38%	0.34%	1.25%	1.38%	0.76%	0.00%	0.00%	1.06%	0.18%	0.53%	0.00%	0.00%	0.49%	0.18%	1.27%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18749	645	79	64	244	344	418	51	120	1064	825	178	709	360	552	166	134	573	803	917	513	251	294	286	60	60	98	959	415	519	204	196	494	469	68	320	307	496	72	164	168	60	173	201	218	143	83	70	254	68	431	463	265	391	296	825	69	80					
		68.53%	67.75%	75.96%	65.31%	79.48%	79.63%	68.52%	70.83%	67.80%	68.16%	61.07%	73.25%	75.59%	81.26%	64.71%	79.43%	74.44%	57.47%	62.54%	61.42%	60.93%	76.99%	84.24%	77.72%	84.51%	61.22%	72.06%	64.36%	75.73%	60.99%	80.95%	75.38%	61.67%	71.28%	82.93%	68.82%	77.72%	93.06%	80.00%	65.34%	72.10%	72.29%	66.28%	68.84%	68.34%	65.60%	62.88%	76.92%	74.27%	72.34%	75.75%	60.84%	57.73%	61.29%	72.91%	73.60%	87.34%	89.89%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	88	2	1	0	5	0	3	0	0	3	5	0	5	1	2	1	0	3	4	6	0	4	2	0	1	1	0	10	0	2	0	0	8	4	0	1	1	0	0	1	0	1	1	0	1	2	0	0	0	0	2	2	1	2	0	0	0	0					
		0.32%	0.21%	0.96%	0.00%	1.63%	0.00%	0.49%	0.00%	0.00%	0.19%	0.37%	0.00%	0.53%	0.23%	0.23%	0.48%	0.00%	0.30%	0.31%	0.40%	0.00%	1.23%	0.57%	0.00%	1.41%	1.02%	0.00%	0.67%	0.00%	0.24%	0.00%	0.00%	0.99%	0.61%	0.00%	0.22%	0.25%	0.00%	0.00%	0.40%	0.00%	1.20%	0.38%	0.00%	0.31%	0.92%	0.00%	0.00%	0.00%	0.00%	0.35%	0.26%	0.22%	0.31%	0.00%	0.00%	0.00%	0.00%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
