7	Число избирательных бюллетеней в переносных ящиках для голосования	2895	7	59	43	53	23	22	31	34	32	19	22	29	41	60	58	21	49	36	58	57	22	17	24	36	48	25	13	40	33	60	46	13	28	26	6	35	22	42	19	28	33	22	25	15	27	39	29	18	20	24	16	18	20	16	15	215	65	32	16	20	27	36	53	103	314	31	108	32	8	117	22	22					
8	Число бюллетеней в стационарных ящиках для голосования	78013	776	979	1092	1110	914	1351	911	1114	1412	630	897	1000	1033	708	835	1379	855	1386	1419	1386	1087	1351	994	1132	1209	1213	1142	1363	1155	1391	1508	774	1143	1251	1152	1608	1129	1554	1144	1451	1464	1161	1212	1656	1317	1291	1628	1750	1590	1434	1625	1569	1558	813	186	172	93	835	1251	668	696	360	176	1172	940	1154	427	122	92	875	1264	1524					
9	Число недействительных избирательных бюллетеней	1946	21	23	25	36	22	45	32	29	47	19	20	33	24	12	26	36	25	46	30	37	27	41	25	36	28	27	25	32	31	10	6	13	28	60	27	42	22	40	18	39	42	26	46	66	31	25	20	43	32	36	50	34	30	28	4	8	1	11	44	22	27	8	7	20	29	18	6	3	0	14	36	14					
10	Число действительных избирательных бюллетеней	78962	762	1015	1110	1127	915	1328	910	1119	1397	630	899	996	1050	756	867	1364	879	1376	1447	1406	1082	1327	993	1132	1229	1211	1130	1371	1157	1441	1548	774	1143	1217	1131	1601	1129	1556	1145	1440	1455	1157	1191	1605	1313	1305	1637	1725	1578	1422	1591	1553	1548	801	197	379	157	856	1223	666	696	388	222	1255	1225	1167	529	151	100	978	1250	1532					
11	Число полученных открепительных  удостоверений	3410	40	40	50	50	40	50	40	50	60	40	50	40	50	40	40	50	40	60	60	60	50	60	50	50	50	50	50	60	50	60	60	40	50	60	50	60	50	60	50	60	60	50	50	60	60	60	60	60	60	60	60	60	60	40	10	0	0	40	60	40	40	10	10	60	50	60	20	10	10	50	60	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1807	33	18	36	16	13	45	23	29	40	31	25	30	23	13	27	26	16	28	30	20	12	35	17	22	25	31	22	36	30	28	41	29	30	26	16	32	23	38	32	40	31	28	22	38	21	23	38	31	34	23	39	37	27	15	2	0	0	14	32	17	17	5	6	42	32	31	9	1	2	36	27	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1579	7	94	24	50	40	13	14	34	17	12	12	21	27	16	19	22	8	12	23	14	18	10	4	7	21	22	17	35	20	22	11	35	15	10	62	29	21	33	18	18	19	11	29	27	13	18	18	12	25	19	27	14	23	26	6	24	8	16	24	19	7	26	20	38	17	34	19	34	11	25	3	60					
14	Число неиспользованных открепительных удостоверений	1603	7	22	14	34	27	5	17	21	20	9	25	10	27	27	13	24	24	32	30	40	38	25	33	28	25	19	28	24	20	32	19	11	20	34	34	28	27	22	18	20	29	22	28	22	39	37	22	29	26	37	21	23	33	25	8	0	0	26	28	23	23	5	4	18	18	29	11	9	8	14	33	20					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	76	0	2	2	0	3	0	3	0	2	0	0	2	1	1	0	1	0	0	0	3	2	0	2	1	0	1	0	2	3	2	1	1	0	0	0	1	0	0	2	3	2	1	0	1	1	4	3	3	5	2	3	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	1	2	1	1					
16	Число утраченных избирательных бюллетеней	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																															
18	Богданов Андрей Владимирович	1909	16	29	14	33	27	39	25	44	49	10	31	29	32	20	21	39	12	37	42	35	25	38	24	25	25	21	29	26	38	28	23	13	28	29	21	39	19	36	24	31	43	27	22	47	37	26	37	52	33	53	39	30	41	15	4	12	5	22	46	16	16	9	9	26	12	20	15	4	1	14	26	24					
		2.36%	2.04%	2.79%	1.23%	2.84%	2.88%	2.84%	2.65%	3.83%	3.39%	1.54%	3.37%	2.82%	2.98%	2.60%	2.35%	2.79%	1.33%	2.60%	2.84%	2.43%	2.25%	2.78%	2.36%	2.14%	1.99%	1.70%	2.51%	1.85%	3.20%	1.93%	1.48%	1.65%	2.39%	2.27%	1.81%	2.37%	1.65%	2.26%	2.06%	2.10%	2.87%	2.28%	1.78%	2.81%	2.75%	1.95%	2.23%	2.94%	2.05%	3.64%	2.38%	1.89%	2.60%	1.81%	1.99%	3.10%	3.16%	2.54%	3.63%	2.33%	2.21%	2.27%	3.93%	2.04%	0.96%	1.69%	2.80%	2.60%	1.00%	1.41%	2.02%	1.55%					
19	Жириновский Владимир Вольфович	7606	107	89	112	89	107	162	114	112	133	69	91	113	87	69	101	138	93	110	113	149	106	119	75	93	128	113	131	118	98	103	107	97	57	69	97	172	93	169	133	138	119	89	108	68	124	130	174	146	162	158	209	153	130	78	34	31	4	107	108	62	85	34	21	138	119	136	53	15	8	106	161	162					
		9.40%	13.67%	8.57%	9.87%	7.65%	11.42%	11.80%	12.10%	9.76%	9.21%	10.63%	9.90%	10.98%	8.10%	8.98%	11.31%	9.86%	10.29%	7.74%	7.65%	10.33%	9.56%	8.70%	7.37%	7.96%	10.18%	9.13%	11.34%	8.41%	8.25%	7.10%	6.89%	12.33%	4.87%	5.40%	8.38%	10.47%	8.08%	10.59%	11.44%	9.33%	7.95%	7.52%	8.73%	4.07%	9.23%	9.77%	10.50%	8.26%	10.06%	10.84%	12.74%	9.64%	8.24%	9.41%	16.92%	8.01%	2.53%	12.34%	8.52%	9.01%	11.76%	8.59%	9.17%	10.82%	9.49%	11.48%	9.91%	9.74%	8.00%	10.69%	12.52%	10.48%					
20	Зюганов Геннадий Андреевич	17660	196	261	289	246	190	274	210	276	331	128	220	239	234	161	195	281	173	330	326	346	269	337	278	270	334	300	284	324	327	315	331	156	238	243	195	365	225	339	240	275	403	285	254	329	336	327	409	360	393	242	347	364	321	160	17	82	37	173	243	160	142	87	55	244	168	214	121	24	23	203	271	315					
		21.83%	25.03%	25.14%	25.46%	21.15%	20.28%	19.96%	22.29%	24.04%	22.92%	19.72%	23.94%	23.23%	21.79%	20.96%	21.84%	20.07%	19.14%	23.21%	22.07%	23.98%	24.26%	24.63%	27.31%	23.12%	26.57%	24.23%	24.59%	23.09%	27.53%	21.71%	21.30%	19.82%	20.32%	19.03%	16.84%	22.22%	19.55%	21.24%	20.64%	18.59%	26.92%	24.09%	20.53%	19.69%	25.00%	24.59%	24.68%	20.36%	24.41%	16.60%	21.15%	22.94%	20.34%	19.30%	8.46%	21.19%	23.42%	19.95%	19.18%	23.26%	19.64%	21.97%	24.02%	19.14%	13.40%	18.06%	22.62%	15.58%	23.00%	20.46%	21.07%	20.38%					
21	Медведев Дмитрий Анатольевич	51787	443	636	695	759	591	853	561	687	884	423	557	615	697	506	550	906	601	899	966	876	682	833	616	744	742	777	686	903	694	995	1087	508	820	876	818	1025	792	1012	748	996	890	756	807	1161	816	822	1017	1167	990	969	996	1006	1056	548	142	254	111	554	826	428	453	258	137	847	926	797	340	108	68	655	792	1031					
		64.01%	56.58%	61.27%	61.23%	65.26%	63.07%	62.13%	59.55%	59.84%	61.22%	65.18%	60.61%	59.77%	64.90%	65.89%	61.59%	64.71%	66.48%	63.22%	65.40%	60.71%	61.50%	60.89%	60.51%	63.70%	59.03%	62.76%	59.39%	64.36%	58.42%	68.57%	69.95%	64.55%	70.03%	68.60%	70.64%	62.39%	68.81%	63.41%	64.32%	67.34%	59.45%	63.91%	65.24%	69.48%	60.71%	61.80%	61.38%	66.01%	61.49%	66.46%	60.69%	63.39%	66.92%	66.10%	70.65%	65.63%	70.25%	63.90%	65.19%	62.21%	62.66%	65.15%	59.83%	66.43%	73.84%	67.26%	63.55%	70.13%	68.00%	66.03%	61.59%	66.69%					
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
																																																																															
