Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																
Дата голосования: 18.09.2016																																																																
																																																																
"Наименование Избирательной комиссии:    Ижевск, Устиновская"																																																																
																																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																																
																																																																
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	596	15	9	10	11	10	19	9	7	7	8	6	9	2	7	10	14	11	9	22	6	11	3	3	10	10	12	7	10	6	19	7	10	18	11	9	14	8	13	11	11	12	56	17	17	9	12	16	13	8	6	16	6	4									
14	Число погашенных неиспользованных открепительных удостоверений	457	7	4	9	15	13	5	5	4	12	9	10	10	4	2	7	7	14	12	6	8	9	10	12	12	15	14	13	3	12	8	0	0	10	8	11	9	4	3	8	10	3	10	3	14	10	22	10	3	13	13	0	6	16									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	53	3	0	0	1	0	1	1	0	1	1	1	1	0	1	3	0	1	0	0	0	0	1	3	2	2	1	1	0	2	3	0	0	0	1	3	1	1	1	0	1	0	2	2	2	2	1	1	0	0	2	0	2	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	590	7	11	8	15	8	19	11	6	20	12	16	15	0	5	9	15	10	9	4	11	23	20	10	12	11	2	19	11	14	11	0	0	4	16	11	7	7	9	10	9	19	24	13	10	28	11	9	10	8	11	1	10	19									
		1.38%	1.04%	1.51%	0.97%	1.67%	1.10%	1.96%	1.41%	1.63%	1.92%	1.16%	1.61%	1.49%	0.00%	0.76%	0.91%	1.33%	1.41%	1.49%	0.46%	1.12%	1.95%	1.71%	0.91%	1.79%	1.53%	0.49%	1.66%	1.46%	1.56%	1.06%	0.00%	0.00%	0.64%	1.89%	1.08%	1.38%	0.98%	1.11%	1.13%	0.92%	1.69%	2.35%	1.11%	0.87%	2.32%	1.18%	0.98%	1.46%	1.42%	2.17%	0.97%	1.48%	1.79%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	690	9	8	11	16	16	11	14	11	18	16	15	12	5	14	13	16	13	14	14	14	14	14	15	11	9	8	29	10	12	19	1	0	9	16	14	4	10	17	14	14	23	14	14	19	11	30	20	8	10	9	1	10	21									
		1.61%	1.33%	1.10%	1.34%	1.79%	2.19%	1.13%	1.79%	2.99%	1.73%	1.55%	1.51%	1.19%	6.25%	2.13%	1.31%	1.42%	1.83%	2.31%	1.62%	1.43%	1.19%	1.19%	1.37%	1.64%	1.26%	1.97%	2.53%	1.33%	1.33%	1.83%	1.01%	0.00%	1.44%	1.89%	1.38%	0.79%	1.40%	2.10%	1.58%	1.43%	2.05%	1.37%	1.20%	1.65%	0.91%	3.21%	2.17%	1.17%	1.77%	1.77%	0.97%	1.48%	1.98%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	817	8	15	13	20	14	21	20	7	22	27	23	20	2	12	17	20	10	10	14	21	15	24	19	15	9	7	15	7	15	23	5	1	12	11	23	7	16	22	18	14	28	20	25	23	23	20	16	15	13	19	2	9	10									
		1.91%	1.19%	2.05%	1.58%	2.23%	1.92%	2.16%	2.56%	1.91%	2.12%	2.62%	2.32%	1.98%	2.50%	1.82%	1.72%	1.77%	1.41%	1.65%	1.62%	2.14%	1.27%	2.05%	1.74%	2.24%	1.26%	1.72%	1.31%	0.93%	1.67%	2.22%	5.05%	1.96%	1.93%	1.30%	2.26%	1.38%	2.24%	2.72%	2.04%	1.43%	2.49%	1.96%	2.14%	2.00%	1.91%	2.14%	1.74%	2.19%	2.30%	3.74%	1.94%	1.34%	0.94%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16646	287	269	326	350	278	359	316	188	369	414	403	406	40	252	396	435	274	239	355	379	510	480	424	247	300	155	459	282	343	400	44	27	219	322	346	187	272	304	328	372	436	386	468	495	449	350	305	283	201	198	46	276	397									
		38.91%	42.52%	36.85%	39.61%	39.06%	38.13%	36.97%	40.41%	51.23%	35.51%	40.16%	40.63%	40.20%	50.00%	38.30%	40.04%	38.50%	38.54%	39.50%	40.99%	38.59%	43.33%	40.92%	38.79%	36.92%	41.84%	38.18%	40.09%	37.45%	38.11%	38.57%	44.44%	52.94%	35.15%	37.97%	34.02%	36.96%	38.04%	37.58%	37.10%	37.92%	38.82%	37.84%	40.03%	43.04%	37.20%	37.47%	33.12%	41.37%	35.64%	38.98%	44.66%	40.95%	37.49%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	373	7	4	9	16	8	10	2	0	7	4	7	8	0	5	8	5	4	8	5	9	14	11	5	3	5	3	9	10	6	7	0	0	6	8	10	3	10	10	8	7	11	6	10	15	7	10	15	6	4	10	0	3	15									
		0.87%	1.04%	0.55%	1.09%	1.79%	1.10%	1.03%	0.26%	0.00%	0.67%	0.39%	0.71%	0.79%	0.00%	0.76%	0.81%	0.44%	0.56%	1.32%	0.58%	0.92%	1.19%	0.94%	0.46%	0.45%	0.70%	0.74%	0.79%	1.33%	0.67%	0.68%	0.00%	0.00%	0.96%	0.94%	0.98%	0.59%	1.40%	1.24%	0.90%	0.71%	0.98%	0.59%	0.86%	1.30%	0.58%	1.07%	1.63%	0.88%	0.71%	1.97%	0.00%	0.45%	1.42%									
24	"6. Политическая партия ""Гражданская Платформа"""	208	3	3	5	9	3	7	7	1	7	3	2	8	0	1	2	6	4	0	2	1	10	9	1	6	4	5	4	2	6	1	1	0	5	3	11	1	3	4	3	7	5	6	6	0	5	1	3	1	1	4	0	7	9									
		0.49%	0.44%	0.41%	0.61%	1.00%	0.41%	0.72%	0.90%	0.27%	0.67%	0.29%	0.20%	0.79%	0.00%	0.15%	0.20%	0.53%	0.56%	0.00%	0.23%	0.10%	0.85%	0.77%	0.09%	0.90%	0.56%	1.23%	0.35%	0.27%	0.67%	0.10%	1.01%	0.00%	0.80%	0.35%	1.08%	0.20%	0.42%	0.49%	0.34%	0.71%	0.45%	0.59%	0.51%	0.00%	0.41%	0.11%	0.33%	0.15%	0.18%	0.79%	0.00%	1.04%	0.85%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5300	81	86	110	118	102	109	83	48	122	132	113	127	13	83	133	130	77	93	126	128	121	133	143	92	88	43	122	90	121	115	14	12	95	107	123	67	96	94	108	129	131	129	138	150	168	77	128	80	75	53	17	75	152									
		12.39%	12.00%	11.78%	13.37%	13.17%	13.99%	11.23%	10.61%	13.08%	11.74%	12.80%	11.39%	12.57%	16.25%	12.61%	13.45%	11.50%	10.83%	15.37%	14.55%	13.03%	10.28%	11.34%	13.08%	13.75%	12.27%	10.59%	10.66%	11.95%	13.44%	11.09%	14.14%	23.53%	15.25%	12.62%	12.09%	13.24%	13.43%	11.62%	12.22%	13.15%	11.67%	12.65%	11.80%	13.04%	13.92%	8.24%	13.90%	11.70%	13.30%	10.43%	16.50%	11.13%	14.35%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	329	8	4	4	8	3	5	8	3	10	4	1	5	0	9	8	5	9	3	9	4	8	11	8	7	8	1	7	6	5	6	0	0	7	9	5	11	3	8	10	6	10	7	8	5	5	11	7	4	2	5	1	7	21									
		0.77%	1.19%	0.55%	0.49%	0.89%	0.41%	0.51%	1.02%	0.82%	0.96%	0.39%	0.10%	0.50%	0.00%	1.37%	0.81%	0.44%	1.27%	0.50%	1.04%	0.41%	0.68%	0.94%	0.73%	1.05%	1.12%	0.25%	0.61%	0.80%	0.56%	0.58%	0.00%	0.00%	1.12%	1.06%	0.49%	2.17%	0.42%	0.99%	1.13%	0.61%	0.89%	0.69%	0.68%	0.43%	0.41%	1.18%	0.76%	0.58%	0.35%	0.98%	0.97%	1.04%	1.98%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	3223	34	60	61	70	50	67	50	23	99	57	63	62	2	22	64	85	54	34	51	78	80	82	60	38	37	12	69	55	86	73	3	2	67	70	98	24	53	77	58	109	83	72	120	117	119	102	108	59	34	35	4	50	81									
		7.53%	5.04%	8.22%	7.41%	7.81%	6.86%	6.90%	6.39%	6.27%	9.53%	5.53%	6.35%	6.14%	2.50%	3.34%	6.47%	7.52%	7.59%	5.62%	5.89%	7.94%	6.80%	6.99%	5.49%	5.68%	5.16%	2.96%	6.03%	7.30%	9.56%	7.04%	3.03%	3.92%	10.75%	8.25%	9.64%	4.74%	7.41%	9.52%	6.56%	11.11%	7.39%	7.06%	10.27%	10.17%	9.86%	10.92%	11.73%	8.63%	6.03%	6.89%	3.88%	7.42%	7.65%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	54	0	0	0	2	1	2	0	0	1	1	0	2	0	1	0	2	2	1	2	0	0	0	0	1	1	0	1	1	2	3	1	0	1	1	2	0	0	0	3	0	1	1	2	3	7	0	1	0	2	2	0	0	1									
		0.13%	0.00%	0.00%	0.00%	0.22%	0.14%	0.21%	0.00%	0.00%	0.10%	0.10%	0.00%	0.20%	0.00%	0.15%	0.00%	0.18%	0.28%	0.17%	0.23%	0.00%	0.00%	0.00%	0.00%	0.15%	0.14%	0.00%	0.09%	0.13%	0.22%	0.29%	1.01%	0.00%	0.16%	0.12%	0.20%	0.00%	0.00%	0.00%	0.34%	0.00%	0.09%	0.10%	0.17%	0.26%	0.58%	0.00%	0.11%	0.00%	0.35%	0.39%	0.00%	0.00%	0.09%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	666	8	13	19	19	8	18	8	3	10	18	13	13	1	5	16	10	10	7	7	7	22	17	14	6	8	11	18	16	15	23	1	0	3	20	26	12	11	10	19	12	17	11	23	20	25	14	14	9	9	2	1	28	16									
		1.56%	1.19%	1.78%	2.31%	2.12%	1.10%	1.85%	1.02%	0.82%	0.96%	1.75%	1.31%	1.29%	1.25%	0.76%	1.62%	0.88%	1.41%	1.16%	0.81%	0.71%	1.87%	1.45%	1.28%	0.90%	1.12%	2.71%	1.57%	2.12%	1.67%	2.22%	1.01%	0.00%	0.48%	2.36%	2.56%	2.37%	1.54%	1.24%	2.15%	1.22%	1.51%	1.08%	1.97%	1.74%	2.07%	1.50%	1.52%	1.32%	1.60%	0.39%	0.97%	4.15%	1.51%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5859	91	123	93	115	81	156	117	38	162	116	120	141	10	108	149	162	95	77	108	155	157	156	178	103	105	75	177	109	104	156	14	6	75	97	167	75	95	107	126	119	164	147	122	140	162	122	124	86	79	73	15	75	132									
		13.69%	13.48%	16.85%	11.30%	12.83%	11.11%	16.07%	14.96%	10.35%	15.59%	11.25%	12.10%	13.96%	12.50%	16.41%	15.07%	14.34%	13.36%	12.73%	12.47%	15.78%	13.34%	13.30%	16.29%	15.40%	14.64%	18.47%	15.46%	14.48%	11.56%	15.04%	14.14%	11.76%	12.04%	11.44%	16.42%	14.82%	13.29%	13.23%	14.25%	12.13%	14.60%	14.41%	10.44%	12.17%	13.42%	13.06%	13.46%	12.57%	14.01%	14.37%	14.56%	11.13%	12.46%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	457	8	2	6	11	5	5	11	2	11	5	9	4	1	10	5	14	10	10	7	7	17	16	10	5	3	4	13	13	8	13	1	2	7	11	17	6	13	12	23	10	15	7	18	10	10	9	14	3	3	6	2	6	7									
		1.07%	1.19%	0.27%	0.73%	1.23%	0.69%	0.51%	1.41%	0.54%	1.06%	0.48%	0.91%	0.40%	1.25%	1.52%	0.51%	1.24%	1.41%	1.65%	0.81%	0.71%	1.44%	1.36%	0.91%	0.75%	0.42%	0.99%	1.14%	1.73%	0.89%	1.25%	1.01%	3.92%	1.12%	1.30%	1.67%	1.19%	1.82%	1.48%	2.60%	1.02%	1.34%	0.69%	1.54%	0.87%	0.83%	0.96%	1.52%	0.44%	0.53%	1.18%	1.94%	0.89%	0.66%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6771	110	121	145	103	136	168	127	28	167	191	193	159	3	118	150	203	127	91	146	156	163	181	190	113	116	71	176	127	139	167	13	1	103	149	142	96	111	112	145	147	146	170	183	135	165	162	138	111	114	73	13	94	163									
		15.83%	16.30%	16.58%	17.62%	11.50%	18.66%	17.30%	16.24%	7.63%	16.07%	18.53%	19.46%	15.74%	3.75%	17.93%	15.17%	17.96%	17.86%	15.04%	16.86%	15.89%	13.85%	15.43%	17.38%	16.89%	16.18%	17.49%	15.37%	16.87%	15.44%	16.10%	13.13%	1.96%	16.53%	17.57%	13.96%	18.97%	15.52%	13.84%	16.40%	14.98%	13.00%	16.67%	15.65%	11.74%	13.67%	17.34%	14.98%	16.23%	20.21%	14.37%	12.62%	13.95%	15.39%									
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
