Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Змеиногорская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819					
		0.46%	0.42%	1.26%	0.40%	0.00%	1.23%	0.76%	0.42%	1.14%	0.00%	0.40%	0.00%	0.36%	0.00%	1.04%	1.01%	0.00%	0.00%	0.25%	0.50%					
20	3.Политическая партия «Демократическая партия России»	11	0	0	3	0	0	0	2	0	0	0	1	2	0	1	1	0	0	1	0					
		0.18%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.88%	0.36%	0.00%	1.04%	0.14%	0.00%	0.00%	0.25%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1159	200	31	127	12	3	23	153	33	7	78	18	122	11	24	138	3	43	78	55					
		18.54%	16.98%	13.03%	16.91%	7.89%	3.70%	17.42%	31.81%	37.50%	5.38%	31.20%	15.93%	21.90%	10.38%	25.00%	20.00%	4.76%	7.95%	19.45%	27.23%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	10	3	0	2	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0					
		0.16%	0.25%	0.00%	0.27%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	2.08%	0.14%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	12	2	0	2	1	0	0	0	0	0	2	0	2	0	0	1	0	1	0	1					
		0.19%	0.17%	0.00%	0.27%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.36%	0.00%	0.00%	0.14%	0.00%	0.18%	0.00%	0.50%					
24	7.Политическая партия «Либерально-демократическая партия России»	600	90	20	96	20	16	12	47	4	7	16	11	43	25	6	69	0	46	35	37					
		9.60%	7.64%	8.40%	12.78%	13.16%	19.75%	9.09%	9.77%	4.55%	5.38%	6.40%	9.73%	7.72%	23.58%	6.25%	10.00%	0.00%	8.50%	8.73%	18.32%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	456	131	18	39	9	9	8	37	2	9	9	6	29	9	3	46	8	51	26	7					
		7.30%	11.12%	7.56%	5.19%	5.92%	11.11%	6.06%	7.69%	2.27%	6.92%	3.60%	5.31%	5.21%	8.49%	3.13%	6.67%	12.70%	9.43%	6.48%	3.47%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	43	5	1	4	0	0	1	2	1	3	3	4	7	1	0	4	0	2	5	0					
		0.69%	0.42%	0.42%	0.53%	0.00%	0.00%	0.76%	0.42%	1.14%	2.31%	1.20%	3.54%	1.26%	0.94%	0.00%	0.58%	0.00%	0.37%	1.25%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3468	635	142	417	108	31	65	209	44	94	123	64	310	57	53	359	51	369	241	96					
		55.49%	53.90%	59.66%	55.53%	71.05%	38.27%	49.24%	43.45%	50.00%	72.31%	49.20%	56.64%	55.66%	53.77%	55.21%	52.03%	80.95%	68.21%	60.10%	47.52%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	15	2	0	3	0	0	0	1	0	0	1	0	3	0	0	2	0	2	1	0					
		0.24%	0.17%	0.00%	0.40%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.40%	0.00%	0.54%	0.00%	0.00%	0.29%	0.00%	0.37%	0.25%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
