Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Великоустюгская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	755	15	15	30	20	25	20	15	15	10	10	10	10	15	15	25	10	0	10	5	20	15	15	5	5	15	15	20	5	90	10	5	30	20	10	25	5	5	15	5	10	10	5	5	10	5	25	10	15	15	5	10	5	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	535	15	11	20	15	12	13	8	13	8	7	8	9	15	11	19	6	0	6	5	13	12	11	5	5	15	8	11	1	90	4	4	30	20	2	4	0	4	0	0	5	6	1	0	8	4	14	10	15	10	4	4	5	7	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	328	19	14	19	11	12	3	5	10	14	25	8	20	7	10	16	7	1	5	3	5	6	1	2	1	5	2	5	5	3	4	1	4	2	4	1	0	1	2	0	6	9	3	5	3	1	1	8	4	1	1	3	5	7	8					
14	Число погашенных неиспользованных открепительных удостоверений	220	0	4	10	5	13	7	7	2	2	3	2	1	0	4	6	4	0	4	0	7	3	4	0	0	0	7	9	4	0	6	1	0	0	8	21	5	1	15	5	5	4	4	5	2	1	11	0	0	5	1	6	0	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	0	0	2	0	1	0	3	1	0	0	1	0	1	0	3	2	0	1	0	1	0	0	0	0	4	0	1	0	3	0	1	0	3	0	0	1	0	2	0	0	0	0	0	1	0	0	1	1	0	4	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8817	268	229	601	357	488	390	332	367	213	258	304	256	332	262	388	98	27	158	288	282	322	309	36	16	55	24	130	67	80	76	57	41	23	232	44	21	20	38	9	222	196	36	32	84	51	39	123	20	156	74	74	83	82	47					
		35.18%	39.64%	38.62%	43.36%	41.51%	41.43%	45.99%	40.89%	38.67%	40.65%	36.19%	40.81%	42.17%	36.73%	37.16%	39.39%	30.15%	25.47%	30.86%	44.31%	38.42%	37.88%	40.34%	21.56%	25.40%	24.55%	18.75%	29.41%	25.28%	14.26%	29.12%	39.58%	24.26%	9.96%	36.36%	18.26%	13.13%	31.75%	40.00%	17.31%	35.92%	43.08%	25.90%	30.77%	25.15%	32.28%	13.49%	25.68%	13.61%	23.96%	20.11%	29.72%	29.43%	27.80%	28.31%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3248	103	78	159	99	122	75	120	147	68	120	105	86	122	99	117	46	13	52	85	76	84	75	21	10	34	22	39	31	59	40	17	25	46	88	55	14	2	3	7	102	41	26	14	60	19	53	64	28	89	26	47	45	47	23					
		12.96%	15.24%	13.15%	11.47%	11.51%	10.36%	8.84%	14.78%	15.49%	12.98%	16.83%	14.09%	14.17%	13.50%	14.04%	11.88%	14.15%	12.26%	10.16%	13.08%	10.35%	9.88%	9.79%	12.57%	15.87%	15.18%	17.19%	8.82%	11.70%	10.52%	15.33%	11.81%	14.79%	19.91%	13.79%	22.82%	8.75%	3.17%	3.16%	13.46%	16.50%	9.01%	18.71%	13.46%	17.96%	12.03%	18.34%	13.36%	19.05%	13.67%	7.07%	18.88%	15.96%	15.93%	13.86%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	272	6	8	15	8	7	12	11	9	5	9	8	10	13	7	7	6	3	4	3	6	10	9	2	1	1	2	2	8	6	5	2	2	0	6	3	2	2	0	1	7	4	2	1	4	2	5	6	1	5	3	1	2	4	4					
		1.09%	0.89%	1.35%	1.08%	0.93%	0.59%	1.42%	1.35%	0.95%	0.95%	1.26%	1.07%	1.65%	1.44%	0.99%	0.71%	1.85%	2.83%	0.78%	0.46%	0.82%	1.18%	1.17%	1.20%	1.59%	0.45%	1.56%	0.45%	3.02%	1.07%	1.92%	1.39%	1.18%	0.00%	0.94%	1.24%	1.25%	3.17%	0.00%	1.92%	1.13%	0.88%	1.44%	0.96%	1.20%	1.27%	1.73%	1.25%	0.68%	0.77%	0.82%	0.40%	0.71%	1.36%	2.41%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3394	92	82	187	103	174	124	119	160	70	99	119	81	135	95	180	39	12	63	74	96	111	85	26	12	24	14	37	21	64	44	23	27	18	86	38	17	6	17	1	70	49	9	12	21	10	55	62	8	132	55	36	42	39	19					
		13.54%	13.61%	13.83%	13.49%	11.98%	14.77%	14.62%	14.66%	16.86%	13.36%	13.88%	15.97%	13.34%	14.93%	13.48%	18.27%	12.00%	11.32%	12.30%	11.38%	13.08%	13.06%	11.10%	15.57%	19.05%	10.71%	10.94%	8.37%	7.92%	11.41%	16.86%	15.97%	15.98%	7.79%	13.48%	15.77%	10.63%	9.52%	17.89%	1.92%	11.33%	10.77%	6.47%	11.54%	6.29%	6.33%	19.03%	12.94%	5.44%	20.28%	14.95%	14.46%	14.89%	13.22%	11.45%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	337	18	11	22	8	29	6	10	11	8	14	10	10	14	13	16	3	3	3	12	4	14	9	2	1	1	1	3	5	6	3	1	1	0	3	0	2	2	0	0	9	5	2	1	4	1	1	6	1	7	3	8	5	4	1					
		1.34%	2.66%	1.85%	1.59%	0.93%	2.46%	0.71%	1.23%	1.16%	1.53%	1.96%	1.34%	1.65%	1.55%	1.84%	1.62%	0.92%	2.83%	0.59%	1.85%	0.54%	1.65%	1.17%	1.20%	1.59%	0.45%	0.78%	0.68%	1.89%	1.07%	1.15%	0.69%	0.59%	0.00%	0.47%	0.00%	1.25%	3.17%	0.00%	0.00%	1.46%	1.10%	1.44%	0.96%	1.20%	0.63%	0.35%	1.25%	0.68%	1.08%	0.82%	3.21%	1.77%	1.36%	0.60%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8404	174	171	366	264	333	220	209	244	147	198	189	145	273	215	256	128	43	218	171	250	285	246	78	22	106	60	221	113	338	87	42	70	137	204	94	101	29	37	31	194	149	62	43	147	67	136	208	88	246	195	81	104	104	65					
		33.53%	25.74%	28.84%	26.41%	30.70%	28.27%	25.94%	25.74%	25.71%	28.05%	27.77%	25.37%	23.89%	30.20%	30.50%	25.99%	39.38%	40.57%	42.58%	26.31%	34.06%	33.53%	32.11%	46.71%	34.92%	47.32%	46.88%	50.00%	42.64%	60.25%	33.33%	29.17%	41.42%	59.31%	31.97%	39.00%	63.13%	46.03%	38.95%	59.62%	31.39%	32.75%	44.60%	41.35%	44.01%	42.41%	47.06%	43.42%	59.86%	37.79%	52.99%	32.53%	36.88%	35.25%	39.16%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	158	7	3	12	6	12	6	4	5	2	7	2	7	2	3	5	1	0	3	2	5	6	5	0	1	1	2	2	4	3	2	1	0	1	1	1	0	1	0	1	5	2	1	1	5	0	0	3	0	4	3	1	1	3	3					
		0.63%	1.04%	0.51%	0.87%	0.70%	1.02%	0.71%	0.49%	0.53%	0.38%	0.98%	0.27%	1.15%	0.22%	0.43%	0.51%	0.31%	0.00%	0.59%	0.31%	0.68%	0.71%	0.65%	0.00%	1.59%	0.45%	1.56%	0.45%	1.51%	0.53%	0.77%	0.69%	0.00%	0.43%	0.16%	0.41%	0.00%	1.59%	0.00%	1.92%	0.81%	0.44%	0.72%	0.96%	1.50%	0.00%	0.00%	0.63%	0.00%	0.61%	0.82%	0.40%	0.35%	1.02%	1.81%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
