Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																										
Дата голосования: 04.12.2011																																																																										
																																																																										
"Наименование Избирательной комиссии:    Волгоград, Красноармейская"																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2437	40	42	32	32	22	52	32	30	50	43	42	47	52	59	42	52	57	52	42	52	42	42	42	52	52	42	12	12	37	37	30	45	32	52	30	42	30	20	57	35	30	42	42	42	36	52	37	37	37	37	42	42	52	32	32	52	42	42	30	32	12	20	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2103	28	36	22	27	13	45	30	29	39	34	40	42	48	47	41	47	57	48	40	44	35	33	42	45	46	27	3	10	29	36	28	36	31	38	24	35	24	19	54	32	26	31	33	36	34	44	27	35	37	35	42	36	43	32	30	44	39	37	27	31	9	11	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1671	13	13	16	16	11	20	21	19	52	18	19	21	54	22	24	17	20	45	15	27	21	38	22	23	24	17	11	14	29	18	26	18	19	25	25	24	17	26	45	30	17	33	21	18	18	20	67	21	23	13	21	18	25	24	24	18	17	11	15	24	16	16	40	40	27	107	42					
14	Число погашенных неиспользованных открепительных удостоверений	334	12	6	10	5	9	7	2	1	11	9	2	5	4	12	1	5	0	4	2	8	7	9	0	7	6	15	9	2	8	1	2	9	1	14	6	7	6	1	3	3	4	11	9	6	2	8	10	2	0	2	0	6	9	0	2	8	3	5	3	1	3	9	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	63	0	0	1	2	0	3	0	0	1	0	2	0	0	0	1	0	1	3	2	1	2	2	1	0	4	3	0	0	1	0	1	1	1	2	0	1	1	0	1	0	1	0	0	2	2	1	0	0	0	3	5	0	1	1	4	2	2	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	15414	138	236	161	251	100	219	105	167	184	203	219	344	316	279	277	323	294	321	329	361	302	288	334	300	311	278	27	59	340	313	242	216	215	294	263	309	190	157	307	135	145	209	308	291	235	293	205	270	210	210	282	368	342	289	280	319	228	265	258	258	69	189	66	47	17	35	19					
		24.50%	23.43%	25.76%	20.96%	25.13%	14.25%	20.52%	12.30%	19.93%	20.33%	21.83%	23.68%	28.79%	25.55%	23.83%	22.09%	26.58%	23.71%	26.31%	25.95%	26.47%	25.64%	24.66%	24.06%	22.37%	22.73%	20.38%	18.62%	16.91%	30.38%	28.20%	27.16%	25.23%	25.29%	22.36%	27.06%	28.72%	23.87%	24.45%	24.46%	20.15%	21.87%	22.14%	25.10%	24.70%	21.19%	24.48%	19.83%	27.69%	24.08%	22.08%	24.54%	30.82%	29.16%	26.83%	29.85%	29.48%	26.64%	27.10%	28.76%	27.74%	19.06%	28.17%	23.83%	21.76%	22.67%	24.31%	7.82%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9048	72	117	117	168	78	186	101	150	139	144	144	162	194	146	173	160	149	155	153	155	143	148	186	182	210	212	24	58	139	135	125	133	113	161	98	143	88	84	195	124	104	150	184	187	173	183	143	164	123	141	191	185	197	210	129	166	167	156	133	126	47	87	40	23	12	16	47					
		14.38%	12.22%	12.77%	15.23%	16.82%	11.11%	17.43%	11.83%	17.90%	15.36%	15.48%	15.57%	13.56%	15.68%	12.47%	13.80%	13.17%	12.02%	12.70%	12.07%	11.36%	12.14%	12.67%	13.40%	13.57%	15.35%	15.54%	16.55%	16.62%	12.42%	12.16%	14.03%	15.54%	13.29%	12.24%	10.08%	13.29%	11.06%	13.08%	15.54%	18.51%	15.69%	15.89%	14.99%	15.87%	15.60%	15.29%	13.83%	16.82%	14.11%	14.83%	16.62%	15.49%	16.79%	19.50%	13.75%	15.34%	19.51%	15.95%	14.83%	13.55%	12.98%	12.97%	14.44%	10.65%	16.00%	11.11%	19.34%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	838	4	11	6	12	5	16	9	7	11	7	19	14	14	16	23	16	15	16	22	19	19	26	18	19	22	18	1	3	20	17	8	15	9	20	12	14	9	5	16	9	8	14	30	11	17	20	13	12	13	15	11	15	17	13	10	14	9	18	10	9	3	3	4	5	0	1	1					
		1.33%	0.68%	1.20%	0.78%	1.20%	0.71%	1.50%	1.05%	0.84%	1.22%	0.75%	2.05%	1.17%	1.13%	1.37%	1.83%	1.32%	1.21%	1.31%	1.74%	1.39%	1.61%	2.23%	1.30%	1.42%	1.61%	1.32%	0.69%	0.86%	1.79%	1.53%	0.90%	1.75%	1.06%	1.52%	1.23%	1.30%	1.13%	0.78%	1.27%	1.34%	1.21%	1.48%	2.44%	0.93%	1.53%	1.67%	1.26%	1.23%	1.49%	1.58%	0.96%	1.26%	1.45%	1.21%	1.07%	1.29%	1.05%	1.84%	1.11%	0.97%	0.83%	0.45%	1.44%	2.31%	0.00%	0.69%	0.41%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	14215	143	180	200	239	67	291	131	214	254	271	241	260	252	302	317	316	300	262	307	348	288	268	302	313	334	332	37	81	230	257	193	206	174	296	219	240	179	159	339	151	184	210	245	230	215	275	234	221	209	203	251	259	210	218	183	239	186	192	202	202	73	122	56	53	8	32	10					
		22.59%	24.28%	19.65%	26.04%	23.92%	9.54%	27.27%	15.34%	25.54%	28.07%	29.14%	26.05%	21.76%	20.37%	25.79%	25.28%	26.01%	24.19%	21.48%	24.21%	25.51%	24.45%	22.95%	21.76%	23.34%	24.42%	24.34%	25.52%	23.21%	20.55%	23.15%	21.66%	24.07%	20.47%	22.51%	22.53%	22.30%	22.49%	24.77%	27.01%	22.54%	27.75%	22.25%	19.97%	19.52%	19.39%	22.97%	22.63%	22.67%	23.97%	21.35%	21.85%	21.69%	17.90%	20.24%	19.51%	22.09%	21.73%	19.63%	22.52%	21.72%	20.17%	18.18%	20.22%	24.54%	10.67%	22.22%	4.12%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3339	21	24	26	26	17	46	29	30	31	37	61	78	76	72	90	69	87	86	66	91	97	95	109	103	109	67	4	12	80	67	48	40	36	96	61	42	52	39	74	21	27	35	71	78	55	66	74	48	48	43	76	52	64	32	27	40	30	35	31	40	13	19	7	5	3	4	1					
		5.31%	3.57%	2.62%	3.39%	2.60%	2.42%	4.31%	3.40%	3.58%	3.43%	3.98%	6.59%	6.53%	6.14%	6.15%	7.18%	5.68%	7.02%	7.05%	5.21%	6.67%	8.23%	8.13%	7.85%	7.68%	7.97%	4.91%	2.76%	3.44%	7.15%	6.04%	5.39%	4.67%	4.24%	7.30%	6.28%	3.90%	6.53%	6.07%	5.90%	3.13%	4.07%	3.71%	5.79%	6.62%	4.96%	5.51%	7.16%	4.92%	5.50%	4.52%	6.61%	4.36%	5.46%	2.97%	2.88%	3.70%	3.50%	3.58%	3.46%	4.30%	3.59%	2.83%	2.53%	2.31%	4.00%	2.78%	0.41%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18437	199	330	237	282	424	291	471	258	269	251	223	296	341	320	338	298	358	353	340	338	293	309	394	368	358	416	52	129	284	292	242	230	282	418	297	306	259	187	303	205	182	303	359	344	389	326	331	236	252	306	301	296	314	293	286	273	220	289	235	259	149	230	97	78	33	53	162					
		29.30%	33.79%	36.03%	30.86%	28.23%	60.40%	27.27%	55.15%	30.79%	29.72%	26.99%	24.11%	24.77%	27.57%	27.33%	26.95%	24.53%	28.87%	28.93%	26.81%	24.78%	24.87%	26.46%	28.39%	27.44%	26.17%	30.50%	35.86%	36.96%	25.38%	26.31%	27.16%	26.87%	33.18%	31.79%	30.56%	28.44%	32.54%	29.13%	24.14%	30.60%	27.45%	32.10%	29.26%	29.20%	35.08%	27.23%	32.01%	24.21%	28.90%	32.18%	26.20%	24.79%	26.77%	27.21%	30.49%	25.23%	25.70%	29.55%	26.20%	27.85%	41.16%	34.28%	35.02%	36.11%	44.00%	36.81%	66.67%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	437	4	9	4	3	3	4	5	6	6	5	4	15	18	3	11	9	7	4	11	10	4	4	13	13	7	7	0	2	6	9	13	5	6	10	5	10	6	3	6	7	5	6	7	8	5	14	3	8	4	13	11	3	10	6	4	10	8	8	5	7	2	6	3	2	1	1	0					
		0.69%	0.68%	0.98%	0.52%	0.30%	0.43%	0.37%	0.59%	0.72%	0.66%	0.54%	0.43%	1.26%	1.46%	0.26%	0.88%	0.74%	0.56%	0.33%	0.87%	0.73%	0.34%	0.34%	0.94%	0.97%	0.51%	0.51%	0.00%	0.57%	0.54%	0.81%	1.46%	0.58%	0.71%	0.76%	0.51%	0.93%	0.75%	0.47%	0.48%	1.04%	0.75%	0.64%	0.57%	0.68%	0.45%	1.17%	0.29%	0.82%	0.46%	1.37%	0.96%	0.25%	0.85%	0.56%	0.43%	0.92%	0.93%	0.82%	0.56%	0.75%	0.55%	0.89%	1.08%	0.93%	1.33%	0.69%	0.00%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
