Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
"Наименование Избирательной комиссии:    Нижний Тагил, Дзержинская"																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №687	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185									
		2.63%	2.31%	2.64%	2.56%	3.38%	2.35%	1.75%	2.32%	1.57%	2.57%	2.98%	2.15%	1.96%	2.67%	2.55%	2.11%	2.74%	2.42%	2.85%	3.12%	2.43%	3.24%	2.42%	2.73%	2.39%	2.54%	2.59%	2.95%	2.69%	2.99%	2.48%	3.16%	3.53%	2.53%	2.57%	3.88%	2.61%	2.84%	3.79%	2.63%	2.20%	2.35%	2.14%	2.44%	1.98%	3.74%	3.24%	2.16%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17563	158	386	337	301	314	426	341	318	371	373	313	327	440	444	410	289	484	395	349	377	411	387	407	465	425	407	328	330	467	451	463	398	525	280	415	354	347	213	390	495	368	395	224	373	304	305	483									
		41.41%	40.51%	42.51%	41.05%	42.33%	43.37%	43.78%	41.69%	41.68%	41.41%	39.72%	42.13%	37.67%	40.44%	43.57%	41.25%	36.03%	41.80%	37.51%	43.57%	39.89%	39.11%	39.05%	41.19%	44.54%	44.93%	42.09%	38.72%	40.29%	42.42%	38.55%	43.07%	41.29%	44.27%	40.00%	41.33%	42.04%	44.72%	38.45%	41.01%	43.54%	39.27%	38.39%	42.11%	43.52%	43.74%	44.85%	41.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	483	2	11	12	9	6	10	9	11	12	11	9	12	17	9	9	9	18	15	12	11	19	4	10	11	12	9	13	3	13	18	12	19	14	5	9	7	9	12	12	9	4	10	3	12	2	5	13									
		1.14%	0.51%	1.21%	1.46%	1.27%	0.83%	1.03%	1.10%	1.44%	1.34%	1.17%	1.21%	1.38%	1.56%	0.88%	0.91%	1.12%	1.55%	1.42%	1.50%	1.16%	1.81%	0.40%	1.01%	1.05%	1.27%	0.93%	1.53%	0.37%	1.18%	1.54%	1.12%	1.97%	1.18%	0.71%	0.90%	0.83%	1.16%	2.17%	1.26%	0.79%	0.43%	0.97%	0.56%	1.40%	0.29%	0.74%	1.12%									
24	"6. Политическая партия ""Гражданская Платформа"""	72	6	0	3	2	0	1	1	5	2	1	1	4	0	0	3	0	0	1	0	1	2	0	2	2	1	2	2	1	2	1	4	3	2	1	3	2	1	0	0	1	0	2	0	0	2	1	4									
		0.17%	1.54%	0.00%	0.37%	0.28%	0.00%	0.10%	0.12%	0.66%	0.22%	0.11%	0.13%	0.46%	0.00%	0.00%	0.30%	0.00%	0.00%	0.09%	0.00%	0.11%	0.19%	0.00%	0.20%	0.19%	0.11%	0.21%	0.24%	0.12%	0.18%	0.09%	0.37%	0.31%	0.17%	0.14%	0.30%	0.24%	0.13%	0.00%	0.00%	0.09%	0.00%	0.19%	0.00%	0.00%	0.29%	0.15%	0.35%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	7555	67	144	142	116	151	208	117	135	160	181	130	158	204	194	178	154	214	197	120	196	174	177	144	176	147	155	140	175	191	209	181	158	156	142	191	141	154	109	163	208	157	168	96	190	127	136	224									
		17.81%	17.18%	15.86%	17.30%	16.32%	20.86%	21.38%	14.30%	17.69%	17.86%	19.28%	17.50%	18.20%	18.75%	19.04%	17.91%	19.20%	18.48%	18.71%	14.98%	20.74%	16.56%	17.86%	14.57%	16.86%	15.54%	16.03%	16.53%	21.37%	17.35%	17.86%	16.84%	16.39%	13.15%	20.29%	19.02%	16.75%	19.85%	19.68%	17.14%	18.29%	16.76%	16.33%	18.05%	22.17%	18.27%	20.00%	19.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	315	0	11	7	6	12	8	5	2	3	6	5	3	7	2	9	6	5	7	4	10	8	9	15	3	5	11	11	5	7	7	11	2	9	11	3	4	7	8	4	5	5	15	6	9	2	5	10									
		0.74%	0.00%	1.21%	0.85%	0.84%	1.66%	0.82%	0.61%	0.26%	0.33%	0.64%	0.67%	0.35%	0.64%	0.20%	0.91%	0.75%	0.43%	0.66%	0.50%	1.06%	0.76%	0.91%	1.52%	0.29%	0.53%	1.14%	1.30%	0.61%	0.64%	0.60%	1.02%	0.21%	0.76%	1.57%	0.30%	0.48%	0.90%	1.44%	0.42%	0.44%	0.53%	1.46%	1.13%	1.05%	0.29%	0.74%	0.86%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	421	1	7	13	6	3	6	13	9	9	10	11	13	9	11	6	6	9	14	9	11	10	19	9	7	11	13	12	6	8	8	14	8	16	5	11	5	7	5	6	12	9	8	6	4	5	2	19									
		0.99%	0.26%	0.77%	1.58%	0.84%	0.41%	0.62%	1.59%	1.18%	1.00%	1.06%	1.48%	1.50%	0.83%	1.08%	0.60%	0.75%	0.78%	1.33%	1.12%	1.16%	0.95%	1.92%	0.91%	0.67%	1.16%	1.34%	1.42%	0.73%	0.73%	0.68%	1.30%	0.83%	1.35%	0.71%	1.10%	0.59%	0.90%	0.90%	0.63%	1.06%	0.96%	0.78%	1.13%	0.47%	0.72%	0.29%	1.64%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	55	1	2	3	0	1	0	1	0	0	0	2	3	1	0	0	2	0	1	1	1	3	1	1	1	2	2	2	1	0	0	1	3	2	1	1	0	0	2	1	0	3	2	0	2	1	2	2									
		0.13%	0.26%	0.22%	0.37%	0.00%	0.14%	0.00%	0.12%	0.00%	0.00%	0.00%	0.27%	0.35%	0.09%	0.00%	0.00%	0.25%	0.00%	0.09%	0.12%	0.11%	0.29%	0.10%	0.10%	0.10%	0.21%	0.21%	0.24%	0.12%	0.00%	0.00%	0.09%	0.31%	0.17%	0.14%	0.10%	0.00%	0.00%	0.36%	0.11%	0.00%	0.32%	0.19%	0.00%	0.23%	0.14%	0.29%	0.17%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	542	6	19	8	10	7	8	14	10	12	10	8	16	14	13	9	12	19	10	13	17	22	11	15	8	18	13	4	8	15	13	13	11	22	9	8	11	7	8	11	19	8	22	7	2	9	1	12									
		1.28%	1.54%	2.09%	0.97%	1.41%	0.97%	0.82%	1.71%	1.31%	1.34%	1.06%	1.08%	1.84%	1.29%	1.28%	0.91%	1.50%	1.64%	0.95%	1.62%	1.80%	2.09%	1.11%	1.52%	0.77%	1.90%	1.34%	0.47%	0.98%	1.36%	1.11%	1.21%	1.14%	1.85%	1.29%	0.80%	1.31%	0.90%	1.44%	1.16%	1.67%	0.85%	2.14%	1.32%	0.23%	1.29%	0.15%	1.04%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4977	43	100	111	87	71	92	88	94	100	94	66	109	112	85	108	113	134	147	103	107	128	131	98	119	99	131	108	94	151	153	150	123	155	67	107	117	81	75	131	118	100	109	71	98	80	91	128									
		11.73%	11.03%	11.01%	13.52%	12.24%	9.81%	9.46%	10.76%	12.32%	11.16%	10.01%	8.88%	12.56%	10.29%	8.34%	10.87%	14.09%	11.57%	13.96%	12.86%	11.32%	12.18%	13.22%	9.92%	11.40%	10.47%	13.55%	12.75%	11.48%	13.71%	13.08%	13.95%	12.76%	13.07%	9.57%	10.66%	13.90%	10.44%	13.54%	13.77%	10.38%	10.67%	10.59%	13.35%	11.44%	11.51%	13.38%	11.04%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	141	1	2	3	1	3	2	3	2	4	2	2	4	1	5	5	1	2	4	0	4	3	6	4	0	2	6	6	4	4	7	3	10	5	2	3	2	3	2	2	2	3	0	1	4	2	1	3									
		0.33%	0.26%	0.22%	0.37%	0.14%	0.41%	0.21%	0.37%	0.26%	0.45%	0.21%	0.27%	0.46%	0.09%	0.49%	0.50%	0.12%	0.17%	0.38%	0.00%	0.42%	0.29%	0.61%	0.40%	0.00%	0.21%	0.62%	0.71%	0.49%	0.36%	0.60%	0.28%	1.04%	0.42%	0.29%	0.30%	0.24%	0.39%	0.36%	0.21%	0.18%	0.32%	0.00%	0.19%	0.47%	0.29%	0.15%	0.26%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5823	59	136	113	98	81	111	132	103	144	145	124	137	158	148	166	124	162	135	95	114	163	158	163	138	122	109	119	101	127	182	114	120	154	107	135	112	83	54	126	163	174	192	68	75	64	58	157									
		13.73%	15.13%	14.98%	13.76%	13.78%	11.19%	11.41%	16.14%	13.50%	16.07%	15.44%	16.69%	15.78%	14.52%	14.52%	16.70%	15.46%	13.99%	12.82%	11.86%	12.06%	15.51%	15.94%	16.50%	13.22%	12.90%	11.27%	14.05%	12.33%	11.53%	15.56%	10.60%	12.45%	12.98%	15.29%	13.45%	13.30%	10.70%	9.75%	13.25%	14.34%	18.57%	18.66%	12.78%	8.75%	9.21%	8.53%	13.55%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
