Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Базарнокарабулакская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657					
		0.21%	0.07%	0.09%	0.30%	0.0%	0.38%	0.0%	0.0%	0.0%	1.08%	0.21%	0.54%	0.36%	0.59%	0.80%	0.0%	0.0%	0.24%	0.0%	0.0%	0.53%	0.0%	0.31%	0.0%	0.42%	0.0%	0.64%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	67	2	6	6	16	9	1	0	2	0	3	1	3	2	0	1	1	0	0	0	3	0	1	0	2	0	2	2	0	0	0	4	0					
		0.30%	0.15%	0.29%	0.36%	1.22%	0.68%	0.20%	0.0%	0.57%	0.0%	0.65%	0.13%	0.54%	0.23%	0.0%	0.18%	0.13%	0.0%	0.0%	0.0%	0.26%	0.0%	0.15%	0.0%	0.42%	0.0%	0.21%	0.17%	0.0%	0.0%	0.0%	1.22%	0.0%					
25	"8. ""Народно-республиканская партия России"""	9	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0					
		0.04%	0.0%	0.0%	0.0%	0.07%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.11%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	30	1	4	4	2	3	2	0	0	0	0	2	0	0	0	0	3	0	0	0	0	1	4	0	1	0	0	3	0	0	0	0	0					
		0.13%	0.07%	0.19%	0.24%	0.15%	0.22%	0.40%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.33%	0.62%	0.0%	0.21%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	737	51	56	42	52	34	42	4	13	5	19	16	33	30	7	3	64	25	6	3	43	5	50	0	12	12	22	23	0	26	20	19	0					
		3.30%	3.85%	2.73%	2.56%	3.99%	2.59%	8.58%	4.0%	3.73%	2.71%	4.16%	2.19%	6.02%	3.54%	5.64%	0.54%	8.32%	6.20%	1.67%	1.18%	3.82%	1.66%	7.86%	0.0%	2.53%	2.85%	2.37%	1.96%	0.0%	5.03%	4.96%	5.82%	0.0%					
28	"11. ""Истинные патриоты России"""	14	1	0	1	0	1	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0					
		0.06%	0.07%	0.0%	0.06%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.92%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	234	5	14	29	24	10	5	0	0	2	7	6	1	8	3	2	3	4	0	0	19	8	40	12	3	0	2	2	3	2	2	6	12					
		1.04%	0.37%	0.68%	1.77%	1.84%	0.76%	1.02%	0.0%	0.0%	1.08%	1.53%	0.82%	0.18%	0.94%	2.41%	0.36%	0.39%	0.99%	0.0%	0.0%	1.69%	2.65%	6.28%	1.86%	0.63%	0.0%	0.21%	0.17%	2.63%	0.38%	0.49%	1.84%	0.81%					
30	"13. ""Демократическая партия России"""	26	3	6	2	0	1	1	0	2	0	0	0	1	2	0	0	1	0	0	0	2	1	1	0	0	2	0	1	0	0	0	0	0					
		0.11%	0.22%	0.29%	0.12%	0.0%	0.07%	0.20%	0.0%	0.57%	0.0%	0.0%	0.0%	0.18%	0.23%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.17%	0.33%	0.15%	0.0%	0.0%	0.47%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	28	2	2	5	0	0	0	0	0	0	1	0	3	5	0	1	1	1	0	0	1	0	1	0	0	0	0	2	0	0	3	0	0					
		0.12%	0.15%	0.09%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.54%	0.59%	0.0%	0.18%	0.13%	0.24%	0.0%	0.0%	0.08%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.74%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	26	0	18	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0					
		0.11%	0.0%	0.87%	0.18%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1130	24	299	137	98	87	21	9	27	0	16	34	27	22	3	1	33	5	3	0	93	9	35	0	3	20	7	85	4	14	13	1	0					
		5.06%	1.81%	14.59%	8.36%	7.53%	6.64%	4.29%	9.0%	7.75%	0.0%	3.50%	4.67%	4.92%	2.60%	2.41%	0.18%	4.29%	1.24%	0.83%	0.0%	8.27%	2.99%	5.50%	0.0%	0.63%	4.76%	0.75%	7.25%	3.50%	2.71%	3.22%	0.30%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	48	2	3	2	1	5	3	0	0	2	0	3	1	8	0	0	3	3	0	1	3	0	4	0	2	0	0	1	0	0	1	0	0					
		0.21%	0.15%	0.14%	0.12%	0.07%	0.38%	0.61%	0.0%	0.0%	1.08%	0.0%	0.41%	0.18%	0.94%	0.0%	0.0%	0.39%	0.74%	0.0%	0.39%	0.26%	0.0%	0.62%	0.0%	0.42%	0.0%	0.0%	0.08%	0.0%	0.0%	0.24%	0.0%	0.0%					
35	"18. ""ЛДПР"""	2019	84	301	260	211	228	22	5	28	17	43	51	42	46	8	5	63	14	13	1	197	47	42	5	21	24	81	112	11	21	12	4	0					
		9.05%	6.34%	14.69%	15.87%	16.21%	17.41%	4.49%	5.0%	8.04%	9.23%	9.42%	7.00%	7.66%	5.43%	6.45%	0.91%	8.19%	3.47%	3.62%	0.39%	17.52%	15.61%	6.60%	0.77%	4.43%	5.71%	8.75%	9.55%	9.64%	4.06%	2.97%	1.22%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	202	5	33	32	33	19	4	0	0	1	8	7	3	8	0	0	2	0	0	0	4	6	8	0	2	6	7	3	0	6	4	1	0					
		0.90%	0.37%	1.61%	1.95%	2.53%	1.45%	0.81%	0.0%	0.0%	0.54%	1.75%	0.96%	0.54%	0.94%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.35%	1.99%	1.25%	0.0%	0.42%	1.42%	0.75%	0.25%	0.0%	1.16%	0.99%	0.30%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	12787	982	697	576	412	585	244	48	159	117	259	446	318	450	82	470	423	220	315	247	481	149	232	514	347	292	706	621	86	413	307	254	1335					
		57.35%	74.22%	34.03%	35.16%	31.66%	44.69%	49.89%	48.0%	45.68%	63.58%	56.79%	61.26%	58.02%	53.19%	66.12%	85.76%	55.00%	54.59%	87.74%	97.24%	42.79%	49.50%	36.47%	79.93%	73.20%	69.52%	76.32%	52.98%	75.43%	80.03%	76.17%	77.91%	91.12%					
38	"21. ""Российская Конституционно-демократическая партия"""	42	0	7	4	2	1	2	0	1	0	0	1	5	3	1	0	1	1	0	0	0	2	3	0	2	0	2	0	0	0	1	3	0					
		0.18%	0.0%	0.34%	0.24%	0.15%	0.07%	0.40%	0.0%	0.28%	0.0%	0.0%	0.13%	0.91%	0.35%	0.80%	0.0%	0.13%	0.24%	0.0%	0.0%	0.0%	0.66%	0.47%	0.0%	0.42%	0.0%	0.21%	0.0%	0.0%	0.0%	0.24%	0.92%	0.0%					
39	"22. ""Развитие предпринимательства"""	40	1	11	6	3	10	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	2	0	0	0	2	0	0	0	1	0	0					
		0.17%	0.07%	0.53%	0.36%	0.23%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.33%	0.31%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2768	93	325	306	219	159	102	28	29	17	63	112	50	153	8	53	118	100	13	1	117	33	116	98	50	39	62	124	4	21	20	17	118					
		12.41%	7.02%	15.86%	18.68%	16.83%	12.14%	20.85%	28.0%	8.33%	9.23%	13.81%	15.38%	9.12%	18.08%	6.45%	9.67%	15.34%	24.81%	3.62%	0.39%	10.40%	10.96%	18.23%	15.24%	10.54%	9.28%	6.70%	10.58%	3.50%	4.06%	4.96%	5.21%	8.05%					
																																							
41	Против всех	501	20	65	58	43	38	15	3	14	3	13	15	25	16	1	5	15	2	3	1	35	8	48	4	2	9	4	18	1	13	3	1	0					
		2.24%	1.51%	3.17%	3.54%	3.30%	2.90%	3.06%	3.0%	4.02%	1.63%	2.85%	2.06%	4.56%	1.89%	0.80%	0.91%	1.95%	0.49%	0.83%	0.39%	3.11%	2.65%	7.54%	0.62%	0.42%	2.14%	0.43%	1.53%	0.87%	2.51%	0.74%	0.30%	0.0%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
