Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Каргапольская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1186					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	217	3	1	3	1	1	2	2	4	0	5	1	4	1	1	3	9	1	8	21	4	5	15	5	5	2	3	4	1	2	2	3	0	3	1	12	2	7	8	6	5	5	9	4	1	0	5	9	7	5	6					
14	Число погашенных неиспользованных открепительных удостоверений	93	0	0	0	5	0	3	2	2	0	0	3	4	4	3	3	0	0	8	2	2	9	5	0	1	2	0	2	1	0	0	0	0	0	0	3	5	5	5	0	1	0	0	0	3	1	5	0	4	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	1.Политическая партия «Аграрная партия России»	703	2	5	20	59	10	9	6	28	0	20	4	6	7	11	9	8	2	5	5	12	6	6	21	13	4	25	21	23	29	12	1	6	29	17	8	17	56	24	13	16	13	22	6	5	17	22	26	9	3	5					
		3.89%	1.18%	2.66%	5.49%	10.63%	3.61%	3.45%	4.00%	4.55%	0.00%	3.84%	4.21%	3.49%	7.78%	2.46%	4.57%	2.54%	2.30%	0.97%	2.22%	3.04%	1.70%	1.23%	4.01%	2.73%	2.67%	7.27%	5.06%	4.28%	10.10%	5.74%	0.95%	1.54%	4.67%	10.97%	3.60%	4.99%	4.15%	4.56%	2.56%	3.12%	2.56%	4.42%	1.79%	3.07%	3.32%	4.43%	4.33%	3.26%	1.71%	2.15%					
19	2.Всероссийская политическая партия «Гражданская Сила»	47	0	1	0	0	0	0	1	0	0	4	0	0	0	1	0	1	0	2	0	0	1	0	0	3	0	0	0	0	0	0	0	5	1	0	1	0	4	1	3	2	0	7	2	0	2	0	4	0	1	0					
		0.26%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.22%	0.00%	0.32%	0.00%	0.39%	0.00%	0.00%	0.28%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.29%	0.16%	0.00%	0.45%	0.00%	0.30%	0.19%	0.59%	0.39%	0.00%	1.41%	0.60%	0.00%	0.39%	0.00%	0.67%	0.00%	0.57%	0.00%					
20	3.Политическая партия «Демократическая партия России»	17	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	1	0	0	2	1	1	0					
		0.09%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.16%	0.00%	0.19%	0.00%	0.00%	0.00%	0.22%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.24%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.20%	0.30%	0.61%	0.00%	0.00%	0.33%	0.36%	0.57%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1583	12	20	44	42	8	19	13	35	3	48	11	3	5	32	13	22	9	37	14	18	34	40	75	34	4	58	14	32	22	23	5	17	41	10	26	22	192	67	58	63	65	46	17	17	47	39	62	30	9	6					
		8.77%	7.06%	10.64%	12.09%	7.57%	2.89%	7.28%	8.67%	5.68%	3.06%	9.21%	11.58%	1.74%	5.56%	7.14%	6.60%	6.98%	10.34%	7.16%	6.22%	4.56%	9.63%	8.23%	14.31%	7.13%	2.67%	16.86%	3.37%	5.96%	7.67%	11.00%	4.76%	4.37%	6.60%	6.45%	11.71%	6.45%	14.21%	12.74%	11.42%	12.28%	12.82%	9.24%	5.06%	10.43%	9.18%	7.85%	10.32%	10.87%	5.14%	2.58%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	45	0	0	2	0	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	2	3	3	2	1	1	2	0	4	5	4	1	0	1					
		0.25%	0.00%	0.00%	0.55%	0.00%	0.72%	0.38%	0.67%	0.16%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.28%	0.00%	0.19%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.15%	0.57%	0.59%	0.39%	0.20%	0.20%	0.60%	0.00%	0.78%	1.01%	0.67%	0.36%	0.00%	0.43%					
23	6.Политическая партия «Партия социальной справедливости»	22	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	1	2	0	0	1					
		0.12%	0.00%	0.53%	0.00%	0.00%	0.00%	0.38%	0.67%	0.16%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.51%	0.32%	1.15%	0.19%	0.00%	0.00%	0.28%	0.21%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.19%	0.00%	0.40%	0.00%	0.00%	0.00%	0.20%	0.33%	0.00%	0.00%	0.43%					
24	7.Политическая партия «Либерально-демократическая партия России»	1752	15	12	49	42	20	22	15	56	1	35	9	23	4	47	26	41	12	48	23	33	43	37	47	61	21	29	32	37	32	20	7	28	51	13	13	28	129	67	39	56	68	52	35	18	74	40	58	42	11	31					
		9.71%	8.82%	6.38%	13.46%	7.57%	7.22%	8.43%	10.00%	9.09%	1.02%	6.72%	9.47%	13.37%	4.44%	10.49%	13.20%	13.02%	13.79%	9.28%	10.22%	8.35%	12.18%	7.61%	8.97%	12.79%	14.00%	8.43%	7.71%	6.89%	11.15%	9.57%	6.67%	7.20%	8.21%	8.39%	5.86%	8.21%	9.55%	12.74%	7.68%	10.92%	13.41%	10.44%	10.42%	11.04%	14.45%	8.05%	9.65%	15.22%	6.29%	13.30%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1046	17	10	16	35	17	9	10	44	1	13	14	6	2	17	7	23	1	24	11	18	10	37	20	38	2	10	3	20	10	26	0	12	29	5	14	15	70	38	51	38	52	61	22	2	28	45	63	15	8	7					
		5.79%	10.00%	5.32%	4.40%	6.31%	6.14%	3.45%	6.67%	7.14%	1.02%	2.50%	14.74%	3.49%	2.22%	3.79%	3.55%	7.30%	1.15%	4.64%	4.89%	4.56%	2.83%	7.61%	3.82%	7.97%	1.33%	2.91%	0.72%	3.72%	3.48%	12.44%	0.00%	3.08%	4.67%	3.23%	6.31%	4.40%	5.18%	7.22%	10.04%	7.41%	10.26%	12.25%	6.55%	1.23%	5.47%	9.05%	10.48%	5.43%	4.57%	3.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	194	0	2	3	7	6	3	1	4	1	5	2	1	1	5	9	1	1	3	1	2	10	8	9	2	0	2	3	6	2	0	0	3	5	5	2	2	22	4	2	10	3	3	5	3	6	10	4	3	2	0					
		1.07%	0.00%	1.06%	0.82%	1.26%	2.17%	1.15%	0.67%	0.65%	1.02%	0.96%	2.11%	0.58%	1.11%	1.12%	4.57%	0.32%	1.15%	0.58%	0.44%	0.51%	2.83%	1.65%	1.72%	0.42%	0.00%	0.58%	0.72%	1.12%	0.70%	0.00%	0.00%	0.77%	0.81%	3.23%	0.90%	0.59%	1.63%	0.76%	0.39%	1.95%	0.59%	0.60%	1.49%	1.84%	1.17%	2.01%	0.67%	1.09%	1.14%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12463	121	135	224	365	206	190	102	441	90	393	55	131	70	334	128	214	61	397	167	301	243	340	341	320	117	215	340	416	189	127	91	311	462	103	156	257	863	319	331	320	301	297	245	117	330	328	367	171	139	182					
		69.04%	71.18%	71.81%	61.54%	65.77%	74.37%	72.80%	68.00%	71.59%	91.84%	75.43%	57.89%	76.16%	77.78%	74.55%	64.97%	67.94%	70.11%	76.79%	74.22%	76.20%	68.84%	69.96%	65.08%	67.09%	78.00%	62.50%	81.93%	77.47%	65.85%	60.77%	86.67%	79.95%	74.40%	66.45%	70.27%	75.37%	63.88%	60.65%	65.16%	62.38%	59.37%	59.64%	72.92%	71.78%	64.45%	65.99%	61.06%	61.96%	79.43%	78.11%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	62	2	2	1	1	2	4	0	1	1	1	0	0	0	0	0	0	0	0	1	4	0	9	1	0	0	1	0	0	1	0	1	3	0	1	2	0	4	0	0	4	3	4	0	0	1	2	4	1	0	0					
		0.34%	1.18%	1.06%	0.27%	0.18%	0.72%	1.53%	0.00%	0.16%	1.02%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	1.01%	0.00%	1.85%	0.19%	0.00%	0.00%	0.29%	0.00%	0.00%	0.35%	0.00%	0.95%	0.77%	0.00%	0.65%	0.90%	0.00%	0.30%	0.00%	0.00%	0.78%	0.59%	0.80%	0.00%	0.00%	0.20%	0.40%	0.67%	0.36%	0.00%	0.00%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
