Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Биробиджанская городская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №8184									
		0.89%	1.10%	0.96%	1.35%	0.36%	1.08%	1.08%	1.22%	1.81%	1.10%	1.04%	0.37%	0.74%	0.92%	0.00%	1.10%	0.73%	1.32%	1.90%	2.50%	0.70%	1.03%	1.14%	0.92%	1.54%	0.48%	0.62%	0.00%	1.34%	0.00%	1.41%	0.53%	0.54%	2.55%	0.70%	0.00%	0.00%	0.39%	1.10%	0.26%	0.71%	1.70%	0.08%									
24	"6. Политическая партия ""Гражданская Платформа"""	49	2	1	1	1	2	1	0	2	1	0	4	0	1	0	0	4	2	3	0	1	0	0	4	0	0	0	3	0	0	2	3	0	2	0	0	0	2	0	3	1	0	3									
		0.22%	0.24%	0.12%	0.14%	0.18%	0.20%	0.12%	0.00%	0.20%	0.09%	0.00%	0.73%	0.00%	0.23%	0.00%	0.00%	0.98%	0.38%	0.63%	0.00%	0.70%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	0.23%	0.32%	0.00%	0.85%	0.00%	0.00%	0.00%	0.39%	0.00%	0.79%	0.71%	0.00%	0.11%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5028	189	220	174	108	266	212	217	258	260	130	120	77	113	32	87	91	128	121	18	41	85	63	172	44	63	136	62	100	47	164	201	127	61	146	2	91	154	122	104	37	92	93									
		22.08%	23.08%	26.47%	23.55%	19.35%	26.16%	25.39%	21.99%	25.90%	23.94%	22.57%	21.98%	19.01%	26.10%	35.96%	31.99%	22.20%	24.11%	25.58%	22.50%	28.67%	43.81%	17.95%	22.66%	33.85%	30.00%	21.15%	27.43%	19.16%	30.52%	19.23%	21.43%	22.72%	25.96%	33.95%	28.57%	31.06%	29.90%	26.81%	27.30%	26.24%	31.29%	3.50%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	171	5	6	6	8	16	6	9	5	6	7	9	4	8	1	0	3	2	2	0	0	0	2	8	1	1	4	1	10	0	7	4	4	0	8	0	1	1	4	1	1	1	9									
		0.75%	0.61%	0.72%	0.81%	1.43%	1.57%	0.72%	0.91%	0.50%	0.55%	1.22%	1.65%	0.99%	1.85%	1.12%	0.00%	0.73%	0.38%	0.42%	0.00%	0.00%	0.00%	0.57%	1.05%	0.77%	0.48%	0.62%	0.44%	1.92%	0.00%	0.82%	0.43%	0.72%	0.00%	1.86%	0.00%	0.34%	0.19%	0.88%	0.26%	0.71%	0.34%	0.34%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	222	5	8	4	6	7	4	13	8	17	9	7	5	4	0	2	3	7	12	0	0	0	2	12	2	4	4	5	10	1	19	17	4	0	4	0	1	3	2	1	0	0	10									
		0.97%	0.61%	0.96%	0.54%	1.08%	0.69%	0.48%	1.32%	0.80%	1.57%	1.56%	1.28%	1.23%	0.92%	0.00%	0.74%	0.73%	1.32%	2.54%	0.00%	0.00%	0.00%	0.57%	1.58%	1.54%	1.90%	0.62%	2.21%	1.92%	0.65%	2.23%	1.81%	0.72%	0.00%	0.93%	0.00%	0.34%	0.58%	0.44%	0.26%	0.00%	0.00%	0.38%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	35	3	0	2	0	1	2	1	1	3	0	3	1	3	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	1	1	2	0	1	0	0	0	1	0	1	0	0	1									
		0.15%	0.37%	0.00%	0.27%	0.00%	0.10%	0.24%	0.10%	0.10%	0.28%	0.00%	0.55%	0.25%	0.69%	0.00%	0.00%	0.00%	0.19%	0.21%	0.00%	0.70%	0.00%	0.28%	0.13%	0.00%	0.00%	0.00%	0.44%	0.19%	0.65%	0.12%	0.21%	0.00%	0.43%	0.00%	0.00%	0.00%	0.19%	0.00%	0.26%	0.00%	0.00%	0.04%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	291	10	10	11	9	11	4	17	7	19	7	12	12	6	1	1	11	5	10	0	0	0	4	9	0	4	13	5	14	0	16	20	11	1	4	0	1	5	1	2	2	5	11									
		1.28%	1.22%	1.20%	1.49%	1.61%	1.08%	0.48%	1.72%	0.70%	1.75%	1.22%	2.20%	2.96%	1.39%	1.12%	0.37%	2.68%	0.94%	2.11%	0.00%	0.00%	0.00%	1.14%	1.19%	0.00%	1.90%	2.02%	2.21%	2.68%	0.00%	1.88%	2.13%	1.97%	0.43%	0.93%	0.00%	0.34%	0.97%	0.22%	0.52%	1.42%	1.70%	0.41%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4435	186	177	185	158	235	176	258	202	255	125	86	99	59	15	58	94	112	41	9	16	23	92	180	28	44	151	40	118	33	216	197	109	42	91	1	64	100	70	62	25	58	145									
		19.47%	22.71%	21.30%	25.03%	28.32%	23.11%	21.08%	26.14%	20.28%	23.48%	21.70%	15.75%	24.44%	13.63%	16.85%	21.32%	22.93%	21.09%	8.67%	11.25%	11.19%	11.86%	26.21%	23.72%	21.54%	20.95%	23.48%	17.70%	22.61%	21.43%	25.32%	21.00%	19.50%	17.87%	21.16%	14.29%	21.84%	19.42%	15.38%	16.27%	17.73%	19.73%	5.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	138	8	4	3	5	9	3	7	6	5	4	1	4	2	0	1	1	3	1	0	0	1	2	11	1	2	6	3	3	1	8	2	6	2	4	0	0	3	6	0	1	1	8									
		0.61%	0.98%	0.48%	0.41%	0.90%	0.88%	0.36%	0.71%	0.60%	0.46%	0.69%	0.18%	0.99%	0.46%	0.00%	0.37%	0.24%	0.56%	0.21%	0.00%	0.00%	0.52%	0.57%	1.45%	0.77%	0.95%	0.93%	1.33%	0.57%	0.65%	0.94%	0.21%	1.07%	0.85%	0.93%	0.00%	0.00%	0.58%	1.32%	0.00%	0.71%	0.34%	0.30%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	815	43	25	31	19	30	29	37	44	58	27	20	23	22	2	5	14	36	7	5	4	11	13	30	4	5	31	5	18	2	41	27	30	10	14	0	8	16	21	10	3	7	28									
		3.58%	5.25%	3.01%	4.19%	3.41%	2.95%	3.47%	3.75%	4.42%	5.34%	4.69%	3.66%	5.68%	5.08%	2.25%	1.84%	3.41%	6.78%	1.48%	6.25%	2.80%	5.67%	3.70%	3.95%	3.08%	2.38%	4.82%	2.21%	3.45%	1.30%	4.81%	2.88%	5.37%	4.26%	3.26%	0.00%	2.73%	3.11%	4.62%	2.62%	2.13%	2.38%	1.05%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
