Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
Наименование Избирательной комиссии:    Емельяновская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1351	85	58	130	52	65	32	4	5	7	11	51	27	15	19	22	5	64	54	3	28	13	10	64	25	9	22	73	26	40	6	5	11	2	5	6	21	7	33	4	2	8	2	50	4	10	10	7	31	10	12	0	5	81					
		7.76%	7.29%	8.31%	11.23%	9.44%	8.77%	9.14%	5.19%	2.91%	3.83%	7.10%	10.43%	6.72%	5.66%	3.56%	7.10%	12.82%	9.41%	6.38%	5.56%	13.46%	5.75%	7.52%	9.04%	6.98%	5.00%	5.88%	7.01%	6.68%	7.39%	4.05%	6.49%	9.09%	2.74%	6.58%	3.30%	8.43%	6.54%	5.74%	4.82%	1.96%	8.00%	2.82%	11.57%	3.03%	12.50%	10.87%	17.07%	7.42%	4.39%	6.52%	0.00%	5.38%	11.82%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	132	10	4	12	2	2	1	0	1	3	1	7	2	2	4	1	0	9	11	0	1	1	1	5	0	1	3	10	2	6	1	0	0	1	2	1	2	1	0	0	0	0	0	4	0	1	0	0	4	3	0	0	1	9					
		0.76%	0.86%	0.57%	1.04%	0.36%	0.27%	0.29%	0.00%	0.58%	1.64%	0.65%	1.43%	0.50%	0.75%	0.75%	0.32%	0.00%	1.32%	1.30%	0.00%	0.48%	0.44%	0.75%	0.71%	0.00%	0.56%	0.80%	0.96%	0.51%	1.11%	0.68%	0.00%	0.00%	1.37%	2.63%	0.55%	0.80%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	1.25%	0.00%	0.00%	0.96%	1.32%	0.00%	0.00%	1.08%	1.31%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11339	723	427	690	320	468	214	54	128	139	115	303	275	182	361	210	13	434	567	37	117	145	88	471	253	133	252	660	250	362	116	60	78	43	36	141	190	70	376	66	67	71	54	253	90	42	62	25	263	160	138	24	69	454					
		65.12%	62.01%	61.17%	59.59%	58.08%	63.16%	61.14%	70.13%	74.42%	75.96%	74.19%	61.96%	68.41%	68.68%	67.60%	67.74%	33.33%	63.82%	66.94%	68.52%	56.25%	64.16%	66.17%	66.53%	70.67%	73.89%	67.38%	63.34%	64.27%	66.91%	78.38%	77.92%	64.46%	58.90%	47.37%	77.47%	76.31%	65.42%	65.39%	79.52%	65.69%	71.00%	76.06%	58.56%	68.18%	52.50%	67.39%	60.98%	62.92%	70.18%	75.00%	70.59%	74.19%	66.28%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	135	7	8	11	6	6	4	0	0	1	1	13	1	1	6	0	0	5	7	1	3	1	0	8	2	2	2	7	5	0	0	0	2	0	2	0	0	1	6	0	0	1	3	1	1	0	0	0	1	1	1	0	0	7					
		0.78%	0.60%	1.15%	0.95%	1.09%	0.81%	1.14%	0.00%	0.00%	0.55%	0.65%	2.66%	0.25%	0.38%	1.12%	0.00%	0.00%	0.74%	0.83%	1.85%	1.44%	0.44%	0.00%	1.13%	0.56%	1.11%	0.53%	0.67%	1.29%	0.00%	0.00%	0.00%	1.65%	0.00%	2.63%	0.00%	0.00%	0.93%	1.04%	0.00%	0.00%	1.00%	4.23%	0.23%	0.76%	0.00%	0.00%	0.00%	0.24%	0.44%	0.54%	0.00%	0.00%	1.02%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
