Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №13																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273									
		9.25%	11.13%	12.32%	10.71%	14.37%	14.40%	10.57%	12.77%	12.05%	14.13%	13.41%	10.15%	7.50%	10.45%	12.02%	11.56%	6.65%	15.27%	8.09%	7.77%	6.55%	6.90%	9.87%	10.43%	8.42%	7.49%	6.54%	5.13%	7.07%	2.89%	1.22%	3.26%	2.44%	9.54%	1.70%	7.97%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	53	3	3	2	2	0	2	1	0	1	2	3	2	0	2	2	3	0	0	3	1	1	2	0	2	2	2	1	1	4	4	0	0	0	0	2									
		0.29%	0.48%	0.43%	0.22%	0.23%	0.00%	0.34%	0.17%	0.00%	0.28%	0.28%	0.56%	0.37%	0.00%	0.29%	0.28%	0.87%	0.00%	0.00%	0.63%	0.19%	0.27%	0.44%	0.00%	0.23%	0.27%	0.62%	0.18%	0.35%	0.46%	0.61%	0.00%	0.00%	0.00%	0.00%	0.80%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1299	91	68	53	57	34	38	47	38	51	79	47	42	46	46	64	19	8	25	34	28	29	43	28	64	64	40	41	5	19	10	4	2	14	8	13									
		7.15%	14.47%	9.86%	5.74%	6.66%	6.53%	6.38%	7.90%	7.63%	14.13%	11.03%	8.83%	7.68%	6.41%	6.74%	8.91%	5.49%	6.11%	6.13%	7.14%	5.24%	7.69%	9.43%	12.17%	7.28%	8.56%	12.46%	7.51%	1.77%	2.20%	1.53%	4.35%	4.88%	3.42%	1.51%	5.18%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1945	70	66	125	89	44	52	60	61	32	62	57	55	77	80	76	31	25	51	59	63	50	50	23	106	102	45	69	36	104	16	9	6	47	22	25									
		10.71%	11.13%	9.57%	13.53%	10.40%	8.45%	8.72%	10.08%	12.25%	8.86%	8.66%	10.71%	10.05%	10.72%	11.73%	10.58%	8.96%	19.08%	12.50%	12.39%	11.80%	13.26%	10.96%	10.00%	12.06%	13.64%	14.02%	12.64%	12.72%	12.04%	2.44%	9.78%	14.63%	11.49%	4.16%	9.96%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	73	4	1	5	6	2	2	2	0	0	2	2	3	4	2	2	1	1	3	3	0	0	6	1	5	1	1	2	3	4	1	0	0	4	0	0									
		0.40%	0.64%	0.14%	0.54%	0.70%	0.38%	0.34%	0.34%	0.00%	0.00%	0.28%	0.38%	0.55%	0.56%	0.29%	0.28%	0.29%	0.76%	0.74%	0.63%	0.00%	0.00%	1.32%	0.43%	0.57%	0.13%	0.31%	0.37%	1.06%	0.46%	0.15%	0.00%	0.00%	0.98%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	776	28	38	39	41	35	34	30	24	19	35	29	20	26	30	41	15	2	22	28	31	21	16	10	35	19	9	28	10	13	4	3	0	18	5	18									
		4.27%	4.45%	5.51%	4.22%	4.79%	6.72%	5.70%	5.04%	4.82%	5.26%	4.89%	5.45%	3.66%	3.62%	4.40%	5.71%	4.34%	1.53%	5.39%	5.88%	5.81%	5.57%	3.51%	4.35%	3.98%	2.54%	2.80%	5.13%	3.53%	1.50%	0.61%	3.26%	0.00%	4.40%	0.95%	7.17%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
