Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																	
Дата голосования: 07.12.2003 0:00:00																																																																	
																																																																	
"Наименование Избирательной комиссии:    Нижний Новгород, Московская"																																																																	
																																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																	
																																																																	
		Сумма	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611					
		10.65%	9.31%	8.68%	7.29%	10.34%	8.96%	11.24%	9.99%	14.75%	10.86%	11.25%	10.84%	9.22%	11.37%	11.71%	11.35%	10.60%	10.09%	8.44%	7.59%	7.88%	9.35%	9.68%	9.22%	10.78%	8.33%	9.25%	12.98%	10.17%	11.33%	8.55%	10.44%	8.83%	12.56%	12.08%	10.58%	8.29%	15.43%	13.25%	11.44%	11.30%	13.10%	12.79%	9.28%	9.19%	10.1%	9.24%	13.06%	11.92%	10.71%	10.29%	8.61%	13.53%	10.56%	14.30%	10.45%	11.42%	9.86%	10.82%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1937	10	41	51	41	23	23	43	35	53	47	31	27	34	36	37	38	38	40	20	46	38	38	29	34	41	36	25	36	40	36	42	31	39	18	32	33	28	16	26	51	34	31	12	7	30	36	37	38	23	46	30	34	39	33	29	33	42	20					
		4.02%	2.51%	3.87%	5.02%	4.20%	2.94%	2.17%	4.29%	4.09%	5.33%	5.45%	4.10%	3.41%	3.86%	4.90%	4.33%	4.15%	4.56%	4.06%	4.33%	4.90%	4.80%	5.25%	3.30%	3.56%	4.55%	4.89%	2.19%	4.21%	3.43%	4.81%	4.06%	5.37%	4.26%	2.36%	4.34%	4.56%	4.40%	2.46%	3.67%	6.48%	4.32%	3.70%	2.85%	4.02%	3.0%	3.91%	4.16%	4.27%	3.37%	5.03%	3.03%	3.86%	5.21%	3.65%	3.15%	3.25%	4.87%	2.57%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1868	15	35	32	34	28	39	32	32	32	29	21	27	44	22	23	49	20	45	8	29	34	34	28	41	33	23	59	26	30	31	43	21	58	26	33	36	36	36	28	31	38	33	22	3	36	38	21	18	24	37	39	54	45	27	44	52	26	28					
		3.87%	3.77%	3.30%	3.15%	3.48%	3.58%	3.68%	3.19%	3.74%	3.21%	3.36%	2.77%	3.41%	5.00%	2.99%	2.69%	5.35%	2.40%	4.57%	1.73%	3.09%	4.29%	4.70%	3.18%	4.29%	3.66%	3.12%	5.17%	3.04%	2.57%	4.14%	4.15%	3.63%	6.33%	3.41%	4.47%	4.97%	5.66%	5.54%	3.95%	3.93%	4.83%	3.94%	5.23%	1.72%	3.6%	4.13%	2.36%	2.02%	3.52%	4.05%	3.95%	6.14%	6.01%	2.99%	4.79%	5.12%	3.01%	3.60%					
22	"5. ""За Русь Святую"""	327	2	9	3	5	3	8	5	3	19	6	5	3	4	5	5	4	5	13	4	9	4	6	7	3	4	6	11	7	8	3	8	4	7	6	8	2	7	7	5	2	6	5	5	1	10	6	6	3	1	3	4	9	4	11	5	3	6	4					
		0.67%	0.50%	0.84%	0.29%	0.51%	0.38%	0.75%	0.49%	0.35%	1.91%	0.69%	0.66%	0.37%	0.45%	0.68%	0.58%	0.43%	0.60%	1.32%	0.86%	0.95%	0.50%	0.82%	0.79%	0.31%	0.44%	0.81%	0.96%	0.81%	0.68%	0.40%	0.77%	0.69%	0.76%	0.78%	1.08%	0.27%	1.10%	1.07%	0.70%	0.25%	0.76%	0.59%	1.19%	0.57%	1.0%	0.65%	0.67%	0.33%	0.14%	0.32%	0.40%	1.02%	0.53%	1.21%	0.54%	0.29%	0.69%	0.51%					
23	"6. ""Объединенная Российская партия ""Русь"""	114	2	2	2	2	1	3	0	2	3	2	3	1	2	2	1	2	5	7	0	1	3	4	1	0	1	4	1	1	4	1	6	1	0	1	2	0	0	1	0	3	3	2	0	0	6	2	1	0	5	4	3	2	1	3	2	1	0	2					
		0.23%	0.50%	0.18%	0.19%	0.20%	0.12%	0.28%	0.0%	0.23%	0.30%	0.23%	0.39%	0.12%	0.22%	0.27%	0.11%	0.21%	0.60%	0.71%	0.0%	0.10%	0.37%	0.55%	0.11%	0.0%	0.11%	0.54%	0.08%	0.11%	0.34%	0.13%	0.58%	0.17%	0.0%	0.13%	0.27%	0.0%	0.0%	0.15%	0.0%	0.38%	0.38%	0.23%	0.0%	0.0%	0.6%	0.21%	0.11%	0.0%	0.73%	0.43%	0.30%	0.22%	0.13%	0.33%	0.21%	0.09%	0.0%	0.25%					
24	"7. ""Новый курс - Автомобильная Россия"""	416	2	6	11	12	7	7	13	9	5	5	10	11	7	7	4	6	5	4	7	3	9	3	6	15	5	5	11	8	16	7	6	4	5	6	7	8	7	3	8	5	7	8	3	1	7	10	9	10	3	6	6	13	3	7	10	6	18	4					
		0.86%	0.50%	0.56%	1.08%	1.22%	0.89%	0.66%	1.29%	1.05%	0.50%	0.58%	1.32%	1.39%	0.79%	0.95%	0.46%	0.65%	0.60%	0.40%	1.51%	0.31%	1.13%	0.41%	0.68%	1.57%	0.55%	0.68%	0.96%	0.93%	1.37%	0.93%	0.58%	0.69%	0.54%	0.78%	0.94%	1.10%	1.10%	0.46%	1.12%	0.63%	0.89%	0.95%	0.71%	0.57%	0.7%	1.08%	1.01%	1.12%	0.44%	0.65%	0.60%	1.47%	0.40%	0.77%	1.08%	0.59%	2.08%	0.51%					
25	"8. ""Народно-республиканская партия России"""	58	0	1	2	0	1	1	2	2	0	1	1	1	0	1	1	1	0	0	3	2	0	0	0	1	2	0	3	0	1	0	1	0	0	0	0	1	4	2	6	1	3	0	0	0	1	1	0	0	4	0	3	0	1	0	1	1	1	0					
		0.12%	0.0%	0.09%	0.19%	0.0%	0.12%	0.09%	0.19%	0.23%	0.0%	0.11%	0.13%	0.12%	0.0%	0.13%	0.11%	0.10%	0.0%	0.0%	0.65%	0.21%	0.0%	0.0%	0.0%	0.10%	0.22%	0.0%	0.26%	0.0%	0.08%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.13%	0.62%	0.30%	0.84%	0.12%	0.38%	0.0%	0.0%	0.0%	0.1%	0.10%	0.0%	0.0%	0.58%	0.0%	0.30%	0.0%	0.13%	0.0%	0.10%	0.09%	0.11%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	242	1	3	4	6	3	11	6	1	4	2	4	4	8	6	3	5	4	4	2	4	4	7	7	4	1	6	6	5	7	5	4	5	3	4	4	3	4	4	4	4	2	2	2	0	3	5	4	5	4	4	6	7	4	5	1	4	1	7					
		0.50%	0.25%	0.28%	0.39%	0.61%	0.38%	1.03%	0.59%	0.11%	0.40%	0.23%	0.52%	0.50%	0.91%	0.81%	0.35%	0.54%	0.48%	0.40%	0.43%	0.42%	0.50%	0.96%	0.79%	0.41%	0.11%	0.81%	0.52%	0.58%	0.60%	0.66%	0.38%	0.86%	0.32%	0.52%	0.54%	0.41%	0.62%	0.61%	0.56%	0.50%	0.25%	0.23%	0.47%	0.0%	0.3%	0.54%	0.45%	0.56%	0.58%	0.43%	0.60%	0.79%	0.53%	0.55%	0.10%	0.39%	0.11%	0.90%					
27	"10. ""Аграрная партия России"""	1011	2	28	29	19	14	19	20	12	8	14	17	20	13	16	24	22	22	22	10	23	20	16	20	15	15	18	21	28	23	17	23	11	20	10	17	17	14	9	19	13	17	20	11	4	22	19	22	13	9	23	20	15	15	22	14	21	23	21					
		2.09%	0.50%	2.64%	2.85%	1.94%	1.79%	1.79%	1.99%	1.40%	0.80%	1.62%	2.24%	2.52%	1.47%	2.17%	2.81%	2.40%	2.64%	2.23%	2.16%	2.45%	2.52%	2.21%	2.27%	1.57%	1.66%	2.44%	1.84%	3.27%	1.97%	2.27%	2.22%	1.90%	2.18%	1.31%	2.30%	2.35%	2.20%	1.38%	2.68%	1.65%	2.16%	2.39%	2.61%	2.29%	2.2%	2.06%	2.47%	1.46%	1.32%	2.51%	2.02%	1.70%	2.00%	2.43%	1.52%	2.06%	2.66%	2.70%					
28	"11. ""Истинные патриоты России"""	50	0	0	1	0	0	0	0	1	0	0	1	1	0	3	4	0	2	5	0	2	0	0	1	1	0	1	0	1	4	2	1	0	1	2	1	0	0	0	0	0	2	0	0	0	1	1	1	1	1	0	1	1	0	1	1	3	0	1					
		0.10%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.13%	0.12%	0.0%	0.40%	0.46%	0.0%	0.24%	0.50%	0.0%	0.21%	0.0%	0.0%	0.11%	0.10%	0.0%	0.13%	0.0%	0.11%	0.34%	0.26%	0.09%	0.0%	0.10%	0.26%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.1%	0.10%	0.11%	0.11%	0.14%	0.0%	0.10%	0.11%	0.0%	0.11%	0.10%	0.29%	0.0%	0.12%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	671	5	11	21	13	9	29	12	8	20	12	4	8	11	11	14	20	17	14	6	12	14	10	15	15	12	8	12	10	11	16	13	7	18	12	12	3	10	4	6	16	7	13	2	0	18	11	9	12	14	13	17	4	7	12	10	17	9	15					
		1.39%	1.25%	1.03%	2.06%	1.33%	1.15%	2.74%	1.19%	0.93%	2.01%	1.39%	0.52%	1.01%	1.25%	1.49%	1.63%	2.18%	2.04%	1.42%	1.30%	1.27%	1.76%	1.38%	1.70%	1.57%	1.33%	1.08%	1.05%	1.16%	0.94%	2.13%	1.25%	1.21%	1.96%	1.57%	1.62%	0.41%	1.57%	0.61%	0.84%	2.03%	0.89%	1.55%	0.47%	0.0%	1.8%	1.19%	1.01%	1.34%	2.05%	1.42%	1.72%	0.45%	0.93%	1.33%	1.08%	1.67%	1.04%	1.93%					
30	"13. ""Демократическая партия России"""	103	1	2	4	3	3	2	5	0	0	4	1	0	2	1	0	0	1	2	0	2	1	2	2	0	2	1	2	0	4	1	0	5	1	3	2	5	2	0	2	1	3	4	0	0	2	0	0	1	0	2	3	6	2	3	2	1	5	0					
		0.21%	0.25%	0.18%	0.39%	0.30%	0.38%	0.18%	0.49%	0.0%	0.0%	0.46%	0.13%	0.0%	0.22%	0.13%	0.0%	0.0%	0.12%	0.20%	0.0%	0.21%	0.12%	0.27%	0.22%	0.0%	0.22%	0.13%	0.17%	0.0%	0.34%	0.13%	0.0%	0.86%	0.10%	0.39%	0.27%	0.69%	0.31%	0.0%	0.28%	0.12%	0.38%	0.47%	0.0%	0.0%	0.2%	0.0%	0.0%	0.11%	0.0%	0.21%	0.30%	0.68%	0.26%	0.33%	0.21%	0.09%	0.58%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	87	1	0	2	0	0	0	1	0	0	0	2	3	3	0	3	3	0	3	1	0	2	0	0	1	1	1	1	1	2	2	8	1	2	2	4	2	2	1	0	2	2	1	2	0	0	0	1	1	0	1	3	3	0	2	2	8	2	2					
		0.18%	0.25%	0.0%	0.19%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.26%	0.37%	0.34%	0.0%	0.35%	0.32%	0.0%	0.30%	0.21%	0.0%	0.25%	0.0%	0.0%	0.10%	0.11%	0.13%	0.08%	0.11%	0.17%	0.26%	0.77%	0.17%	0.21%	0.26%	0.54%	0.27%	0.31%	0.15%	0.0%	0.25%	0.25%	0.11%	0.47%	0.0%	0.0%	0.0%	0.11%	0.11%	0.0%	0.10%	0.30%	0.34%	0.0%	0.22%	0.21%	0.78%	0.23%	0.25%					
32	"15. ""Партия СЛОН"""	124	0	2	7	2	2	2	2	2	3	4	2	1	3	2	1	1	1	5	0	3	1	2	2	3	5	0	3	1	2	2	0	3	2	3	1	2	2	0	5	1	5	2	3	0	2	2	0	3	2	4	3	1	0	1	6	2	1	2					
		0.25%	0.0%	0.18%	0.68%	0.20%	0.25%	0.18%	0.19%	0.23%	0.30%	0.46%	0.26%	0.12%	0.34%	0.27%	0.11%	0.10%	0.12%	0.50%	0.0%	0.31%	0.12%	0.27%	0.22%	0.31%	0.55%	0.0%	0.26%	0.11%	0.17%	0.26%	0.0%	0.51%	0.21%	0.39%	0.13%	0.27%	0.31%	0.0%	0.70%	0.12%	0.63%	0.23%	0.71%	0.0%	0.2%	0.21%	0.0%	0.33%	0.29%	0.43%	0.30%	0.11%	0.0%	0.11%	0.65%	0.19%	0.11%	0.25%					
33	"16. ""Родина"" (народно-патриотический союз)"""	5611	42	154	119	121	107	141	158	112	118	111	101	115	99	89	110	110	73	112	26	103	84	45	105	131	101	81	152	76	111	71	96	60	119	99	84	121	64	84	99	70	96	78	28	13	104	104	116	102	82	95	137	103	87	98	95	118	87	94					
		11.65%	10.57%	14.54%	11.72%	12.39%	13.70%	13.32%	15.78%	13.11%	11.87%	12.87%	13.35%	14.53%	11.26%	12.12%	12.88%	12.02%	8.77%	11.39%	5.63%	10.98%	10.61%	6.22%	11.95%	13.71%	11.22%	11.02%	13.33%	8.88%	9.52%	9.49%	9.28%	10.39%	13.00%	13.00%	11.39%	16.73%	10.07%	12.94%	13.98%	8.89%	12.21%	9.33%	6.66%	7.47%	10.4%	11.31%	13.06%	11.47%	12.04%	10.40%	13.88%	11.71%	11.63%	10.86%	10.34%	11.62%	10.09%	12.11%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	77	0	0	3	2	0	2	0	1	2	0	1	1	5	0	0	1	2	1	2	1	1	2	2	2	1	1	0	1	1	4	5	0	3	2	1	0	1	0	1	3	2	0	0	0	1	0	3	1	1	3	2	2	0	1	4	1	0	1					
		0.15%	0.0%	0.0%	0.29%	0.20%	0.0%	0.18%	0.0%	0.11%	0.20%	0.0%	0.13%	0.12%	0.56%	0.0%	0.0%	0.10%	0.24%	0.10%	0.43%	0.10%	0.12%	0.27%	0.22%	0.20%	0.11%	0.13%	0.0%	0.11%	0.08%	0.53%	0.48%	0.0%	0.32%	0.26%	0.13%	0.0%	0.15%	0.0%	0.14%	0.38%	0.25%	0.0%	0.0%	0.0%	0.1%	0.0%	0.33%	0.11%	0.14%	0.32%	0.20%	0.22%	0.0%	0.11%	0.43%	0.09%	0.0%	0.12%					
35	"18. ""ЛДПР"""	4387	31	103	89	86	89	103	86	57	84	64	62	61	66	78	74	75	91	77	47	89	78	77	92	75	87	63	111	80	115	92	95	72	64	73	66	51	46	56	61	69	54	112	67	15	101	102	90	78	58	65	71	60	76	80	61	109	79	74					
		9.11%	7.80%	9.72%	8.76%	8.81%	11.39%	9.73%	8.59%	6.67%	8.45%	7.42%	8.20%	7.71%	7.50%	10.62%	8.66%	8.19%	10.93%	7.83%	10.19%	9.48%	9.86%	10.65%	10.47%	7.85%	9.66%	8.57%	9.73%	9.35%	9.87%	12.29%	9.18%	12.47%	6.99%	9.59%	8.95%	7.05%	7.24%	8.62%	8.61%	8.76%	6.87%	13.39%	15.95%	8.62%	10.1%	11.09%	10.13%	8.77%	8.51%	7.11%	7.19%	6.82%	10.16%	8.86%	6.64%	10.73%	9.16%	9.53%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	710	8	25	22	14	7	19	16	9	19	5	14	8	19	12	15	16	16	19	6	13	5	12	8	11	11	11	16	12	16	9	15	7	10	10	13	9	7	7	14	10	9	11	6	1	12	16	6	16	10	14	15	10	11	15	13	19	17	14					
		1.47%	2.01%	2.36%	2.16%	1.43%	0.89%	1.79%	1.59%	1.05%	1.91%	0.58%	1.85%	1.01%	2.16%	1.63%	1.75%	1.74%	1.92%	1.93%	1.30%	1.38%	0.63%	1.65%	0.91%	1.15%	1.22%	1.49%	1.40%	1.40%	1.37%	1.20%	1.45%	1.21%	1.09%	1.31%	1.76%	1.24%	1.10%	1.07%	1.97%	1.27%	1.14%	1.31%	1.42%	0.57%	1.2%	1.74%	0.67%	1.79%	1.46%	1.53%	1.51%	1.13%	1.47%	1.66%	1.41%	1.87%	1.97%	1.80%					
37	"20. ""Политическая партия ""Единая Россия"""	12887	131	247	248	239	186	281	269	219	215	231	208	237	239	178	208	233	208	292	88	258	248	201	251	240	244	170	299	229	319	233	286	165	260	225	199	183	175	208	164	202	186	209	118	66	300	237	210	234	196	259	301	228	216	231	272	270	226	212					
		26.76%	32.99%	23.32%	24.43%	24.48%	23.81%	26.55%	26.87%	25.64%	21.62%	26.79%	27.51%	29.96%	27.18%	24.25%	24.35%	25.46%	25.0%	29.70%	19.08%	27.50%	31.35%	27.80%	28.58%	25.13%	27.11%	23.12%	26.22%	26.78%	27.38%	31.14%	27.65%	28.59%	28.41%	29.56%	27.00%	25.31%	27.55%	32.04%	23.16%	25.66%	23.66%	25.0%	28.09%	37.93%	30.0%	25.78%	23.64%	26.32%	28.78%	28.36%	30.49%	25.93%	28.87%	25.60%	29.62%	26.60%	26.21%	27.31%					
38	"21. ""Российская Конституционно-демократическая партия"""	65	1	3	2	4	1	3	1	1	1	0	0	0	3	3	1	2	0	1	1	1	1	0	2	2	1	1	1	0	0	2	1	0	0	2	2	0	1	1	0	0	1	0	1	1	1	1	1	2	2	0	1	2	1	1	0	0	2	2					
		0.13%	0.25%	0.28%	0.19%	0.40%	0.12%	0.28%	0.09%	0.11%	0.10%	0.0%	0.0%	0.0%	0.34%	0.40%	0.11%	0.21%	0.0%	0.10%	0.21%	0.10%	0.12%	0.0%	0.22%	0.20%	0.11%	0.13%	0.08%	0.0%	0.0%	0.26%	0.09%	0.0%	0.0%	0.26%	0.27%	0.0%	0.15%	0.15%	0.0%	0.0%	0.12%	0.0%	0.23%	0.57%	0.1%	0.10%	0.11%	0.22%	0.29%	0.0%	0.10%	0.22%	0.13%	0.11%	0.0%	0.0%	0.23%	0.25%					
39	"22. ""Развитие предпринимательства"""	136	0	5	6	2	4	1	2	3	3	3	4	2	2	2	2	4	1	4	1	1	3	0	2	3	1	4	3	2	5	0	0	1	1	1	2	4	1	3	3	4	2	3	0	0	2	2	2	1	2	7	4	4	3	0	3	3	3	0					
		0.28%	0.0%	0.47%	0.59%	0.20%	0.51%	0.09%	0.19%	0.35%	0.30%	0.34%	0.52%	0.25%	0.22%	0.27%	0.23%	0.43%	0.12%	0.40%	0.21%	0.10%	0.37%	0.0%	0.22%	0.31%	0.11%	0.54%	0.26%	0.23%	0.42%	0.0%	0.0%	0.17%	0.10%	0.13%	0.27%	0.55%	0.15%	0.46%	0.42%	0.50%	0.25%	0.35%	0.0%	0.0%	0.2%	0.21%	0.22%	0.11%	0.29%	0.76%	0.40%	0.45%	0.40%	0.0%	0.32%	0.29%	0.34%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6790	66	182	158	176	127	124	131	150	142	123	110	129	108	99	127	116	126	110	120	133	99	118	119	146	136	130	136	125	173	69	128	73	126	108	101	114	70	59	112	110	112	115	42	17	120	118	131	161	83	134	131	111	87	95	163	145	143	73					
		14.10%	16.62%	17.18%	15.56%	18.03%	16.26%	11.72%	13.08%	17.56%	14.28%	14.26%	14.55%	16.30%	12.28%	13.48%	14.87%	12.67%	15.14%	11.19%	26.03%	14.17%	12.51%	16.32%	13.55%	15.28%	15.11%	17.68%	11.92%	14.61%	14.84%	9.22%	12.37%	12.65%	13.77%	14.19%	13.70%	15.76%	11.02%	9.09%	15.81%	13.97%	14.24%	13.75%	10.0%	9.77%	12.0%	12.84%	14.75%	18.11%	12.18%	14.67%	13.27%	12.62%	11.63%	10.53%	17.75%	14.28%	16.58%	9.40%					
																																																																	
