Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																	
Дата голосования: 02.12.2007																																																																	
																																																																	
Наименование Избирательной комиссии:    Кировская N 7																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2860	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	60	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1480	36	37	24	37	26	29	11	11	24	28	31	20	21	27	31	27	18	21	27	27	26	19	39	36	32	34	17	18	19	18	9	31	29	17	35	21	22	33	36	35	33	13	24	24	41	31	36	28	28	20	34	15	13	21	19	0	49	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	929	17	18	12	7	6	14	8	67	37	28	19	32	20	35	17	26	33	14	12	11	14	19	27	13	16	22	13	18	14	4	12	14	16	8	6	11	15	6	17	18	13	8	10	7	10	17	15	6	10	12	16	11	15	14	14	10	15	10					
14	Число погашенных неиспользованных открепительных удостоверений	1380	14	13	26	13	24	21	39	39	26	22	19	30	29	23	19	23	32	29	23	23	24	31	11	14	18	16	33	32	31	32	41	19	21	33	15	29	28	17	14	15	17	37	26	26	9	19	14	22	22	30	16	35	37	29	31	0	11	38					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	116	2	5	1	2	4	4	1	0	0	2	1	1	1	2	3	0	2	2	2	1	4	4	1	3	1	2	3	0	1	1	2	1	2	0	8	0	3	5	2	6	2	1	3	1	1	1	4	6	4	1	2	1	0	1	1	0	1	1					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
18	1.Политическая партия «Аграрная партия России»	1665	33	37	22	29	36	32	13	29	45	43	27	31	23	32	33	23	34	29	16	32	22	19	29	34	49	44	31	29	22	19	25	30	29	24	21	23	37	37	28	37	26	17	23	23	18	37	35	31	26	32	36	18	26	27	35	3	45	19					
		2.53%	2.72%	2.35%	1.95%	2.26%	2.96%	2.60%	1.58%	2.52%	3.43%	3.08%	2.80%	2.96%	2.67%	2.73%	2.83%	1.93%	2.94%	2.81%	1.64%	2.56%	1.95%	1.75%	2.14%	2.24%	3.50%	2.79%	2.46%	2.74%	2.02%	2.18%	3.06%	2.56%	2.38%	2.39%	1.73%	2.84%	2.49%	2.94%	2.11%	2.83%	1.77%	2.31%	2.24%	2.15%	1.74%	2.82%	2.68%	2.64%	2.66%	3.70%	2.51%	3.27%	2.42%	2.66%	3.01%	1.51%	3.56%	2.09%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1344	34	52	13	27	20	34	23	20	18	15	30	25	17	18	34	20	18	15	23	26	26	23	39	40	26	38	25	16	18	18	7	17	29	19	27	18	27	20	35	24	51	13	20	21	15	20	33	30	20	12	24	7	20	10	26	2	21	25					
		2.05%	2.80%	3.31%	1.15%	2.10%	1.64%	2.76%	2.80%	1.74%	1.37%	1.08%	3.11%	2.39%	1.97%	1.53%	2.92%	1.68%	1.56%	1.45%	2.36%	2.08%	2.30%	2.11%	2.87%	2.64%	1.86%	2.41%	1.98%	1.51%	1.65%	2.07%	0.86%	1.45%	2.38%	1.89%	2.23%	2.22%	1.81%	1.59%	2.64%	1.84%	3.47%	1.76%	1.95%	1.97%	1.45%	1.52%	2.53%	2.55%	2.04%	1.39%	1.67%	1.27%	1.86%	0.99%	2.24%	1.01%	1.66%	2.75%					
20	3.Политическая партия «Демократическая партия России»	134	0	1	1	1	57	2	0	1	1	2	2	0	0	0	5	1	2	2	2	1	1	1	5	1	4	1	6	1	4	0	2	0	2	0	3	0	3	0	0	1	0	0	0	2	1	0	3	1	0	0	3	1	0	0	1	1	2	3					
		0.20%	0.00%	0.06%	0.09%	0.08%	4.69%	0.16%	0.00%	0.09%	0.08%	0.14%	0.21%	0.00%	0.00%	0.00%	0.43%	0.08%	0.17%	0.19%	0.21%	0.08%	0.09%	0.09%	0.37%	0.07%	0.29%	0.06%	0.48%	0.09%	0.37%	0.00%	0.24%	0.00%	0.16%	0.00%	0.25%	0.00%	0.20%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.19%	0.10%	0.00%	0.23%	0.09%	0.00%	0.00%	0.21%	0.18%	0.00%	0.00%	0.09%	0.50%	0.16%	0.33%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8460	229	239	169	184	82	147	106	181	174	200	123	113	123	126	130	128	177	134	111	122	136	143	201	216	186	206	147	142	135	118	114	183	147	119	155	84	196	188	155	169	193	88	118	142	109	177	156	166	77	108	181	67	136	128	163	37	164	112					
		12.88%	18.88%	15.19%	14.98%	14.32%	6.74%	11.93%	12.91%	15.74%	13.25%	14.35%	12.73%	10.80%	14.25%	10.73%	11.15%	10.74%	15.30%	12.97%	11.40%	9.78%	12.04%	13.14%	14.80%	14.26%	13.29%	13.05%	11.66%	13.40%	12.37%	13.56%	13.94%	15.64%	12.08%	11.85%	12.80%	10.38%	13.17%	14.92%	11.71%	12.93%	13.14%	11.94%	11.48%	13.30%	10.53%	13.47%	11.94%	14.12%	7.87%	12.47%	12.62%	12.16%	12.64%	12.61%	14.03%	18.59%	12.98%	12.33%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1546	36	59	26	36	29	11	7	31	34	37	20	26	39	35	19	25	28	24	29	21	38	21	30	52	31	39	26	19	19	21	26	21	30	31	20	17	45	50	39	23	30	10	22	23	16	29	33	24	25	12	24	7	9	19	19	0	35	39					
		2.35%	2.97%	3.75%	2.30%	2.80%	2.38%	0.89%	0.85%	2.70%	2.59%	2.65%	2.07%	2.49%	4.52%	2.98%	1.63%	2.10%	2.42%	2.32%	2.98%	1.68%	3.36%	1.93%	2.21%	3.43%	2.21%	2.47%	2.06%	1.79%	1.74%	2.41%	3.18%	1.79%	2.47%	3.09%	1.65%	2.10%	3.02%	3.97%	2.95%	1.76%	2.04%	1.36%	2.14%	2.15%	1.55%	2.21%	2.53%	2.04%	2.56%	1.39%	1.67%	1.27%	0.84%	1.87%	1.64%	0.00%	2.77%	4.30%					
23	6.Политическая партия «Партия социальной справедливости»	168	1	6	2	3	3	6	2	0	2	2	0	3	2	1	3	4	1	0	2	3	2	5	6	1	0	3	4	3	1	3	3	1	2	6	5	6	3	2	7	6	2	2	1	5	0	5	9	1	9	3	4	2	3	2	1	0	4	0					
		0.26%	0.08%	0.38%	0.18%	0.23%	0.25%	0.49%	0.24%	0.00%	0.15%	0.14%	0.00%	0.29%	0.23%	0.09%	0.26%	0.34%	0.09%	0.00%	0.21%	0.24%	0.18%	0.46%	0.44%	0.07%	0.00%	0.19%	0.32%	0.28%	0.09%	0.34%	0.37%	0.09%	0.16%	0.60%	0.41%	0.74%	0.20%	0.16%	0.53%	0.46%	0.14%	0.27%	0.10%	0.47%	0.00%	0.38%	0.69%	0.09%	0.92%	0.35%	0.28%	0.36%	0.28%	0.20%	0.09%	0.00%	0.32%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	4612	54	87	90	85	90	83	49	87	71	76	70	89	49	81	80	87	68	75	43	89	73	73	117	86	87	105	96	70	94	64	50	86	94	67	86	62	106	72	98	98	104	50	76	70	95	116	104	85	84	54	102	56	82	88	78	8	107	66					
		7.02%	4.45%	5.53%	7.98%	6.61%	7.40%	6.74%	5.97%	7.57%	5.41%	5.45%	7.25%	8.51%	5.68%	6.90%	6.86%	7.30%	5.88%	7.26%	4.41%	7.13%	6.46%	6.71%	8.62%	5.68%	6.21%	6.65%	7.61%	6.60%	8.62%	7.36%	6.11%	7.35%	7.72%	6.67%	7.10%	7.66%	7.12%	5.71%	7.40%	7.50%	7.08%	6.78%	7.39%	6.55%	9.18%	8.83%	7.96%	7.23%	8.59%	6.24%	7.11%	10.16%	7.62%	8.67%	6.71%	4.02%	8.47%	7.27%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	9776	231	257	168	180	180	176	125	182	216	190	137	143	119	182	196	183	196	168	128	189	161	147	197	262	218	248	223	151	157	120	118	178	185	141	192	131	212	178	208	165	188	103	167	165	170	185	216	155	145	108	215	51	143	128	164	31	186	118					
		14.88%	19.04%	16.34%	14.89%	14.01%	14.80%	14.29%	15.23%	15.83%	16.45%	13.63%	14.18%	13.67%	13.79%	15.50%	16.81%	15.35%	16.94%	16.26%	13.14%	15.14%	14.25%	13.51%	14.51%	17.29%	15.57%	15.71%	17.68%	14.25%	14.39%	13.79%	14.43%	15.21%	15.20%	14.04%	15.85%	16.19%	14.25%	14.13%	15.71%	12.62%	12.80%	13.98%	16.25%	15.45%	16.43%	14.08%	16.54%	13.18%	14.83%	12.47%	14.99%	9.26%	13.29%	12.61%	14.11%	15.58%	14.73%	12.99%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	646	16	20	19	25	14	10	12	9	8	21	6	13	10	13	4	9	18	12	8	11	10	14	7	14	14	15	6	8	10	12	6	11	9	8	8	7	12	11	9	19	19	4	6	9	7	15	18	9	13	6	11	4	11	12	11	2	10	11					
		0.98%	1.32%	1.27%	1.68%	1.95%	1.15%	0.81%	1.46%	0.78%	0.61%	1.51%	0.62%	1.24%	1.16%	1.11%	0.34%	0.76%	1.56%	1.16%	0.82%	0.88%	0.88%	1.29%	0.52%	0.92%	1.00%	0.95%	0.48%	0.75%	0.92%	1.38%	0.73%	0.94%	0.74%	0.80%	0.66%	0.87%	0.81%	0.87%	0.68%	1.45%	1.29%	0.54%	0.58%	0.84%	0.68%	1.14%	1.38%	0.77%	1.33%	0.69%	0.77%	0.73%	1.02%	1.18%	0.95%	1.01%	0.79%	1.21%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	33627	484	696	531	624	645	664	430	540	662	721	499	553	442	618	599	648	552	518	547	690	608	579	637	706	699	793	616	562	578	450	405	586	627	522	648	439	773	610	674	706	777	418	541	539	544	653	606	598	529	490	767	317	601	560	622	103	638	443					
		51.19%	39.90%	44.25%	47.07%	48.56%	53.04%	53.90%	52.38%	46.96%	50.42%	51.72%	51.66%	52.87%	51.22%	52.64%	51.37%	54.36%	47.71%	50.15%	56.16%	55.29%	53.81%	53.22%	46.91%	46.60%	49.93%	50.22%	48.85%	53.02%	52.98%	51.72%	49.51%	50.09%	51.52%	51.99%	53.51%	54.26%	51.95%	48.41%	50.91%	54.02%	52.89%	56.72%	52.63%	50.47%	52.56%	49.70%	46.40%	50.85%	54.09%	56.58%	53.49%	57.53%	55.86%	55.17%	53.53%	51.76%	50.51%	48.79%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	3158	86	106	73	76	51	56	46	60	73	76	43	41	35	54	53	56	53	50	52	53	50	53	76	88	75	71	75	52	50	35	51	39	48	59	39	17	62	79	57	51	72	25	51	62	50	71	82	71	42	25	56	17	36	37	29	8	40	64					
		4.81%	7.09%	6.74%	6.47%	5.91%	4.19%	4.55%	5.60%	5.22%	5.56%	5.45%	4.45%	3.92%	4.06%	4.60%	4.55%	4.70%	4.58%	4.84%	5.34%	4.25%	4.42%	4.87%	5.60%	5.81%	5.36%	4.50%	5.95%	4.91%	4.58%	4.02%	6.23%	3.33%	3.94%	5.88%	3.22%	2.10%	4.17%	6.27%	4.31%	3.90%	4.90%	3.39%	4.96%	5.81%	4.83%	5.40%	6.28%	6.04%	4.29%	2.89%	3.91%	3.09%	3.35%	3.65%	2.50%	4.02%	3.17%	7.05%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
