Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Звериноголовская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360					
24	7.Политическая партия «Либерально-демократическая партия России»	534	14	12	10	91	69	49	25	9	9	26	5	1	28	21	2	24	24	72	43					
		9.04%	9.93%	6.28%	5.78%	9.61%	9.24%	10.96%	17.24%	9.89%	6.38%	4.91%	8.47%	0.97%	8.16%	28.00%	4.55%	6.25%	9.49%	16.04%	6.64%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	251	3	4	15	61	40	27	1	4	8	16	4	2	7	2	2	7	8	23	17					
		4.25%	2.13%	2.09%	8.67%	6.44%	5.35%	6.04%	0.69%	4.40%	5.67%	3.02%	6.78%	1.94%	2.04%	2.67%	4.55%	1.82%	3.16%	5.12%	2.62%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	48	0	2	0	11	4	1	0	1	0	7	1	0	3	0	0	2	3	7	6					
		0.81%	0.00%	1.05%	0.00%	1.16%	0.54%	0.22%	0.00%	1.10%	0.00%	1.32%	1.69%	0.00%	0.87%	0.00%	0.00%	0.52%	1.19%	1.56%	0.93%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3848	103	123	119	577	519	282	98	62	111	337	29	76	238	44	29	262	189	265	385					
		65.11%	73.05%	64.40%	68.79%	60.93%	69.48%	63.09%	67.59%	68.13%	78.72%	63.71%	49.15%	73.79%	69.39%	58.67%	65.91%	68.23%	74.70%	59.02%	59.41%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	23	0	0	0	6	2	3	0	0	0	8	0	0	0	0	0	0	0	1	3					
		0.39%	0.00%	0.00%	0.00%	0.63%	0.27%	0.67%	0.00%	0.00%	0.00%	1.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.46%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
