Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Агрызская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №488	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	10	0	1	0	1	0	0	1	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.16%	0.00%	0.11%	0.00%	0.00%	0.14%	0.09%	0.11%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	1	0	0	0	0	0	7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0									
		0.06%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.11%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	0	2	0	0	0	0	1	5	3	0	2	5	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	0	0	2									
		0.12%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.14%	0.46%	0.33%	0.00%	0.25%	0.43%	0.10%	0.12%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.21%	0.15%	0.27%	0.44%	0.00%	0.00%	0.60%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	280	10	13	15	20	5	23	13	6	10	20	20	14	18	0	13	12	0	3	3	0	0	2	0	0	3	3	3	2	3	6	0	2	2	1	0	4	1	4	1	11	0	2	6	1	2	0	1	2									
		1.13%	1.13%	2.05%	2.15%	2.19%	0.71%	2.51%	1.84%	0.56%	1.10%	2.04%	2.52%	1.20%	1.82%	0.00%	1.24%	2.38%	0.00%	2.07%	1.41%	0.00%	0.00%	0.44%	0.00%	0.00%	2.24%	0.83%	0.60%	0.84%	0.57%	0.93%	0.00%	0.54%	0.93%	0.69%	0.00%	1.08%	0.45%	2.23%	0.30%	1.03%	0.00%	0.43%	0.91%	0.27%	0.88%	0.00%	0.80%	0.60%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	0	1	5	3	1	2	1	3	1	0	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0									
		0.11%	0.00%	0.16%	0.72%	0.33%	0.14%	0.22%	0.14%	0.28%	0.11%	0.00%	0.00%	0.17%	0.30%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	220	8	8	7	9	1	7	10	54	11	10	8	10	10	4	32	6	1	0	0	0	3	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	3	0	8	0	1	2	2	0	0	0	0									
		0.89%	0.91%	1.26%	1.00%	0.99%	0.14%	0.77%	1.41%	4.99%	1.21%	1.02%	1.01%	0.85%	1.01%	0.46%	3.06%	1.19%	0.66%	0.00%	0.00%	0.00%	0.41%	0.22%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.16%	0.39%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	1.68%	0.00%	0.75%	0.00%	0.21%	0.30%	0.54%	0.00%	0.00%	0.00%	0.00%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
