Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Чеховская																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №2962	УИК №2963	УИК №2964	УИК №2965	УИК №2966	УИК №2967	УИК №2968	УИК №2969	УИК №2970	УИК №2971	УИК №2972	УИК №2973	УИК №2974	УИК №2975	УИК №2976	УИК №2977	УИК №2978	УИК №2979	УИК №2980	УИК №2981	УИК №2982	УИК №2983	УИК №2984	УИК №2985	УИК №2986	УИК №2987	УИК №2988	УИК №2989	УИК №2990	УИК №2991	УИК №2992	УИК №2993	УИК №2994	УИК №2995	УИК №2996	УИК №2997	УИК №2998	УИК №2999	УИК №3000	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1302	50	10	30	30	50	20	30	15	30	20	10	40	20	30	40	50	40	20	40	40	20	20	10	10	20	10	40	20	10	30	30	10	10	35	20	20	20	12	10	10	10	10	10	40	10	20	80	50	50	40					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	997	37	0	9	17	37	15	22	9	23	19	10	28	19	26	36	50	35	18	39	31	11	12	9	6	14	10	28	14	5	23	14	10	6	24	18	14	15	12	10	2	0	10	5	37	7	20	60	46	38	37					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	544	14	61	8	4	8	5	9	10	3	5	5	10	6	18	20	8	5	12	8	15	15	35	23	32	5	11	6	13	13	3	11	16	4	10	3	6	13	7	6	4	5	0	20	8	0	18	5	0	18	0					
14	Число погашенных открепительных удостоверений	305	13	10	21	13	13	5	8	6	7	1	0	12	1	4	4	0	5	2	1	9	9	8	1	4	6	0	12	6	5	7	16	0	4	11	2	6	5	0	0	8	10	0	5	3	3	0	20	4	12	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	9	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	"1. ""ЕДИНЕНИЕ"""	710	20	7	14	17	16	21	26	20	22	21	17	20	11	8	13	15	14	7	27	7	9	7	17	21	10	15	21	20	11	9	7	15	10	20	16	18	17	6	7	1	14	17	9	8	17	12	8	19	14	12					
		1.22%	1.20%	1.47%	1.32%	1.95%	0.82%	1.48%	1.45%	1.66%	2.25%	1.50%	1.58%	1.18%	0.70%	0.52%	0.78%	0.91%	0.84%	0.73%	1.66%	0.56%	1.52%	0.80%	1.63%	1.53%	0.67%	1.03%	2.71%	2.06%	1.67%	0.73%	0.79%	1.20%	1.91%	1.50%	2.17%	1.51%	1.34%	1.19%	2.69%	0.96%	4.11%	2.15%	1.33%	0.51%	1.42%	1.86%	0.47%	0.97%	0.87%	0.70%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1897	66	12	51	37	89	53	100	42	20	38	29	52	63	45	45	65	50	38	45	43	19	32	26	35	33	42	6	30	17	29	60	24	12	29	14	25	29	9	9	0	7	16	10	73	68	10	75	76	53	46					
		3.27%	3.97%	2.52%	4.84%	4.26%	4.60%	3.74%	5.59%	3.49%	2.04%	2.72%	2.70%	3.08%	4.02%	2.97%	2.72%	3.94%	3.01%	4.0%	2.77%	3.46%	3.22%	3.69%	2.5%	2.56%	2.21%	2.90%	0.77%	3.09%	2.59%	2.35%	6.81%	1.92%	2.29%	2.18%	1.90%	2.10%	2.29%	1.78%	3.46%	0.0%	2.05%	2.02%	1.48%	4.73%	5.69%	1.55%	4.40%	3.91%	3.31%	2.68%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1556	40	22	45	15	61	47	58	44	15	44	51	27	58	37	46	61	48	23	55	41	22	21	25	24	37	33	18	26	16	34	12	46	16	46	20	35	49	13	7	3	10	16	8	32	20	11	35	44	21	18					
		2.68%	2.40%	4.62%	4.27%	1.72%	3.15%	3.31%	3.24%	3.65%	1.53%	3.15%	4.74%	1.59%	3.70%	2.44%	2.78%	3.70%	2.89%	2.42%	3.39%	3.30%	3.72%	2.42%	2.40%	1.75%	2.48%	2.28%	2.32%	2.68%	2.44%	2.75%	1.36%	3.68%	3.06%	3.46%	2.72%	2.94%	3.87%	2.58%	2.69%	2.88%	2.94%	2.02%	1.18%	2.07%	1.67%	1.70%	2.05%	2.26%	1.31%	1.05%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2191	98	11	48	42	88	71	75	29	37	54	45	63	61	65	50	81	74	50	86	70	26	38	35	38	58	90	8	13	7	56	42	21	13	41	8	30	47	10	9	0	10	9	8	60	31	24	67	77	57	60					
		3.77%	5.90%	2.31%	4.55%	4.83%	4.55%	5.01%	4.19%	2.41%	3.78%	3.87%	4.18%	3.73%	3.90%	4.29%	3.02%	4.91%	4.46%	5.26%	5.31%	5.64%	4.40%	4.39%	3.36%	2.77%	3.89%	6.22%	1.03%	1.34%	1.06%	4.54%	4.76%	1.68%	2.49%	3.08%	1.08%	2.52%	3.71%	1.98%	3.46%	0.0%	2.94%	1.14%	1.18%	3.89%	2.59%	3.72%	3.93%	3.96%	3.56%	3.50%					
22	"5. ""За Русь Святую"""	319	10	2	7	4	10	8	16	7	1	8	1	13	5	8	7	10	2	7	5	5	4	4	6	10	7	13	4	4	3	7	3	6	3	7	7	10	9	10	0	0	3	3	3	7	9	2	16	3	8	12					
		0.55%	0.60%	0.42%	0.66%	0.46%	0.51%	0.56%	0.89%	0.58%	0.10%	0.57%	0.09%	0.77%	0.31%	0.52%	0.42%	0.60%	0.12%	0.73%	0.30%	0.40%	0.67%	0.46%	0.57%	0.73%	0.46%	0.89%	0.51%	0.41%	0.45%	0.56%	0.34%	0.48%	0.57%	0.52%	0.95%	0.84%	0.71%	1.98%	0.0%	0.0%	0.88%	0.38%	0.44%	0.45%	0.75%	0.31%	0.94%	0.15%	0.50%	0.70%					
23	"6. ""Объединенная Российская партия ""Русь"""	124	7	1	2	3	3	6	0	1	7	3	1	2	2	3	6	4	3	2	1	2	2	0	1	1	4	9	3	3	1	2	5	1	1	1	3	4	2	1	2	0	3	3	0	2	6	0	1	1	3	0					
		0.21%	0.42%	0.21%	0.18%	0.34%	0.15%	0.42%	0.0%	0.08%	0.71%	0.21%	0.09%	0.11%	0.12%	0.19%	0.36%	0.24%	0.18%	0.21%	0.06%	0.16%	0.33%	0.0%	0.09%	0.07%	0.26%	0.62%	0.38%	0.30%	0.15%	0.16%	0.56%	0.08%	0.19%	0.07%	0.40%	0.33%	0.15%	0.19%	0.76%	0.0%	0.88%	0.38%	0.0%	0.12%	0.50%	0.0%	0.05%	0.05%	0.18%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	806	19	3	21	19	15	14	21	12	11	8	13	26	22	19	29	34	23	7	19	14	12	11	8	4	26	21	3	11	4	13	16	10	6	12	8	14	12	2	0	0	7	7	4	46	39	8	23	47	45	38					
		1.39%	1.14%	0.63%	1.99%	2.18%	0.77%	0.98%	1.17%	0.99%	1.12%	0.57%	1.21%	1.54%	1.40%	1.25%	1.75%	2.06%	1.38%	0.73%	1.17%	1.12%	2.03%	1.27%	0.76%	0.29%	1.74%	1.45%	0.38%	1.13%	0.61%	1.05%	1.81%	0.80%	1.14%	0.90%	1.08%	1.17%	0.94%	0.39%	0.0%	0.0%	2.05%	0.88%	0.59%	2.98%	3.26%	1.24%	1.35%	2.41%	2.81%	2.21%					
25	"8. ""Народно-республиканская партия России"""	71	4	1	1	0	2	3	0	1	1	2	2	2	7	0	0	0	1	3	2	1	2	0	4	0	2	2	1	0	0	1	2	3	0	2	2	0	2	2	0	0	0	2	0	2	0	0	1	8	0	0					
		0.12%	0.24%	0.21%	0.09%	0.0%	0.10%	0.21%	0.0%	0.08%	0.10%	0.14%	0.18%	0.11%	0.44%	0.0%	0.0%	0.0%	0.06%	0.31%	0.12%	0.08%	0.33%	0.0%	0.38%	0.0%	0.13%	0.13%	0.12%	0.0%	0.0%	0.08%	0.22%	0.24%	0.0%	0.15%	0.27%	0.0%	0.15%	0.39%	0.0%	0.0%	0.0%	0.25%	0.0%	0.12%	0.0%	0.0%	0.05%	0.41%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	288	11	1	5	11	15	9	7	4	4	6	7	9	5	1	5	13	5	9	6	7	2	5	8	2	17	3	3	2	4	9	7	4	1	1	5	5	3	0	2	0	0	1	2	9	12	1	16	4	7	13					
		0.49%	0.66%	0.21%	0.47%	1.26%	0.77%	0.63%	0.39%	0.33%	0.40%	0.43%	0.65%	0.53%	0.31%	0.06%	0.30%	0.78%	0.30%	0.94%	0.37%	0.56%	0.33%	0.57%	0.76%	0.14%	1.14%	0.20%	0.38%	0.20%	0.61%	0.73%	0.79%	0.32%	0.19%	0.07%	0.68%	0.42%	0.23%	0.0%	0.76%	0.0%	0.0%	0.12%	0.29%	0.58%	1.00%	0.15%	0.94%	0.20%	0.43%	0.75%					
27	"10. ""Аграрная партия России"""	1313	42	9	19	15	49	38	40	23	16	50	28	38	35	29	45	49	47	27	51	27	6	22	22	25	29	45	28	34	11	32	14	33	15	26	23	33	15	12	10	4	8	36	5	24	24	11	13	30	20	26					
		2.26%	2.52%	1.89%	1.80%	1.72%	2.53%	2.68%	2.23%	1.91%	1.63%	3.58%	2.60%	2.25%	2.23%	1.91%	2.72%	2.97%	2.83%	2.84%	3.15%	2.17%	1.01%	2.54%	2.11%	1.82%	1.94%	3.11%	3.62%	3.50%	1.67%	2.59%	1.58%	2.64%	2.87%	1.95%	3.13%	2.77%	1.18%	2.38%	3.84%	3.84%	2.35%	4.56%	0.74%	1.55%	2.00%	1.70%	0.76%	1.54%	1.25%	1.51%					
28	"11. ""Истинные патриоты России"""	80	1	0	2	4	2	2	4	0	0	0	1	0	0	1	2	0	2	12	0	0	0	0	2	4	4	0	2	1	0	2	0	2	0	0	1	11	3	0	0	0	0	2	1	0	5	0	2	4	0	1					
		0.13%	0.06%	0.0%	0.18%	0.46%	0.10%	0.14%	0.22%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.06%	0.12%	0.0%	0.12%	1.26%	0.0%	0.0%	0.0%	0.0%	0.19%	0.29%	0.26%	0.0%	0.25%	0.10%	0.0%	0.16%	0.0%	0.16%	0.0%	0.0%	0.13%	0.92%	0.23%	0.0%	0.0%	0.0%	0.0%	0.25%	0.14%	0.0%	0.41%	0.0%	0.11%	0.20%	0.0%	0.05%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	720	23	2	8	14	30	17	26	19	12	20	10	17	31	23	23	25	25	8	20	18	8	5	8	20	22	18	8	11	5	22	12	12	8	9	12	15	7	5	4	0	13	10	6	19	15	10	15	24	13	13					
		1.24%	1.38%	0.42%	0.75%	1.61%	1.55%	1.19%	1.45%	1.57%	1.22%	1.43%	0.93%	1.00%	1.98%	1.51%	1.39%	1.51%	1.50%	0.84%	1.23%	1.45%	1.35%	0.57%	0.76%	1.46%	1.47%	1.24%	1.03%	1.13%	0.76%	1.78%	1.36%	0.96%	1.53%	0.67%	1.63%	1.26%	0.55%	0.99%	1.53%	0.0%	3.82%	1.26%	0.88%	1.23%	1.25%	1.55%	0.88%	1.23%	0.81%	0.75%					
30	"13. ""Демократическая партия России"""	133	1	0	3	7	5	1	3	3	7	0	0	5	2	5	2	4	5	2	3	2	2	1	3	5	5	3	1	4	2	4	4	2	1	2	5	6	0	2	0	1	3	2	0	3	2	1	1	3	2	3					
		0.22%	0.06%	0.0%	0.28%	0.80%	0.25%	0.07%	0.16%	0.24%	0.71%	0.0%	0.0%	0.29%	0.12%	0.33%	0.12%	0.24%	0.30%	0.21%	0.18%	0.16%	0.33%	0.11%	0.28%	0.36%	0.33%	0.20%	0.12%	0.41%	0.30%	0.32%	0.45%	0.16%	0.19%	0.15%	0.68%	0.50%	0.0%	0.39%	0.0%	0.96%	0.88%	0.25%	0.0%	0.19%	0.16%	0.15%	0.05%	0.15%	0.12%	0.17%					
31	"14. ""Великая Россия - Евразийский Союз"""	102	2	1	1	4	3	3	1	2	1	4	0	3	2	4	0	5	0	0	3	2	0	0	2	1	3	1	1	3	1	2	3	1	1	4	0	1	3	0	1	0	0	0	0	4	5	3	1	3	4	13					
		0.17%	0.12%	0.21%	0.09%	0.46%	0.15%	0.21%	0.05%	0.16%	0.10%	0.28%	0.0%	0.17%	0.12%	0.26%	0.0%	0.30%	0.0%	0.0%	0.18%	0.16%	0.0%	0.0%	0.19%	0.07%	0.20%	0.06%	0.12%	0.30%	0.15%	0.16%	0.34%	0.08%	0.19%	0.30%	0.0%	0.08%	0.23%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.25%	0.41%	0.46%	0.05%	0.15%	0.25%	0.75%					
32	"15. ""Партия СЛОН"""	110	0	0	3	6	0	2	2	1	1	0	0	1	2	1	1	3	4	5	1	2	1	1	2	2	2	0	0	6	0	2	4	2	0	5	2	2	2	0	0	0	0	1	2	4	5	3	4	20	1	2					
		0.18%	0.0%	0.0%	0.28%	0.69%	0.0%	0.14%	0.11%	0.08%	0.10%	0.0%	0.0%	0.05%	0.12%	0.06%	0.06%	0.18%	0.24%	0.52%	0.06%	0.16%	0.16%	0.11%	0.19%	0.14%	0.13%	0.0%	0.0%	0.61%	0.0%	0.16%	0.45%	0.16%	0.0%	0.37%	0.27%	0.16%	0.15%	0.0%	0.0%	0.0%	0.0%	0.12%	0.29%	0.25%	0.41%	0.46%	0.23%	1.02%	0.06%	0.11%					
33	"16. ""Родина"" (народно-патриотический союз)"""	7499	220	66	139	80	254	171	243	136	138	163	143	248	198	214	214	282	314	104	251	180	70	130	130	142	163	252	72	81	100	226	123	132	54	154	86	152	138	44	22	9	33	49	49	151	64	76	223	268	258	290					
		12.93%	13.24%	13.86%	13.20%	9.21%	13.13%	12.06%	13.59%	11.30%	14.12%	11.69%	13.31%	14.69%	12.65%	14.13%	12.94%	17.11%	18.96%	10.94%	15.50%	14.50%	11.86%	15.02%	12.5%	10.38%	10.93%	17.43%	9.31%	8.35%	15.26%	18.34%	13.96%	10.58%	10.34%	11.60%	11.71%	12.78%	10.91%	8.74%	8.46%	8.65%	9.70%	6.21%	7.25%	9.79%	5.35%	11.80%	13.10%	13.79%	16.13%	16.93%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	133	0	1	2	5	1	2	5	3	1	2	10	6	0	1	4	1	0	0	4	1	3	1	3	1	1	1	3	2	0	2	0	1	2	5	4	3	6	2	1	0	2	2	25	0	3	0	4	2	2	3					
		0.22%	0.0%	0.21%	0.18%	0.57%	0.05%	0.14%	0.27%	0.24%	0.10%	0.14%	0.93%	0.35%	0.0%	0.06%	0.24%	0.06%	0.0%	0.0%	0.24%	0.08%	0.50%	0.11%	0.28%	0.07%	0.06%	0.06%	0.38%	0.20%	0.0%	0.16%	0.0%	0.08%	0.38%	0.37%	0.54%	0.25%	0.47%	0.39%	0.38%	0.0%	0.58%	0.25%	3.70%	0.0%	0.25%	0.0%	0.23%	0.10%	0.12%	0.17%					
35	"18. ""ЛДПР"""	5514	136	42	139	137	197	118	152	116	61	106	73	180	111	114	159	114	121	96	111	86	52	83	98	110	120	117	73	105	75	86	78	126	42	125	40	139	132	28	19	9	27	79	52	240	231	75	218	233	163	170					
		9.51%	8.18%	8.82%	13.20%	15.78%	10.18%	8.32%	8.50%	9.64%	6.24%	7.60%	6.79%	10.66%	7.09%	7.52%	9.61%	6.91%	7.30%	10.10%	6.85%	6.92%	8.81%	9.59%	9.42%	8.04%	8.05%	8.09%	9.44%	10.82%	11.45%	6.98%	8.85%	10.10%	8.04%	9.41%	5.44%	11.69%	10.44%	5.56%	7.30%	8.65%	7.94%	10.01%	7.70%	15.56%	19.33%	11.64%	12.80%	11.99%	10.19%	9.92%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	780	26	4	8	7	23	17	25	22	10	25	18	25	18	14	15	20	10	19	17	16	9	8	13	18	20	22	19	9	8	29	25	19	14	24	17	10	18	5	4	3	4	15	10	20	20	7	16	22	16	17					
		1.34%	1.56%	0.84%	0.75%	0.80%	1.18%	1.19%	1.39%	1.82%	1.02%	1.79%	1.67%	1.48%	1.15%	0.92%	0.90%	1.21%	0.60%	2.0%	1.05%	1.28%	1.52%	0.92%	1.25%	1.31%	1.34%	1.52%	2.45%	0.92%	1.22%	2.35%	2.83%	1.52%	2.68%	1.80%	2.31%	0.84%	1.42%	0.99%	1.53%	2.88%	1.17%	1.90%	1.48%	1.29%	1.67%	1.08%	0.94%	1.13%	1.00%	0.99%					
37	"20. ""Политическая партия ""Единая Россия"""	24115	645	220	345	259	798	565	670	487	472	610	453	665	642	689	687	611	619	391	594	482	220	339	446	757	643	454	357	448	297	458	349	618	239	553	345	501	515	263	135	53	141	359	428	589	388	285	726	823	730	752					
		41.59%	38.83%	46.21%	32.76%	29.83%	41.26%	39.87%	37.49%	40.48%	48.31%	43.75%	42.17%	39.39%	41.04%	45.50%	41.56%	37.07%	37.37%	41.15%	36.68%	38.83%	37.28%	39.19%	42.88%	55.37%	43.15%	31.41%	46.18%	46.18%	45.34%	37.17%	39.61%	49.55%	45.78%	41.67%	47.00%	42.13%	40.74%	52.28%	51.92%	50.96%	41.47%	45.50%	63.40%	38.19%	32.46%	44.25%	42.65%	42.35%	45.65%	43.92%					
38	"21. ""Российская Конституционно-демократическая партия"""	106	1	0	1	2	0	1	5	7	16	1	2	2	2	3	0	0	0	0	1	0	0	1	1	7	0	2	1	2	1	4	2	3	1	1	2	3	5	2	1	0	1	3	1	2	1	2	3	4	4	2					
		0.18%	0.06%	0.0%	0.09%	0.23%	0.0%	0.07%	0.27%	0.58%	1.63%	0.07%	0.18%	0.11%	0.12%	0.19%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.11%	0.09%	0.51%	0.0%	0.13%	0.12%	0.20%	0.15%	0.32%	0.22%	0.24%	0.19%	0.07%	0.27%	0.25%	0.39%	0.39%	0.38%	0.0%	0.29%	0.38%	0.14%	0.12%	0.08%	0.31%	0.17%	0.20%	0.25%	0.11%					
39	"22. ""Развитие предпринимательства"""	132	0	1	6	5	4	2	4	1	2	3	2	4	3	2	1	4	6	2	6	1	2	3	0	1	2	7	1	2	0	4	3	4	1	4	1	0	0	1	0	0	2	1	0	8	4	0	13	2	3	4					
		0.22%	0.0%	0.21%	0.56%	0.57%	0.20%	0.14%	0.22%	0.08%	0.20%	0.21%	0.18%	0.23%	0.19%	0.13%	0.06%	0.24%	0.36%	0.21%	0.37%	0.08%	0.33%	0.34%	0.0%	0.07%	0.13%	0.48%	0.12%	0.20%	0.0%	0.32%	0.34%	0.32%	0.19%	0.30%	0.13%	0.0%	0.0%	0.19%	0.0%	0.0%	0.58%	0.12%	0.0%	0.51%	0.33%	0.0%	0.76%	0.10%	0.18%	0.23%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4753	167	40	76	69	151	143	174	102	53	145	107	182	148	118	158	127	170	79	189	140	64	84	93	65	143	176	55	91	56	104	53	76	47	111	69	106	134	53	13	18	25	60	20	80	53	40	91	87	71	77					
		8.19%	10.05%	8.40%	7.21%	7.94%	7.80%	10.09%	9.73%	8.47%	5.42%	10.40%	9.96%	10.78%	9.46%	7.79%	9.55%	7.70%	10.26%	8.31%	11.67%	11.28%	10.84%	9.71%	8.94%	4.75%	9.59%	12.17%	7.11%	9.38%	8.54%	8.44%	6.01%	6.09%	9.00%	8.36%	9.40%	8.91%	10.60%	10.53%	5.0%	17.30%	7.35%	7.60%	2.96%	5.18%	4.43%	6.21%	5.34%	4.47%	4.44%	4.49%					
																																																									
41	Против всех	3471	92	19	90	98	93	87	99	75	46	47	39	61	103	74	122	110	89	59	70	84	35	40	66	53	119	87	42	45	30	71	24	56	20	102	39	42	81	23	8	3	16	62	28	144	159	51	114	130	95	129					
		5.98%	5.53%	3.99%	8.54%	11.29%	4.80%	6.13%	5.54%	6.23%	4.70%	3.37%	3.63%	3.61%	6.58%	4.88%	7.38%	6.67%	5.37%	6.21%	4.32%	6.76%	5.93%	4.62%	6.34%	3.87%	7.98%	6.02%	5.43%	4.63%	4.58%	5.76%	2.72%	4.49%	3.83%	7.68%	5.31%	3.53%	6.40%	4.57%	3.07%	2.88%	4.70%	7.85%	4.14%	9.33%	13.30%	7.91%	6.69%	6.69%	5.94%	7.53%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
