Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																	
Дата голосования: 02.12.2007																																																																	
																																																																	
"Наименование Избирательной комиссии:    Екатеринбург, Октябрьская"																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №149	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1697	УИК №1698	УИК №1952					
19	2.Всероссийская политическая партия «Гражданская Сила»	3851	0	79	26	126	73	107	69	105	77	93	96	131	88	106	95	93	79	83	163	129	110	85	58	40	63	56	67	97	86	77	47	76	41	48	88	44	77	30	46	60	49	108	61	58	31	43	28	32	78	50	113	6	4	2	65	4	5	0					
		5.67%	0.00%	6.35%	3.67%	9.42%	7.07%	8.86%	6.45%	7.71%	6.35%	7.10%	7.04%	9.99%	9.04%	7.94%	6.64%	7.15%	4.50%	6.08%	9.07%	8.06%	7.22%	5.13%	5.51%	3.91%	6.33%	4.13%	4.83%	5.12%	4.21%	5.30%	3.21%	5.41%	3.96%	3.83%	5.47%	5.56%	5.18%	2.30%	3.36%	5.01%	3.96%	7.44%	4.96%	4.36%	2.47%	3.18%	2.52%	3.35%	5.83%	4.61%	7.10%	2.11%	1.01%	1.71%	6.27%	11.43%	5.49%	0.00%					
20	3.Политическая партия «Демократическая партия России»	129	0	4	0	0	1	2	2	1	3	7	2	3	3	7	2	3	10	3	1	0	0	2	3	0	4	2	3	5	2	1	1	3	1	4	7	2	2	2	1	1	1	2	2	4	1	2	1	3	5	1	0	1	4	0	1	0	1	0					
		0.19%	0.00%	0.32%	0.00%	0.00%	0.10%	0.17%	0.19%	0.07%	0.25%	0.53%	0.15%	0.23%	0.31%	0.52%	0.14%	0.23%	0.57%	0.22%	0.06%	0.00%	0.00%	0.12%	0.28%	0.00%	0.40%	0.15%	0.22%	0.26%	0.10%	0.07%	0.07%	0.21%	0.10%	0.32%	0.43%	0.25%	0.13%	0.15%	0.07%	0.08%	0.08%	0.14%	0.16%	0.30%	0.08%	0.15%	0.09%	0.31%	0.37%	0.09%	0.00%	0.35%	1.01%	0.00%	0.10%	0.00%	1.10%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5609	3	83	37	186	115	88	105	146	122	115	152	155	92	151	129	122	141	137	154	135	143	94	94	77	57	106	110	194	143	97	103	96	73	106	82	56	77	99	96	104	73	95	118	113	118	81	88	75	117	92	135	19	30	3	67	2	7	1					
		8.26%	37.50%	6.67%	5.22%	13.91%	11.14%	7.29%	9.81%	10.72%	10.07%	8.79%	11.15%	11.82%	9.46%	11.31%	9.01%	9.38%	8.03%	10.04%	8.57%	8.44%	9.39%	5.68%	8.93%	7.52%	5.72%	7.81%	7.93%	10.24%	6.99%	6.68%	7.04%	6.84%	7.05%	8.47%	5.09%	7.08%	5.18%	7.59%	7.01%	8.68%	5.90%	6.54%	9.59%	8.49%	9.39%	5.99%	7.91%	7.85%	8.74%	8.48%	8.49%	6.67%	7.54%	2.56%	6.46%	5.71%	7.69%	8.33%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	2712	0	31	27	97	76	83	66	84	68	87	81	82	84	63	62	44	52	49	105	56	48	79	46	33	48	40	52	88	49	63	58	37	49	47	36	17	52	35	28	35	31	25	29	37	60	56	20	35	59	49	38	7	2	0	24	2	1	0					
		3.99%	0.00%	2.49%	3.81%	7.26%	7.36%	6.88%	6.17%	6.17%	5.61%	6.65%	5.94%	6.25%	8.63%	4.72%	4.33%	3.38%	2.96%	3.59%	5.84%	3.50%	3.15%	4.77%	4.37%	3.22%	4.82%	2.95%	3.75%	4.65%	2.40%	4.34%	3.96%	2.64%	4.73%	3.75%	2.24%	2.15%	3.50%	2.68%	2.04%	2.92%	2.51%	1.72%	2.36%	2.78%	4.78%	4.15%	1.80%	3.66%	4.41%	4.52%	2.39%	2.46%	0.50%	0.00%	2.31%	5.71%	1.10%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	256	0	6	1	9	3	9	2	3	5	6	5	6	4	4	7	4	3	8	6	6	9	2	8	3	4	4	7	4	5	7	3	4	2	5	14	2	9	5	3	3	2	5	4	4	5	3	4	2	9	1	3	1	1	2	8	0	2	0					
		0.38%	0.00%	0.48%	0.14%	0.67%	0.29%	0.75%	0.19%	0.22%	0.41%	0.46%	0.37%	0.46%	0.41%	0.30%	0.49%	0.31%	0.17%	0.59%	0.33%	0.38%	0.59%	0.12%	0.76%	0.29%	0.40%	0.29%	0.50%	0.21%	0.24%	0.48%	0.20%	0.28%	0.19%	0.40%	0.87%	0.25%	0.61%	0.38%	0.22%	0.25%	0.16%	0.34%	0.32%	0.30%	0.40%	0.22%	0.36%	0.21%	0.67%	0.09%	0.19%	0.35%	0.25%	1.71%	0.77%	0.00%	2.20%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	6212	0	138	69	66	50	94	83	89	109	80	92	99	73	106	129	95	162	123	142	118	154	148	83	84	65	142	133	157	176	131	123	166	119	118	210	77	138	162	143	114	143	148	107	162	99	131	98	88	146	112	220	24	38	13	101	5	14	3					
		9.14%	0.00%	11.09%	9.73%	4.94%	4.84%	7.79%	7.76%	6.53%	8.99%	6.11%	6.75%	7.55%	7.50%	7.94%	9.01%	7.31%	9.23%	9.01%	7.90%	7.38%	10.11%	8.94%	7.88%	8.20%	6.53%	10.46%	9.58%	8.29%	8.61%	9.02%	8.40%	11.82%	11.50%	9.42%	13.04%	9.73%	9.29%	12.41%	10.44%	9.52%	11.56%	10.19%	8.69%	12.17%	7.88%	9.70%	8.81%	9.21%	10.91%	10.32%	13.83%	8.42%	9.55%	11.11%	9.74%	14.29%	15.38%	25.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5571	0	114	27	101	97	103	104	148	118	144	141	88	80	118	152	120	99	166	135	147	137	151	111	96	77	124	128	186	152	122	127	134	74	118	98	57	97	69	81	91	78	97	108	111	75	96	72	72	111	83	110	30	14	5	65	3	8	1					
		8.20%	0.00%	9.16%	3.81%	7.55%	9.40%	8.53%	9.72%	10.87%	9.74%	11.00%	10.34%	6.71%	8.22%	8.84%	10.62%	9.23%	5.64%	12.16%	7.51%	9.19%	8.99%	9.12%	10.54%	9.38%	7.73%	9.14%	9.22%	9.82%	7.44%	8.40%	8.67%	9.54%	7.15%	9.42%	6.09%	7.21%	6.53%	5.29%	5.91%	7.60%	6.31%	6.68%	8.77%	8.34%	5.97%	7.11%	6.47%	7.54%	8.30%	7.65%	6.91%	10.53%	3.52%	4.27%	6.27%	8.57%	8.79%	8.33%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	549	0	13	5	12	8	9	13	8	10	10	12	10	12	7	8	12	17	4	10	14	15	10	7	5	10	11	7	10	21	6	9	5	14	13	10	10	11	16	11	19	14	10	12	9	13	6	11	7	15	6	9	3	5	0	14	0	1	0					
		0.81%	0.00%	1.05%	0.71%	0.90%	0.78%	0.75%	1.21%	0.59%	0.83%	0.76%	0.88%	0.76%	1.23%	0.52%	0.56%	0.92%	0.97%	0.29%	0.56%	0.88%	0.98%	0.60%	0.66%	0.49%	1.00%	0.81%	0.50%	0.53%	1.03%	0.41%	0.61%	0.36%	1.35%	1.04%	0.62%	1.26%	0.74%	1.23%	0.80%	1.59%	1.13%	0.69%	0.97%	0.68%	1.04%	0.44%	0.99%	0.73%	1.12%	0.55%	0.57%	1.05%	1.26%	0.00%	1.35%	0.00%	1.10%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	37935	4	701	485	598	480	578	512	641	579	646	638	573	422	653	703	676	1064	667	916	868	769	949	546	619	593	784	780	1022	1266	842	895	780	601	714	956	486	958	834	908	689	793	859	725	759	740	838	749	604	723	612	886	188	282	87	626	15	49	5					
		55.84%	50.00%	56.35%	68.41%	44.73%	46.51%	47.89%	47.85%	47.06%	47.77%	49.35%	46.81%	43.71%	43.37%	48.91%	49.13%	52.00%	60.63%	48.86%	50.97%	54.25%	50.49%	57.31%	51.85%	60.45%	59.54%	57.77%	56.20%	53.96%	61.94%	57.95%	61.13%	55.56%	58.07%	57.03%	59.38%	61.44%	64.47%	63.91%	66.28%	57.51%	64.11%	59.16%	58.90%	57.02%	58.92%	62.03%	67.36%	63.25%	54.04%	56.41%	55.69%	65.96%	70.85%	74.36%	60.37%	42.86%	53.85%	41.67%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2863	1	40	10	98	97	99	62	91	81	71	94	116	86	72	92	89	78	69	124	83	70	92	54	36	49	51	46	77	66	59	45	53	38	40	45	18	27	14	18	40	15	61	36	36	21	21	19	12	32	36	30	2	9	1	33	4	2	2					
		4.21%	12.50%	3.22%	1.41%	7.33%	9.40%	8.20%	5.79%	6.68%	6.68%	5.42%	6.90%	8.85%	8.84%	5.39%	6.43%	6.85%	4.44%	5.05%	6.90%	5.19%	4.60%	5.56%	5.13%	3.52%	4.92%	3.76%	3.31%	4.07%	3.23%	4.06%	3.07%	3.77%	3.67%	3.19%	2.80%	2.28%	1.82%	1.07%	1.31%	3.34%	1.21%	4.20%	2.92%	2.70%	1.67%	1.55%	1.71%	1.26%	2.39%	3.32%	1.89%	0.70%	2.26%	0.85%	3.18%	11.43%	2.20%	16.67%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
