Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
"Наименование Избирательной комиссии:    Екатеринбург, Октябрьская "																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №149	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1697	УИК №1698	УИК №1952					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	16976	232	293	105	311	283	319	251	381	299	391	386	342	263	333	400	390	322	375	437	458	420	415	289	275	150	337	346	436	452	407	316	357	279	329	287	239	384	278	339	272	255	330	334	292	185	202	295	190	342	269	243	67	58	20	265	260	67	124					
		29.01%	28.47%	28.61%	18.32%	28.14%	32.53%	29.54%	28.95%	30.98%	29.31%	33.68%	33.08%	30.51%	27.71%	32.24%	32.41%	33.16%	28.17%	32.89%	30.91%	31.65%	30.77%	27.80%	31.76%	32.05%	22.80%	31.85%	32.37%	31.94%	32.49%	30.72%	30.62%	31.07%	32.67%	29.12%	22.83%	31.20%	28.30%	24.78%	28.46%	26.77%	25.07%	25.64%	31.51%	25.75%	18.63%	19.63%	27.16%	29.14%	32.57%	20.90%	27.24%	30.59%	16.76%	38.46%	30.42%	29.28%	29.13%	25.73%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8438	116	175	120	80	70	131	94	134	112	115	129	121	94	126	139	131	143	143	164	172	143	228	113	95	100	153	146	177	204	218	155	179	137	198	296	118	218	182	199	160	188	235	142	195	175	211	170	114	190	275	166	23	62	9	132	118	48	57					
		14.42%	14.23%	17.09%	20.94%	7.24%	8.05%	12.13%	10.84%	10.89%	10.98%	9.91%	11.05%	10.79%	9.91%	12.20%	11.26%	11.14%	12.51%	12.54%	11.60%	11.89%	10.48%	15.27%	12.42%	11.07%	15.20%	14.46%	13.66%	12.97%	14.67%	16.45%	15.02%	15.58%	16.04%	17.52%	23.55%	15.40%	16.06%	16.22%	16.71%	15.75%	18.49%	18.26%	13.40%	17.20%	17.62%	20.51%	15.65%	17.48%	18.10%	21.37%	18.61%	10.50%	17.92%	17.31%	15.15%	13.29%	20.87%	11.83%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	606	3	16	4	14	7	12	9	15	13	13	16	17	11	12	9	8	17	16	15	14	15	9	13	8	3	7	10	14	15	18	8	13	6	13	11	4	10	14	10	11	11	11	9	21	12	3	9	5	13	12	7	5	8	0	10	9	2	6					
		1.04%	0.37%	1.56%	0.70%	1.27%	0.80%	1.11%	1.04%	1.22%	1.27%	1.12%	1.37%	1.52%	1.16%	1.16%	0.73%	0.68%	1.49%	1.40%	1.06%	0.97%	1.10%	0.60%	1.43%	0.93%	0.46%	0.66%	0.94%	1.03%	1.08%	1.36%	0.78%	1.13%	0.70%	1.15%	0.88%	0.52%	0.74%	1.25%	0.84%	1.08%	1.08%	0.85%	0.85%	1.85%	1.21%	0.29%	0.83%	0.77%	1.24%	0.93%	0.78%	2.28%	2.31%	0.00%	1.15%	1.01%	0.87%	1.24%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10545	160	198	100	223	160	188	181	222	199	198	212	196	159	191	217	195	267	184	237	264	264	234	155	149	124	153	166	260	242	229	172	181	133	221	206	104	229	195	182	199	188	248	201	219	242	224	191	124	172	261	182	29	43	10	179	170	30	83					
		18.02%	19.63%	19.34%	17.45%	20.18%	18.39%	17.41%	20.88%	18.05%	19.51%	17.05%	18.17%	17.48%	16.75%	18.49%	17.59%	16.58%	23.36%	16.14%	16.76%	18.24%	19.34%	15.67%	17.03%	17.37%	18.84%	14.46%	15.53%	19.05%	17.40%	17.28%	16.67%	15.75%	15.57%	19.56%	16.39%	13.58%	16.88%	17.38%	15.28%	19.59%	18.49%	19.27%	18.96%	19.31%	24.37%	21.77%	17.59%	19.02%	16.38%	20.28%	20.40%	13.24%	12.43%	19.23%	20.55%	19.14%	13.04%	17.22%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5127	62	85	21	167	124	140	101	162	121	144	146	201	215	113	141	135	102	130	217	128	141	149	83	52	77	100	71	129	88	93	69	95	51	107	73	31	53	40	54	52	46	96	73	56	32	51	83	19	70	55	43	7	3	1	44	96	12	77					
		8.76%	7.61%	8.30%	3.66%	15.11%	14.25%	12.96%	11.65%	13.17%	11.86%	12.40%	12.51%	17.93%	22.66%	10.94%	11.43%	11.48%	8.92%	11.40%	15.35%	8.85%	10.33%	9.98%	9.12%	6.06%	11.70%	9.45%	6.64%	9.45%	6.33%	7.02%	6.69%	8.27%	5.97%	9.47%	5.81%	4.05%	3.91%	3.57%	4.53%	5.12%	4.52%	7.46%	6.89%	4.94%	3.22%	4.96%	7.64%	2.91%	6.67%	4.27%	4.82%	3.20%	0.87%	1.92%	5.05%	10.81%	5.22%	15.98%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14321	198	220	168	251	180	239	195	260	237	265	245	199	160	209	292	274	263	247	298	366	329	395	213	223	184	251	262	309	336	310	274	291	214	220	325	230	373	367	359	273	287	317	266	294	300	300	292	174	200	364	206	83	137	10	224	194	67	102					
		24.48%	24.29%	21.48%	29.32%	22.71%	20.69%	22.13%	22.49%	21.14%	23.24%	22.83%	20.99%	17.75%	16.86%	20.23%	23.66%	23.30%	23.01%	21.67%	21.07%	25.29%	24.10%	26.46%	23.41%	25.99%	27.96%	23.72%	24.51%	22.64%	24.16%	23.40%	26.55%	25.33%	25.06%	19.47%	25.86%	30.03%	27.49%	32.71%	30.14%	26.87%	28.22%	24.63%	25.09%	25.93%	30.21%	29.15%	26.89%	26.69%	19.05%	28.28%	23.09%	37.90%	39.60%	19.23%	25.72%	21.85%	29.13%	21.16%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	1010	20	22	24	24	22	20	10	28	4	19	18	27	26	26	9	18	15	19	22	15	18	32	22	19	11	24	32	15	15	19	12	11	5	22	32	13	20	13	14	20	11	17	7	24	14	9	17	9	35	30	23	1	8	0	7	16	3	22					
		1.73%	2.45%	2.15%	4.19%	2.17%	2.53%	1.85%	1.15%	2.28%	0.39%	1.64%	1.54%	2.41%	2.74%	2.52%	0.73%	1.53%	1.31%	1.67%	1.56%	1.04%	1.32%	2.14%	2.42%	2.21%	1.67%	2.27%	2.99%	1.10%	1.08%	1.43%	1.16%	0.96%	0.59%	1.95%	2.55%	1.70%	1.47%	1.16%	1.18%	1.97%	1.08%	1.32%	0.66%	2.12%	1.41%	0.87%	1.57%	1.38%	3.33%	2.33%	2.58%	0.46%	2.31%	0.00%	0.80%	1.80%	1.30%	4.56%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
