Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Азовская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	290	20	20	20	20	5	5	10	5	5	10	5	6	5	10	10	9	5	5	10	5	5	5	5	5	5	5	20	5	5	5	5	5	10	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	68	4	4	9	4	0	0	2	1	0	1	0	6	0	3	1	9	2	0	0	1	5	1	0	0	0	0	5	3	0	2	2	2	0	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	47	7	1	4	1	2	2	2	1	0	1	1	0	3	0	2	1	2	0	3	1	2	3	0	0	0	1	2	1	2	0	1	0	0	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	222	16	16	11	16	5	5	8	4	5	9	5	0	5	7	9	0	3	5	10	4	0	4	5	5	5	5	15	2	5	3	3	3	10	10	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	101	3	8	21	7	0	3	6	0	0	3	0	0	1	0	2	0	4	2	10	2	0	3	0	0	0	2	5	1	1	1	4	0	6	5	1									
		1.32%	0.61%	1.70%	2.88%	1.21%	0.00%	1.59%	1.94%	0.00%	0.00%	1.01%	0.00%	0.00%	0.45%	0.00%	0.87%	0.00%	1.52%	1.01%	2.65%	2.17%	0.00%	2.27%	0.00%	0.00%	0.00%	0.97%	1.21%	0.89%	0.87%	1.75%	2.45%	0.00%	1.75%	1.96%	0.74%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	329	24	20	27	32	1	10	15	1	4	4	4	3	7	8	12	9	7	7	13	6	3	9	8	3	5	10	19	2	6	5	7	0	25	10	3									
		4.29%	4.90%	4.25%	3.70%	5.53%	1.82%	5.29%	4.84%	1.45%	4.40%	1.34%	6.78%	4.55%	3.15%	2.72%	5.19%	14.29%	2.65%	3.54%	3.45%	6.52%	2.44%	6.82%	5.16%	2.97%	3.23%	4.83%	4.59%	1.79%	5.22%	8.77%	4.29%	0.00%	7.29%	3.92%	2.22%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	108	8	10	14	5	0	1	8	2	1	3	1	0	2	2	8	1	1	3	3	2	0	3	1	0	3	0	6	1	0	1	4	0	8	6	0									
		1.41%	1.63%	2.12%	1.92%	0.86%	0.00%	0.53%	2.58%	2.90%	1.10%	1.01%	1.69%	0.00%	0.90%	0.68%	3.46%	1.59%	0.38%	1.52%	0.80%	2.17%	0.00%	2.27%	0.65%	0.00%	1.94%	0.00%	1.45%	0.89%	0.00%	1.75%	2.45%	0.00%	2.33%	2.35%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3256	171	140	263	202	35	83	138	46	68	149	18	38	94	123	92	20	138	86	182	39	65	46	50	34	100	129	147	39	51	33	62	44	132	119	80									
		42.47%	34.90%	29.72%	36.08%	34.89%	63.64%	43.92%	44.52%	66.67%	74.73%	50.00%	30.51%	57.58%	42.34%	41.84%	39.83%	31.75%	52.27%	43.43%	48.28%	42.39%	52.85%	34.85%	32.26%	33.66%	64.52%	62.32%	35.51%	34.82%	44.35%	57.89%	38.04%	83.02%	38.48%	46.67%	59.26%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	42	2	3	6	2	1	1	1	0	0	0	0	0	1	0	1	0	2	0	2	0	3	3	0	1	0	1	4	0	3	0	3	0	2	0	0									
		0.55%	0.41%	0.64%	0.82%	0.35%	1.82%	0.53%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.43%	0.00%	0.76%	0.00%	0.53%	0.00%	2.44%	2.27%	0.00%	0.99%	0.00%	0.48%	0.97%	0.00%	2.61%	0.00%	1.84%	0.00%	0.58%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	1	0	2	2	0	0	1	0	0	0	0	0	0	0	2	0	0	2	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1									
		0.22%	0.20%	0.00%	0.27%	0.35%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	1.01%	0.53%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.78%	0.74%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1031	76	66	90	82	2	21	35	6	5	28	7	8	28	47	36	3	39	39	50	9	19	26	22	15	2	19	83	11	17	9	24	3	47	44	13									
		13.45%	15.51%	14.01%	12.35%	14.16%	3.64%	11.11%	11.29%	8.70%	5.49%	9.40%	11.86%	12.12%	12.61%	15.99%	15.58%	4.76%	14.77%	19.70%	13.26%	9.78%	15.45%	19.70%	14.19%	14.85%	1.29%	9.18%	20.05%	9.82%	14.78%	15.79%	14.72%	5.66%	13.70%	17.25%	9.63%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	30	1	0	3	0	0	1	0	0	0	2	1	0	0	1	0	0	4	4	1	1	1	1	1	1	0	0	2	2	0	0	1	0	1	1	0									
		0.39%	0.20%	0.00%	0.41%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.67%	1.69%	0.00%	0.00%	0.34%	0.00%	0.00%	1.52%	2.02%	0.27%	1.09%	0.81%	0.76%	0.65%	0.99%	0.00%	0.00%	0.48%	1.79%	0.00%	0.00%	0.61%	0.00%	0.29%	0.39%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	119	4	6	24	5	1	4	3	0	1	0	0	0	1	6	2	1	6	3	4	1	0	2	1	4	0	0	14	8	4	0	11	0	2	1	0									
		1.55%	0.82%	1.27%	3.29%	0.86%	1.82%	2.12%	0.97%	0.00%	1.10%	0.00%	0.00%	0.00%	0.45%	2.04%	0.87%	1.59%	2.27%	1.52%	1.06%	1.09%	0.00%	1.52%	0.65%	3.96%	0.00%	0.00%	3.38%	7.14%	3.48%	0.00%	6.75%	0.00%	0.58%	0.39%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	1	1	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0									
		0.12%	0.20%	0.21%	0.14%	0.00%	0.00%	0.00%	0.65%	0.00%	1.10%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	76	4	3	11	11	0	2	1	0	0	1	0	0	3	4	1	2	2	5	3	5	0	0	0	1	0	0	5	2	1	0	1	0	4	2	2									
		0.99%	0.82%	0.64%	1.51%	1.90%	0.00%	1.06%	0.32%	0.00%	0.00%	0.34%	0.00%	0.00%	1.35%	1.36%	0.43%	3.17%	0.76%	2.53%	0.80%	5.43%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	1.21%	1.79%	0.87%	0.00%	0.61%	0.00%	1.17%	0.78%	1.48%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1988	153	177	210	181	9	50	77	8	9	87	21	14	66	78	64	26	37	34	78	19	25	31	55	38	41	33	104	30	28	6	31	3	87	52	26									
		25.93%	31.22%	37.58%	28.81%	31.26%	16.36%	26.46%	24.84%	11.59%	9.89%	29.19%	35.59%	21.21%	29.73%	26.53%	27.71%	41.27%	14.02%	17.17%	20.69%	20.65%	20.33%	23.48%	35.48%	37.62%	26.45%	15.94%	25.12%	26.79%	24.35%	10.53%	19.02%	5.66%	25.36%	20.39%	19.26%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	2	1	1	1	2	0	1	0	0	1	0	0	1	2	0	0	1	1	3	1	0	0	0	0	0	1	0	0	0	0	2	0	2	1	1									
		0.33%	0.41%	0.21%	0.14%	0.17%	3.64%	0.00%	0.32%	0.00%	0.00%	0.34%	0.00%	0.00%	0.45%	0.68%	0.00%	0.00%	0.38%	0.51%	0.80%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.58%	0.39%	0.74%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	289	23	24	46	33	3	8	11	1	2	9	3	2	5	12	4	1	12	7	13	3	3	3	8	2	1	2	10	11	1	0	8	3	8	6	1									
		3.77%	4.69%	5.10%	6.31%	5.70%	5.45%	4.23%	3.55%	1.45%	2.20%	3.02%	5.08%	3.03%	2.25%	4.08%	1.73%	1.59%	4.55%	3.54%	3.45%	3.26%	2.44%	2.27%	5.16%	1.98%	0.65%	0.97%	2.42%	9.82%	0.87%	0.00%	4.91%	5.66%	2.33%	2.35%	0.74%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
