Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Сосновская																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513					
14	Число погашенных открепительных удостоверений	280	30	35	43	30	5	3	3	1	3	3	3	3	3	2	3	5	3	3	3	3	0	3	2	2	3	5	3	3	3	3	3	5	3	3	3	3	3	3	3	3	5	3	3	3	3	3	3	3	3	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	"1. ""ЕДИНЕНИЕ"""	278	13	21	8	9	4	9	5	10	3	1	6	10	2	3	3	10	4	6	4	2	11	1	1	2	1	17	0	2	5	0	1	13	5	1	2	1	2	2	9	6	17	0	2	5	7	3	4	15	4	6					
		1.78%	1.43%	2.17%	0.94%	0.96%	1.18%	3.42%	3.35%	2.09%	1.14%	0.99%	2.69%	3.38%	1.19%	1.12%	1.74%	2.20%	1.10%	1.30%	2.22%	1.39%	2.33%	0.57%	0.49%	0.60%	0.32%	3.09%	0.0%	1.11%	2.79%	0.0%	0.65%	2.40%	2.57%	0.56%	1.96%	0.84%	0.78%	1.44%	4.45%	11.11%	3.18%	0.0%	1.01%	1.81%	1.97%	1.09%	1.89%	5.17%	1.29%	1.24%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	134	7	7	11	3	1	1	1	18	2	0	0	0	0	3	2	3	3	2	3	4	4	3	2	7	2	3	1	0	0	2	2	2	2	0	0	1	2	0	1	0	5	0	4	1	5	3	0	1	2	8					
		0.85%	0.77%	0.72%	1.29%	0.32%	0.29%	0.38%	0.67%	3.77%	0.76%	0.0%	0.0%	0.0%	0.0%	1.12%	1.16%	0.66%	0.82%	0.43%	1.66%	2.79%	0.84%	1.73%	0.98%	2.13%	0.65%	0.54%	0.66%	0.0%	0.0%	1.62%	1.30%	0.37%	1.03%	0.0%	0.0%	0.84%	0.78%	0.0%	0.49%	0.0%	0.93%	0.0%	2.02%	0.36%	1.40%	1.09%	0.0%	0.34%	0.64%	1.65%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1194	71	117	83	116	40	44	8	30	20	1	5	20	18	14	10	21	28	16	27	12	25	25	11	8	14	15	16	19	11	7	9	40	30	27	4	13	14	7	14	0	46	8	16	11	15	38	3	5	21	21					
		7.65%	7.81%	12.12%	9.79%	12.5%	11.86%	16.73%	5.36%	6.28%	7.63%	0.99%	2.24%	6.77%	10.77%	5.26%	5.81%	4.62%	7.73%	3.47%	15.0%	8.39%	5.30%	14.45%	5.41%	2.43%	4.56%	2.72%	10.66%	10.55%	6.14%	5.69%	5.88%	7.40%	15.46%	15.25%	3.92%	10.92%	5.46%	5.07%	6.93%	0.0%	8.61%	7.92%	8.08%	4.0%	4.22%	13.91%	1.42%	1.72%	6.79%	4.34%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	194	12	17	20	17	2	4	10	15	7	4	5	1	2	2	0	3	6	1	2	0	2	0	1	2	2	6	0	1	1	0	2	5	2	0	1	0	1	3	4	2	13	0	1	1	3	0	0	1	1	9					
		1.24%	1.32%	1.76%	2.36%	1.83%	0.59%	1.52%	6.71%	3.14%	2.67%	3.96%	2.24%	0.33%	1.19%	0.75%	0.0%	0.66%	1.65%	0.21%	1.11%	0.0%	0.42%	0.0%	0.49%	0.60%	0.65%	1.09%	0.0%	0.55%	0.55%	0.0%	1.30%	0.92%	1.03%	0.0%	0.98%	0.0%	0.39%	2.17%	1.98%	3.70%	2.43%	0.0%	0.50%	0.36%	0.84%	0.0%	0.0%	0.34%	0.32%	1.86%					
22	"5. ""За Русь Святую"""	103	2	10	1	2	1	2	1	2	3	0	0	2	4	1	6	4	2	1	3	2	2	2	0	13	6	4	0	1	0	0	0	4	1	0	1	0	1	0	0	0	3	1	3	2	3	0	3	1	2	1					
		0.66%	0.22%	1.03%	0.11%	0.21%	0.29%	0.76%	0.67%	0.41%	1.14%	0.0%	0.0%	0.67%	2.39%	0.37%	3.48%	0.88%	0.55%	0.21%	1.66%	1.39%	0.42%	1.15%	0.0%	3.96%	1.95%	0.72%	0.0%	0.55%	0.0%	0.0%	0.0%	0.74%	0.51%	0.0%	0.98%	0.0%	0.39%	0.0%	0.0%	0.0%	0.56%	0.99%	1.51%	0.72%	0.84%	0.0%	1.42%	0.34%	0.64%	0.20%					
23	"6. ""Объединенная Российская партия ""Русь"""	32	2	1	1	1	1	0	0	1	3	0	0	1	2	3	2	0	1	1	0	0	2	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	0	0					
		0.20%	0.22%	0.10%	0.11%	0.10%	0.29%	0.0%	0.0%	0.20%	1.14%	0.0%	0.0%	0.33%	1.19%	1.12%	1.16%	0.0%	0.27%	0.21%	0.0%	0.0%	0.42%	0.0%	0.49%	0.0%	0.32%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.28%	0.36%	0.94%	0.34%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	66	6	7	4	7	1	2	0	3	1	0	0	3	0	3	0	3	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	2	1	0	1	0	0	0	0	1	2	0	0	0	6	2	0	0	3	1					
		0.42%	0.66%	0.72%	0.47%	0.75%	0.29%	0.76%	0.0%	0.62%	0.38%	0.0%	0.0%	1.01%	0.0%	1.12%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	1.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.51%	0.0%	0.98%	0.0%	0.0%	0.0%	0.0%	1.85%	0.37%	0.0%	0.0%	0.0%	1.69%	0.73%	0.0%	0.0%	0.97%	0.20%					
25	"8. ""Народно-республиканская партия России"""	16	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0					
		0.10%	0.0%	0.0%	0.11%	0.0%	0.29%	0.38%	0.0%	0.20%	0.0%	0.99%	0.0%	0.0%	0.59%	0.0%	0.0%	0.22%	0.27%	0.0%	0.0%	0.0%	0.21%	0.57%	0.0%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%	0.0%	0.99%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	36	1	0	2	4	0	0	2	1	0	0	1	2	0	0	0	2	0	0	0	1	0	0	4	0	1	1	0	0	1	0	0	1	0	4	1	0	0	0	0	0	1	0	2	1	2	0	0	0	1	0					
		0.23%	0.11%	0.0%	0.23%	0.43%	0.0%	0.0%	1.34%	0.20%	0.0%	0.0%	0.44%	0.67%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.69%	0.0%	0.0%	1.97%	0.0%	0.32%	0.18%	0.0%	0.0%	0.55%	0.0%	0.0%	0.18%	0.0%	2.25%	0.98%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	1.01%	0.36%	0.56%	0.0%	0.0%	0.0%	0.32%	0.0%					
27	"10. ""Аграрная партия России"""	1494	59	74	49	55	19	25	17	26	80	0	12	6	6	62	19	51	40	120	14	11	45	12	19	29	19	72	9	41	8	5	8	48	16	39	17	2	31	18	14	0	61	0	9	48	29	32	16	29	21	52					
		9.58%	6.49%	7.66%	5.78%	5.92%	5.63%	9.50%	11.40%	5.45%	30.53%	0.0%	5.38%	2.03%	3.59%	23.30%	11.04%	11.23%	11.04%	26.03%	7.77%	7.69%	9.55%	6.93%	9.35%	8.84%	6.18%	13.09%	6.0%	22.77%	4.46%	4.06%	5.22%	8.88%	8.24%	22.03%	16.66%	1.68%	12.10%	13.04%	6.93%	0.0%	11.42%	0.0%	4.54%	17.45%	8.16%	11.72%	7.58%	10.0%	6.79%	10.76%					
28	"11. ""Истинные патриоты России"""	15	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	1	1	0					
		0.09%	0.11%	0.0%	0.0%	0.32%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.28%	0.36%	0.0%	0.34%	0.32%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	118	10	11	4	9	5	2	1	0	1	1	2	0	3	0	1	6	2	1	1	0	3	0	3	5	0	4	2	1	0	1	0	8	2	0	3	0	0	2	2	1	4	0	1	3	2	2	0	1	1	7					
		0.75%	1.10%	1.13%	0.47%	0.96%	1.48%	0.76%	0.67%	0.0%	0.38%	0.99%	0.89%	0.0%	1.79%	0.0%	0.58%	1.32%	0.55%	0.21%	0.55%	0.0%	0.63%	0.0%	1.47%	1.52%	0.0%	0.72%	1.33%	0.55%	0.0%	0.81%	0.0%	1.48%	1.03%	0.0%	2.94%	0.0%	0.0%	1.44%	0.99%	1.85%	0.74%	0.0%	0.50%	1.09%	0.56%	0.73%	0.0%	0.34%	0.32%	1.44%					
30	"13. ""Демократическая партия России"""	29	2	0	2	0	3	3	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	1	2	0	0	0	0	1	2	0	0	0	0	0	1	2	0	0	1	0	1	0	0	1	0	0	1					
		0.18%	0.22%	0.0%	0.23%	0.0%	0.89%	1.14%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.55%	0.0%	0.0%	0.0%	0.0%	0.91%	0.32%	0.36%	0.0%	0.0%	0.0%	0.0%	0.65%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.99%	0.0%	0.0%	0.99%	0.0%	0.36%	0.0%	0.0%	0.47%	0.0%	0.0%	0.20%					
31	"14. ""Великая Россия - Евразийский Союз"""	28	0	2	3	2	1	2	0	1	0	0	1	0	0	0	0	0	3	1	0	0	1	0	1	0	2	0	0	0	0	0	0	1	1	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0					
		0.17%	0.0%	0.20%	0.35%	0.21%	0.29%	0.76%	0.0%	0.20%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.82%	0.21%	0.0%	0.0%	0.21%	0.0%	0.49%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.51%	0.0%	1.96%	0.0%	0.0%	0.0%	0.99%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	13	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2					
		0.08%	0.11%	0.10%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.43%	0.0%	1.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.64%	0.41%					
33	"16. ""Родина"" (народно-патриотический союз)"""	848	67	70	87	68	8	3	4	25	13	3	14	16	5	8	4	19	21	6	18	13	19	0	8	30	8	24	9	20	8	1	11	28	10	3	6	10	11	8	14	6	30	2	13	6	10	13	15	12	8	33					
		5.43%	7.37%	7.25%	10.27%	7.32%	2.37%	1.14%	2.68%	5.24%	4.96%	2.97%	6.27%	5.42%	2.99%	3.00%	2.32%	4.18%	5.80%	1.30%	10.0%	9.09%	4.03%	0.0%	3.94%	9.14%	2.60%	4.36%	6.0%	11.11%	4.46%	0.81%	7.18%	5.18%	5.15%	1.69%	5.88%	8.40%	4.29%	5.79%	6.93%	11.11%	5.61%	1.98%	6.56%	2.18%	2.81%	4.76%	7.10%	4.13%	2.58%	6.83%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	42	1	0	2	1	1	3	0	0	0	0	1	1	1	0	0	0	3	0	0	0	0	0	0	2	0	3	1	1	0	0	0	1	0	3	3	0	1	0	0	0	2	2	0	2	0	0	0	2	4	1					
		0.26%	0.11%	0.0%	0.23%	0.10%	0.29%	1.14%	0.0%	0.0%	0.0%	0.0%	0.44%	0.33%	0.59%	0.0%	0.0%	0.0%	0.82%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.54%	0.66%	0.55%	0.0%	0.0%	0.0%	0.18%	0.0%	1.69%	2.94%	0.0%	0.39%	0.0%	0.0%	0.0%	0.37%	1.98%	0.0%	0.72%	0.0%	0.0%	0.0%	0.68%	1.29%	0.20%					
35	"18. ""ЛДПР"""	1592	101	94	92	121	25	22	26	42	31	12	23	28	56	25	10	52	35	24	14	14	30	34	22	46	28	34	25	21	15	16	11	48	6	6	10	26	28	31	26	7	56	29	31	16	22	32	18	9	28	34					
		10.21%	11.11%	9.74%	10.86%	13.03%	7.41%	8.36%	17.44%	8.80%	11.83%	11.88%	10.31%	9.49%	33.53%	9.39%	5.81%	11.45%	9.66%	5.20%	7.77%	9.79%	6.36%	19.65%	10.83%	14.02%	9.12%	6.18%	16.66%	11.66%	8.37%	13.00%	7.18%	8.88%	3.09%	3.38%	9.80%	21.84%	10.93%	22.46%	12.87%	12.96%	10.48%	28.71%	15.65%	5.81%	6.19%	11.72%	8.53%	3.10%	9.06%	7.03%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	228	13	17	10	12	3	0	4	6	2	0	4	9	3	0	1	6	1	8	4	1	5	6	2	7	5	15	4	0	1	0	2	10	4	2	0	0	3	3	6	0	7	2	7	3	9	1	3	2	5	10					
		1.46%	1.43%	1.76%	1.18%	1.29%	0.89%	0.0%	2.68%	1.25%	0.76%	0.0%	1.79%	3.05%	1.79%	0.0%	0.58%	1.32%	0.27%	1.73%	2.22%	0.69%	1.06%	3.46%	0.98%	2.13%	1.62%	2.72%	2.66%	0.0%	0.55%	0.0%	1.30%	1.85%	2.06%	1.12%	0.0%	0.0%	1.17%	2.17%	2.97%	0.0%	1.31%	1.98%	3.53%	1.09%	2.53%	0.36%	1.42%	0.68%	1.61%	2.07%					
37	"20. ""Политическая партия ""Единая Россия"""	4721	312	248	227	233	101	52	31	177	52	60	56	80	28	56	40	150	105	174	60	33	176	47	57	61	100	239	44	26	39	56	70	151	73	32	37	36	124	25	56	25	162	29	60	95	155	75	69	77	108	142					
		30.28%	34.32%	25.69%	26.80%	25.10%	29.97%	19.77%	20.80%	37.10%	19.84%	59.40%	25.11%	27.11%	16.76%	21.05%	23.25%	33.03%	29.00%	37.74%	33.33%	23.07%	37.36%	27.16%	28.07%	18.59%	32.57%	43.45%	29.33%	14.44%	21.78%	45.52%	45.75%	27.96%	37.62%	18.07%	36.27%	30.25%	48.43%	18.11%	27.72%	46.29%	30.33%	28.71%	30.30%	34.54%	43.66%	27.47%	32.70%	26.55%	34.95%	29.39%					
38	"21. ""Российская Конституционно-демократическая партия"""	30	0	0	1	3	1	1	0	1	1	1	1	0	1	1	2	1	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	3	2					
		0.19%	0.0%	0.0%	0.11%	0.32%	0.29%	0.38%	0.0%	0.20%	0.38%	0.99%	0.44%	0.0%	0.59%	0.37%	1.16%	0.22%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.97%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.99%	1.01%	0.72%	0.0%	0.0%	0.0%	0.0%	0.97%	0.41%					
39	"22. ""Развитие предпринимательства"""	29	1	3	2	0	1	3	0	0	2	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	3	0	2	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1					
		0.18%	0.11%	0.31%	0.23%	0.0%	0.29%	1.14%	0.0%	0.0%	0.76%	0.0%	0.0%	0.67%	0.0%	0.37%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.54%	0.0%	1.11%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.0%	0.39%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3326	169	205	190	207	75	31	34	79	20	16	64	85	20	66	49	93	87	86	24	32	120	28	53	83	87	83	30	41	77	31	35	146	28	51	10	18	35	24	36	5	86	19	35	57	75	51	64	115	60	111					
		21.33%	18.59%	21.24%	22.43%	22.30%	22.25%	11.78%	22.81%	16.56%	7.63%	15.84%	28.69%	28.81%	11.97%	24.81%	28.48%	20.48%	24.03%	18.65%	13.33%	22.37%	25.47%	16.18%	26.10%	25.30%	28.33%	15.09%	20.0%	22.77%	43.01%	25.20%	22.87%	27.03%	14.43%	28.81%	9.80%	15.12%	13.67%	17.39%	17.82%	9.25%	16.10%	18.81%	17.67%	20.72%	21.12%	18.68%	30.33%	39.65%	19.41%	22.98%					
																																																									
41	Против всех	511	37	47	35	36	13	12	2	36	6	1	5	12	11	6	4	16	10	8	0	10	12	8	12	7	13	10	2	3	6	0	0	10	8	1	1	11	2	13	5	0	16	1	8	4	6	8	2	5	10	20					
		3.27%	4.07%	4.87%	4.13%	3.87%	3.85%	4.56%	1.34%	7.54%	2.29%	0.99%	2.24%	4.06%	6.58%	2.25%	2.32%	3.52%	2.76%	1.73%	0.0%	6.99%	2.54%	4.62%	5.91%	2.13%	4.23%	1.81%	1.33%	1.66%	3.35%	0.0%	0.0%	1.85%	4.12%	0.56%	0.98%	9.24%	0.78%	9.42%	2.47%	0.0%	2.99%	0.99%	4.04%	1.45%	1.69%	2.93%	0.94%	1.72%	3.23%	4.14%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
