Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Октябрьская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98									
		0.41%	0.78%	0.49%	1.11%	0.22%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0									
		0.12%	0.00%	0.33%	0.00%	0.22%	1.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	22	2	4	0	5	1	2	1	1	2	0	3	0	0	1	0									
		0.65%	0.26%	0.66%	0.00%	1.09%	1.61%	0.88%	1.10%	0.85%	1.10%	0.00%	1.06%	0.00%	0.00%	1.35%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	755	164	139	23	99	8	51	11	35	32	16	98	11	42	20	6									
		22.29%	21.35%	22.90%	25.56%	21.52%	12.90%	22.47%	12.09%	29.91%	17.58%	28.57%	34.75%	8.87%	22.58%	27.03%	9.84%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	4	2	1	2	0	0	0	0	1	0	2	0	0	0	1									
		0.38%	0.52%	0.33%	1.11%	0.43%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.71%	0.00%	0.00%	0.00%	1.64%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	73	28	15	1	10	0	3	2	1	4	1	4	1	2	0	1									
		2.16%	3.65%	2.47%	1.11%	2.17%	0.00%	1.32%	2.20%	0.85%	2.20%	1.79%	1.42%	0.81%	1.08%	0.00%	1.64%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
