Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Новоспасская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	829	15	26	10	20	15	15	20	25	15	5	30	40	60	30	25	30	5	60	15	30	27	18	20	35	10	40	40	50	15	30	23	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	759	15	22	10	18	9	12	20	25	13	2	24	40	60	24	25	30	5	60	15	30	27	17	20	35	10	19	24	50	15	30	23	30									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	174	2	2	3	11	6	14	5	16	0	2	5	6	2	4	1	3	3	13	10	4	6	4	3	0	4	5	4	14	8	7	4	3									
14	Число погашенных неиспользованных открепительных удостоверений	70	0	4	0	2	6	3	0	0	2	3	6	0	0	6	0	0	0	0	0	0	0	1	0	0	0	21	16	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	120	4	12	3	5	8	8	5	3	8	2	2	1	2	9	1	0	1	1	0	0	1	1	7	3	0	2	3	4	3	0	7	14									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	110	7	2	7	13	7	8	3	2	7	0	3	2	5	6	0	3	2	8	2	5	2	0	2	1	0	1	3	2	0	1	1	5									
		1.01%	1.38%	0.40%	2.56%	1.89%	1.17%	1.33%	0.54%	0.43%	0.98%	0.00%	1.04%	1.23%	1.55%	1.47%	0.00%	0.82%	1.34%	1.15%	0.82%	1.75%	1.09%	0.00%	0.65%	0.46%	0.00%	0.53%	0.87%	0.38%	0.00%	0.47%	0.91%	1.58%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	324	7	20	9	25	20	19	15	14	21	23	7	2	21	9	3	11	1	26	7	7	10	1	4	2	0	7	6	6	2	5	3	11									
		2.97%	1.38%	4.04%	3.30%	3.64%	3.34%	3.17%	2.72%	3.04%	2.95%	11.73%	2.43%	1.23%	6.50%	2.21%	1.55%	3.01%	0.67%	3.75%	2.88%	2.45%	5.43%	1.79%	1.29%	0.92%	0.00%	3.72%	1.75%	1.13%	1.35%	2.37%	2.73%	3.48%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	210	5	13	2	15	15	14	8	15	11	5	3	0	13	6	0	14	3	19	6	3	10	3	4	3	1	0	3	8	1	2	2	3									
		1.93%	0.98%	2.63%	0.73%	2.18%	2.51%	2.33%	1.45%	3.26%	1.54%	2.55%	1.04%	0.00%	4.02%	1.47%	0.00%	3.83%	2.01%	2.74%	2.47%	1.05%	5.43%	5.36%	1.29%	1.38%	1.06%	0.00%	0.87%	1.50%	0.68%	0.95%	1.82%	0.95%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6034	284	272	136	346	293	329	270	234	387	101	167	91	167	250	117	207	92	329	102	178	78	27	178	121	54	105	248	399	121	116	61	174									
		55.35%	55.91%	54.95%	49.82%	50.36%	48.99%	54.83%	48.91%	50.87%	54.35%	51.53%	57.99%	55.83%	51.70%	61.43%	60.62%	56.56%	61.74%	47.47%	41.98%	62.24%	42.39%	48.21%	57.61%	55.76%	57.45%	55.85%	72.30%	74.86%	81.76%	54.98%	55.45%	55.06%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	43	1	0	1	5	4	2	4	4	1	1	0	4	0	1	0	0	2	2	0	0	2	0	3	0	0	0	3	0	0	0	2	1									
		0.39%	0.20%	0.00%	0.37%	0.73%	0.67%	0.33%	0.72%	0.87%	0.14%	0.51%	0.00%	2.45%	0.00%	0.25%	0.00%	0.00%	1.34%	0.29%	0.00%	0.00%	1.09%	0.00%	0.97%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.00%	1.82%	0.32%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	3	4	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1									
		0.13%	0.59%	0.81%	0.00%	0.00%	0.00%	0.00%	0.18%	0.22%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.91%	0.32%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2179	114	101	59	146	137	128	129	97	131	38	55	46	78	69	37	66	42	121	52	38	28	6	74	59	29	43	52	63	11	38	23	69									
		19.99%	22.44%	20.40%	21.61%	21.25%	22.91%	21.33%	23.37%	21.09%	18.40%	19.39%	19.10%	28.22%	24.15%	16.95%	19.17%	18.03%	28.19%	17.46%	21.40%	13.29%	15.22%	10.71%	23.95%	27.19%	30.85%	22.87%	15.16%	11.82%	7.43%	18.01%	20.91%	21.84%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	48	6	4	1	1	4	1	2	2	14	0	2	0	2	1	1	1	0	0	1	1	1	0	1	2	0	0	0	0	0	0	0	0									
		0.44%	1.18%	0.81%	0.37%	0.15%	0.67%	0.17%	0.36%	0.43%	1.97%	0.00%	0.69%	0.00%	0.62%	0.25%	0.52%	0.27%	0.00%	0.00%	0.41%	0.35%	0.54%	0.00%	0.32%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	51	0	1	1	7	3	3	5	7	2	3	0	0	3	0	1	2	1	4	1	2	2	0	1	0	0	0	1	0	0	0	0	1									
		0.47%	0.00%	0.20%	0.37%	1.02%	0.50%	0.50%	0.91%	1.52%	0.28%	1.53%	0.00%	0.00%	0.93%	0.00%	0.52%	0.55%	0.67%	0.58%	0.41%	0.70%	1.09%	0.00%	0.32%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.32%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1									
		0.08%	0.20%	0.00%	0.37%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.46%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	78	4	3	3	4	7	3	6	0	9	1	4	2	1	6	2	3	2	3	1	1	6	0	0	0	1	1	1	0	0	1	1	2									
		0.72%	0.79%	0.61%	1.10%	0.58%	1.17%	0.50%	1.09%	0.00%	1.26%	0.51%	1.39%	1.23%	0.31%	1.47%	1.04%	0.82%	1.34%	0.43%	0.41%	0.35%	3.26%	0.00%	0.00%	0.00%	1.06%	0.53%	0.29%	0.00%	0.00%	0.47%	0.91%	0.63%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1353	63	51	33	97	83	66	86	64	93	10	31	14	22	46	26	47	3	144	55	40	32	17	20	20	8	20	19	41	10	40	14	38									
		12.41%	12.40%	10.30%	12.09%	14.12%	13.88%	11.00%	15.58%	13.91%	13.06%	5.10%	10.76%	8.59%	6.81%	11.30%	13.47%	12.84%	2.01%	20.78%	22.63%	13.99%	17.39%	30.36%	6.47%	9.22%	8.51%	10.64%	5.54%	7.69%	6.76%	18.96%	12.73%	12.03%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	0	1	1	1	0	2	2	1	1	4	2	0	2	0	1	0	0	2	1	0	1	0	2	0	0	1	1	4	0	0	0	0									
		0.28%	0.00%	0.20%	0.37%	0.15%	0.00%	0.33%	0.36%	0.22%	0.14%	2.04%	0.69%	0.00%	0.62%	0.00%	0.52%	0.00%	0.00%	0.29%	0.41%	0.00%	0.54%	0.00%	0.65%	0.00%	0.00%	0.53%	0.29%	0.75%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	256	7	15	11	18	14	15	15	11	24	6	6	0	4	5	1	7	1	30	11	5	7	0	5	4	0	9	4	7	3	3	1	7									
		2.35%	1.38%	3.03%	4.03%	2.62%	2.34%	2.50%	2.72%	2.39%	3.37%	3.06%	2.08%	0.00%	1.24%	1.23%	0.52%	1.91%	0.67%	4.33%	4.53%	1.75%	3.80%	0.00%	1.62%	1.84%	0.00%	4.79%	1.17%	1.31%	2.03%	1.42%	0.91%	2.22%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
