7	Число избирательных бюллетеней в переносных ящиках для голосования	1631	9	8	12	11	5	6	15	16	17	12	1	10	20	9	19	9	17	15	17	23	4	24	1	9	2	4	14	17	9	8	15	6	17	15	6	15	10	10	9	9	9	24	29	17	20	26	16	14	0	24	19	21	14	10	11	14	19	66	18	10	20	5	188	195	12	20	15	9	8	9	13	13	16	5	4	1	15	27	14	5	36	34	23	5	17	21	4	12	8	10	1	3	1	6	4	10	6	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	157277	2222	1323	1320	1921	1497	2025	1900	2033	1946	1809	1436	1363	2053	1726	1968	1747	1325	1681	1206	1713	1765	2132	1630	1247	1145	1868	1820	1737	1220	1774	1970	2370	2258	2079	2018	2268	1755	1774	1914	1321	1653	1573	1994	2063	1718	1866	1926	1892	2249	1711	1879	1780	1413	1900	1186	62	1558	1940	1938	1676	1980	1888	294	89	1642	1402	1222	2403	2022	1721	1405	1654	1390	1591	1255	1275	1888	2017	1530	88	1769	1806	1626	1900	1700	1870	315	202	1417	1133	1298	1156	1456	1000	536	2005	1687	763	626					
9	Число недействительных избирательных бюллетеней	2906	20	6	11	22	42	29	24	30	39	20	24	30	34	26	44	31	31	23	22	32	21	66	35	26	15	42	5	0	29	32	37	50	47	34	29	44	60	47	49	24	33	16	46	28	34	34	51	5	43	34	44	28	17	30	0	0	32	37	49	28	16	49	8	4	33	29	33	12	23	32	76	14	19	24	25	19	31	27	22	1	24	24	21	37	22	45	3	1	32	26	12	34	203	16	7	42	22	12	5					
10	Число действительных избирательных бюллетеней	156002	2211	1325	1321	1910	1460	2002	1891	2019	1924	1801	1413	1343	2039	1709	1943	1725	1311	1673	1201	1704	1748	2090	1596	1230	1132	1830	1829	1754	1200	1750	1948	2326	2228	2060	1995	2239	1705	1737	1874	1306	1629	1581	1977	2052	1704	1858	1891	1901	2206	1701	1854	1773	1410	1880	1197	76	1545	1969	1907	1658	1984	1844	474	280	1621	1393	1204	2400	2007	1698	1342	1653	1387	1572	1234	1257	1872	2017	1522	92	1781	1816	1628	1868	1695	1846	316	213	1393	1117	1287	1125	1254	990	533	1973	1671	751	621					
11	Число полученных открепительных  удостоверений	2325	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	35	25	25	25	25	25	25	25	25	25	25	25	25	25	30	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	0	25	25	25	25	25	25	0	0	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	0	25	25	25	25	25	25	5	5	25	25	25	25	25	25	5	25	25	20	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1441	23	14	16	19	24	21	17	11	12	11	10	10	18	12	23	6	8	17	13	24	33	25	17	8	9	13	12	16	22	17	14	24	14	17	26	25	12	9	13	9	24	16	15	17	16	19	17	17	23	18	18	21	12	19	12	0	16	11	21	13	16	5	0	0	11	14	11	23	25	12	6	10	11	20	11	13	22	20	8	0	12	20	10	16	12	18	1	4	12	12	4	10	15	17	2	22	7	15	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	5294	191	40	51	145	29	22	55	30	39	82	13	29	21	57	29	26	72	34	20	52	52	74	80	25	57	40	46	50	25	38	22	59	72	95	134	35	19	25	41	49	44	57	53	74	85	50	54	201	0	41	65	45	37	122	64	17	42	67	76	57	284	46	79	49	70	99	36	42	56	52	24	14	36	52	47	56	29	46	21	2	9	43	20	25	22	24	10	8	20	29	17	43	177	36	66	196	72	11	0					
14	Число неиспользованных открепительных удостоверений	884	2	11	9	6	1	4	8	14	13	14	15	15	7	13	2	19	17	8	12	1	2	0	8	17	16	12	13	9	3	8	11	1	11	8	4	0	13	16	12	16	1	9	10	8	9	6	8	8	2	7	7	4	13	6	13	0	9	14	4	12	9	20	0	0	14	11	14	2	0	13	19	15	14	5	14	12	3	5	17	0	13	5	15	9	13	7	4	1	13	13	21	15	10	8	3	3	18	5	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	109	1	3	0	0	0	1	0	0	0	2	1	1	2	1	0	2	1	3	1	1	1	1	1	1	0	2	1	0	1	1	0	3	0	1	2	2	1	2	1	3	2	0	2	0	4	4	4	3	2	3	1	2	0	1	0	0	0	0	1	1	2	0	0	0	0	1	1	1	1	0	3	3	1	1	1	5	1	1	0	0	2	0	2	0	0	4	0	0	0	1	0	0	1	0	0	0	2	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																										
18	Богданов Андрей Владимирович	2860	38	20	24	36	21	40	15	34	60	11	42	35	41	45	48	35	27	6	19	6	29	24	49	20	27	31	7	9	39	44	49	53	43	53	24	23	21	8	51	41	40	24	58	55	43	25	21	2	47	48	62	46	28	21	35	3	42	44	52	33	8	39	8	8	32	27	36	53	70	31	6	75	35	35	31	3	28	42	23	2	24	20	20	4	9	30	6	2	8	33	23	24	7	13	8	31	17	10	2					
		1.80%	1.70%	1.50%	1.80%	1.86%	1.40%	1.97%	0.78%	1.66%	3.06%	0.60%	2.92%	2.55%	1.98%	2.59%	2.42%	1.99%	2.01%	0.35%	1.55%	0.35%	1.64%	1.11%	3.00%	1.59%	2.35%	1.66%	0.38%	0.51%	3.17%	2.47%	2.47%	2.23%	1.89%	2.53%	1.19%	1.01%	1.19%	0.45%	2.65%	3.08%	2.41%	1.50%	2.87%	2.64%	2.47%	1.32%	1.08%	0.10%	2.09%	2.77%	3.27%	2.55%	1.96%	1.10%	2.92%	3.95%	2.66%	2.19%	2.66%	1.96%	0.40%	2.06%	1.66%	2.82%	1.93%	1.90%	2.91%	2.20%	3.45%	1.79%	0.42%	4.50%	2.49%	2.19%	2.46%	0.24%	1.47%	2.05%	1.49%	2.15%	1.33%	1.09%	1.21%	0.21%	0.52%	1.59%	1.88%	0.93%	0.56%	2.89%	1.77%	2.07%	0.48%	1.29%	1.48%	1.54%	1.00%	1.31%	0.32%					
19	Жириновский Владимир Вольфович	21708	412	169	197	178	86	256	152	142	348	198	244	269	407	342	389	388	234	108	211	59	140	304	259	215	160	398	150	98	252	301	247	207	357	384	229	152	115	103	287	254	282	167	342	351	275	133	203	114	389	295	317	269	253	205	210	6	311	312	310	286	181	301	88	34	283	207	194	235	182	117	143	337	283	293	237	83	367	359	280	15	154	309	144	109	303	314	36	17	149	164	247	209	84	210	59	183	278	72	17					
		13.66%	18.47%	12.70%	14.79%	9.21%	5.73%	12.60%	7.94%	6.93%	17.73%	10.87%	16.98%	19.59%	19.63%	19.71%	19.58%	22.10%	17.44%	6.37%	17.25%	3.40%	7.91%	14.10%	15.88%	17.12%	13.95%	21.26%	8.18%	5.59%	20.50%	16.89%	12.44%	8.71%	15.69%	18.34%	11.31%	6.66%	6.52%	5.77%	14.92%	19.10%	16.97%	10.46%	16.91%	16.88%	15.82%	7.03%	10.45%	5.98%	17.30%	17.00%	16.70%	14.94%	17.73%	10.73%	17.54%	7.89%	19.72%	15.55%	15.85%	16.96%	9.05%	15.90%	18.26%	11.97%	17.11%	14.56%	15.68%	9.74%	8.97%	6.76%	10.08%	20.22%	20.13%	18.36%	18.82%	6.50%	19.29%	17.56%	18.13%	16.13%	8.53%	16.79%	8.73%	5.72%	17.65%	16.60%	11.29%	7.94%	10.46%	14.35%	19.01%	18.03%	5.77%	20.87%	10.93%	9.08%	16.42%	9.44%	2.72%					
20	Зюганов Геннадий Андреевич	18954	241	112	104	120	105	195	155	253	299	135	195	204	328	249	329	188	239	63	224	310	111	199	173	150	130	237	75	61	186	299	177	219	318	344	219	143	144	98	268	171	230	185	348	335	281	140	288	108	348	247	327	385	277	214	151	14	268	283	335	258	294	233	67	67	188	232	208	366	164	188	101	199	197	144	207	40	282	361	291	23	194	213	110	203	101	298	37	14	109	190	150	117	59	95	47	126	184	54	9					
		11.93%	10.80%	8.41%	7.81%	6.21%	6.99%	9.60%	8.09%	12.35%	15.23%	7.41%	13.57%	14.86%	15.82%	14.35%	16.56%	10.71%	17.81%	3.71%	18.32%	17.86%	6.27%	9.23%	10.61%	11.94%	11.33%	12.66%	4.09%	3.48%	15.13%	16.78%	8.92%	9.22%	13.98%	16.43%	10.82%	6.26%	8.16%	5.49%	13.94%	12.86%	13.84%	11.58%	17.20%	16.11%	16.17%	7.40%	14.83%	5.67%	15.47%	14.24%	17.23%	21.38%	19.41%	11.20%	12.61%	18.42%	16.99%	14.11%	17.13%	15.30%	14.70%	12.31%	13.90%	23.59%	11.37%	16.32%	16.81%	15.17%	8.08%	10.87%	7.12%	11.94%	14.01%	9.02%	16.44%	3.13%	14.82%	17.66%	18.85%	24.73%	10.75%	11.58%	6.67%	10.66%	5.88%	15.76%	11.60%	6.54%	7.65%	16.62%	11.55%	10.09%	4.05%	9.44%	8.70%	6.25%	10.87%	7.08%	1.44%					
21	Медведев Дмитрий Анатольевич	112480	1520	1024	996	1576	1248	1511	1569	1590	1217	1457	932	835	1263	1073	1177	1114	811	1496	747	1329	1468	1563	1115	845	815	1164	1597	1586	723	1106	1475	1847	1510	1279	1523	1921	1425	1528	1268	840	1077	1205	1229	1311	1105	1560	1379	1677	1422	1111	1148	1073	852	1440	801	53	924	1330	1210	1081	1501	1271	311	171	1118	927	766	1746	1591	1362	1092	1042	872	1100	759	1131	1195	1255	928	52	1409	1274	1354	1552	1282	1204	237	180	1127	730	867	775	1104	672	419	1633	1192	615	593					
		70.78%	68.13%	76.93%	74.77%	81.57%	83.09%	74.40%	81.93%	77.60%	61.99%	80.01%	64.86%	60.82%	60.93%	61.84%	59.24%	63.44%	60.43%	88.21%	61.08%	76.56%	82.98%	72.50%	68.36%	67.28%	71.05%	62.18%	87.08%	90.42%	58.83%	62.07%	74.31%	77.74%	66.37%	61.08%	75.25%	84.14%	80.74%	85.65%	65.94%	63.16%	64.80%	75.45%	60.75%	63.03%	63.58%	82.45%	71.01%	87.99%	63.23%	64.03%	60.48%	59.58%	59.71%	75.39%	66.92%	69.74%	58.59%	66.30%	61.86%	64.12%	75.05%	67.14%	64.52%	60.21%	67.59%	65.19%	61.92%	72.39%	78.37%	78.73%	77.01%	62.51%	62.02%	68.92%	60.29%	88.64%	62.80%	61.40%	60.10%	55.91%	78.06%	69.24%	82.11%	81.47%	74.67%	63.67%	74.29%	84.11%	79.09%	63.87%	66.74%	66.87%	75.77%	66.80%	77.59%	81.04%	70.41%	80.60%	94.73%					
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
