Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Селтинская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818									
		0.18%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.96%	0.00%	0.00%	0.14%	0.20%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	18	0	0	0	2	3	1	2	0	0	6	2	0	1	1	0	0	0	0									
		0.33%	0.00%	0.00%	0.00%	0.64%	1.63%	0.94%	0.48%	0.00%	0.00%	0.42%	0.20%	0.00%	0.35%	0.88%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	521	16	18	17	18	19	16	33	10	20	183	108	13	18	9	5	9	4	5									
		9.47%	10.00%	7.03%	6.37%	5.75%	10.33%	15.09%	7.89%	5.24%	10.87%	12.76%	10.93%	9.70%	6.29%	7.89%	2.94%	7.20%	6.67%	4.46%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	2	1	2	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0									
		0.18%	1.25%	0.39%	0.75%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.21%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	120	3	3	7	8	7	0	3	4	6	46	20	5	3	0	3	0	1	1									
		2.18%	1.88%	1.17%	2.62%	2.56%	3.80%	0.00%	0.72%	2.09%	3.26%	3.21%	2.02%	3.73%	1.05%	0.00%	1.76%	0.00%	1.67%	0.89%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
