Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Оконешниковская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	64	9	3	5	4	2	1	4	2	1	3	0	0	8	0	0	5	0	0	4	1	4	1	1	0	1	3	2	0	0									
		1.21%	2.00%	0.70%	1.47%	1.23%	0.50%	1.79%	1.29%	1.10%	1.54%	1.02%	0.00%	0.00%	2.90%	0.00%	0.00%	1.20%	0.00%	0.00%	1.23%	2.56%	1.50%	1.19%	2.50%	0.00%	1.79%	0.84%	3.51%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	360	34	38	23	30	28	7	8	7	14	15	5	5	18	5	5	30	1	6	28	0	16	1	3	1	3	26	1	2	0									
		6.81%	7.56%	8.88%	6.76%	9.23%	7.00%	12.50%	2.59%	3.85%	21.54%	5.12%	6.94%	5.75%	6.52%	8.47%	8.77%	7.18%	1.49%	9.84%	8.64%	0.00%	6.02%	1.19%	7.50%	3.85%	5.36%	7.30%	1.75%	5.13%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	66	6	6	6	3	3	0	5	0	2	2	0	1	4	0	1	8	1	1	0	0	7	2	1	0	0	4	0	3	0									
		1.25%	1.33%	1.40%	1.76%	0.92%	0.75%	0.00%	1.62%	0.00%	3.08%	0.68%	0.00%	1.15%	1.45%	0.00%	1.75%	1.91%	1.49%	1.64%	0.00%	0.00%	2.63%	2.38%	2.50%	0.00%	0.00%	1.12%	0.00%	7.69%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2083	131	149	106	98	111	11	182	91	15	120	43	41	125	31	27	167	32	27	162	18	94	29	10	8	44	146	19	17	29									
		39.41%	29.11%	34.81%	31.18%	30.15%	27.75%	19.64%	58.90%	50.00%	23.08%	40.96%	59.72%	47.13%	45.29%	52.54%	47.37%	39.95%	47.76%	44.26%	50.00%	46.15%	35.34%	34.52%	25.00%	30.77%	78.57%	41.01%	33.33%	43.59%	54.72%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	1	4	0	1	1	0	0	1	0	1	0	1	0	2	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0									
		0.32%	0.22%	0.93%	0.00%	0.31%	0.25%	0.00%	0.00%	0.55%	0.00%	0.34%	0.00%	1.15%	0.00%	3.39%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	0	2	1	0	0	0	0	0	1	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0									
		0.21%	0.00%	0.00%	0.59%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.36%	1.69%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	926	70	38	74	59	85	12	40	24	19	54	6	14	32	5	8	71	19	8	56	11	56	21	13	4	3	86	12	6	20									
		17.52%	15.56%	8.88%	21.76%	18.15%	21.25%	21.43%	12.94%	13.19%	29.23%	18.43%	8.33%	16.09%	11.59%	8.47%	14.04%	16.99%	28.36%	13.11%	17.28%	28.21%	21.05%	25.00%	32.50%	15.38%	5.36%	24.16%	21.05%	15.38%	37.74%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	4	1	2	1	0	0	1	2	1	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0									
		0.34%	0.89%	0.23%	0.59%	0.31%	0.00%	0.00%	0.32%	1.10%	1.54%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	1.75%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	151	14	13	6	10	18	0	8	11	2	9	0	0	13	0	0	7	3	4	8	1	8	4	0	1	0	8	3	0	0									
		2.86%	3.11%	3.04%	1.76%	3.08%	4.50%	0.00%	2.59%	6.04%	3.08%	3.07%	0.00%	0.00%	4.71%	0.00%	0.00%	1.67%	4.48%	6.56%	2.47%	2.56%	3.01%	4.76%	0.00%	3.85%	0.00%	2.25%	5.26%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	0	1	0	0	2	1	1	2	0	1	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0									
		0.25%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.65%	0.55%	1.54%	0.68%	0.00%	1.15%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	3	4	5	3	1	0	1	0	1	0	0	0	3	1	3	4	0	1	1	0	0	2	0	0	0	5	0	1	0									
		0.74%	0.67%	0.93%	1.47%	0.92%	0.25%	0.00%	0.32%	0.00%	1.54%	0.00%	0.00%	0.00%	1.09%	1.69%	5.26%	0.96%	0.00%	1.64%	0.31%	0.00%	0.00%	2.38%	0.00%	0.00%	0.00%	1.40%	0.00%	2.56%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1226	145	146	94	94	119	21	40	37	4	72	12	15	52	14	11	97	5	12	48	8	57	16	12	9	3	57	19	4	3									
		23.20%	32.22%	34.11%	27.65%	28.92%	29.75%	37.50%	12.94%	20.33%	6.15%	24.57%	16.67%	17.24%	18.84%	23.73%	19.30%	23.21%	7.46%	19.67%	14.81%	20.51%	21.43%	19.05%	30.00%	34.62%	5.36%	16.01%	33.33%	10.26%	5.66%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	0	1	0	2	0	0	0	0	0	3	0	1	3	0	0	2	1	0	0	0	1	1	0	0	1	0	0	0	0									
		0.30%	0.00%	0.23%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	1.15%	1.09%	0.00%	0.00%	0.48%	1.49%	0.00%	0.00%	0.00%	0.38%	1.19%	0.00%	0.00%	1.79%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	131	17	13	10	12	13	1	10	3	0	0	2	2	5	0	2	6	4	1	8	0	9	1	0	2	0	5	0	4	1									
		2.48%	3.78%	3.04%	2.94%	3.69%	3.25%	1.79%	3.24%	1.65%	0.00%	0.00%	2.78%	2.30%	1.81%	0.00%	3.51%	1.44%	5.97%	1.64%	2.47%	0.00%	3.38%	1.19%	0.00%	7.69%	0.00%	1.40%	0.00%	10.26%	1.89%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
