Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																			
Дата голосования: 02.12.2007																																																																			
																																																																			
Наименование Избирательной комиссии:    Петроградская N18																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
		Сумма	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1863	31	23	16	32	28	24	18	31	46	27	34	23	36	35	13	14	24	34	15	196	12	67	27	54	19	15	34	24	21	18	46	16	53	0	0	35	20	27	49	22	27	12	48	25	12	6	31	32	19	29	12	35	20	29	85	41	119	22	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	4056	13	20	13	17	18	16	58	24	62	16	32	14	138	29	18	335	17	13	14	49	16	19	28	19	13	27	43	13	19	232	35	10	23	14	17	16	20	20	210	13	55	249	19	18	66	238	191	570	261	112	30	46	20	22	77	34	171	128	7	19					
14	Число погашенных неиспользованных открепительных удостоверений	817	0	9	34	3	22	11	17	19	4	23	16	12	19	15	22	21	11	16	35	4	23	3	8	5	11	35	16	11	14	32	4	5	2	0	0	0	15	23	8	13	8	38	10	5	23	29	19	18	31	3	23	0	15	6	0	19	1	28	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	116	1	0	1	2	4	5	1	0	0	0	2	2	4	3	3	1	2	2	2	0	1	1	5	1	0	6	7	0	0	3	1	6	4	0	0	7	0	3	2	0	1	4	2	2	1	2	0	5	0	1	2	1	2	4	2	2	3	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
18	1.Политическая партия «Аграрная партия России»	1162	13	8	23	14	26	12	18	35	29	29	27	14	28	14	6	22	12	31	25	33	14	13	16	28	10	35	21	11	12	20	18	13	28	4	5	29	8	26	34	15	17	20	25	19	3	18	27	24	29	21	22	15	10	32	33	11	23	25	2	7					
		2.11%	1.58%	1.10%	2.44%	1.92%	2.12%	1.39%	2.21%	3.76%	2.47%	3.21%	2.15%	1.81%	2.43%	1.42%	1.06%	2.78%	1.84%	2.91%	2.85%	3.55%	2.03%	1.72%	1.71%	2.79%	1.93%	3.60%	2.15%	1.85%	1.74%	2.18%	1.48%	2.32%	2.07%	2.17%	1.35%	2.99%	1.11%	2.80%	2.29%	2.21%	2.13%	1.24%	3.29%	3.10%	0.69%	1.30%	1.35%	0.99%	1.44%	2.22%	2.79%	2.44%	2.04%	3.42%	2.43%	2.24%	1.91%	2.44%	1.27%	3.14%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1521	17	15	49	14	22	29	28	19	35	31	35	24	35	19	17	25	22	39	44	27	19	16	46	48	16	36	33	27	24	24	40	9	47	5	1	22	31	27	31	11	23	31	20	22	3	17	28	30	27	30	26	25	17	22	32	15	50	37	2	5					
		2.77%	2.07%	2.07%	5.20%	1.92%	1.79%	3.35%	3.44%	2.04%	2.98%	3.43%	2.78%	3.10%	3.04%	1.93%	3.01%	3.16%	3.37%	3.66%	5.02%	2.91%	2.76%	2.11%	4.93%	4.79%	3.08%	3.71%	3.37%	4.54%	3.47%	2.61%	3.29%	1.60%	3.47%	2.72%	0.27%	2.27%	4.31%	2.91%	2.09%	1.62%	2.88%	1.91%	2.64%	3.59%	0.69%	1.23%	1.40%	1.24%	1.34%	3.17%	3.30%	4.07%	3.47%	2.35%	2.35%	3.05%	4.15%	3.61%	1.27%	2.24%					
20	3.Политическая партия «Демократическая партия России»	77	1	1	1	0	5	1	0	2	5	1	1	0	4	3	1	3	2	2	2	1	0	2	1	2	1	3	0	2	1	1	3	0	2	0	0	2	1	1	1	0	0	1	0	2	0	0	2	3	1	0	0	0	1	2	0	0	2	3	0	1					
		0.14%	0.12%	0.14%	0.11%	0.00%	0.41%	0.12%	0.00%	0.22%	0.43%	0.11%	0.08%	0.00%	0.35%	0.30%	0.18%	0.38%	0.31%	0.19%	0.23%	0.11%	0.00%	0.26%	0.11%	0.20%	0.19%	0.31%	0.00%	0.34%	0.14%	0.11%	0.25%	0.00%	0.15%	0.00%	0.00%	0.21%	0.14%	0.11%	0.07%	0.00%	0.00%	0.06%	0.00%	0.33%	0.00%	0.00%	0.10%	0.12%	0.05%	0.00%	0.00%	0.00%	0.20%	0.21%	0.00%	0.00%	0.17%	0.29%	0.00%	0.45%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6004	102	79	107	87	131	86	84	130	117	116	138	79	139	89	74	106	93	157	98	114	80	80	134	138	60	116	108	67	79	132	115	48	132	22	41	116	70	101	189	69	83	119	85	76	38	119	175	236	156	133	68	58	58	113	141	49	123	114	13	24					
		10.92%	12.39%	10.88%	11.35%	11.95%	10.69%	9.93%	10.32%	13.98%	9.95%	12.83%	10.98%	10.22%	12.09%	9.03%	13.12%	13.42%	14.24%	14.74%	11.19%	12.27%	11.63%	10.55%	14.36%	13.76%	11.56%	11.95%	11.04%	11.26%	11.43%	14.38%	9.47%	8.56%	9.75%	11.96%	11.08%	11.95%	9.72%	10.90%	12.72%	10.18%	10.40%	7.35%	11.20%	12.42%	8.74%	8.62%	8.72%	9.72%	7.74%	14.07%	8.63%	9.45%	11.84%	12.09%	10.38%	9.98%	10.20%	11.13%	8.28%	10.76%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	2312	37	21	44	37	54	47	33	38	48	46	53	33	72	53	38	40	44	56	34	56	13	45	57	49	20	56	54	42	35	40	77	21	78	4	5	55	43	46	60	27	26	30	32	24	17	19	41	27	31	26	27	42	33	36	58	27	49	47	4	5					
		4.21%	4.50%	2.89%	4.67%	5.08%	4.40%	5.43%	4.05%	4.09%	4.08%	5.09%	4.22%	4.27%	6.26%	5.38%	6.74%	5.06%	6.74%	5.26%	3.88%	6.03%	1.89%	5.94%	6.11%	4.89%	3.85%	5.77%	5.52%	7.06%	5.07%	4.36%	6.34%	3.74%	5.76%	2.17%	1.35%	5.66%	5.97%	4.96%	4.04%	3.98%	3.26%	1.85%	4.22%	3.92%	3.91%	1.38%	2.04%	1.11%	1.54%	2.75%	3.43%	6.84%	6.73%	3.85%	4.27%	5.50%	4.06%	4.59%	2.55%	2.24%					
23	6.Политическая партия «Партия социальной справедливости»	144	0	1	3	2	3	5	1	0	4	1	3	0	3	2	3	1	0	2	3	5	2	1	4	3	2	2	4	3	0	1	5	1	3	0	1	3	2	3	9	2	2	2	5	5	0	3	2	4	3	4	1	5	0	2	3	1	5	1	1	2					
		0.26%	0.00%	0.14%	0.32%	0.27%	0.24%	0.58%	0.12%	0.00%	0.34%	0.11%	0.24%	0.00%	0.26%	0.20%	0.53%	0.13%	0.00%	0.19%	0.34%	0.54%	0.29%	0.13%	0.43%	0.30%	0.39%	0.21%	0.41%	0.50%	0.00%	0.11%	0.41%	0.18%	0.22%	0.00%	0.27%	0.31%	0.28%	0.32%	0.61%	0.29%	0.25%	0.12%	0.66%	0.82%	0.00%	0.22%	0.10%	0.16%	0.15%	0.42%	0.13%	0.81%	0.00%	0.21%	0.22%	0.20%	0.41%	0.10%	0.64%	0.90%					
24	7.Политическая партия «Либерально-демократическая партия России»	3735	51	57	57	67	71	51	44	56	82	45	94	52	74	60	36	43	48	67	65	85	49	49	72	74	39	48	58	39	57	43	75	35	78	7	19	69	48	59	101	58	55	100	54	39	22	107	111	227	116	78	72	39	47	68	90	35	106	63	12	12					
		6.79%	6.20%	7.85%	6.04%	9.20%	5.79%	5.89%	5.41%	6.02%	6.97%	4.98%	7.48%	6.73%	6.43%	6.09%	6.38%	5.44%	7.35%	6.29%	7.42%	9.15%	7.12%	6.46%	7.72%	7.38%	7.51%	4.94%	5.93%	6.55%	8.25%	4.68%	6.17%	6.24%	5.76%	3.80%	5.14%	7.11%	6.67%	6.36%	6.80%	8.55%	6.89%	6.18%	7.11%	6.37%	5.06%	7.75%	5.53%	9.35%	5.76%	8.25%	9.14%	6.35%	9.59%	7.27%	6.62%	7.13%	8.79%	6.15%	7.64%	5.38%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7177	126	122	152	140	207	114	105	137	178	131	156	132	163	129	95	83	89	143	126	107	96	117	144	159	54	127	146	98	98	105	164	70	205	26	54	180	95	138	225	113	103	134	113	112	44	72	135	160	159	123	113	57	66	138	206	72	111	163	24	23					
		13.05%	15.31%	16.80%	16.12%	19.23%	16.88%	13.16%	12.90%	14.73%	15.14%	14.49%	12.41%	17.08%	14.17%	13.08%	16.84%	10.51%	13.63%	13.43%	14.38%	11.52%	13.95%	15.44%	15.43%	15.85%	10.40%	13.08%	14.93%	16.47%	14.18%	11.44%	13.50%	12.48%	15.14%	14.13%	14.59%	18.54%	13.19%	14.89%	15.14%	16.67%	12.91%	8.28%	14.89%	18.30%	10.11%	5.22%	6.73%	6.59%	7.89%	13.02%	14.34%	9.28%	13.47%	14.76%	15.16%	14.66%	9.20%	15.92%	15.29%	10.31%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	491	5	6	9	5	15	13	6	7	8	10	13	10	14	5	9	6	4	9	5	6	8	13	7	12	6	5	13	2	5	8	9	6	17	3	2	11	3	10	15	5	7	13	5	7	1	8	16	36	18	6	8	3	4	4	6	2	11	6	2	3					
		0.89%	0.61%	0.83%	0.95%	0.69%	1.22%	1.50%	0.74%	0.75%	0.68%	1.11%	1.03%	1.29%	1.22%	0.51%	1.60%	0.76%	0.61%	0.85%	0.57%	0.65%	1.16%	1.72%	0.75%	1.20%	1.16%	0.51%	1.33%	0.34%	0.72%	0.87%	0.74%	1.07%	1.26%	1.63%	0.54%	1.13%	0.42%	1.08%	1.01%	0.74%	0.88%	0.80%	0.66%	1.14%	0.23%	0.58%	0.80%	1.48%	0.89%	0.63%	1.02%	0.49%	0.82%	0.43%	0.44%	0.41%	0.91%	0.59%	1.27%	1.35%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	28197	397	361	418	302	607	429	434	419	568	408	639	369	518	513	225	396	264	456	404	414	352	354	380	403	279	449	442	235	335	454	620	311	650	95	229	404	352	421	686	329	411	1109	374	268	284	971	1377	1572	1411	465	391	318	204	446	684	237	651	481	90	132					
		51.28%	48.24%	49.72%	44.33%	41.48%	49.51%	49.54%	53.32%	45.05%	48.30%	45.13%	50.84%	47.74%	45.04%	52.03%	39.89%	50.13%	40.43%	42.82%	46.12%	44.56%	51.16%	46.70%	40.73%	40.18%	53.76%	46.24%	45.19%	39.50%	48.48%	49.46%	51.03%	55.44%	48.01%	51.63%	61.89%	41.61%	48.89%	45.42%	46.16%	48.53%	51.50%	68.50%	49.28%	43.79%	65.29%	70.36%	68.64%	64.77%	70.02%	49.21%	49.62%	51.79%	41.63%	47.70%	50.33%	48.27%	53.98%	46.97%	57.32%	59.19%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	3620	63	52	69	53	76	72	56	78	87	78	83	42	87	83	51	58	69	91	65	70	46	63	61	72	31	90	91	67	42	86	74	42	102	15	13	72	61	83	120	43	68	45	43	31	23	23	70	71	46	53	54	52	46	60	91	33	64	75	7	8					
		6.58%	7.65%	7.16%	7.32%	7.28%	6.20%	8.31%	6.88%	8.39%	7.40%	8.63%	6.60%	5.43%	7.57%	8.42%	9.04%	7.34%	10.57%	8.54%	7.42%	7.53%	6.69%	8.31%	6.54%	7.18%	5.97%	9.27%	9.30%	11.26%	6.08%	9.37%	6.09%	7.49%	7.53%	8.15%	3.51%	7.42%	8.47%	8.95%	8.08%	6.34%	8.52%	2.78%	5.67%	5.07%	5.29%	1.67%	3.49%	2.93%	2.28%	5.61%	6.85%	8.47%	9.39%	6.42%	6.70%	6.72%	5.31%	7.32%	4.46%	3.59%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
