Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Саратовская - 165																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	985	44	33	4	1	24	74	144	78	42	96	131	98	26	11	2	17	16	14	43	10	28	16	33									
		6.09%	4.06%	4.85%	1.75%	1.03%	5.08%	5.37%	12.00%	12.62%	3.89%	8.15%	9.96%	10.01%	2.89%	5.31%	2.74%	5.50%	5.26%	2.72%	5.04%	3.50%	3.68%	2.02%	3.85%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	2	1	0	0	0	6	0	0	0	5	0	0	3	0	0	0	0	4	1	0	0	0	1									
		0.14%	0.18%	0.15%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.78%	0.12%	0.00%	0.00%	0.00%	0.12%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	26	1	1	2	0	1	10	0	0	0	2	0	0	2	1	0	0	1	2	1	0	1	0	1									
		0.16%	0.09%	0.15%	0.87%	0.00%	0.21%	0.73%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.22%	0.48%	0.00%	0.00%	0.33%	0.39%	0.12%	0.00%	0.13%	0.00%	0.12%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.15%	0.44%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	38	5	1	1	0	0	1	0	0	0	3	0	3	5	0	0	5	1	4	1	0	3	0	5									
		0.24%	0.46%	0.15%	0.44%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.25%	0.00%	0.31%	0.56%	0.00%	0.00%	1.62%	0.33%	0.78%	0.12%	0.00%	0.39%	0.00%	0.58%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1060	75	31	16	8	18	63	72	36	72	23	26	10	98	24	4	27	13	143	46	31	59	62	103									
		6.56%	6.92%	4.56%	6.99%	8.25%	3.81%	4.57%	6.00%	5.83%	6.66%	1.95%	1.98%	1.02%	10.89%	11.59%	5.48%	8.74%	4.28%	27.77%	5.39%	10.84%	7.76%	7.81%	12.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	1	6	0	0	0	2	12	0	1	5	0	0	1	0	0	1	0	2	0	1	0	0	1									
		0.20%	0.09%	0.88%	0.00%	0.00%	0.00%	0.15%	1.00%	0.00%	0.09%	0.42%	0.00%	0.00%	0.11%	0.00%	0.00%	0.32%	0.00%	0.39%	0.00%	0.35%	0.00%	0.00%	0.12%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	154	4	18	2	0	6	5	24	2	7	25	3	9	4	2	4	5	5	7	8	0	7	2	5									
		0.95%	0.37%	2.65%	0.87%	0.00%	1.27%	0.36%	2.00%	0.32%	0.65%	2.12%	0.23%	0.92%	0.44%	0.97%	5.48%	1.62%	1.64%	1.36%	0.94%	0.00%	0.92%	0.25%	0.58%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
