Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Черекская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	76	0	0	0	0	14	15	0	0	13	6	5	0	0	18	5					
		0.54%	0.0%	0.0%	0.0%	0.0%	1.42%	1.58%	0.0%	0.0%	1.41%	0.98%	1.94%	0.0%	0.0%	2.02%	1.16%					
22	"5. ""За Русь Святую"""	9	0	0	0	0	0	0	0	0	6	1	0	0	0	0	2					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.16%	0.0%	0.0%	0.0%	0.0%	0.46%					
23	"6. ""Объединенная Российская партия ""Русь"""	6	0	0	0	0	0	0	0	0	1	2	0	0	0	2	1					
		0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.32%	0.0%	0.0%	0.0%	0.22%	0.23%					
24	"7. ""Новый курс - Автомобильная Россия"""	30	0	0	0	0	0	0	1	0	8	6	2	0	0	10	3					
		0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.87%	0.98%	0.77%	0.0%	0.0%	1.12%	0.69%					
25	"8. ""Народно-республиканская партия России"""	12	0	4	0	0	0	0	0	0	0	0	1	0	0	4	3					
		0.08%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.44%	0.69%					
26	"9. ""Российская экологическая партия ""Зеленые"""	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	1.86%					
27	"10. ""Аграрная партия России"""	467	0	9	31	0	40	27	43	167	40	6	7	36	0	49	12					
		3.34%	0.0%	1.52%	1.32%	0.0%	4.08%	2.85%	6.76%	14.09%	4.35%	0.98%	2.72%	2.02%	0.0%	5.50%	2.79%					
28	"11. ""Истинные патриоты России"""	126	0	0	0	0	0	0	7	0	45	5	4	48	0	17	0					
		0.90%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.10%	0.0%	4.89%	0.81%	1.55%	2.70%	0.0%	1.91%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	21	0	0	0	0	0	0	3	0	3	5	2	0	0	4	4					
		0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.32%	0.81%	0.77%	0.0%	0.0%	0.44%	0.93%					
30	"13. ""Демократическая партия России"""	7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.38%	0.0%	0.0%	0.0%	1.16%					
31	"14. ""Великая Россия - Евразийский Союз"""	42	0	0	0	0	0	0	6	0	1	0	0	30	0	2	3					
		0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.94%	0.0%	0.10%	0.0%	0.0%	1.69%	0.0%	0.22%	0.69%					
32	"15. ""Партия СЛОН"""	5	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2					
		0.03%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.46%					
33	"16. ""Родина"" (народно-патриотический союз)"""	205	0	8	122	0	7	26	6	0	4	5	3	0	0	15	9					
		1.46%	0.0%	1.35%	5.19%	0.0%	0.71%	2.74%	0.94%	0.0%	0.43%	0.81%	1.16%	0.0%	0.0%	1.68%	2.09%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	29	0	0	0	0	0	0	0	0	4	7	0	0	0	4	14					
		0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	1.14%	0.0%	0.0%	0.0%	0.44%	3.25%					
35	"18. ""ЛДПР"""	135	0	11	0	0	13	0	4	0	12	7	2	46	0	32	8					
		0.96%	0.0%	1.86%	0.0%	0.0%	1.32%	0.0%	0.62%	0.0%	1.30%	1.14%	0.77%	2.59%	0.0%	3.59%	1.86%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	428	0	0	0	0	0	0	112	63	105	17	14	53	0	22	42					
		3.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	17.61%	5.31%	11.42%	2.78%	5.44%	2.98%	0.0%	2.47%	9.76%					
37	"20. ""Политическая партия ""Единая Россия"""	8856	392	414	1836	842	670	709	349	533	384	417	70	985	725	388	142					
		63.34%	88.68%	70.16%	78.22%	94.60%	68.36%	74.94%	54.87%	44.97%	41.78%	68.36%	27.23%	55.52%	66.82%	43.59%	33.02%					
38	"21. ""Российская Конституционно-демократическая партия"""	6	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1					
		0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.77%	0.0%	0.0%	0.33%	0.23%					
39	"22. ""Развитие предпринимательства"""	10	0	2	0	0	0	0	0	0	1	0	1	0	0	3	3					
		0.07%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.38%	0.0%	0.0%	0.33%	0.69%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2168	38	97	350	42	128	162	53	187	150	73	87	257	360	124	60					
		15.50%	8.59%	16.44%	14.91%	4.71%	13.06%	17.12%	8.33%	15.78%	16.32%	11.96%	33.85%	14.48%	33.17%	13.93%	13.95%					
																						
41	Против всех	203	6	18	8	0	16	0	23	0	10	0	11	40	0	39	32					
		1.45%	1.35%	3.05%	0.34%	0.0%	1.63%	0.0%	3.61%	0.0%	1.08%	0.0%	4.28%	2.25%	0.0%	4.38%	7.44%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
