Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Верховажская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179									
		0.38%	0.25%	0.63%	0.56%	0.00%	0.00%	1.10%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.00%	0.59%	0.98%	0.00%	1.96%	0.00%	0.00%	0.00%	0.22%	0.00%	0.41%	1.23%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	43	7	4	7	1	0	0	3	0	0	0	6	0	1	7	0	0	0	0	0	0	0	0	0	2	0	2	0	3									
		0.71%	0.87%	0.63%	1.30%	0.56%	0.00%	0.00%	1.42%	0.00%	0.00%	0.00%	2.37%	0.00%	1.23%	2.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.82%	0.00%	1.52%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	1	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0									
		0.18%	0.12%	0.16%	0.00%	0.56%	0.30%	0.00%	0.00%	0.00%	1.25%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.22%	1.41%	0.41%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	61	13	4	5	1	2	1	1	0	0	4	5	3	0	4	1	0	3	3	0	1	1	1	0	2	1	3	1	1									
		1.00%	1.62%	0.63%	0.93%	0.56%	0.60%	1.10%	0.47%	0.00%	0.00%	1.52%	1.98%	2.38%	0.00%	1.59%	1.61%	0.00%	0.88%	2.94%	0.00%	1.96%	0.93%	0.60%	0.00%	0.44%	1.41%	1.23%	0.62%	0.51%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	918	130	96	84	25	28	32	42	24	6	42	40	22	10	24	11	13	58	20	9	9	20	36	4	68	2	27	21	15									
		15.05%	16.23%	15.09%	15.56%	13.97%	8.38%	35.16%	19.91%	26.09%	7.50%	15.91%	15.81%	17.46%	12.35%	9.52%	17.74%	14.29%	17.11%	19.61%	16.98%	17.65%	18.52%	21.43%	6.90%	15.01%	2.82%	11.11%	12.96%	7.58%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	5	0	3	0	0	0	2	0	0	2	0	0	0	0	2	0	2	2	0	0	0	0	0	1	1	0	0	1									
		0.34%	0.62%	0.00%	0.56%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	3.23%	0.00%	0.59%	1.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	1.41%	0.00%	0.00%	0.51%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	588	87	89	66	11	68	6	7	2	3	19	24	7	6	13	3	12	30	3	3	1	4	10	11	43	4	11	23	22									
		9.64%	10.86%	13.99%	12.22%	6.15%	20.36%	6.59%	3.32%	2.17%	3.75%	7.20%	9.49%	5.56%	7.41%	5.16%	4.84%	13.19%	8.85%	2.94%	5.66%	1.96%	3.70%	5.95%	18.97%	9.49%	5.63%	4.53%	14.20%	11.11%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
