Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Клинцовская городская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №1124	УИК №1125									
		0.21%	0.58%	0.59%	0.36%	0.13%	0.00%	0.56%	0.32%	0.20%	0.20%	0.32%	0.41%	0.29%	0.00%	0.22%	0.00%	0.14%	0.21%	0.49%	0.33%	0.06%	0.20%	0.00%	0.29%	0.20%	0.14%	0.39%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	104	1	8	3	2	5	8	3	2	1	2	2	2	9	6	0	5	2	10	7	1	4	0	0	1	6	3	0	7	0	4	0	0									
		0.28%	0.14%	1.19%	0.27%	0.25%	0.58%	0.50%	0.24%	0.20%	0.10%	0.32%	0.21%	0.19%	0.65%	0.45%	0.00%	0.34%	0.14%	0.82%	0.39%	0.06%	0.27%	0.00%	0.00%	0.07%	0.43%	0.29%	0.00%	1.00%	0.00%	1.08%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	3	0	0	2	0	0	0	3	0	1	0	0	1	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	2									
		0.05%	0.00%	0.44%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.30%	0.00%	0.10%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.08%	0.06%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	132	4	9	12	1	3	8	5	6	11	2	7	1	5	11	0	4	3	0	7	4	8	0	1	3	3	5	0	0	0	2	7	0									
		0.36%	0.58%	1.33%	1.07%	0.13%	0.35%	0.50%	0.40%	0.61%	1.08%	0.32%	0.72%	0.10%	0.36%	0.82%	0.00%	0.28%	0.21%	0.00%	0.39%	0.26%	0.54%	0.00%	0.07%	0.20%	0.21%	0.49%	0.00%	0.00%	0.00%	0.54%	0.39%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2966	69	117	114	95	105	133	108	113	115	72	87	96	123	101	91	102	104	126	156	147	135	71	69	125	88	74	46	113	15	42	11	3									
		8.07%	10.00%	17.33%	10.16%	11.95%	12.20%	8.26%	8.54%	11.41%	11.32%	11.67%	8.95%	9.20%	8.94%	7.50%	6.42%	7.03%	7.22%	10.38%	8.71%	9.38%	9.07%	4.79%	4.97%	8.17%	6.25%	7.23%	6.08%	16.19%	6.58%	11.38%	0.61%	0.23%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	82	0	2	0	1	1	3	1	2	11	5	3	3	6	4	0	2	5	5	1	3	4	0	2	2	3	2	0	3	1	1	4	2									
		0.22%	0.00%	0.30%	0.00%	0.13%	0.12%	0.19%	0.08%	0.20%	1.08%	0.81%	0.31%	0.29%	0.44%	0.30%	0.00%	0.14%	0.35%	0.41%	0.06%	0.19%	0.27%	0.00%	0.14%	0.13%	0.21%	0.20%	0.00%	0.43%	0.44%	0.27%	0.22%	0.15%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	843	8	37	43	56	28	30	26	16	22	15	18	12	27	30	31	16	39	43	61	50	44	23	10	21	23	18	14	45	10	19	4	4									
		2.29%	1.16%	5.48%	3.83%	7.04%	3.25%	1.86%	2.06%	1.62%	2.17%	2.43%	1.85%	1.15%	1.96%	2.23%	2.19%	1.10%	2.71%	3.54%	3.40%	3.19%	2.96%	1.55%	0.72%	1.37%	1.63%	1.76%	1.85%	6.45%	4.39%	5.15%	0.22%	0.30%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
