Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Турковская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	67	4	0	52	5	2	0	0	0	0	0	0	0	3	0	1									
		0.91%	0.48%	0.00%	9.30%	0.63%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.24%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	871	100	110	0	95	37	94	52	17	27	90	113	35	42	27	32									
		11.89%	11.93%	9.82%	0.00%	12.03%	14.86%	18.80%	16.25%	7.05%	12.00%	18.91%	24.20%	8.01%	12.84%	7.42%	7.79%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	44	0	0	41	0	0	0	0	0	0	0	0	0	1	0	2									
		0.60%	0.00%	0.00%	7.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.49%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	265	17	112	0	49	5	10	5	4	9	2	8	16	21	5	2									
		3.62%	2.03%	10.00%	0.00%	6.20%	2.01%	2.00%	1.56%	1.66%	4.00%	0.42%	1.71%	3.66%	6.42%	1.37%	0.49%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
