Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Ребрихинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	37	3	3	8	0	0	2	1	2	0	1	0	0	1	3	0	2	0	1	2	1	2	4	1	0	0									
		0.46%	0.53%	0.28%	1.23%	0.00%	0.00%	0.47%	0.41%	0.75%	0.00%	0.39%	0.00%	0.00%	0.37%	0.85%	0.00%	0.79%	0.00%	0.67%	0.79%	0.33%	3.57%	0.46%	0.22%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0									
		0.09%	0.00%	0.09%	0.00%	0.00%	0.45%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.67%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1507	116	209	145	36	61	71	38	41	22	52	13	18	61	46	17	58	40	27	45	47	7	183	62	41	51									
		18.80%	20.32%	19.77%	22.21%	17.82%	27.73%	16.63%	15.70%	15.47%	9.48%	20.31%	18.31%	18.00%	22.34%	13.11%	14.17%	22.83%	28.78%	18.00%	17.72%	15.56%	12.50%	20.87%	13.75%	15.71%	22.17%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	5	1	1	2	0	0	1	2	0	1	0	0	2	1	0	0	0	1	2	0	2	0	2	1	0									
		0.30%	0.88%	0.09%	0.15%	0.99%	0.00%	0.00%	0.41%	0.75%	0.00%	0.39%	0.00%	0.00%	0.73%	0.28%	0.00%	0.00%	0.00%	0.67%	0.79%	0.00%	3.57%	0.00%	0.44%	0.38%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	48	2	6	4	0	5	1	1	2	1	2	1	0	1	5	0	1	1	2	2	0	1	7	1	1	1									
		0.60%	0.35%	0.57%	0.61%	0.00%	2.27%	0.23%	0.41%	0.75%	0.43%	0.78%	1.41%	0.00%	0.37%	1.42%	0.00%	0.39%	0.72%	1.33%	0.79%	0.00%	1.79%	0.80%	0.22%	0.38%	0.43%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	2	0	0	0	1	0	0	0	1	0	0	2	2	0	0	1	0	0	1	0	0	0	0	0									
		0.14%	0.18%	0.19%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.73%	0.57%	0.00%	0.00%	0.72%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	88	13	16	11	1	0	5	0	4	2	2	3	2	3	1	0	3	1	2	2	0	1	10	0	5	1									
		1.10%	2.28%	1.51%	1.68%	0.50%	0.00%	1.17%	0.00%	1.51%	0.86%	0.78%	4.23%	2.00%	1.10%	0.28%	0.00%	1.18%	0.72%	1.33%	0.79%	0.00%	1.79%	1.14%	0.00%	1.92%	0.43%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1893	141	257	139	46	39	86	71	48	112	17	14	14	57	115	47	49	37	22	80	78	6	186	101	59	72									
		23.62%	24.69%	24.31%	21.29%	22.77%	17.73%	20.14%	29.34%	18.11%	48.28%	6.64%	19.72%	14.00%	20.88%	32.76%	39.17%	19.29%	26.62%	14.67%	31.50%	25.83%	10.71%	21.21%	22.39%	22.61%	31.30%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	0	3	2	0	1	3	1	4	0	0	0	0	0	0	0	1	0	0	2	1	0	3	4	2	1									
		0.35%	0.00%	0.28%	0.31%	0.00%	0.45%	0.70%	0.41%	1.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.79%	0.33%	0.00%	0.34%	0.89%	0.77%	0.43%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	680	82	135	74	18	20	25	13	15	6	26	3	19	12	13	1	10	5	11	7	16	3	105	51	5	5									
		8.49%	14.36%	12.77%	11.33%	8.91%	9.09%	5.85%	5.37%	5.66%	2.59%	10.16%	4.23%	19.00%	4.40%	3.70%	0.83%	3.94%	3.60%	7.33%	2.76%	5.30%	5.36%	11.97%	11.31%	1.92%	2.17%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
