Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Чистопольская городская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №2781	УИК №2782	УИК №2783	УИК №2784	УИК №2785	УИК №2786	УИК №2787	УИК №2788	УИК №2789	УИК №2790	УИК №2791	УИК №2792	УИК №2793	УИК №2794	УИК №2795	УИК №2796	УИК №2797	УИК №2798	УИК №2799	УИК №2800	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831					
18	1.Политическая партия «Аграрная партия России»	246	5	6	9	14	6	20	0	3	8	0	6	0	0	3	1	2	0	8	2	6	9	3	0	10	6	10	5	4	6	3	5	2	5	9	7	0	4	3	0	0	0	2	4	11	9	14	9	1	2	1	3					
		0.61%	0.46%	0.49%	0.86%	1.52%	0.50%	2.16%	0.00%	0.32%	0.83%	0.00%	0.76%	0.00%	0.00%	0.36%	0.13%	0.26%	0.00%	0.86%	0.21%	0.48%	1.55%	0.28%	0.00%	1.29%	0.63%	0.88%	0.84%	0.51%	1.13%	0.54%	1.25%	0.23%	0.42%	1.04%	0.96%	0.00%	0.74%	0.57%	0.00%	0.00%	0.00%	0.20%	0.90%	1.60%	1.54%	1.48%	1.03%	0.13%	0.17%	0.47%	0.64%					
19	2.Всероссийская политическая партия «Гражданская Сила»	124	2	2	3	1	8	9	0	4	0	0	1	0	0	5	2	1	0	1	3	6	7	1	2	5	3	1	3	1	2	2	2	3	0	6	0	1	1	0	0	0	0	6	0	3	5	12	7	1	2	0	0					
		0.31%	0.18%	0.16%	0.29%	0.11%	0.67%	0.97%	0.00%	0.43%	0.00%	0.00%	0.13%	0.00%	0.00%	0.59%	0.25%	0.13%	0.00%	0.11%	0.31%	0.48%	1.20%	0.09%	0.22%	0.65%	0.32%	0.09%	0.51%	0.13%	0.38%	0.36%	0.50%	0.35%	0.00%	0.69%	0.00%	0.11%	0.19%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.44%	0.86%	1.26%	0.80%	0.13%	0.17%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	36	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	1	1	0	1	0	0	0	3	1	4	0	0	1	1	0	4	1	4	2	0	0	0	2	0	0	0	4	0	0	0	0	1	0	0					
		0.09%	0.00%	0.08%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.25%	0.00%	0.00%	0.11%	0.10%	0.00%	0.17%	0.00%	0.00%	0.00%	0.32%	0.09%	0.67%	0.00%	0.00%	0.18%	0.25%	0.00%	0.34%	0.12%	0.55%	0.22%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2300	20	105	46	104	30	87	0	24	35	51	15	6	7	44	9	19	0	88	65	108	60	27	30	80	39	128	85	69	9	15	15	36	29	51	25	20	23	20	3	13	43	25	18	96	64	113	81	94	107	3	16					
		5.72%	1.84%	8.54%	4.42%	11.29%	2.50%	9.41%	0.00%	2.59%	3.62%	7.59%	1.89%	0.65%	6.36%	5.23%	1.13%	2.43%	0.00%	9.41%	6.78%	8.61%	10.31%	2.48%	3.35%	10.32%	4.13%	11.27%	14.31%	8.82%	1.69%	2.70%	3.75%	4.23%	2.43%	5.88%	3.43%	2.20%	4.28%	3.77%	5.08%	1.10%	3.18%	2.49%	4.04%	13.93%	10.96%	11.91%	9.26%	11.94%	9.27%	1.40%	3.40%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	195	6	5	5	3	3	1	0	3	1	3	2	0	0	3	11	0	0	1	1	3	1	2	3	2	2	2	6	3	5	0	4	1	0	3	32	5	4	0	0	5	40	1	1	3	2	7	3	2	5	0	0					
		0.49%	0.55%	0.41%	0.48%	0.33%	0.25%	0.11%	0.00%	0.32%	0.10%	0.45%	0.25%	0.00%	0.00%	0.36%	1.38%	0.00%	0.00%	0.11%	0.10%	0.24%	0.17%	0.18%	0.34%	0.26%	0.21%	0.18%	1.01%	0.38%	0.94%	0.00%	1.00%	0.12%	0.00%	0.35%	4.39%	0.55%	0.74%	0.00%	0.00%	0.42%	2.96%	0.10%	0.22%	0.44%	0.34%	0.74%	0.34%	0.25%	0.43%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	58	0	1	0	2	0	0	0	0	0	2	1	0	0	3	3	1	0	1	3	3	1	0	0	0	0	4	2	2	1	0	0	1	2	1	0	2	0	0	0	6	0	1	1	1	0	7	5	0	0	0	1					
		0.14%	0.00%	0.08%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.13%	0.00%	0.00%	0.36%	0.38%	0.13%	0.00%	0.11%	0.31%	0.24%	0.17%	0.00%	0.00%	0.00%	0.00%	0.35%	0.34%	0.26%	0.19%	0.00%	0.00%	0.12%	0.17%	0.12%	0.00%	0.22%	0.00%	0.00%	0.00%	0.51%	0.00%	0.10%	0.22%	0.15%	0.00%	0.74%	0.57%	0.00%	0.00%	0.00%	0.21%					
24	7.Политическая партия «Либерально-демократическая партия России»	1200	23	62	21	66	6	58	0	19	21	21	22	20	0	44	2	22	0	29	19	67	37	8	7	41	25	71	34	18	10	20	6	10	0	28	18	6	10	6	0	5	15	33	15	46	46	63	58	2	19	3	18					
		2.99%	2.12%	5.04%	2.02%	7.17%	0.50%	6.27%	0.00%	2.05%	2.17%	3.13%	2.77%	2.17%	0.00%	5.23%	0.25%	2.81%	0.00%	3.10%	1.98%	5.34%	6.36%	0.74%	0.78%	5.29%	2.65%	6.25%	5.72%	2.30%	1.88%	3.60%	1.50%	1.17%	0.00%	3.23%	2.47%	0.66%	1.86%	1.13%	0.00%	0.42%	1.11%	3.29%	3.36%	6.68%	7.88%	6.64%	6.63%	0.25%	1.65%	1.40%	3.82%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2135	45	87	65	97	38	90	7	27	45	27	30	31	9	51	10	14	1	28	32	72	2	30	12	80	21	104	41	77	27	30	31	26	32	46	25	33	24	13	2	7	36	36	33	86	53	102	85	104	109	4	18					
		5.31%	4.14%	7.08%	6.24%	10.53%	3.17%	9.73%	7.61%	2.92%	4.65%	4.02%	3.78%	3.37%	8.18%	6.06%	1.25%	1.79%	1.49%	2.99%	3.34%	5.74%	0.34%	2.76%	1.34%	10.32%	2.22%	9.15%	6.90%	9.85%	5.08%	5.41%	7.75%	3.05%	2.69%	5.30%	3.43%	3.62%	4.46%	2.45%	3.39%	0.59%	2.66%	3.59%	7.40%	12.48%	9.08%	10.75%	9.71%	13.21%	9.45%	1.86%	3.82%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	100	1	3	2	7	1	5	0	1	3	0	2	2	0	2	4	0	2	0	2	3	4	1	0	0	2	5	1	1	1	1	2	2	1	1	5	1	5	0	0	2	0	5	2	4	2	3	3	2	2	0	2					
		0.25%	0.09%	0.24%	0.19%	0.76%	0.08%	0.54%	0.00%	0.11%	0.31%	0.00%	0.25%	0.22%	0.00%	0.24%	0.50%	0.00%	2.99%	0.00%	0.21%	0.24%	0.69%	0.09%	0.00%	0.00%	0.21%	0.44%	0.17%	0.13%	0.19%	0.18%	0.50%	0.23%	0.08%	0.12%	0.69%	0.11%	0.93%	0.00%	0.00%	0.17%	0.00%	0.50%	0.45%	0.58%	0.34%	0.32%	0.34%	0.25%	0.17%	0.00%	0.42%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	33378	983	951	875	616	1095	639	85	841	844	557	713	856	94	672	751	721	64	777	819	965	453	1012	828	541	836	800	404	597	461	475	321	765	1118	708	598	838	460	483	54	1132	1215	877	365	424	391	614	610	576	896	200	408					
		83.07%	90.52%	77.38%	84.05%	66.88%	91.33%	69.08%	92.39%	90.82%	87.28%	82.89%	89.91%	93.04%	85.45%	79.90%	94.11%	92.20%	95.52%	83.10%	85.40%	76.89%	77.84%	93.10%	92.51%	69.81%	88.47%	70.42%	68.01%	76.34%	86.65%	85.59%	80.25%	89.79%	93.87%	81.57%	82.03%	91.99%	85.50%	91.13%	91.53%	96.10%	89.87%	87.44%	81.84%	61.54%	66.95%	64.70%	69.71%	73.19%	77.64%	93.02%	86.62%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	219	1	6	2	6	7	7	0	3	7	10	0	0	0	4	1	2	0	1	9	12	3	3	6	10	2	9	2	5	6	2	5	1	0	14	12	3	2	5	0	3	0	9	6	5	6	9	9	1	2	1	0					
		0.55%	0.09%	0.49%	0.19%	0.65%	0.58%	0.76%	0.00%	0.32%	0.72%	1.49%	0.00%	0.00%	0.00%	0.48%	0.13%	0.26%	0.00%	0.11%	0.94%	0.96%	0.52%	0.28%	0.67%	1.29%	0.21%	0.79%	0.34%	0.64%	1.13%	0.36%	1.25%	0.12%	0.00%	1.61%	1.65%	0.33%	0.37%	0.94%	0.00%	0.25%	0.00%	0.90%	1.35%	0.73%	1.03%	0.95%	1.03%	0.13%	0.17%	0.47%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
