Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Арзгирская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	3	1	1	4	1	1	1	3	1	3	2	0					
		0.20%	0.20%	0.06%	0.06%	0.31%	0.50%	0.21%	0.16%	0.31%	0.23%	0.64%	0.24%	0.0%					
27	"10. ""Аграрная партия России"""	1888	230	188	286	275	32	112	135	182	109	94	173	72					
		18.79%	15.51%	12.71%	19.95%	21.31%	16.16%	23.57%	22.84%	19.09%	25.89%	20.30%	21.12%	16.36%					
28	"11. ""Истинные патриоты России"""	74	2	1	5	3	6	14	11	5	5	6	2	14					
		0.73%	0.13%	0.06%	0.34%	0.23%	3.03%	2.94%	1.86%	0.52%	1.18%	1.29%	0.24%	3.18%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	74	9	16	12	16	0	4	3	5	1	3	5	0					
		0.73%	0.60%	1.08%	0.83%	1.24%	0.0%	0.84%	0.50%	0.52%	0.23%	0.64%	0.61%	0.0%					
30	"13. ""Демократическая партия России"""	19	2	4	3	4	0	2	0	2	0	0	1	1					
		0.18%	0.13%	0.27%	0.20%	0.31%	0.0%	0.42%	0.0%	0.20%	0.0%	0.0%	0.12%	0.22%					
31	"14. ""Великая Россия - Евразийский Союз"""	26	2	1	3	2	8	1	1	2	3	1	0	2					
		0.25%	0.13%	0.06%	0.20%	0.15%	4.04%	0.21%	0.16%	0.20%	0.71%	0.21%	0.0%	0.45%					
32	"15. ""Партия СЛОН"""	20	0	4	1	1	1	1	3	1	1	3	4	0					
		0.19%	0.0%	0.27%	0.06%	0.07%	0.50%	0.21%	0.50%	0.10%	0.23%	0.64%	0.48%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	789	140	147	140	91	6	23	30	46	30	12	106	18					
		7.85%	9.44%	9.93%	9.76%	7.05%	3.03%	4.84%	5.07%	4.82%	7.12%	2.59%	12.94%	4.09%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	44	3	6	3	5	2	7	3	0	0	3	11	1					
		0.43%	0.20%	0.40%	0.20%	0.38%	1.01%	1.47%	0.50%	0.0%	0.0%	0.64%	1.34%	0.22%					
35	"18. ""ЛДПР"""	1484	274	236	225	245	4	88	92	120	40	23	91	46					
		14.77%	18.48%	15.95%	15.70%	18.99%	2.02%	18.52%	15.56%	12.59%	9.50%	4.96%	11.11%	10.45%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	180	20	40	29	20	0	6	14	14	4	7	16	10					
		1.79%	1.34%	2.70%	2.02%	1.55%	0.0%	1.26%	2.36%	1.46%	0.95%	1.51%	1.95%	2.27%					
37	"20. ""Политическая партия ""Единая Россия"""	2489	322	389	325	226	81	98	157	354	109	156	120	152					
		24.78%	21.72%	26.30%	22.67%	17.51%	40.90%	20.63%	26.56%	37.14%	25.89%	33.69%	14.65%	34.54%					
38	"21. ""Российская Конституционно-демократическая партия"""	17	1	3	4	0	1	1	2	1	1	0	1	2					
		0.16%	0.06%	0.20%	0.27%	0.0%	0.50%	0.21%	0.33%	0.10%	0.23%	0.0%	0.12%	0.45%					
39	"22. ""Развитие предпринимательства"""	38	4	8	8	3	3	5	3	1	0	0	1	2					
		0.37%	0.26%	0.54%	0.55%	0.23%	1.51%	1.05%	0.50%	0.10%	0.0%	0.0%	0.12%	0.45%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1486	294	225	212	230	15	30	43	79	63	85	158	52					
		14.79%	19.83%	15.21%	14.79%	17.82%	7.57%	6.31%	7.27%	8.28%	14.96%	18.35%	19.29%	11.81%					
																			
41	Против всех	366	49	55	46	40	3	31	19	36	17	25	34	11					
		3.64%	3.30%	3.71%	3.21%	3.10%	1.51%	6.52%	3.21%	3.77%	4.03%	5.39%	4.15%	2.5%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
