Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Шалинская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3952	461	415	205	240	377	265	224	53	331	45	249	79	177	262	140	206	37	160	26									
		54.91%	47.04%	48.26%	50.87%	56.60%	55.52%	56.14%	61.54%	69.74%	71.49%	62.50%	67.85%	43.65%	51.45%	55.27%	54.90%	49.64%	57.81%	62.02%	56.52%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	58	8	7	4	6	2	2	5	0	3	0	0	4	4	6	0	3	0	2	2									
		0.81%	0.82%	0.81%	0.99%	1.42%	0.29%	0.42%	1.37%	0.00%	0.65%	0.00%	0.00%	2.21%	1.16%	1.27%	0.00%	0.72%	0.00%	0.78%	4.35%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	3	0	0	1	0	0	2	0	0	0	1	0	3	3	3	2	0	2	0									
		0.28%	0.31%	0.00%	0.00%	0.24%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.27%	0.00%	0.87%	0.63%	1.18%	0.48%	0.00%	0.78%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1203	194	188	60	70	108	77	46	7	47	14	51	30	56	85	41	73	6	41	9									
		16.72%	19.80%	21.86%	14.89%	16.51%	15.91%	16.31%	12.64%	9.21%	10.15%	19.44%	13.90%	16.57%	16.28%	17.93%	16.08%	17.59%	9.38%	15.89%	19.57%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	44	12	10	2	0	6	1	2	0	0	0	0	1	2	5	2	1	0	0	0									
		0.61%	1.22%	1.16%	0.50%	0.00%	0.88%	0.21%	0.55%	0.00%	0.00%	0.00%	0.00%	0.55%	0.58%	1.05%	0.78%	0.24%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	55	8	15	2	2	8	3	6	0	1	0	2	1	2	1	1	2	0	1	0									
		0.76%	0.82%	1.74%	0.50%	0.47%	1.18%	0.64%	1.65%	0.00%	0.22%	0.00%	0.54%	0.55%	0.58%	0.21%	0.39%	0.48%	0.00%	0.39%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	3	1	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	2	0									
		0.15%	0.31%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.27%	0.00%	0.58%	0.00%	0.00%	0.24%	0.00%	0.78%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	77	13	12	7	4	8	4	1	2	3	1	1	2	3	4	4	1	0	5	2									
		1.07%	1.33%	1.40%	1.74%	0.94%	1.18%	0.85%	0.27%	2.63%	0.65%	1.39%	0.27%	1.10%	0.87%	0.84%	1.57%	0.24%	0.00%	1.94%	4.35%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	615	92	83	41	28	76	51	28	6	25	4	24	20	25	34	19	42	0	17	0									
		8.55%	9.39%	9.65%	10.17%	6.60%	11.19%	10.81%	7.69%	7.89%	5.40%	5.56%	6.54%	11.05%	7.27%	7.17%	7.45%	10.12%	0.00%	6.59%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	43	1	2	1	3	1	21	3	0	1	0	2	0	1	1	2	2	1	1	0									
		0.60%	0.10%	0.23%	0.25%	0.71%	0.15%	4.45%	0.82%	0.00%	0.22%	0.00%	0.54%	0.00%	0.29%	0.21%	0.78%	0.48%	1.56%	0.39%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	438	82	58	48	18	25	0	14	2	31	2	4	19	27	28	12	37	12	16	3									
		6.09%	8.37%	6.74%	11.91%	4.25%	3.68%	0.00%	3.85%	2.63%	6.70%	2.78%	1.09%	10.50%	7.85%	5.91%	4.71%	8.92%	18.75%	6.20%	6.52%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
