Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																				
Дата голосования: 02.12.2007																																																																				
																																																																				
Наименование Избирательной комиссии:    Ленинск-Кузнецкая городская																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
		Сумма	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №1713	УИК №1714	УИК №1715	УИК №1716					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	857	14	9	4	18	21	9	21	15	15	12	20	14	40	37	13	14	16	16	19	17	6	10	15	16	14	15	3	1	12	9	22	17	14	10	7	15	18	14	8	8	5	10	7	27	10	9	18	16	9	16	18	8	28	36	14	30	18	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																				
18	1.Политическая партия «Аграрная партия России»	588	8	6	1	6	8	11	25	14	16	7	14	14	12	13	19	12	12	5	19	1	6	15	13	11	25	20	3	6	10	4	0	6	6	7	9	18	7	16	6	4	6	2	8	19	6	7	14	12	3	16	13	4	16	10	8	17	3	0	4	4	1					
		0.88%	0.59%	0.63%	0.23%	0.41%	0.72%	1.03%	1.47%	1.29%	1.13%	0.80%	0.92%	1.15%	0.89%	0.65%	1.94%	0.94%	0.99%	0.50%	1.33%	0.13%	0.75%	1.55%	0.92%	1.27%	2.02%	1.51%	0.58%	0.91%	1.20%	0.73%	0.00%	0.54%	0.70%	0.69%	1.03%	1.11%	0.73%	1.09%	0.77%	0.66%	0.89%	0.20%	0.65%	1.16%	0.46%	0.65%	0.96%	0.85%	0.25%	1.11%	0.92%	0.78%	1.04%	0.66%	0.74%	1.02%	0.29%	0.00%	0.89%	0.98%	0.73%					
19	2.Всероссийская политическая партия «Гражданская Сила»	391	5	5	1	13	4	7	32	14	15	5	10	5	9	13	3	10	12	9	8	6	5	2	9	7	7	10	1	2	5	2	0	14	0	7	14	14	5	7	3	0	2	2	2	8	4	3	2	6	3	6	10	6	13	9	2	5	5	0	2	1	0					
		0.59%	0.37%	0.53%	0.23%	0.90%	0.36%	0.65%	1.88%	1.29%	1.06%	0.57%	0.66%	0.41%	0.67%	0.65%	0.31%	0.78%	0.99%	0.90%	0.56%	0.76%	0.62%	0.21%	0.63%	0.81%	0.56%	0.76%	0.19%	0.30%	0.60%	0.36%	0.00%	1.26%	0.00%	0.69%	1.60%	0.86%	0.52%	0.48%	0.39%	0.00%	0.30%	0.20%	0.16%	0.49%	0.31%	0.28%	0.14%	0.43%	0.25%	0.41%	0.70%	1.16%	0.85%	0.60%	0.18%	0.30%	0.49%	0.00%	0.45%	0.24%	0.00%					
20	3.Политическая партия «Демократическая партия России»	79	1	0	0	2	0	1	5	0	2	1	0	2	2	1	1	3	1	3	4	2	0	0	2	0	0	1	1	0	0	1	0	0	0	0	1	3	2	1	0	1	0	1	3	1	3	0	1	1	1	4	1	4	2	2	3	1	4	0	2	1	0					
		0.12%	0.07%	0.00%	0.00%	0.14%	0.00%	0.09%	0.29%	0.00%	0.14%	0.11%	0.00%	0.16%	0.15%	0.05%	0.10%	0.23%	0.08%	0.30%	0.28%	0.25%	0.00%	0.00%	0.14%	0.00%	0.00%	0.08%	0.19%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.11%	0.18%	0.21%	0.07%	0.00%	0.17%	0.00%	0.10%	0.24%	0.06%	0.23%	0.00%	0.07%	0.07%	0.08%	0.28%	0.07%	0.78%	0.13%	0.13%	0.28%	0.06%	0.39%	0.00%	0.45%	0.24%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5561	90	67	26	97	90	173	221	119	131	72	111	95	105	93	107	136	126	66	122	87	95	103	161	63	102	151	37	52	61	46	58	48	62	71	88	354	80	108	43	46	44	91	70	158	76	53	90	126	66	74	117	56	127	94	101	101	80	0	34	29	11					
		8.37%	6.66%	7.04%	6.05%	6.70%	8.08%	16.12%	12.98%	10.99%	9.26%	8.22%	7.32%	7.79%	7.77%	4.68%	10.95%	10.64%	10.43%	6.59%	8.56%	10.98%	11.80%	10.63%	11.35%	7.30%	8.23%	11.43%	7.10%	7.87%	7.34%	8.35%	3.69%	4.30%	7.19%	7.02%	10.05%	21.77%	8.32%	7.37%	5.52%	7.59%	6.55%	9.17%	5.70%	9.65%	5.88%	4.91%	6.19%	8.97%	5.46%	5.12%	8.24%	10.85%	8.27%	6.23%	9.28%	6.03%	7.78%	0.00%	7.61%	7.09%	8.03%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	374	9	3	0	5	9	6	35	5	5	5	9	26	9	9	2	9	5	5	10	5	10	3	6	3	6	5	1	1	5	0	0	3	1	7	7	16	2	6	1	3	2	0	33	10	1	2	5	11	12	6	2	5	4	7	6	3	3	0	3	2	0					
		0.56%	0.67%	0.32%	0.00%	0.35%	0.81%	0.56%	2.06%	0.46%	0.35%	0.57%	0.59%	2.13%	0.67%	0.45%	0.20%	0.70%	0.41%	0.50%	0.70%	0.63%	1.24%	0.31%	0.42%	0.35%	0.48%	0.38%	0.19%	0.15%	0.60%	0.00%	0.00%	0.27%	0.12%	0.69%	0.80%	0.98%	0.21%	0.41%	0.13%	0.50%	0.30%	0.00%	2.69%	0.61%	0.08%	0.19%	0.34%	0.78%	0.99%	0.41%	0.14%	0.97%	0.26%	0.46%	0.55%	0.18%	0.29%	0.00%	0.67%	0.49%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	100	2	3	2	1	2	1	10	1	1	2	2	2	6	4	2	1	0	3	0	1	4	0	2	3	3	0	0	0	0	0	0	1	3	1	0	1	4	2	0	0	0	0	6	2	0	0	0	0	1	4	1	4	3	3	1	0	2	0	2	1	0					
		0.15%	0.15%	0.32%	0.47%	0.07%	0.18%	0.09%	0.59%	0.09%	0.07%	0.23%	0.13%	0.16%	0.44%	0.20%	0.20%	0.08%	0.00%	0.30%	0.00%	0.13%	0.50%	0.00%	0.14%	0.35%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.35%	0.10%	0.00%	0.06%	0.42%	0.14%	0.00%	0.00%	0.00%	0.00%	0.49%	0.12%	0.00%	0.00%	0.00%	0.00%	0.08%	0.28%	0.07%	0.78%	0.20%	0.20%	0.09%	0.00%	0.19%	0.00%	0.45%	0.24%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	4618	112	76	52	125	88	59	236	71	94	74	98	89	113	126	51	71	69	58	87	57	41	64	101	92	81	100	41	56	65	49	67	49	54	72	46	85	41	97	70	52	37	74	85	111	96	91	71	95	73	117	67	31	142	93	48	115	80	0	25	31	7					
		6.95%	8.28%	7.98%	12.09%	8.64%	7.90%	5.50%	13.87%	6.56%	6.64%	8.45%	6.46%	7.30%	8.36%	6.34%	5.22%	5.56%	5.71%	5.79%	6.11%	7.20%	5.09%	6.60%	7.12%	10.66%	6.53%	7.57%	7.87%	8.47%	7.82%	8.89%	4.26%	4.39%	6.26%	7.12%	5.25%	5.23%	4.26%	6.62%	8.99%	8.58%	5.51%	7.46%	6.92%	6.78%	7.43%	8.43%	4.89%	6.76%	6.04%	8.09%	4.72%	6.01%	9.25%	6.16%	4.41%	6.87%	7.78%	0.00%	5.59%	7.58%	5.11%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2335	46	26	7	42	19	34	74	50	53	30	51	26	42	63	51	50	39	44	66	41	35	21	54	50	50	58	16	19	33	22	59	26	6	37	50	53	32	48	25	17	16	31	81	40	31	121	29	39	22	53	49	12	54	36	43	41	36	0	18	16	2					
		3.51%	3.40%	2.73%	1.63%	2.90%	1.71%	3.17%	4.35%	4.62%	3.75%	3.42%	3.36%	2.13%	3.11%	3.17%	5.22%	3.91%	3.23%	4.39%	4.63%	5.18%	4.35%	2.17%	3.81%	5.79%	4.03%	4.39%	3.07%	2.87%	3.97%	3.99%	3.75%	2.33%	0.70%	3.66%	5.71%	3.26%	3.33%	3.27%	3.21%	2.81%	2.38%	3.13%	6.60%	2.44%	2.40%	11.21%	1.99%	2.78%	1.82%	3.67%	3.45%	2.33%	3.52%	2.39%	3.95%	2.45%	3.50%	0.00%	4.03%	3.91%	1.46%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	339	2	2	3	7	9	0	29	8	10	3	6	1	7	8	2	4	2	4	8	4	10	4	7	5	6	5	2	9	4	1	0	5	5	4	6	9	8	5	2	3	2	3	10	7	2	6	5	8	5	12	6	6	8	10	3	5	17	0	2	1	2					
		0.51%	0.15%	0.21%	0.70%	0.48%	0.81%	0.00%	1.70%	0.74%	0.71%	0.34%	0.40%	0.08%	0.52%	0.40%	0.20%	0.31%	0.17%	0.40%	0.56%	0.51%	1.24%	0.41%	0.49%	0.58%	0.48%	0.38%	0.38%	1.36%	0.48%	0.18%	0.00%	0.45%	0.58%	0.40%	0.68%	0.55%	0.83%	0.34%	0.26%	0.50%	0.30%	0.30%	0.81%	0.43%	0.15%	0.56%	0.34%	0.57%	0.41%	0.83%	0.42%	1.16%	0.52%	0.66%	0.28%	0.30%	1.65%	0.00%	0.45%	0.24%	1.46%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	51156	1071	756	337	1124	864	768	1005	767	1069	664	1199	943	1029	1635	723	958	928	797	1074	579	580	749	1024	621	935	941	416	510	646	418	1367	958	719	781	642	1045	764	1152	615	475	555	778	919	1253	1067	779	1226	1092	1011	1137	1146	376	1135	1225	855	1369	792	11	351	321	110					
		76.99%	79.22%	79.41%	78.37%	77.68%	77.56%	71.58%	59.05%	70.89%	75.55%	75.80%	79.04%	77.36%	76.11%	82.24%	74.00%	74.96%	76.82%	79.54%	75.37%	73.11%	72.05%	77.30%	72.16%	71.96%	75.40%	71.23%	79.85%	77.16%	77.74%	75.86%	86.90%	85.92%	83.41%	77.25%	73.29%	64.27%	79.42%	78.58%	78.95%	78.38%	82.59%	78.43%	74.84%	76.54%	82.59%	72.20%	84.38%	77.72%	83.62%	78.63%	80.70%	72.87%	73.94%	81.18%	78.58%	81.78%	77.04%	10.00%	78.52%	78.48%	80.29%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	472	6	1	0	18	10	3	17	11	9	5	8	7	15	13	8	11	13	2	14	3	7	3	15	2	18	16	1	2	2	5	15	2	2	12	9	13	10	14	3	2	2	9	11	14	1	6	3	14	8	13	7	3	13	15	10	7	4	0	3	2	0					
		0.71%	0.44%	0.11%	0.00%	1.24%	0.90%	0.28%	0.99%	1.02%	0.64%	0.57%	0.53%	0.57%	1.11%	0.65%	0.82%	0.86%	1.08%	0.20%	0.98%	0.38%	0.87%	0.31%	1.06%	0.23%	1.45%	1.21%	0.19%	0.30%	0.24%	0.91%	0.95%	0.18%	0.23%	1.19%	1.03%	0.80%	1.04%	0.95%	0.39%	0.33%	0.30%	0.91%	0.90%	0.86%	0.08%	0.56%	0.21%	0.99%	0.66%	0.90%	0.49%	0.58%	0.85%	0.99%	0.92%	0.42%	0.39%	0.00%	0.67%	0.49%	0.00%					
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
																																																																				
